Sample,Ctrl_BL6_2249,Ctrl_BL6_2250,Ctrl_BL6_2251,Ctrl_BL6_2252,HF_BL6_2260,HF_BL6_2261,HF_BL6_2262,HF_BL6_2266
Label,CT,CT,CT,CT,HF,HF,HF,HF
DG 44_10,156669.5731,111579.6886,118860.9254,152571.5361,193575.0834,231661.4205,179129.0092,345930.6193
DG 26_2,7698.784634,7120.071536,5520.416508,16125.92425,2470.677148,4891.614501,2889.451685,4685.11505
DG 30_0,160575.1136,97265.97405,81350.03413,62226.2461,89691.99973,86747.03805,157049.6053,188776.6232
DG 37_2,292201.3479,186253.9025,213792.1471,153727.0315,204869.3425,178452.728,146574.0231,327486.2044
DG 39_4,189443.6119,224171.5379,107070.2296,16113.46437,141713.9878,96029.21881,60885.63245,114582.8602
DG 40_2,409659.8485,233414.149,227263.9249,105874.3011,119814.1455,142250.9394,145095.4983,386847.0032
DG 36_6,255725.6669,331371.5825,130961.1659,242232.8431,126275.3711,189126.0078,98619.26243,451526.774
DG 42_2,29522.108,26382.16135,30117.29241,32900.95139,10137.95756,17262.43666,6121.404586,20869.50587
DG 36_0,51148.28058,44629.22691,41194.37315,17200.10843,71200.45338,61552.23776,78466.41368,87897.21463
DG 38_0,42998.18862,27467.87018,30655.96976,5282.209654,9661.352028,18659.02821,26256.31044,16229.3852
DG 33_0,22259.92409,13951.72121,14930.90804,11159.16035,26159.73755,32846.28871,23791.90631,40977.32648
DG 39_6,19290.00365,6962.271717,12176.72109,39009.16029,4010.194083,7059.982862,2854.527154,3795.819705
DG 32_6,8189.964821,4336.087335,11479.03459,5747.37697,3494.340999,4742.928543,4619.85828,11427.14326
DG 30_2,25947.33753,25285.85056,25951.58232,29783.38575,13086.88738,8135.532797,7457.388177,21102.4277
DG 37_6,7553.475604,15033.59368,14700.41787,21383.34138,39207.8446,432332.8727,25289.7042,423601.0439
DG 44_6,17322.84384,8827.258518,6726.788717,7123.906832,9427.952026,10078.92121,13724.01835,15513.25502
DG 28_2,15795.74513,12318.81261,11295.94217,8576.113123,8486.15727,9159.157484,11426.81788,16115.16735
DG 39_2,249347.2251,72085.73359,40576.10153,81033.45868,34164.38829,69122.08939,23661.84597,139296.9379
DG 44_8,17418.82493,5659.467664,12592.28855,20700.83148,33759.23235,34426.59053,9163.417117,30907.92458
DG 35_4,23584.67734,69054.09717,58459.81667,32811.36699,84588.42127,99816.74123,36599.27107,192984.9381
lysoPC 20_4,19329615.99,11015656.98,10312072.6,9287604.389,8338452.539,10820779.5,7137379.179,11994389.55
lysoPC 18_2,7483001.99,6646222.764,7332731.144,5381576.292,3815851.948,6767905.873,3411489.636,8070152.2
lysoPC 22_6,9156565.308,6373270.606,6690159.726,5737192.584,4102858.309,6172860.676,3607502.831,7605759.501
lysoPC 19_0,251266.0765,202219.0982,244696.662,285878.0131,157494.5934,230517.4856,104654.0727,241578.9565
lysoPC 20_0,307713.9816,303805.0284,403625.1814,320404.6555,196587.4681,242436.4482,136775.3161,180002.7033
