"Sample","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334"
"SM 35_2",4708.76203337811,1198.94675430264,2902.82107368187,1953.22247719673,4640.22791190902,3759.98949699223,3955.27834533381,3626.56543918095
"SM 32_0",3082.74948686888,2995.74208859765,2764.03066801077,1627.74608298836,2511.13227825513,1953.22247719673,1338.64304046164,2052.81109483146
"SM 33_2",709.339876200706,325.045423786159,503.297067667094,503.297067667094,709.339876200706,325.045423786159,709.339876200706,569.981663224656
"SM 37_2",5403.07213030986,4160.77931710736,2142.46085230216,2296.76873423381,4493.79792135863,4841.88132293702,3998.54115068617,4841.88132293702
"TG 52_4",3362555.33742302,4364115.82260871,4364115.82260871,4000456.5695573,4686841.93355262,3835179.60198713,4000456.5695573,3499420.79693566
"TG 51_4",71273.2768878392,149931.595090387,97562.7801367842,177646.613127887,160324.769336452,180760.130342769,186702.776833345,143918.337393831
"TG 46_2",1736024.69956758,977535.754080651,848209.171972885,1736024.69956758,387270.617647466,632064.883944359,583382.461353452,491092.55596236
"TG 50_2",2174841.31280487,3690060.34754154,3835179.60198713,2862450.72438281,2174841.31280487,2174841.31280487,2529997.29173415,1521673.43425927
"TG 56_8",31911.2149348523,34456.083497354,30553.0861994212,47317.5833278387,33717.5256255891,30997.9822217921,39077.7767939668,41111.2411963647
"TG 55_2",184121.861896287,152548.141497764,99347.903225749,190994.770565509,173899.488566082,236581.254552268,246152.157378492,154857.470859957
"TG 53_6",13688.4367662645,13311.2638896907,5356.20958603735,14673.5522850476,17342.0981752716,21581.1265728941,51022.0681513153,17983.8299036484
"TG 52_6",632064.883944359,376139.7399138,294671.854636573,738235.701981288,526908.240486991,873649.246921088,873649.246921088,905287.045004015
"TG 58_4",36067.1033115075,26862.5909896027,20723.8087261491,45464.0372744196,47317.5833278387,48111.2995296212,47317.5833278387,42420.0850862687
"TG 54_6",526908.240486991,848209.171972885,491092.55596236,873649.246921088,2329331.55866882,2529997.29173415,2697020.12172107,2529997.29173415
"TG 54_2",3594740.5722386,2252086.43573685,1628849.06691343,2613508.70672761,4073159.82003401,4768565.19327049,4254989.44655971,4073159.82003401
"TG 56_2",367151.564201145,230154.557420029,154857.470859957,273593.712628702,310104.381309937,583382.461353452,473514.396323247,342721.467376627
"TG 53_2",358500.314910743,605884.428076666,349702.387293389,526908.240486991,505819.673411506,491092.55596236,632064.883944359,285600.905882484
"TG 56_4",157347.172911954,236581.254552268,177646.613127887,246152.157378492,184121.861896287,246152.157378492,342721.467376627,170896.657612624
"TG 56_6",35072.2571670287,71273.2768878392,51022.0681513153,57845.1879812337,67312.5417816368,67312.5417816368,108768.194434849,70138.2473968135
"TG 44_2",285600.905882484,135780.63468126,83139.8336152387,325851.575914495,66257.3182483344,129987.126107419,107262.312485813,123658.23604849
"TG 60_4",25721.1527974077,40539.8678624307,34190.1335949228,39077.7767939668,32627.1825471288,31656.9988202952,34730.4902446366,22877.4895171125
"TG 48_2",2329331.55866882,3218141.73962487,2862450.72438281,3002995.03061119,1362378.17713652,2051052.90424736,1736024.69956758,1292322.62228349
"TG 51_2",216662.892799858,349702.387293389,319910.382681414,349702.387293389,168295.152220327,168295.152220327,258509.846527005,121912.318370366
"TG 42_0",27087.4875242112,9197.27529763568,9295.15236708354,26445.6498018445,8743.03737327956,13021.0867705264,13021.0867705264,11383.9987105799
"TG 49_2",88679.2392471334,209636.075455232,141350.507760114,186702.776833345,58535.5165196886,60166.5128489118,64201.4139458909,39556.1177807976
"TG 54_8",47317.5833278387,30553.0861994212,20167.5334982146,61008.804468095,25127.7562827948,47317.5833278387,42420.0850862687,52725.2571325448
"TG 50_4",4850288.45298836,3499420.79693566,3002995.03061119,4145863.07051071,2697020.12172107,3690060.34754154,2862450.72438281,3835179.60198713
"TG 54_4",2529997.29173415,3362555.33742302,3362555.33742302,3218141.73962487,3835179.60198713,3218141.73962487,3835179.60198713,3218141.73962487
"TG 49_4",48111.2995296212,36067.1033115075,20335.218871122,61913.9655484281,32254.2506654743,39556.1177807976,45464.0372744196,46346.1451413675
"TG 50_0",61008.804468095,397778.30771661,116292.48473204,149931.595090387,97562.7801367842,119966.049617415,200904.581953389,117834.275494868
"TG 42_2",90509.0858914233,41964.9397968801,31911.2149348523,99347.903225749,23720.7146673046,40539.8678624307,43871.1143900149,39077.7767939668
"TG 52_2",3835179.60198713,3835179.60198713,3690060.34754154,3499420.79693566,3002995.03061119,2697020.12172107,3002995.03061119,3690060.34754154
"TG 58_2",41964.9397968801,35072.2571670287,21163.8866669064,49328.283990755,27286.3180180708,83139.8336152387,39556.1177807976,55419.8712241161
"TG 53_4",54302.3577917493,147710.638309571,107262.312485813,157347.172911954,236581.254552268,216662.892799858,302985.693493846,180760.130342769
"TG 60_2",8940.03285088057,3130.44089174333,5645.94363028883,6235.46847186208,5849.40568966629,16789.57049199,11273.4736028691,10084.5243079081
"TG 48_0",117834.275494868,342721.467376627,258509.846527005,135780.63468126,112273.979003138,123658.23604849,154857.470859957,74499.5627401666
"TG 55_4",26658.0812070253,40070.6248917404,36934.2201731801,43871.1143900149,38115.5030990945,41493.4848411557,53353.6202968467,32962.545244116
