"Sample","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334","QC","QC.1","QC.2","QC.3","QC.4","QC.5","QC.6"
"lysoPC 18:0; [M+H]+@2.50",1472054.51363636,485883.588854545,1186900.59272727,812795.232,1429341.83290909,1005739.01967273,627076.909636364,1472054.51363636,956432.847272727,1033245.71090909,980171.731818182,1225464.05545455,1334212.05254545,1186900.59272727,1671006.19952727,980171.731818182,1286915.13227273,1059684.85472727,638805.549909091,1033245.71090909,509721.681454545,912168.669090909,885457.405636364,589161.665636364,653426.328,468611.239090909,673446.489636364,885457.405636364,761795.710363636,1033245.71090909,1059684.85472727,1086745.85254545,653426.328,980171.731818182,1086745.85254545,912168.669090909,1033245.71090909,627076.909636364,1112980.90527273,1033245.71090909,1005739.01967273,589161.665636364,707677.198363636,627076.909636364,980171.731818182,1146694.22981818,834955.634363636,1086745.85254545,935101.124,834955.634363636,885457.405636364,812795.232,790298.787272727,834955.634363636,834955.634363636
"lysoPC 18:0; [M+Na]+@2.30",16186.70464,3300.85320545455,19478.7636,10197.8882358182,16556.9071145455,12247.7855169091,6437.97570910909,13547.3755890909,15375.5682672727,16556.9071145455,13358.6582116364,17801.2039654545,12066.2771589091,14960.4471181818,15792.1034492727,12247.7855169091,9561.66465454546,6596.50616363636,4474.12623272727,8143.88668890909,3111.66228545455,4316.57966,7539.76609272727,5984.88111392727,4985.86454545454,4316.57966,6596.50616363636,4095.34489454545,4316.57966,7188.67688912727,6919.03179636364,8746.44234583636,4474.12623272727,8910.78444667273,9561.66465454546,7716.29116909091,7362.95283854545,3699.12319818182,6173.07772,5560.27774181818,7716.29116909091,2949.29036592727,5984.88111392727,6283.44562181818,6774.80716545454,6173.07772,4474.12623272727,6283.44562181818,8478.83729090909,8746.44234583636,8478.83729090909,9561.66465454546,8308.4443118,8478.83729090909,6173.07772
"lysoPC 18:1; [M+H]+@1.78",2836002.89909091,589161.665636364,2548118.16727273,834955.634363636,2235425.09818182,1429341.83290909,673446.489636364,2548118.16727273,2351246.74832727,1225464.05545455,1548754.91745455,2235425.09818182,2548118.16727273,1843243.32909091,2735573.60509091,956432.847272727,2054232.07745455,1671006.19952727,935101.124,1429341.83290909,501970.100963636,578538.120545455,638805.549909091,912168.669090909,885457.405636364,545183.790545455,790298.787272727,627076.909636364,653426.328,980171.731818182,1286915.13227273,1112980.90527273,812795.232,1086745.85254545,1033245.71090909,935101.124,885457.405636364,526060.892709091,861005.148181818,812795.232,743134.024,509721.681454545,790298.787272727,461768.031818182,834955.634363636,612827.136872727,477492.638545455,790298.787272727,1086745.85254545,1146694.22981818,1146694.22981818,1086745.85254545,1112980.90527273,1005739.01967273,1286915.13227273
"lysoPC 18:2; [M+H]+@1.39",172120.025072727,83238.6674,191893.181581818,153919.465727273,195514.4102,161402.961890909,111179.989963636,234028.268545455,155852.877163636,132515.487109091,161402.961890909,174617.159327273,275963.763890909,202332.898,283124.736218182,138497.939527273,119024.907763636,111179.989963636,67071.7863950909,98715.0489818182,72462.4126181818,174617.159327273,132515.487109091,92070.9993636364,85703.7967636364,57713.8218545455,116627.565981818,117988.788109091,136126.877309091,182931.081509091,234028.268545455,211913.229818182,78918.3584909091,103935.133381818,123554.593418182,76699.4683454545,120617.657745455,73674.2682,180453.270490909,125527.029127273,131187.154527273,75329.3198363636,60209.6586363636,78918.3584909091,169221.018072727,164082.804145455,108642.957181818,182931.081509091,129919.826727273,128508.222381818,131187.154527273,122217.702981818,131187.154527273,127089.103581818,134210.897745455
"lysoPC 19:0; [M+H]+@2.98",17429.1716,11686.0769636364,14405.5111109091,26398.3215745455,15168.5086836364,17429.1716,15792.1034492727,14960.4471181818,16764.0805509091,24691.6429563636,23321.6596761818,13547.3755890909,17628.4040290909,15550.3520010909,17244.5331932727,24345.2378727273,13895.0487781818,15792.1034492727,11686.0769636364,12247.7855169091,17429.1716,16186.70464,13895.0487781818,10023.3356785455,10394.3462054545,18309.8789049091,11050.3028194545,16186.70464,14225.0361927273,17429.1716,13547.3755890909,16556.9071145455,17628.4040290909,22127.6094909091,24006.3551872727,22727.8978363636,29770.8727907273,14405.5111109091,14225.0361927273,25001.248,17429.1716,23085.9977018182,27629.6864654545,24345.2378727273,18309.8789049091,26057.0556,24006.3551872727,14071.4770527273,14071.4770527273,14071.4770527273,11502.3396818182,13358.6582116364,18309.8789049091,12470.0289309091,14225.0361927273
"lysoPC 19:0; [M+Na]+@3.03",5232.34559570909,3111.66228545455,4316.57966,958.809989581818,4474.12623272727,3526.56408545455,4639.68148521818,3526.56408545455,4316.57966,2586.8158994,6437.97570910909,4639.68148521818,3300.85320545455,7539.76609272727,5880.02899454546,2949.29036592727,2949.29036592727,2586.8158994,3111.66228545455,2413.21429387273,1829.85498,2949.29036592727,2235.14979063636,3300.85320545455,1829.85498,3895.49399612727,3699.12319818182,2413.21429387273,2586.8158994,3526.56408545455,2949.29036592727,3526.56408545455,1653.72976909091,3699.12319818182,1426.08271636364,3300.85320545455,3895.49399612727,1426.08271636364,1653.72976909091,3111.66228545455,3300.85320545455,2076.60760909091,2413.21429387273,2807.06614363636,2807.06614363636,2586.8158994,958.809989581818,1829.85498,3300.85320545455,2586.8158994,1653.72976909091,2235.14979063636,1653.72976909091,2586.8158994,2413.21429387273
"lysoPC 20:0; [M+H]+@3.43",120617.657745455,33156.3412945455,108642.957181818,52044.4208545455,112541.002236364,100629.606090909,49286.0710363636,103935.133381818,76699.4683454545,76699.4683454545,85703.7967636364,105234.515672727,101727.941818182,101727.941818182,158552.247254545,68645.1984727273,83238.6674,78279.7154,42572.5076545455,67947.4837090909,30458.3296163636,42102.7588727273,39862.2790909091,35117.5425818182,54259.0311090909,40745.3794454545,51371.9604545455,44327.6724181818,48730.9416909091,64839.9528909091,79774.9632181818,59456.2329636364,45380.2613163636,61412.3863272727,66301.4464181818,56509.5886181818,66301.4464181818,51371.9604545455,59456.2329636364,62813.8803818182,61412.3863272727,43029.4435272727,54657.5092,36724.9901636364,67947.4837090909,54657.5092,41644.1939272727,50849.4264909091,72462.4126181818,53734.9651454545,57713.8218545455,53176.8431454545,57713.8218545455,56509.5886181818,55738.0478727273
"lysoPC 20:1; [M+H]+@2.69",57713.8218545455,15550.3520010909,61412.3863272727,18566.9278965455,44874.2713272727,25635.3951909091,11898.8656041818,47014.1488023636,35477.9694709091,33156.3412945455,41176.2133090909,45934.1632363636,54259.0311090909,42102.7588727273,54259.0311090909,17011.6993563636,47014.1488023636,38990.7674363636,19478.7636,33708.2585636364,11686.0769636364,15375.5682672727,16556.9071145455,14071.4770527273,13547.3755890909,13895.0487781818,24691.6429563636,18309.8789049091,12982.7572054545,20754.9612527273,32296.6482127273,29770.8727907273,24345.2378727273,32749.1110727273,40325.7905636364,24691.6429563636,26398.3215745455,19724.8928672727,27629.6864654545,17801.2039654545,29008.1747170909,14626.9808854545,30458.3296163636,15375.5682672727,22455.1957709091,17011.6993563636,10394.3462054545,24691.6429563636,27268.9427454545,24345.2378727273,21583.4031527273,27268.9427454545,26057.0556,29008.1747170909,21291.1931309091
"lysoPC 20:2; [M+H]+@1.93",22127.6094909091,7539.76609272727,26717.1308181818,8616.38082,27268.9427454545,17801.2039654545,12247.7855169091,34749.8895763636,26981.5140009091,16764.0805509091,20273.4056945455,18064.4312825455,29383.0054727273,18064.4312825455,33156.3412945455,18776.3222509091,14405.5111109091,17011.6993563636,12470.0289309091,13172.0136563636,15953.4562730909,18776.3222509091,19010.1250345455,15375.5682672727,12781.1845618182,12982.7572054545,10722.1093909091,11314.2910490909,21038.8594309091,25635.3951909091,26057.0556,24006.3551872727,10394.3462054545,11050.3028194545,18566.9278965455,10908.5285236364,16376.4568581818,11502.3396818182,22727.8978363636,21583.4031527273,15953.4562730909,15168.5086836364,15168.5086836364,18566.9278965455,19478.7636,14405.5111109091,15168.5086836364,21583.4031527273,18309.8789049091,13172.0136563636,17011.6993563636,14071.4770527273,13756.2549672727,14822.0863290909,14405.5111109091
"lysoPC 20:3; [M+Na]+@1.70",119024.907763636,41176.2133090909,117988.788109091,122217.702981818,111179.989963636,89522.0010363636,70872.1591636364,125527.029127273,166288.745436364,90965.1124,131187.154527273,161402.961890909,199062.126454545,115107.2098,188980.043072727,81817.6060727273,199062.126454545,132515.487109091,115107.2098,153919.465727273,82465.2107636364,166288.745436364,93458.7746181818,77483.1076749091,140396.293327273,70872.1591636364,93458.7746181818,296689.507672727,132515.487109091,108642.957181818,255654.402309091,260709.985581818,138497.939527273,153919.465727273,145129.163909091,127089.103581818,134210.897745455,82465.2107636364,105234.515672727,99579.8913454546,386929.186727273,101727.941818182,177743.180781818,96691.3520727273,102872.202327273,120617.657745455,57713.8218545455,149480.446654545,125527.029127273,120617.657745455,125527.029127273,125527.029127273,129919.826727273,129919.826727273,132515.487109091
"lysoPC 20:4; [M+H]+@1.34",128508.222381818,44327.6724181818,96691.3520727273,105234.515672727,94541.6636363636,73674.2682,64839.9528909091,107642.341527273,97749.9371272727,77483.1076749091,97749.9371272727,125527.029127273,136126.877309091,92070.9993636364,125527.029127273,52044.4208545455,136126.877309091,103935.133381818,74496.2867454545,131187.154527273,61412.3863272727,132515.487109091,84750.3011636364,58891.8455090909,83905.0134909091,45934.1632363636,95569.2504363636,116627.565981818,80698.3693636364,86509.2381090909,140396.293327273,158552.247254545,82465.2107636364,107642.341527273,125527.029127273,69354.2205818182,70133.3538181818,49867.1029290909,75329.3198363636,76699.4683454545,166288.745436364,58891.8455090909,92070.9993636364,72462.4126181818,75990.2405272727,74496.2867454545,36724.9901636364,93458.7746181818,80698.3693636364,78279.7154,86509.2381090909,86509.2381090909,83238.6674,78279.7154,84750.3011636364
"lysoPC 20:5; [M+H]+@1.07",16764.0805509091,5405.89216181818,8308.4443118,6774.80716545454,11686.0769636364,6173.07772,7188.67688912727,9561.66465454546,8478.83729090909,4474.12623272727,8308.4443118,8910.78444667273,12247.7855169091,11176.7533054545,13895.0487781818,5232.34559570909,10023.3356785455,4095.34489454545,5405.89216181818,5880.02899454546,2949.29036592727,8746.44234583636,3895.49399612727,5232.34559570909,2076.60760909091,3111.66228545455,4639.68148521818,6774.80716545454,5984.88111392727,5880.02899454546,8478.83729090909,9073.61237109091,4797.12763818182,4316.57966,5560.27774181818,3526.56408545455,6173.07772,3895.49399612727,8308.4443118,4639.68148521818,5560.27774181818,2586.8158994,3526.56408545455,3526.56408545455,6596.50616363636,7188.67688912727,8746.44234583636,10023.3356785455,4985.86454545454,6283.44562181818,3895.49399612727,3699.12319818182,7362.95283854545,6283.44562181818,4985.86454545454
"lysoPC 22:0; [M+H]+@4.39",421090.204981818,132515.487109091,378295.698545455,177743.180781818,407755.444363636,352403.601109091,140396.293327273,402103.885290909,238734.441981818,238734.441981818,283124.736218182,394601.712327273,366983.748363636,357355.65,600773.490727273,211913.229818182,260709.985581818,229137.938672727,120617.657745455,169221.018072727,93458.7746181818,107642.341527273,164082.804145455,129919.826727273,169221.018072727,140396.293327273,238734.441981818,136126.877309091,166288.745436364,224636.7558,199062.126454545,195514.4102,127089.103581818,191893.181581818,172120.025072727,174617.159327273,182931.081509091,127089.103581818,166288.745436364,174617.159327273,153919.465727273,117988.788109091,136126.877309091,100629.606090909,166288.745436364,122217.702981818,94541.6636363636,155852.877163636,249845.734854545,220988.005963636,202332.898,205506.971072727,205506.971072727,211913.229818182,202332.898
"lysoPC 22:1; [M+H]+@3.60",54657.5092,13547.3755890909,45934.1632363636,18064.4312825455,38990.7674363636,30772.191804,15168.5086836364,45934.1632363636,37721.5597818182,24345.2378727273,31544.1779090909,40745.3794454545,51371.9604545455,43029.4435272727,52659.7510545455,16556.9071145455,23321.6596761818,20518.8130363636,14225.0361927273,18309.8789049091,7716.29116909091,7869.07008254545,12619.5251472727,15953.4562730909,12982.7572054545,15375.5682672727,17801.2039654545,12247.7855169091,11176.7533054545,16186.70464,21291.1931309091,16376.4568581818,12982.7572054545,21291.1931309091,17429.1716,17011.6993563636,14405.5111109091,10394.3462054545,14960.4471181818,13756.2549672727,15550.3520010909,10023.3356785455,14071.4770527273,9694.2835222,11050.3028194545,10197.8882358182,8308.4443118,11314.2910490909,23677.7103381818,20754.9612527273,20754.9612527273,18064.4312825455,20031.1379927273,20273.4056945455,15953.4562730909
"lysoPC 22:5; [M+H]+@1.56",11314.2910490909,7716.29116909091,9858.72197818182,20754.9612527273,9236.71384361818,8143.88668890909,10908.5285236364,10557.9830307818,17429.1716,11314.2910490909,13895.0487781818,11314.2910490909,17244.5331932727,13547.3755890909,17628.4040290909,5984.88111392727,18776.3222509091,11050.3028194545,14626.9808854545,20031.1379927273,6919.03179636364,34749.8895763636,10197.8882358182,10197.8882358182,16556.9071145455,7362.95283854545,19010.1250345455,43029.4435272727,19724.8928672727,8616.38082,30127.8273272727,41176.2133090909,15550.3520010909,12982.7572054545,22127.6094909091,8019.7261,9073.61237109091,7051.10208363636,11176.7533054545,10197.8882358182,43656.9797216364,8143.88668890909,14626.9808854545,12619.5251472727,12982.7572054545,14626.9808854545,7362.95283854545,12781.1845618182,13358.6582116364,15953.4562730909,17628.4040290909,15792.1034492727,15953.4562730909,19010.1250345455,14960.4471181818
"lysoPC 22:6; [M+H]+@1.28",115107.2098,37721.5597818182,107642.341527273,115107.2098,101727.941818182,83238.6674,68645.1984727273,113834.294290909,131187.154527273,78279.7154,123554.593418182,147384.414454545,188980.043072727,109750.3102,177743.180781818,70133.3538181818,161402.961890909,125527.029127273,119024.907763636,147384.414454545,78279.7154,158552.247254545,88543.1133454545,67071.7863950909,127089.103581818,69354.2205818182,78918.3584909091,238734.441981818,119024.907763636,99579.8913454546,229137.938672727,243274.044890909,122217.702981818,142797.592636364,134210.897745455,105234.515672727,119024.907763636,78279.7154,96691.3520727273,100629.606090909,357355.65,100629.606090909,199062.126454545,87703.3255636364,89522.0010363636,105234.515672727,48730.9416909091,158552.247254545,117988.788109091,112541.002236364,123554.593418182,119024.907763636,113834.294290909,131187.154527273,123554.593418182
"lysoPC 23:0; [M+H]+@4.90",84750.3011636364,28659.9203770909,83238.6674,42572.5076545455,74496.2867454545,92070.9993636364,43656.9797216364,75990.2405272727,55738.0478727273,55207.9209454545,59456.2329636364,89522.0010363636,75990.2405272727,83905.0134909091,111179.989963636,66301.4464181818,52044.4208545455,48730.9416909091,31159.6627818182,40325.7905636364,36362.6618727273,28659.9203770909,31544.1779090909,34173.7103127273,30127.8273272727,41176.2133090909,43029.4435272727,33156.3412945455,42102.7588727273,46501.1238072727,44874.2713272727,43029.4435272727,39862.2790909091,37721.5597818182,49286.0710363636,30127.8273272727,59456.2329636364,36362.6618727273,42572.5076545455,45380.2613163636,38990.7674363636,26398.3215745455,35477.9694709091,21038.8594309091,41644.1939272727,43029.4435272727,29383.0054727273,39378.2725654546,62119.0077818182,48161.4923818182,50849.4264909091,39862.2790909091,43029.4435272727,47014.1488023636,41644.1939272727
"lysoPC 24:0; [M+H]+@5.37",1548754.91745455,413633.724363636,1286915.13227273,509721.681454545,1472054.51363636,1112980.90527273,461768.031818182,1382832.90854545,761795.710363636,687745.783090909,935101.124,1286915.13227273,1146694.22981818,1429341.83290909,1979433.65890909,725389.384545455,956432.847272727,935101.124,372476.228109091,861005.148181818,352403.601109091,421090.204981818,554925.877672727,386929.186727273,477492.638545455,438339.015818182,638805.549909091,402103.885290909,493945.833636364,673446.489636364,725389.384545455,707677.198363636,352403.601109091,545183.790545455,687745.783090909,468611.239090909,673446.489636364,413633.724363636,589161.665636364,554925.877672727,516807.886181818,378295.698545455,438339.015818182,260709.985581818,438339.015818182,454161.326545455,224636.7558,468611.239090909,834955.634363636,600773.490727273,589161.665636364,578538.120545455,509721.681454545,534808.245272727,516807.886181818
"lysoPC 24:1; [M+H]+@4.42",99579.8913454546,31937.1581127273,112541.002236364,38134.6683763636,85703.7967636364,70133.3538181818,35888.5268909091,93458.7746181818,70872.1591636364,70133.3538181818,82465.2107636364,102872.202327273,92070.9993636364,74496.2867454545,98715.0489818182,43656.9797216364,67071.7863950909,58891.8455090909,30127.8273272727,47646.5150727273,20754.9612527273,25635.3951909091,28052.7168418182,30772.191804,37149.6829818182,31937.1581127273,45934.1632363636,31937.1581127273,32749.1110727273,42572.5076545455,42102.7588727273,44327.6724181818,25304.7201116364,36362.6618727273,43029.4435272727,41644.1939272727,28338.46846,21583.4031527273,25304.7201116364,23321.6596761818,26717.1308181818,27629.6864654545,29383.0054727273,20754.9612527273,24006.3551872727,23321.6596761818,14626.9808854545,23321.6596761818,57235.7184,45380.2613163636,49286.0710363636,40325.7905636364,47014.1488023636,45380.2613163636,49867.1029290909
"lysoPC 25:0; [M+H]+@5.81",56509.5886181818,30458.3296163636,54657.5092,35888.5268909091,54657.5092,78918.3584909091,31937.1581127273,60871.1379090909,43656.9797216364,39378.2725654546,52044.4208545455,54657.5092,43029.4435272727,48161.4923818182,60871.1379090909,53734.9651454545,52659.7510545455,44327.6724181818,25001.248,39862.2790909091,20031.1379927273,26717.1308181818,34173.7103127273,20273.4056945455,26717.1308181818,26981.5140009091,29770.8727907273,20754.9612527273,34749.8895763636,44327.6724181818,38134.6683763636,38576.2983272727,21583.4031527273,31937.1581127273,29008.1747170909,30458.3296163636,27629.6864654545,30772.191804,26981.5140009091,33708.2585636364,28052.7168418182,18064.4312825455,29008.1747170909,15168.5086836364,22727.8978363636,31937.1581127273,18064.4312825455,28052.7168418182,41644.1939272727,36724.9901636364,32296.6482127273,36724.9901636364,29770.8727907273,30458.3296163636,31937.1581127273
"lysoPC 26:0; [M+H]+@6.24",32296.6482127273,42572.5076545455,47014.1488023636,28659.9203770909,37149.6829818182,70872.1591636364,37149.6829818182,46501.1238072727,23085.9977018182,29770.8727907273,22127.6094909091,26057.0556,25635.3951909091,36362.6618727273,32749.1110727273,34173.7103127273,46501.1238072727,44874.2713272727,44327.6724181818,42102.7588727273,35477.9694709091,37149.6829818182,41644.1939272727,42102.7588727273,31159.6627818182,37149.6829818182,33156.3412945455,21583.4031527273,27268.9427454545,35888.5268909091,24691.6429563636,32749.1110727273,20754.9612527273,20031.1379927273,16186.70464,16764.0805509091,24345.2378727273,34173.7103127273,18566.9278965455,27268.9427454545,16376.4568581818,14225.0361927273,20031.1379927273,15550.3520010909,24345.2378727273,16186.70464,16556.9071145455,15792.1034492727,33156.3412945455,28338.46846,21038.8594309091,31937.1581127273,38990.7674363636,31544.1779090909,27629.6864654545
"lysoPC 26:1; [M+H]+@5.42",45934.1632363636,11502.3396818182,39378.2725654546,14822.0863290909,39862.2790909091,23677.7103381818,8910.78444667273,38576.2983272727,23677.7103381818,18309.8789049091,25304.7201116364,30772.191804,34749.8895763636,29383.0054727273,37721.5597818182,13547.3755890909,19010.1250345455,21291.1931309091,12781.1845618182,17801.2039654545,7539.76609272727,8910.78444667273,10908.5285236364,10557.9830307818,10557.9830307818,10197.8882358182,14405.5111109091,8143.88668890909,11686.0769636364,9858.72197818182,19478.7636,17011.6993563636,8019.7261,9694.2835222,10908.5285236364,9236.71384361818,8746.44234583636,7539.76609272727,8019.7261,8478.83729090909,6173.07772,5984.88111392727,7051.10208363636,3895.49399612727,8308.4443118,5984.88111392727,4639.68148521818,5984.88111392727,17429.1716,13756.2549672727,8746.44234583636,14960.4471181818,11176.7533054545,8910.78444667273,13547.3755890909
"lysoPE 14:0; [M+H]+@1.13",11686.0769636364,1653.72976909091,8746.44234583636,2235.14979063636,8910.78444667273,3895.49399612727,3111.66228545455,8478.83729090909,4797.12763818182,1653.72976909091,4316.57966,6596.50616363636,9401.40962545455,6173.07772,11686.0769636364,1207.59834,4095.34489454545,2413.21429387273,3300.85320545455,6919.03179636364,2586.8158994,2586.8158994,1653.72976909091,1426.08271636364,2235.14979063636,2235.14979063636,1829.85498,1426.08271636364,1207.59834,2413.21429387273,3300.85320545455,3895.49399612727,649.580976290909,2807.06614363636,649.580976290909,649.580976290909,2586.8158994,3526.56408545455,1426.08271636364,1207.59834,649.580976290909,2235.14979063636,958.809989581818,958.809989581818,1829.85498,3300.85320545455,4095.34489454545,3526.56408545455,2235.14979063636,1207.59834,2076.60760909091,1829.85498,1829.85498,1653.72976909091,3699.12319818182
"lysoPE 16:0; [M+H]+@1.68",238734.441981818,102872.202327273,275963.763890909,112541.002236364,205506.971072727,188980.043072727,86509.2381090909,288986.679709091,138497.939527273,115107.2098,122217.702981818,185775.095781818,180453.270490909,174617.159327273,308174.556236364,107642.341527273,182931.081509091,147384.414454545,79774.9632181818,158552.247254545,75990.2405272727,87703.3255636364,86509.2381090909,100629.606090909,88543.1133454545,89522.0010363636,105234.515672727,87703.3255636364,84750.3011636364,101727.941818182,116627.565981818,117988.788109091,77483.1076749091,122217.702981818,138497.939527273,138497.939527273,169221.018072727,100629.606090909,123554.593418182,127089.103581818,102872.202327273,83905.0134909091,117988.788109091,90965.1124,115107.2098,108642.957181818,87703.3255636364,96691.3520727273,145129.163909091,101727.941818182,109750.3102,99579.8913454546,96691.3520727273,112541.002236364,99579.8913454546
"lysoPE 16:0; [M+Na]+@2.13",10722.1093909091,9073.61237109091,16556.9071145455,11050.3028194545,11898.8656041818,9858.72197818182,11314.2910490909,14626.9808854545,10394.3462054545,12470.0289309091,12982.7572054545,11686.0769636364,14626.9808854545,12066.2771589091,15168.5086836364,7716.29116909091,11502.3396818182,10023.3356785455,10557.9830307818,11502.3396818182,8019.7261,4985.86454545454,6774.80716545454,9694.2835222,8746.44234583636,6437.97570910909,7051.10208363636,4474.12623272727,6173.07772,10023.3356785455,11686.0769636364,9401.40962545455,13358.6582116364,17244.5331932727,17011.6993563636,10722.1093909091,13358.6582116364,12247.7855169091,12066.2771589091,13547.3755890909,11050.3028194545,6596.50616363636,9858.72197818182,10908.5285236364,15792.1034492727,15375.5682672727,11502.3396818182,15953.4562730909,8143.88668890909,10557.9830307818,10722.1093909091,7869.07008254545,10197.8882358182,9858.72197818182,6774.80716545454
"lysoPE 16:1; [M+H]+@1.27",79774.9632181818,20031.1379927273,88543.1133454545,30127.8273272727,48730.9416909091,28659.9203770909,13756.2549672727,58409.0806545455,57235.7184,36362.6618727273,45380.2613163636,64839.9528909091,53734.9651454545,39378.2725654546,50295.1535272727,15953.4562730909,49286.0710363636,33708.2585636364,18309.8789049091,29770.8727907273,6774.80716545454,12066.2771589091,11898.8656041818,15792.1034492727,20273.4056945455,13547.3755890909,24006.3551872727,14960.4471181818,10908.5285236364,14822.0863290909,16764.0805509091,20754.9612527273,16556.9071145455,17801.2039654545,28338.46846,23085.9977018182,13895.0487781818,14225.0361927273,15792.1034492727,19248.3127436364,21038.8594309091,12247.7855169091,19478.7636,12470.0289309091,17628.4040290909,12066.2771589091,10557.9830307818,18064.4312825455,25001.248,24691.6429563636,22727.8978363636,24006.3551872727,22727.8978363636,23321.6596761818,26981.5140009091
"lysoPE 18:0; [M+H]+@2.55",260709.985581818,188980.043072727,366983.748363636,166288.745436364,308174.556236364,308174.556236364,131187.154527273,336443.352327273,128508.222381818,149480.446654545,145129.163909091,208616.254927273,208616.254927273,302115.793636364,429170.376181818,153919.465727273,302115.793636364,211913.229818182,117988.788109091,238734.441981818,136126.877309091,205506.971072727,177743.180781818,123554.593418182,158552.247254545,131187.154527273,216264.997654545,153919.465727273,155852.877163636,216264.997654545,243274.044890909,199062.126454545,161402.961890909,211913.229818182,319482.547563636,224636.7558,438339.015818182,255654.402309091,238734.441981818,336443.352327273,283124.736218182,199062.126454545,216264.997654545,208616.254927273,229137.938672727,288986.679709091,182931.081509091,205506.971072727,260709.985581818,151947.385872727,155852.877163636,134210.897745455,142797.592636364,151947.385872727,149480.446654545
"lysoPE 18:0; [M+Na]+@2.73",16556.9071145455,16281.5807490909,22591.5468036364,14315.2736518182,19363.5381718182,11314.2910490909,10197.8882358182,13983.2629154545,12247.7855169091,6596.50616363636,9858.72197818182,10394.3462054545,10394.3462054545,16186.70464,16764.0805509091,13358.6582116364,18566.9278965455,14405.5111109091,9561.66465454546,14960.4471181818,11050.3028194545,14405.5111109091,14225.0361927273,8143.88668890909,8143.88668890909,11686.0769636364,12066.2771589091,12066.2771589091,11408.3153654545,12470.0289309091,12066.2771589091,13172.0136563636,10979.4156715455,16556.9071145455,21038.8594309091,19248.3127436364,24006.3551872727,17429.1716,15168.5086836364,19478.7636,20396.1093654545,13358.6582116364,15375.5682672727,17628.4040290909,15375.5682672727,20273.4056945455,21038.8594309091,12619.5251472727,11176.7533054545,8616.38082,10023.3356785455,9236.71384361818,6437.97570910909,11502.3396818182,9236.71384361818
"lysoPE 18:0; [M+Na]+@3.03",649.580976290909,16281.5807490909,22591.5468036364,14315.2736518182,19363.5381718182,11502.3396818182,10023.3356785455,13983.2629154545,649.580976290909,6774.80716545454,9694.2835222,10557.9830307818,10557.9830307818,15953.4562730909,16556.9071145455,13172.0136563636,18309.8789049091,14225.0361927273,9694.2835222,15168.5086836364,10908.5285236364,14225.0361927273,14071.4770527273,8308.4443118,8019.7261,11502.3396818182,12247.7855169091,11898.8656041818,11408.3153654545,12619.5251472727,12247.7855169091,13358.6582116364,10979.4156715455,16764.0805509091,21291.1931309091,19010.1250345455,23677.7103381818,17628.4040290909,15375.5682672727,19724.8928672727,20396.1093654545,13547.3755890909,15550.3520010909,17801.2039654545,15550.3520010909,20518.8130363636,21291.1931309091,12470.0289309091,11050.3028194545,8478.83729090909,9858.72197818182,9073.61237109091,6283.44562181818,11314.2910490909,9073.61237109091
"lysoPE 18:1; [M+H]+@1.88",3636032.51763636,790298.787272727,2836002.89909091,956432.847272727,2548118.16727273,2054232.07745455,834955.634363636,3126137.992,2054232.07745455,1382832.90854545,1843243.32909091,2548118.16727273,2351246.74832727,2160207.03890909,2836002.89909091,1186900.59272727,1979433.65890909,1843243.32909091,1334212.05254545,1671006.19952727,743134.024,687745.783090909,834955.634363636,1382832.90854545,1186900.59272727,761795.710363636,956432.847272727,638805.549909091,834955.634363636,1146694.22981818,1548754.91745455,1429341.83290909,707677.198363636,861005.148181818,790298.787272727,834955.634363636,834955.634363636,600773.490727273,761795.710363636,790298.787272727,673446.489636364,600773.490727273,725389.384545455,454161.326545455,725389.384545455,516807.886181818,509721.681454545,687745.783090909,1334212.05254545,1472054.51363636,1429341.83290909,1334212.05254545,1334212.05254545,1382832.90854545,1334212.05254545
