"Sample","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334","QC","QC.1","QC.2","QC.3","QC.4","QC.5","QC.6"
"TG 51:6; [M+NH4]+@9.74",15792.1034492727,16556.9071145455,11686.0769636364,4985.86454545454,15953.4562730909,4316.57966,22127.6094909091,7188.67688912727,6437.97570910909,26057.0556,17244.5331932727,7869.07008254545,10197.8882358182,34749.8895763636,14626.9808854545,50295.1535272727,17801.2039654545,13358.6582116364,9858.72197818182,13895.0487781818,23321.6596761818,32749.1110727273,36724.9901636364,23085.9977018182,16186.70464,19010.1250345455,13756.2549672727,19010.1250345455,24006.3551872727,72462.4126181818,17244.5331932727,35888.5268909091,16186.70464,19724.8928672727,24691.6429563636,26717.1308181818,10394.3462054545,14960.4471181818,17628.4040290909,18309.8789049091,12982.7572054545,18309.8789049091,6774.80716545454,21291.1931309091,20273.4056945455,31159.6627818182,30127.8273272727,33156.3412945455,16376.4568581818,23321.6596761818,10394.3462054545,12066.2771589091,19724.8928672727,20754.9612527273,16186.70464
"TG 52:1; [M+Na]+@10.70",28659.9203770909,108642.957181818,38990.7674363636,54657.5092,48161.4923818182,112541.002236364,151947.385872727,58891.8455090909,48730.9416909091,62813.8803818182,53734.9651454545,44327.6724181818,60209.6586363636,39862.2790909091,46501.1238072727,123554.593418182,59456.2329636364,50849.4264909091,155852.877163636,75329.3198363636,138497.939527273,81817.6060727273,46501.1238072727,185775.095781818,106509.658654545,134210.897745455,199062.126454545,86509.2381090909,89522.0010363636,63392.8694727273,67947.4837090909,55207.9209454545,105234.515672727,47646.5150727273,67071.7863950909,93458.7746181818,127089.103581818,177743.180781818,115107.2098,145129.163909091,81817.6060727273,155852.877163636,151947.385872727,155852.877163636,127089.103581818,112541.002236364,164082.804145455,172120.025072727,99579.8913454546,92070.9993636364,74496.2867454545,107642.341527273,67071.7863950909,98715.0489818182,102872.202327273
"TG 52:1; [M+NH4]+@10.84",2160207.03890909,3636032.51763636,1671006.19952727,2958039.20727273,4453427.14,1608154.68690909,5836062.16545455,4057441.40327273,2235425.09818182,3443978.09490909,2548118.16727273,1904637.91254545,3443978.09490909,4453427.14,4453427.14,4453427.14,2445926.33309091,2445926.33309091,2351246.74832727,2235425.09818182,5373448.60909091,4453427.14,5373448.60909091,4944800.21436364,2735573.60509091,2836002.89909091,5373448.60909091,3126137.992,4944800.21436364,4944800.21436364,3443978.09490909,3827282.29945455,2657732.42963636,3443978.09490909,3636032.51763636,3126137.992,6226035.13636364,5836062.16545455,4944800.21436364,5836062.16545455,3636032.51763636,3636032.51763636,3126137.992,3827282.29945455,5373448.60909091,5373448.60909091,6226035.13636364,4057441.40327273,4057441.40327273,4057441.40327273,3827282.29945455,4057441.40327273,3280131.85381818,4057441.40327273,4057441.40327273
"TG 52:2; [M+NH4]+@10.56",7569965.83054545,10846788.7872727,9002769.61090909,6643977.90181818,6643977.90181818,9477671.92,7569965.83054545,6226035.13636364,9002769.61090909,8019612.30181818,8411228.52363636,8019612.30181818,5836062.16545455,5373448.60909091,5836062.16545455,6643977.90181818,10399925.1018182,9477671.92,13602633.1581818,10846788.7872727,9897557.32363636,9477671.92,7569965.83054545,11301212.84,10846788.7872727,12346829.6345455,13147242.7345455,9477671.92,8019612.30181818,9477671.92,8019612.30181818,7130976.97454545,9897557.32363636,9002769.61090909,10846788.7872727,9477671.92,9477671.92,11301212.84,11833483.0909091,8411228.52363636,10846788.7872727,10846788.7872727,10399925.1018182,9897557.32363636,8411228.52363636,7569965.83054545,8411228.52363636,10399925.1018182,9477671.92,10399925.1018182,10399925.1018182,8411228.52363636,8019612.30181818,8411228.52363636,7130976.97454545
"TG 52:3; [M+NH4]+@10.41",7130976.97454545,15588925.1909091,9477671.92,8411228.52363636,7130976.97454545,9897557.32363636,9897557.32363636,6643977.90181818,10399925.1018182,9477671.92,6643977.90181818,9002769.61090909,7569965.83054545,6226035.13636364,6643977.90181818,6226035.13636364,9477671.92,9897557.32363636,15588925.1909091,11301212.84,11301212.84,7130976.97454545,5836062.16545455,11833483.0909091,13602633.1581818,13147242.7345455,10846788.7872727,10399925.1018182,8411228.52363636,6226035.13636364,9002769.61090909,6226035.13636364,9477671.92,8019612.30181818,7130976.97454545,10846788.7872727,11301212.84,13147242.7345455,6226035.13636364,9897557.32363636,7569965.83054545,13147242.7345455,13602633.1581818,10846788.7872727,9002769.61090909,8411228.52363636,9477671.92,7569965.83054545,8019612.30181818,9897557.32363636,9002769.61090909,9002769.61090909,9477671.92,9002769.61090909,9002769.61090909
"TG 52:4; [M+NH4]+@10.22",9897557.32363636,13602633.1581818,12346829.6345455,10846788.7872727,10399925.1018182,6226035.13636364,11833483.0909091,10399925.1018182,12346829.6345455,11301212.84,10399925.1018182,11833483.0909091,10399925.1018182,8411228.52363636,10399925.1018182,9002769.61090909,10846788.7872727,13602633.1581818,12346829.6345455,13602633.1581818,12346829.6345455,12346829.6345455,10399925.1018182,15588925.1909091,11833483.0909091,11301212.84,9002769.61090909,10846788.7872727,10399925.1018182,9897557.32363636,11833483.0909091,9477671.92,11301212.84,10846788.7872727,8019612.30181818,13147242.7345455,12346829.6345455,12346829.6345455,7569965.83054545,10846788.7872727,9477671.92,12346829.6345455,12346829.6345455,11301212.84,13147242.7345455,10846788.7872727,11301212.84,9897557.32363636,11833483.0909091,11833483.0909091,12346829.6345455,12346829.6345455,12346829.6345455,11833483.0909091,10846788.7872727
"TG 52:4; [M+NH4]+@11.23",270178.934181818,238734.441981818,134210.897745455,129919.826727273,169221.018072727,249845.734854545,120617.657745455,188980.043072727,98715.0489818182,283124.736218182,229137.938672727,177743.180781818,109750.3102,394601.712327273,329057.429454545,501970.100963636,117988.788109091,109750.3102,136126.877309091,122217.702981818,224636.7558,2351246.74832727,1472054.51363636,166288.745436364,153919.465727273,229137.938672727,98715.0489818182,234028.268545455,131187.154527273,260709.985581818,208616.254927273,834955.634363636,229137.938672727,324377.870090909,128508.222381818,199062.126454545,220988.005963636,216264.997654545,493945.833636364,283124.736218182,347298.016309091,366983.748363636,255654.402309091,361393.256054545,302115.793636364,407755.444363636,234028.268545455,485883.588854545,182931.081509091,211913.229818182,164082.804145455,147384.414454545,182931.081509091,116627.565981818,164082.804145455
"TG 52:5; [M+NH4]+@10.03",10846788.7872727,8411228.52363636,6643977.90181818,10399925.1018182,9002769.61090909,790298.787272727,8019612.30181818,9002769.61090909,8411228.52363636,7130976.97454545,9897557.32363636,9897557.32363636,9002769.61090909,12346829.6345455,10846788.7872727,12346829.6345455,5373448.60909091,7569965.83054545,4944800.21436364,7569965.83054545,8411228.52363636,11301212.84,13147242.7345455,7569965.83054545,3280131.85381818,4944800.21436364,2054232.07745455,9897557.32363636,9897557.32363636,10846788.7872727,8411228.52363636,12346829.6345455,8019612.30181818,9897557.32363636,8411228.52363636,8411228.52363636,6643977.90181818,7130976.97454545,12346829.6345455,10399925.1018182,8019612.30181818,7569965.83054545,5836062.16545455,9477671.92,9477671.92,11301212.84,9002769.61090909,12346829.6345455,7130976.97454545,8019612.30181818,7569965.83054545,7130976.97454545,7569965.83054545,8019612.30181818,8019612.30181818
"TG 52:6; [M+NH4]+@9.85",912168.669090909,1112980.90527273,461768.031818182,1334212.05254545,1005739.01967273,58891.8455090909,1225464.05545455,1059684.85472727,812795.232,1146694.22981818,1086745.85254545,834955.634363636,935101.124,2054232.07745455,1429341.83290909,3126137.992,1086745.85254545,980171.731818182,612827.136872727,1059684.85472727,1671006.19952727,2445926.33309091,2836002.89909091,1186900.59272727,421090.204981818,790298.787272727,308174.556236364,2054232.07745455,1225464.05545455,1904637.91254545,1225464.05545455,2054232.07745455,1005739.01967273,1382832.90854545,1429341.83290909,1252841.52690909,980171.731818182,1033245.71090909,2836002.89909091,2351246.74832727,1979433.65890909,1112980.90527273,834955.634363636,2054232.07745455,1671006.19952727,2657732.42963636,2351246.74832727,2735573.60509091,1186900.59272727,1086745.85254545,1112980.90527273,980171.731818182,1059684.85472727,1112980.90527273,980171.731818182
"TG 52:7; [M+NH4]+@9.69",73674.2682,78918.3584909091,28659.9203770909,111179.989963636,62813.8803818182,7716.29116909091,98715.0489818182,72462.4126181818,58891.8455090909,98715.0489818182,70872.1591636364,66301.4464181818,60871.1379090909,180453.270490909,103935.133381818,216264.997654545,195514.4102,199062.126454545,75329.3198363636,134210.897745455,202332.898,199062.126454545,288986.679709091,105234.515672727,67947.4837090909,145129.163909091,46501.1238072727,336443.352327273,111179.989963636,147384.414454545,102872.202327273,185775.095781818,101727.941818182,140396.293327273,153919.465727273,101727.941818182,85703.7967636364,70133.3538181818,255654.402309091,151947.385872727,177743.180781818,92070.9993636364,74496.2867454545,249845.734854545,140396.293327273,177743.180781818,155852.877163636,216264.997654545,90965.1124,84750.3011636364,88543.1133454545,101727.941818182,94541.6636363636,107642.341527273,96691.3520727273
"TG 53:0; [M+NH4]+@11.23",36724.9901636364,96691.3520727273,15550.3520010909,62119.0077818182,55738.0478727273,42102.7588727273,63392.8694727273,52659.7510545455,31937.1581127273,44327.6724181818,35888.5268909091,35477.9694709091,46501.1238072727,76699.4683454545,56509.5886181818,62119.0077818182,31159.6627818182,13547.3755890909,22127.6094909091,29383.0054727273,46501.1238072727,43029.4435272727,30772.191804,50295.1535272727,38134.6683763636,54259.0311090909,32296.6482127273,32296.6482127273,44327.6724181818,31544.1779090909,43656.9797216364,28659.9203770909,44874.2713272727,22455.1957709091,49867.1029290909,31544.1779090909,108642.957181818,63392.8694727273,30458.3296163636,83238.6674,40325.7905636364,60871.1379090909,26398.3215745455,63392.8694727273,54259.0311090909,99579.8913454546,83238.6674,59456.2329636364,51371.9604545455,33708.2585636364,41644.1939272727,41644.1939272727,39378.2725654546,39862.2790909091,26398.3215745455
"TG 53:1; [M+NH4]+@10.96",275963.763890909,319482.547563636,132515.487109091,378295.698545455,438339.015818182,69354.2205818182,477492.638545455,378295.698545455,249845.734854545,324377.870090909,347298.016309091,255654.402309091,336443.352327273,477492.638545455,446894.067090909,421090.204981818,172120.025072727,161402.961890909,142797.592636364,140396.293327273,347298.016309091,342497.831745455,216264.997654545,279177.118436364,182931.081509091,180453.270490909,145129.163909091,205506.971072727,314010.530727273,279177.118436364,275963.763890909,202332.898,260709.985581818,279177.118436364,366983.748363636,260709.985581818,461768.031818182,468611.239090909,407755.444363636,454161.326545455,378295.698545455,347298.016309091,188980.043072727,394601.712327273,454161.326545455,578538.120545455,545183.790545455,336443.352327273,314010.530727273,283124.736218182,249845.734854545,296689.507672727,275963.763890909,283124.736218182,314010.530727273
"TG 53:2; [M+NH4]+@10.75",790298.787272727,1429341.83290909,627076.909636364,1086745.85254545,935101.124,372476.228109091,1429341.83290909,980171.731818182,1005739.01967273,980171.731818182,956432.847272727,861005.148181818,912168.669090909,912168.669090909,1033245.71090909,653426.328,761795.710363636,687745.783090909,725389.384545455,743134.024,1186900.59272727,834955.634363636,1033245.71090909,1429341.83290909,861005.148181818,861005.148181818,407755.444363636,707677.198363636,1252841.52690909,687745.783090909,956432.847272727,612827.136872727,1186900.59272727,1033245.71090909,912168.669090909,1186900.59272727,1608154.68690909,1748195.25145455,834955.634363636,1548754.91745455,1112980.90527273,1608154.68690909,1033245.71090909,1472054.51363636,1608154.68690909,1382832.90854545,1671006.19952727,834955.634363636,1146694.22981818,912168.669090909,980171.731818182,912168.669090909,956432.847272727,1033245.71090909,1059684.85472727
"TG 53:3; [M+NH4]+@10.55",509721.681454545,1843243.32909091,761795.710363636,725389.384545455,589161.665636364,413633.724363636,1186900.59272727,725389.384545455,1033245.71090909,885457.405636364,638805.549909091,707677.198363636,673446.489636364,516807.886181818,516807.886181818,566335.208181818,516807.886181818,509721.681454545,790298.787272727,761795.710363636,912168.669090909,600773.490727273,534808.245272727,1112980.90527273,790298.787272727,743134.024,329057.429454545,612827.136872727,743134.024,526060.892709091,743134.024,526060.892709091,1146694.22981818,743134.024,589161.665636364,1146694.22981818,1146694.22981818,1472054.51363636,516807.886181818,956432.847272727,761795.710363636,1086745.85254545,1059684.85472727,1429341.83290909,1005739.01967273,1059684.85472727,1112980.90527273,673446.489636364,761795.710363636,687745.783090909,725389.384545455,653426.328,743134.024,790298.787272727,861005.148181818
"TG 53:4; [M+NH4]+@10.37",202332.898,566335.208181818,260709.985581818,275963.763890909,461768.031818182,182931.081509091,707677.198363636,461768.031818182,394601.712327273,270178.934181818,243274.044890909,296689.507672727,438339.015818182,378295.698545455,386929.186727273,526060.892709091,109750.3102,172120.025072727,220988.005963636,234028.268545455,600773.490727273,446894.067090909,324377.870090909,600773.490727273,229137.938672727,191893.181581818,52044.4208545455,166288.745436364,446894.067090909,407755.444363636,438339.015818182,283124.736218182,314010.530727273,229137.938672727,140396.293327273,279177.118436364,743134.024,956432.847272727,429170.376181818,600773.490727273,172120.025072727,438339.015818182,324377.870090909,468611.239090909,707677.198363636,638805.549909091,861005.148181818,534808.245272727,357355.65,275963.763890909,407755.444363636,336443.352327273,296689.507672727,394601.712327273,329057.429454545
"TG 53:5; [M+NH4]+@10.20",44874.2713272727,123554.593418182,46501.1238072727,84750.3011636364,123554.593418182,43656.9797216364,308174.556236364,202332.898,50295.1535272727,80698.3693636364,54657.5092,69354.2205818182,185775.095781818,169221.018072727,199062.126454545,270178.934181818,31544.1779090909,34749.8895763636,62813.8803818182,65617.5806545455,182931.081509091,234028.268545455,191893.181581818,205506.971072727,65617.5806545455,32749.1110727273,16556.9071145455,65617.5806545455,195514.4102,158552.247254545,202332.898,161402.961890909,48730.9416909091,65617.5806545455,27629.6864654545,75990.2405272727,224636.7558,199062.126454545,216264.997654545,234028.268545455,49867.1029290909,102872.202327273,106509.658654545,107642.341527273,238734.441981818,279177.118436364,366983.748363636,265550.391,95569.2504363636,122217.702981818,106509.658654545,97749.9371272727,95569.2504363636,115107.2098,100629.606090909
"TG 53:6; [M+NH4]+@10.04",13547.3755890909,22127.6094909091,13358.6582116364,14960.4471181818,31544.1779090909,3699.12319818182,62119.0077818182,33708.2585636364,24691.6429563636,31937.1581127273,28338.46846,20754.9612527273,34173.7103127273,58409.0806545455,30772.191804,65617.5806545455,26981.5140009091,29008.1747170909,16376.4568581818,27629.6864654545,71641.0117090909,68645.1984727273,78918.3584909091,57713.8218545455,25304.7201116364,30127.8273272727,6283.44562181818,28659.9203770909,57713.8218545455,70133.3538181818,161402.961890909,63392.8694727273,18064.4312825455,23677.7103381818,11314.2910490909,27629.6864654545,44874.2713272727,41644.1939272727,106509.658654545,73674.2682,42102.7588727273,40325.7905636364,16376.4568581818,43656.9797216364,53176.8431454545,67947.4837090909,158552.247254545,55207.9209454545,38134.6683763636,32749.1110727273,33708.2585636364,33708.2585636364,34749.8895763636,38134.6683763636,33708.2585636364
"TG 54:1; [M+NH4]+@11.10",1005739.01967273,1146694.22981818,566335.208181818,1548754.91745455,2657732.42963636,501970.100963636,2735573.60509091,1979433.65890909,790298.787272727,1112980.90527273,1225464.05545455,812795.232,1904637.91254545,4057441.40327273,3280131.85381818,2958039.20727273,834955.634363636,725389.384545455,493945.833636364,589161.665636364,2445926.33309091,1671006.19952727,1979433.65890909,1979433.65890909,707677.198363636,554925.877672727,834955.634363636,1086745.85254545,2445926.33309091,2657732.42963636,1671006.19952727,1979433.65890909,1112980.90527273,1059684.85472727,1472054.51363636,885457.405636364,2836002.89909091,2054232.07745455,3827282.29945455,2836002.89909091,1472054.51363636,956432.847272727,589161.665636364,1146694.22981818,2548118.16727273,3280131.85381818,3443978.09490909,2958039.20727273,2235425.09818182,1671006.19952727,1548754.91745455,1548754.91745455,1671006.19952727,1671006.19952727,1548754.91745455
"TG 54:2; [M+NH4]+@10.67",8215420.41272727,6435006.51909091,6031048.65090909,7794789.06618182,13374937.9463636,3731657.40854545,11074000.8136364,13374937.9463636,6031048.65090909,8706999.06727273,7794789.06618182,6435006.51909091,12090156.3627273,14595779.1745455,13374937.9463636,13374937.9463636,7794789.06618182,5159124.41172727,3540005.30627273,4255434.27163636,10623356.9445455,10148741.2127273,11074000.8136364,10148741.2127273,5604755.38727273,3942361.85136364,3540005.30627273,6887477.43818182,11567347.9654545,14595779.1745455,11074000.8136364,10623356.9445455,5604755.38727273,7350471.40254545,9687614.62181818,6435006.51909091,10148741.2127273,9687614.62181818,14595779.1745455,12090156.3627273,10148741.2127273,6435006.51909091,4699113.67718182,7350471.40254545,11567347.9654545,13374937.9463636,12090156.3627273,11567347.9654545,10148741.2127273,9240220.76545455,8215420.41272727,10148741.2127273,8706999.06727273,9687614.62181818,9687614.62181818
