Sample,Ctrl_BKS_2202,Ctrl_BKS_2203,Ctrl_BKS_2206,Ctrl_BKS_2211,HF_BKS_2214,HF_BKS_2216,HF_BKS_2217,HF_BKS_2218,Ctrl_BKS_db+_2225,Ctrl_BKS_db+_2226,Ctrl_BKS_db+_2227,Ctrl_BKS_db+_2231,HF_BKS_db+_2239,HF_BKS_db+_2241,HF_BKS_db+_2242,HF_BKS_db+_2243,Ctrl_BL6_2249,Ctrl_BL6_2250,Ctrl_BL6_2251,Ctrl_BL6_2252,HF_BL6_2260,HF_BL6_2261,HF_BL6_2262,HF_BL6_2266,Ctrl_BL6_db+_2273,Ctrl_BL6_db+_2274,Ctrl_BL6_db+_2275,Ctrl_BL6_db+_2279,HF_BL6_db+_2286,HF_BL6_db+_2287,HF_BL6_db+_2288,HF_BL6_db+_2289,Ctrl_BTBR_2292,Ctrl_BTBR_2293,Ctrl_BTBR_2297,Ctrl_BTBR_2298,HF_BTBR_2306,HF_BTBR_2307,HF_BTBR_2308,HF_BTBR_2309,Ctrl_BTBR_ob+_2316,Ctrl_BTBR_ob+_2317,Ctrl_BTBR_ob+_2318,Ctrl_BTBR_ob+_2320,HF_BTBR_ob+_2329,HF_BTBR_ob+_2331,HF_BTBR_ob+_2333,HF_BTBR_ob+_2334,Tissue_Test Pool_Positive_01,Tissue_Test Pool_Positive_02,Tissue_Test Pool_Positive_03,Tissue_Test Pool_Positive_04,Tissue_Test Pool_Positive_05,Tissue_Test Pool_Positive_06,Tissue_Test Pool_Positive_07
Label,Ctrl_BKS,Ctrl_BKS,Ctrl_BKS,Ctrl_BKS,HF_BKS,HF_BKS,HF_BKS,HF_BKS,Ctrl_BKS_db,Ctrl_BKS_db,Ctrl_BKS_db,Ctrl_BKS_db,HF_BKS_db,HF_BKS_db,HF_BKS_db,HF_BKS_db,Ctrl_BL6,Ctrl_BL6,Ctrl_BL6,Ctrl_BL6,HF_BL6,HF_BL6,HF_BL6,HF_BL6,Ctrl_BL6_db,Ctrl_BL6_db,Ctrl_BL6_db,Ctrl_BL6_db,HF_BL6_db,HF_BL6_db,HF_BL6_db,HF_BL6_db,Ctrl_BTBR,Ctrl_BTBR,Ctrl_BTBR,Ctrl_BTBR,HF_BTBR,HF_BTBR,HF_BTBR,HF_BTBR,Ctrl_BTBR_ob,Ctrl_BTBR_ob,Ctrl_BTBR_ob,Ctrl_BTBR_ob,HF_BTBR_ob,HF_BTBR_ob,HF_BTBR_ob,HF_BTBR_ob,QC,QC,QC,QC,QC,QC,QC
PC 44:5; [M+H]+@8.44,74572.9288,29654.11496,55202.86501,67469.78336,61123.3588,97768.24362,45024.90064,109897.2012,115916.2066,109772.8566,96797.35795,109959.0064,88438.22317,95023.33749,88890.88517,91370.36684,61036.10443,64324.66089,109717.6141,38402.55104,92747.27775,78154.06251,89735.16791,27728.38223,41853.96192,80098.29182,31537.56428,25924.37684,83561.9546,75581.18548,56944.64156,39155.02858,91767.26602,56325.10768,64791.46433,40733.02476,13333.46672,6848.473917,79554.82424,46010.81423,19097.31996,24707.66764,33632.54498,42002.31309,33488.21159,48988.07655,19586.04335,96895.14821,68364.52237,114264.6945,110511.715,68076.81543,53988.06351,155134.7496,50421.5716
PC 45:4; [M+H]+@9.06,39380.9085,5735.831881,27813.45661,11803.93311,25216.6789,15345.23719,9369.006068,43683.46246,28982.55525,20364.63278,22121.94443,22907.98843,28215.32942,26606.89987,71525.33609,39303.00286,43895.29375,22135.21676,13594.69515,21464.16546,14367.22632,28156.30483,26441.47362,11544.83349,19626.78386,15372.09383,27341.24092,41962.303,50285.81202,17190.12217,12643.48862,50790.67937,9509.899898,46129.65051,26535.83762,12800.00299,21449.06229,3100.692662,10505.54821,6047.476382,309.937552,18554.73554,6194.269977,7425.700496,524.602076,9410.452236,N/A,8151.531527,17635.69179,15995.88144,14301.64292,N/A,11702.60922,24300.18837,27029.48408
PC 45:4; [M+H]+@9.68,39380.9085,12929.8963,27813.45661,14665.77606,49029.02918,36013.42779,25197.56572,43683.46246,28982.55525,23935.63021,33375.04464,42982.50716,55628.22119,41305.74761,71525.33609,39303.00286,43895.29375,36326.14356,30081.15906,36542.84546,23610.74446,28156.30483,30892.36382,25391.71904,19669.87114,23330.60386,27341.24092,41962.303,50285.81202,46055.52344,31916.31053,50790.67937,21505.42029,46129.65051,N/A,12736.76484,21449.06229,9750.634521,14532.13662,18636.48062,20429.13361,18554.73554,13619.33684,7425.700496,19600.86587,9410.452236,15961.13696,25172.78874,21955.0639,28062.03296,28883.12344,55579.19876,37066.52973,32559.72748,31344.68722
PC 45:5; [M+H]+@9.13,6098.709666,2586.507834,1783.162793,2951.99932,3738.397473,1840.375366,4175.64688,7152.754524,7661.390954,8518.834186,N/A,354.8133103,3693.506444,2815.819091,8567.190781,4981.326759,3447.149313,4775.115714,5274.704264,4051.212587,4348.236696,3883.709488,2524.256215,8733.837571,5643.255102,2753.168374,3724.175256,7485.296663,2503.960547,5220.687034,6571.603721,3022.578282,1855.793233,1775.963447,3093.049285,1877.064749,2383.76165,3092.838574,4027.278735,3039.851015,665.0100513,2605.98622,614.8894816,2395.758081,2999.179699,3412.193476,926.9382246,3949.144518,5585.114891,3538.20421,3609.624396,6683.469972,6288.888328,4326.535335,3256.151676
PC 46:1; [M+H]+@9.11,14362.56918,16384.92706,11958.13294,12015.36848,12073.68875,6593.620919,14942.03503,10167.8469,6691.119599,19714.04348,15192.68809,12766.39276,21279.90983,9436.809348,14599.93141,18441.91094,10290.1731,9985.118176,13274.4005,10528.49864,12875.68303,11148.61246,19160.63863,12747.49173,9638.588816,6156.466246,12454.3574,20955.63899,8266.647763,15742.14069,13333.03534,7644.468214,16978.54829,18315.77373,13633.14804,7790.397257,8576.810323,9751.845635,22666.51752,8968.830647,10551.32408,8532.879429,4877.739651,13630.70986,6707.109958,20283.13689,16028.57919,24805.68139,9056.352251,7613.268697,10987.97667,6096.526757,11356.84441,6473.741276,12748.13205
PC 46:4; [M+H]+@9.18,52273.45893,20114.96585,33377.39752,39443.85822,70737.78477,53167.0113,21673.36458,106661.1323,61383.74919,61569.37802,41073.91462,71953.1483,99260.95731,103913.3263,90618.16983,53565.05812,109386.0744,109495.1281,79579.08749,122179.0988,35979.36926,42242.86634,90276.95613,49038.73333,54335.21534,43847.39341,54963.73441,41836.10602,54600.31538,92211.89849,73683.31025,95441.96197,28335.09462,38098.91009,35969.85553,44232.96204,28271.7964,16133.00326,21159.6913,23460.00094,27103.58475,14503.24014,14269.06946,7573.390048,25031.36858,21139.86727,13631.53613,33988.88441,61934.06124,55484.45083,80972.75858,34270.78491,60128.86739,50441.27462,47219.79055
PC 46:6; [M+H]+@8.66,37053.35765,9854.149659,16258.5356,15224.16988,29955.55509,26337.65912,12887.34391,22706.97973,23540.81902,22567.65865,33186.36353,29121.48354,29174.05645,22667.14408,28457.28704,27932.36139,47167.51842,42250.69619,35414.34752,37806.34472,21624.911,27809.47304,34798.72529,27368.19719,35475.71456,14024.61972,18003.14275,20596.65363,46994.50323,46596.78979,38533.57985,34554.76506,19821.0917,16652.72062,13085.96614,12627.85906,10406.07464,7049.403736,16639.90303,15427.82322,17619.02868,7197.41201,12538.73791,7147.748385,11855.08951,8500.445864,8411.017497,12778.2224,21238.7973,22428.16211,26362.73458,23610.69547,32048.31881,23376.04438,23370.93103
PC 46:7; [M+H]+@8.86,6810.465763,2841.698362,4832.008326,7203.745904,6615.385259,7205.046747,10152.99946,9780.366577,4806.165464,7443.162924,10655.54894,6157.849513,4233.110213,4275.623754,8811.228521,7386.128538,5787.450409,14894.57944,22354.28886,10928.95298,5188.926642,3563.42969,4330.116059,7684.068942,6569.129931,6246.235653,7551.642842,2482.172933,7846.33703,8846.229354,3897.28916,9271.660364,8538.358927,4933.042979,4793.792795,1490.431343,4547.90581,8915.911054,7352.076343,7527.564584,3942.421056,5970.692772,7237.592437,4570.342786,8337.642939,3413.376178,2518.118202,3829.185219,8674.741889,12816.68952,3952.550729,7248.305277,8528.447889,10212.59129,8968.898137
PC 48:4; [M+H]+@9.67,18491.69334,1985.4469,16873.05671,6891.083087,27551.63219,12640.58766,7038.780513,27349.88377,13905.14028,15463.3023,12671.76118,13902.93071,28997.93673,24454.75289,25633.43328,7368.093705,35117.28656,30407.36986,11292.41196,21168.86447,13564.43261,14044.89759,15061.60857,18913.90833,17067.48436,5789.145593,24549.35499,15048.07702,18433.13567,30467.20484,30622.04832,30496.58216,7859.20079,13110.63226,7336.227692,9098.492153,3182.315719,4732.226883,10089.03701,7832.463602,8803.408414,3555.312804,6661.803576,4233.85158,7089.57385,5438.817821,1638.191997,4999.578009,20477.62935,23258.68834,18285.4284,18171.81089,19114.39859,18059.13907,17228.03821
PE 17:0; [M+H]+@1.79,16488.64787,4624.948529,12872.00109,9858.076816,19688.84562,19973.70879,10105.01835,15545.77425,11660.94059,7282.644879,15235.3047,7849.476166,16793.56596,14216.34185,9150.236428,5888.443124,15344.87941,7816.931171,5029.020412,5450.227427,6328.48108,4410.270421,6711.590023,3045.982921,12734.73818,9937.35843,8103.319632,7363.26872,9209.422347,8526.107397,9652.769122,12481.77799,5870.579097,8273.783006,5972.170436,8964.417031,4285.239688,2623.158435,8359.994427,6067.626081,6259.852354,9346.847906,8967.123034,6604.568712,4366.220455,7149.532529,4193.125542,3694.929632,6400.327514,8921.159508,5493.301046,5936.243082,7478.475249,5142.347072,7214.566621
PE 17:1; [M+H]+@1.39,10894.23668,2502.040008,10975.48037,5747.644145,4782.397909,4170.897142,4865.307833,10505.19249,12556.34078,12691.73683,10578.76047,8675.411042,19628.4528,10596.96072,N/A,3552.840563,6775.77612,5216.302635,1370.065003,4829.579953,3084.797896,7646.381846,6547.767985,1380.551756,8020.802168,5175.171751,6331.548973,N/A,3515.555958,6365.671313,4834.363758,8803.081681,7668.057378,12502.36071,12195.9292,10256.43337,7544.103497,5096.470661,12042.89574,6019.398518,12050.51851,8619.558266,11153.85509,6368.05239,7996.887892,4820.536853,5218.236262,11380.54047,11002.24403,5868.375755,4451.837907,5304.578764,5738.614394,5224.462868,7566.582135
PE 19:1; [M+H]+@1.98,245127.7396,86317.60012,204477.0328,191909.1149,210494.1901,301842.2431,247479.7558,221394.937,137458.9529,235295.9293,258622.5195,230630.9629,213780.7715,226647.423,213572.6473,180903.9029,221772.1023,252444.8039,85093.58623,123324.9423,246795.1026,178219.232,225790.7686,118306.8047,302207.4383,336773.1397,230130.1252,218851.0947,250951.9355,233800.985,215089.3214,188081.7062,342586.844,313353.8551,251682.2607,337303.6974,296712.4624,140917.9677,274826.2397,326889.322,246536.5916,349524.8084,390683.2811,257005.797,308140.9016,253140.9462,215051.2138,250831.4438,160593.6103,185823.085,193016.6728,163772.4015,165378.688,210966.7365,203941.9757
PE 19:1; [M+Na]+@2.01,4324.074613,5027.600823,11029.74039,11136.87426,7343.182574,12705.68755,12985.30723,6868.704506,8980.990129,9183.933173,12800.7638,9889.198307,8411.429047,10128.37572,5470.434313,11777.20276,17778.17156,11680.43904,4307.22787,5465.517095,13127.13065,10474.26304,13710.76082,5633.334561,12053.58105,15896.19507,14476.02404,11259.78313,14430.66012,11712.30264,9339.913852,9890.607647,19624.69553,17678.39444,17022.07565,16248.37584,15645.79577,8415.121902,19271.5784,18080.32073,13072.42945,19030.89833,19760.2096,11817.09863,16829.02261,16164.04787,12709.40387,15000.81015,7480.028517,7408.279651,13104.71136,14997.21492,12072.49355,10551.11281,10821.47465
PE 19:2; [M+H]+@1.52,22533.24458,2904.623268,9425.012441,6432.988278,8116.391615,13529.86735,6467.311788,13308.19307,5066.833956,9810.034674,9211.608825,9113.457876,13684.40927,8156.367628,14805.66322,5363.211352,7626.149039,7960.245329,1741.070102,2987.340441,8959.918192,6354.180852,6680.324833,3866.624843,8968.022263,7525.446929,7424.868773,2882.276899,8530.573752,11011.81959,10299.34651,8057.497575,5135.338607,6570.301389,3800.060365,7241.024714,7754.570758,4467.015802,10683.07694,10557.18957,6259.930285,5870.522824,5412.663158,2712.153988,7109.176415,4821.998125,2962.41241,6773.615159,6105.711537,7520.229096,8693.501728,6858.238184,7262.343842,6184.895807,5715.781263
PE 21:4; [M+H]+@1.46,12653.42329,4824.41262,9983.326254,10976.13911,14530.19166,15755.76342,12343.85498,22068.70652,10800.773,18052.72127,18504.4805,13593.14973,15513.39117,9634.985969,9861.8825,7604.783604,13632.13791,11822.36068,5100.659703,6415.914868,12604.59307,13878.33787,15195.97834,5137.040326,17469.89204,17153.57453,14020.9194,13451.61974,14484.19858,14261.32866,10870.55956,13222.9368,18452.38264,16563.25168,15145.31234,16096.9551,15982.62948,8672.872998,17202.96281,19935.23585,11288.24197,16643.52129,19151.50336,11841.33171,15637.6745,16350.37019,13516.02961,15720.89641,10747.62324,9162.020206,11066.82957,11798.56026,9934.82662,13092.84494,12528.15771
PE 23:4; [M+H]+@2.06,8597.664371,2843.5326,6751.528683,5779.071903,4365.785538,12977.3828,7645.546206,7895.149697,7622.852267,10150.38102,7782.870816,5537.506595,9569.708915,7975.855101,6977.242618,6402.594442,9743.12792,11179.52719,3938.811046,8577.370721,10394.48716,9220.466166,11740.2671,6980.452334,13423.11969,13914.19644,17174.23163,8412.742468,12715.82343,12746.0221,15972.75355,6587.345971,9515.993405,11388.2585,9875.580546,12089.31201,11882.52122,5117.185587,7701.354326,11468.44788,8819.543466,11621.43192,11822.85463,6335.574176,10599.12942,8938.101568,6486.833464,8956.889907,7289.625425,6498.162068,8375.096297,7769.614774,9702.299142,7577.86794,8360.839409
PE 30:1; [M+H]+@5.67,4554.468142,1460.478482,6729.744719,2008.499592,4694.490965,1845.87746,1451.817538,4589.76724,4493.500067,3503.966998,4722.986673,5289.811464,5200.007443,4467.040337,3722.46077,1618.213363,5093.547445,2573.35402,585.639977,1577.616613,962.7664185,565.6281341,809.4990502,1172.319342,1193.08863,565.7944945,1897.640148,3273.655211,1077.230237,1053.927009,1323.233507,1602.963396,1425.02944,2739.951573,2120.872675,1525.391236,4109.811611,961.1179715,763.3336865,1266.811031,1269.441262,514.0054497,608.9387672,671.1424154,1037.060904,667.8525133,412.0733477,681.4208685,1853.596684,2884.051582,3683.15328,3759.334451,1812.845087,2520.786413,2635.085872
PE 32:1; [M+H]+@6.33,79741.99081,28505.46522,82969.40933,41165.26127,67673.73918,45306.85758,38784.86923,52860.5929,93922.7358,96859.30122,93980.08686,61345.16391,87126.88743,49003.35853,41337.45788,45188.21837,48329.35135,75390.96569,45272.07422,52451.07594,21707.88564,35578.00513,36219.24178,42824.126,38623.34174,43064.70631,43828.35678,38499.08807,34567.96608,45030.1625,52551.2682,40847.24197,121337.971,85399.47453,78594.67091,57243.3169,18821.04686,30163.55607,57115.97984,36358.40014,43509.76965,34097.13799,43349.48319,24753.48596,40373.17382,24513.33825,14758.65282,47165.75846,35038.39682,76741.38189,70448.29164,92240.99329,90670.71768,80628.43368,95527.58563
PE 32:2; [M+H]+@5.78,30067.05954,5932.061149,31667.71756,10647.86059,18652.33201,16549.10543,8929.959967,22720.60249,20287.73503,18853.51535,20763.52109,26604.72262,28525.61797,12342.33837,9964.315287,7694.359663,24073.9074,16990.96456,4688.984028,14365.04241,4764.695704,5265.514893,7878.715796,6525.442918,7942.543354,4829.32654,14028.86977,7730.191803,5822.49682,7100.733935,8224.530141,5713.712456,10352.56717,14373.27108,16802.53671,10588.01611,5819.801636,2764.959642,8357.246937,4024.413595,7369.954396,2767.881412,7021.453761,4875.076818,4945.079511,4704.442733,1994.659797,9414.036478,7310.924892,17349.10036,15408.58531,12817.74998,8043.341123,12911.61237,15320.7745
PE 33:1; [M+H]+@6.65,21309.39815,3876.53637,21375.29958,7502.413898,22030.12919,14403.5972,12758.2914,19089.40805,24916.02972,12749.97369,23440.89173,34880.32866,30165.59437,18002.17087,14756.47555,15210.84851,16140.33425,22676.26325,13117.97542,11866.3756,14124.95471,10633.98828,10383.43523,9670.351003,12586.65769,3673.180261,7978.541273,5469.16118,9959.852235,8179.666354,18248.05404,15192.83368,22404.27819,17717.32665,16745.66089,22478.54247,12438.3118,3695.932361,16646.00008,13544.7174,12874.71802,5783.824069,7766.7805,8491.688934,7209.225766,10155.89309,13889.26437,11588.50396,11602.81501,16562.29984,15728.27989,12862.2849,17106.28347,17618.52954,N/A
PE 34:0; [M+Na]+@7.39,4361.508501,4793.664576,1909.811756,6753.205721,1557.623292,5523.353849,N/A,1369.607101,5355.888264,3252.396929,1918.629678,2003.478627,4380.975883,3561.544324,888.0814634,2742.631133,1923.806363,1070.738377,N/A,3909.012554,N/A,2646.813066,7354.256234,N/A,1557.742707,4203.193234,7652.413972,2233.007841,3262.146063,250.3456664,3875.323301,N/A,1487.372547,N/A,497.337971,7263.527723,3147.962079,N/A,2612.109243,1092.824145,2688.210814,4568.563593,3855.40737,2827.386512,4730.401653,5854.415618,4975.865606,2798.041815,1237.254203,326.3896659,N/A,1829.851873,N/A,1142.418397,N/A
PE 34:1; [M+H]+@6.96,1800585.648,641842.5283,1542961.864,1001280.304,1371103.347,1109078.924,969649.0566,1374845.17,1127406.98,1080236.098,1274194.171,1240126.077,1522548.453,1311477.57,1382230.347,821537.3616,1246721.131,1456965.393,945278.0461,1347337.755,826531.8866,850916.1999,1172164.383,934582.5912,1192354.272,981612.4487,915481.7883,913105.467,1137435.591,1149705.486,1076920.074,1247473.035,1567371.825,1690320.335,1521731.864,1443000.65,1032955.614,821946.7927,1401488.983,1166187.81,1229918.021,820718.4613,1185413.49,819829.3824,1088188.519,1033383.921,681198.4981,1308341.266,1117678.513,1267348.574,1263090.051,1291138.899,1254087.938,1253235.687,1139220.837
PE 34:2; [M+H]+@6.49,917020.5536,177518.2241,912610.4443,448955.2382,814843.9746,477089.0614,349891.0812,820650.7727,905391.0262,757064.1253,952455.0713,906750.8868,999059.4048,735987.115,753953.7566,431110.91,725876.1369,730118.2195,323245.5187,500537.4949,223897.4746,282448.2557,412134.4049,309050.2912,429089.8766,281654.3847,503316.0258,333969.4564,381487.3707,581825.0983,622094.5096,543359.7514,628947.6179,591874.3258,553338.3543,482640.0987,258194.9657,172263.9728,561702.3017,370899.8984,374700.565,181758.4182,266880.6056,163847.5647,341718.2578,293127.8907,170008.2735,413774.4075,495149.6648,670230.5324,653991.8559,703439.673,678175.4703,688321.6874,684343.5737
PE 34:3; [M+H]+@5.98,118433.7204,30192.40474,79086.94227,50441.52777,100560.4431,88942.86851,32448.37223,107877.645,67829.2003,69755.64883,113736.6598,77774.44544,147193.5026,96143.66084,135117.365,51744.75834,71353.5366,64341.84863,29435.41649,53924.96777,23369.69736,32367.04145,53479.66614,31357.04077,38941.0447,30149.58103,53551.47535,42775.38446,47687.72452,53213.24101,81738.34444,62294.44436,38721.32863,47835.10128,45322.37856,31861.20087,34690.49935,16786.32104,49230.03494,33723.63863,28865.28392,23688.63859,25644.79764,19373.05957,27794.90324,24828.98455,23302.89459,48010.92761,53439.24654,64603.96547,53242.64401,59100.59025,70690.7116,69856.91989,40179.46703
PE 35:1; [M+H]+@7.25,178959.1551,37116.36345,131566.2265,78421.17576,121172.0657,93134.35684,66374.13489,148474.3459,103169.4497,74326.89714,125829.298,114796.3047,129882.8933,103358.3412,108198.6807,66963.32758,106886.1743,120352.5154,54789.72362,116580.413,52302.2198,68477.28118,69264.56135,69936.31476,66875.59004,57938.3461,62076.44613,63239.1622,59734.72851,134379.4675,113048.3113,94730.91152,88612.99776,105805.7656,81005.29427,101379.9244,68626.64208,44855.02453,95560.21762,64466.11561,67287.14117,33214.85531,N/A,39718.69802,67799.48434,43611.30556,N/A,74228.9316,92595.22732,101376.0764,102936.5449,106202.7935,103202.1772,105802.7635,76766.07216
PE 35:2; [M+H]+@6.78,29110.77436,12467.50368,27109.56213,21779.71946,41673.21353,34663.61815,32051.30652,N/A,30372.89839,24497.55829,37981.49101,39960.70894,42932.43984,34275.09095,32861.29412,21975.61854,32282.42958,31314.33276,18687.99285,29802.63366,17932.68402,18267.97534,17092.4241,23307.89871,20520.94511,16433.40228,17491.45443,15677.09691,21417.02628,32118.69835,N/A,29557.48769,24656.88445,17029.12287,20881.35579,35793.00269,17677.43029,11537.67326,26157.55369,19386.70889,18877.38981,13801.65125,13928.76395,7371.503059,19477.3395,16976.38474,9712.774997,26470.46672,28675.18011,24394.10176,37017.60187,24401.18704,35964.42001,27861.39695,25770.1345
PE 35:2; [M+Na]+@6.26,17182.34461,9959.045705,19619.1286,6748.708038,11499.91889,5075.509045,18269.67218,16559.6694,9346.211227,24657.21579,8994.560532,16731.71421,22093.87498,3560.745028,N/A,6018.186451,9393.856025,14441.61204,9653.667361,6116.288832,6077.113665,5561.83171,8033.778777,5090.400775,5607.904139,6391.891189,13132.89978,13080.99331,9537.565687,7478.567852,17809.83303,11466.27427,12548.59967,19669.09246,4117.397548,2667.749634,5350.170345,4663.339479,9280.474042,6669.09207,9175.376575,4103.068612,7036.283316,4904.873851,8583.336538,1473.09771,3373.214474,15077.08575,14107.982,14240.67938,14151.74245,10052.34829,11372.87874,11760.7382,7569.321988
PE 36:1; [M+H]+@7.54,2123655.798,570096.2269,1746210.097,897464.5222,1833371.934,1361645.286,862804.7235,1847893.73,1442860.029,1260459.241,1714276.737,1564591.882,2029664.297,1766134.737,1900556.959,950436.3073,1874483.806,1603364.585,975707.8246,1533061.434,833152.8646,935574.0561,1213189.075,1068655.312,1061735.902,773095.4768,1114227.286,901809.6365,1123681.77,1390300.914,1588441.975,1354435.014,1204347.744,1373086.992,1391521.324,1084233.185,1065472.911,626097.6304,1289495.774,1106738.987,999813.5691,589038.6113,836806.4616,557427.5673,876273.7478,827421.7924,560758.7035,1122859.616,1469856.116,1330597.641,1350525.563,1384058.382,1376451.514,1455815.412,1424462.714
PE 36:2; [M+H]+@6.95,4715091.906,838362.0762,4136192.561,2051172.809,4301564.76,3252309.245,1793237.39,4538031.561,3730570.321,2521880.402,4043516.315,3937715.256,5027684.962,3512926.465,4231002.444,2069069.756,3663474.283,3670388.634,1950405.748,3569771.189,1383955.301,1602647.399,2532991.405,2034593.135,2129804.233,1556349.64,2115272.456,1758400.874,2040127.219,2587799.29,3174148.49,2864863.4,2142456.63,2557088.585,2251500.722,2111343.62,1327889.166,921353.7702,2212103.229,1610154.811,1816555.388,773893.6121,1425654.405,815336.0115,1478560.548,1290842.782,779478.9491,1780060.483,2746731.444,3260227.878,3015658.963,3353211.396,3278705.721,3244376.477,2930029.059
PE 36:2; [M+H]+@7.06,4715091.906,838362.0762,4136192.561,2051172.809,4301564.76,3252309.245,1793237.39,4538031.561,3730570.321,2521880.402,4043516.315,3937715.256,5027684.962,3512926.465,4231002.444,2069069.756,3663474.283,3670388.634,1950405.748,3569771.189,1383955.301,1602647.399,2532991.405,2034593.135,2129804.233,1556349.64,2115272.456,1758400.874,2040127.219,2587799.29,3174148.49,2864863.4,2142456.63,2557088.585,2251500.722,2111343.62,1327889.166,921353.7702,2212103.229,1610154.811,1816555.388,773893.6121,1425654.405,815336.0115,1478560.548,1290842.782,779478.9491,1780060.483,2746731.444,3260227.878,3015658.963,3353211.396,3278705.721,3244376.477,2930029.059
PE 36:3; [M+H]+@6.63,640057.3144,99319.33132,616064.8139,265888.8998,797980.979,618235.5463,377567.0975,898948.9933,641050.1759,509133.6071,705617.0559,662301.3072,1365953.367,825187.7129,710303.1887,452277.2127,611162.4549,619613.7711,273589.1892,447750.1669,250897.8418,331442.9492,472302.3296,405408.7164,355267.9526,228387.1801,357925.2669,249599.8172,462466.5639,667479.8769,874867.6246,711198.1506,253124.5816,321722.8518,262299.4069,247159.1977,190599.1732,123203.0918,497874.0851,259631.8371,204551.5551,74914.52656,110805.0271,86603.79803,255222.3323,209757.6838,157845.217,378380.5618,353012.1108,614720.7379,547582.4474,593445.2964,632142.7218,565348.0642,602870.6777
PE 36:3; [M+Na]+@6.40,311990.8499,233895.9156,304297.1283,358896.4266,357415.042,338049.7797,372552.4854,340854.6585,595098.1034,478506.5215,743645.6155,454028.8874,679291.0599,348992.8319,305580.3185,311761.873,449051.3177,644219.3564,441466.5826,599776.5354,276216.2539,395207.0636,354668.9524,424205.3567,509571.8936,335507.2732,392012.8923,469659.7095,750066.6241,500578.6833,712083.0886,688112.6139,528966.1562,479151.8157,339287.4707,332922.336,195845.2874,142944.4619,373396.8013,223646.3138,307115.9377,168769.0672,286467.4986,179439.8751,253023.4938,219336.7035,214065.1162,506949.5951,290178.6542,635556.1982,605592.8143,805934.5383,763602.3726,770927.0736,762932.6396
PE 36:4; [M+H]+@6.41,362985.0767,85397.38672,282223.3179,189060.7438,402205.8115,293864.8785,191574.1306,336820.3262,382360.5704,349874.1177,384892.5495,415971.7674,433991.8715,287897.9767,346126.2262,193696.4957,501246.7901,493130.3618,241007.4339,335966.0767,359062.7806,218416.9324,332004.2156,252193.5417,294840.5444,305623.0874,241923.4174,266771.7666,283998.4563,398467.9629,453029.9023,441197.2216,418401.4089,409086.3874,367873.0386,337462.4482,206804.2009,111841.014,347732.9336,238950.0003,295359.2261,115277.2305,233311.5497,135446.1317,235367.6278,176736.4176,128077.7611,289828.3163,264883.2603,393615.6622,357602.0592,398219.6971,377391.6302,396705.1182,377562.082
PE 36:5; [M+H]+@5.92,98705.89652,28570.25631,112084.9379,61240.4155,92035.40315,52405.859,34371.98812,97294.28928,110882.4445,87291.24524,121688.6015,96175.83568,136137.4943,81212.44616,77741.64067,38009.01208,131131.1558,97191.78142,37910.27669,83609.51584,30970.25278,37350.68361,57576.4272,31529.46272,68802.96753,35986.77823,74528.0991,56675.32189,42218.78651,51048.96704,83038.74379,51574.63054,53615.93206,90339.19396,69907.20825,64965.39666,35213.54047,13868.22634,40721.96879,35131.85198,52753.89854,27135.43874,47746.71409,22031.11179,26750.20548,33421.20852,9182.061607,51844.38526,55591.26888,80755.76429,69691.06899,81011.70692,74406.20758,79891.76486,62978.6173
PE 37:5; [M+H]+@6.27,4232.89527,8380.121927,19579.43985,5090.315481,17049.18068,10621.09141,12797.2959,8620.16368,15352.34002,7423.691912,11207.17428,7137.549023,27323.04499,12629.90036,2837.748699,4537.869669,22421.8065,8179.748717,11259.66414,4536.161616,10096.55722,11367.14973,5669.992662,7660.779346,15997.7179,7835.307234,14937.158,16323.23766,9025.841724,19723.06012,12671.78093,8860.802934,10937.86846,12039.58638,15583.9164,8021.688184,4827.462565,5463.207712,4813.031421,9837.848489,7458.16725,4685.317243,4118.805838,7516.927861,10806.9212,8595.502941,1911.700898,6755.317698,4660.980521,9920.079363,5299.696934,7260.757037,9844.06226,4722.236448,7336.139971
PE 38:1; [M+H]+@8.07,195926.438,49917.07537,191059.5342,98937.99975,145777.8319,152146.1045,123334.5875,155628.2882,153456.2217,143359.9872,167405.6654,209493.8797,242135.654,171582.3753,152033.0817,95258.45584,154985.2441,155856.1986,87638.39675,144088.7663,83673.27577,71159.66184,124602.0882,102841.9522,115025.8079,84681.56285,92336.68947,79319.41104,123136.0553,152598.6075,167209.3584,162574.5561,149836.8826,175531.0194,136677.0421,155848.401,101405.0968,84945.78896,160382.9541,105317.6453,132167.3376,73123.01287,93843.5949,85515.70141,112183.6671,74588.82829,78606.60691,150481.5155,131837.0079,148379.5627,132250.1387,145800.4094,144847.243,190441.3435,156644.4439
