Sample,Ctrl_BKS_2202,Ctrl_BKS_2203,Ctrl_BKS_2206,Ctrl_BKS_2211,HF_BKS_2214,HF_BKS_2216,HF_BKS_2217,HF_BKS_2218,Ctrl_BKS_db+_2225,Ctrl_BKS_db+_2226,Ctrl_BKS_db+_2227,Ctrl_BKS_db+_2231,HF_BKS_db+_2239,HF_BKS_db+_2241,HF_BKS_db+_2242,HF_BKS_db+_2243,Ctrl_BL6_2249,Ctrl_BL6_2250,Ctrl_BL6_2251,Ctrl_BL6_2252,HF_BL6_2260,HF_BL6_2261,HF_BL6_2262,HF_BL6_2266,Ctrl_BL6_db+_2273,Ctrl_BL6_db+_2274,Ctrl_BL6_db+_2275,Ctrl_BL6_db+_2279,HF_BL6_db+_2286,HF_BL6_db+_2287,HF_BL6_db+_2288,HF_BL6_db+_2289,Ctrl_BTBR_2292,Ctrl_BTBR_2293,Ctrl_BTBR_2297,Ctrl_BTBR_2298,HF_BTBR_2306,HF_BTBR_2307,HF_BTBR_2308,HF_BTBR_2309,Ctrl_BTBR_ob+_2316,Ctrl_BTBR_ob+_2317,Ctrl_BTBR_ob+_2318,Ctrl_BTBR_ob+_2320,HF_BTBR_ob+_2329,HF_BTBR_ob+_2331,HF_BTBR_ob+_2333,HF_BTBR_ob+_2334,Tissue_Test Pool_Positive_01,Tissue_Test Pool_Positive_02,Tissue_Test Pool_Positive_03,Tissue_Test Pool_Positive_04,Tissue_Test Pool_Positive_05,Tissue_Test Pool_Positive_06,Tissue_Test Pool_Positive_07
Label,Ctrl_BKS,Ctrl_BKS,Ctrl_BKS,Ctrl_BKS,HF_BKS,HF_BKS,HF_BKS,HF_BKS,Ctrl_BKS_db,Ctrl_BKS_db,Ctrl_BKS_db,Ctrl_BKS_db,HF_BKS_db,HF_BKS_db,HF_BKS_db,HF_BKS_db,Ctrl_BL6,Ctrl_BL6,Ctrl_BL6,Ctrl_BL6,HF_BL6,HF_BL6,HF_BL6,HF_BL6,Ctrl_BL6_db,Ctrl_BL6_db,Ctrl_BL6_db,Ctrl_BL6_db,HF_BL6_db,HF_BL6_db,HF_BL6_db,HF_BL6_db,Ctrl_BTBR,Ctrl_BTBR,Ctrl_BTBR,Ctrl_BTBR,HF_BTBR,HF_BTBR,HF_BTBR,HF_BTBR,Ctrl_BTBR_ob,Ctrl_BTBR_ob,Ctrl_BTBR_ob,Ctrl_BTBR_ob,HF_BTBR_ob,HF_BTBR_ob,HF_BTBR_ob,HF_BTBR_ob,QC,QC,QC,QC,QC,QC,QC
PC 37:0; [M+H]+@8.29,54875.75521,25151.65931,68611.53809,26434.94126,42498.11645,63771.75504,31728.93425,54454.71719,42341.97983,72718.70851,71438.48296,54734.80415,54363.43846,45119.77507,132505.1877,60511.41473,53193.45917,85711.30687,36472.29776,53047.6064,24906.89748,39106.82566,47744.94768,27793.26317,48771.44565,28958.83491,40912.4103,38058.04048,51516.27699,53109.69066,43160.8772,41767.37618,35741.8508,50875.43246,43102.74193,40258.58394,65984.71041,50720.28015,34788.55019,43220.65921,26756.76656,20450.60713,25261.19586,20205.06674,43861.5205,25826.50343,35071.03851,46350.77753,39162.11533,49403.41953,42172.18134,43042.0742,35769.17045,34373.52239,37129.38469
PC 37:1; [M+H]+@7.26,8700.812277,7331.674859,8109.767862,9913.162851,156611.4737,8481.213008,10653.42717,170237.3271,8091.675932,N/A,N/A,N/A,6024.478882,9122.558029,175486.0786,8079.27893,8170.175249,9617.863232,7311.099783,13892.09545,5774.100971,3985.30415,11596.6418,9358.308628,8696.80596,5597.006223,2813.860139,7277.363964,14245.97754,10078.15155,13154.25211,6672.148433,7424.835508,7927.433228,4964.390436,10618.89144,6726.925337,7386.651015,9535.440865,7200.972864,N/A,1120.812864,7657.427165,3012.55503,5168.089711,N/A,4087.159875,15175.44562,5618.692154,7134.323391,490.2728812,N/A,5771.118705,N/A,6319.574376
PC 37:1; [M+H]+@7.86,164363.135,66644.03795,125186.6564,104980.3492,156611.4737,132443.6637,94913.04458,170237.3271,146697.1331,150221.6449,175057.3756,162603.2991,167596.7734,159659.5655,175486.0786,122804.268,169423.4846,161509.0513,101151.548,130739.8101,79264.19848,83509.30417,102628.1166,N/A,132719.9943,78969.86448,101837.491,79264.77558,105875.6927,128550.7152,148749.4697,130032.2118,127093.5574,134770.9408,141833.2145,135842.7004,107390.3675,76791.2516,126304.1915,91539.69897,129869.6914,80060.93351,90345.72257,75826.26756,89317.7592,91491.44236,55112.92062,105030.0339,82402.57091,168225.1439,156173.1778,153683.2078,132627.4251,126425.2201,114511.6108
PC 37:2; [M+H]+@7.35,49686.13614,19278.45777,45618.44816,28429.21867,31855.00982,37680.57332,28605.87238,31326.27214,43223.02883,1059.356321,25895.13431,52602.66649,47710.79002,34306.80358,23121.4385,21227.06164,22302.89197,37165.97893,12271.34561,36734.35052,18358.52893,20424.56287,29784.71574,31469.20134,29064.00422,33078.24252,19781.12873,18801.63152,14915.06976,34922.05999,29105.28238,39368.54108,26119.06746,26459.33373,31597.11053,14800.80333,18952.96528,27311.60886,21268.8726,15241.37919,29896.33078,12631.1216,25588.0292,10401.28908,31020.87026,21705.24259,30369.02102,17239.17894,20086.22521,38696.15876,32448.75296,18684.18414,33437.24883,29390.47836,31834.07857
PC 37:4; [M+H]+@6.69,43534.21657,25575.80708,26355.26177,39808.9354,41834.53124,63753.47522,43664.13038,52887.39148,67184.75628,63491.01885,55425.96969,67355.06484,66761.03255,55888.8125,66759.7802,36262.04918,58207.2722,57530.29112,39555.8559,54230.20133,38690.56723,72584.66546,61477.29564,46246.43289,59965.45309,33875.37032,37365.73161,52438.40218,62554.61731,75079.79311,67836.69365,70875.69565,38258.76852,51725.55572,44467.98038,42104.57561,29503.4239,29081.66986,39825.67991,37649.15892,N/A,17989.94454,25019.33762,25332.80587,32421.80966,32763.12986,18388.20335,41291.61029,44909.63387,60017.73035,49334.28704,51855.99391,56544.26033,53741.41513,42497.66184
PC 38:1; [M+H]+@5.88,11701.88425,2467.824853,9901.90762,4558.148323,9427.243942,7368.873892,N/A,20283.14509,9260.772613,6096.866156,3148.647708,24830.45592,12949.84691,12360.28346,10044.82776,8271.625688,3812.037983,5047.202891,1959.537556,14877.5066,N/A,N/A,7156.338824,4841.435393,1590.365713,N/A,2373.026732,1678.918279,3992.610927,15914.48807,4375.20239,5845.16543,300.7106665,8606.355061,7284.768594,5826.682509,3060.643883,942.1226245,3467.687178,6009.641215,7148.363882,15046.82473,2907.225772,2418.831718,5675.151919,N/A,3684.192458,16699.11443,4514.277725,3292.358533,6266.139238,5745.441828,6682.695657,2115.230866,N/A
PC 38:1; [M+H]+@8.13,3291924.1,859263.1193,2368773.415,1419246.348,2617011.429,1930615.814,1160701.536,3175841.432,3038507.396,2393960.495,2990006.157,3438378.757,4030485.051,2897711.641,2933591.274,1610979.847,2386806.501,2412487.991,1286828.725,1479294.608,923609.712,743671.9792,1574370.257,1244771.07,1787435.361,1108610.716,1307239.746,1174912.881,1525696.438,1941758.923,2486802.203,2008361.556,1783335.332,2353392.519,2093296.259,1635867.534,1029296.175,767984.0007,1949491.049,1224181.873,1445532.447,799045.2467,1377305.173,701228.0282,1296894.905,848630.4357,649139.2734,1612070.988,1588100.733,2271623.98,2180746.885,2310742.396,2242859.796,2340253.251,2123561.601
PC 38:2; [M+H]+@7.65,281615.437,114086.8991,252583.4153,207322.7941,207122.8333,204524.3034,175310.5694,265215.8632,295218.6162,239014.3793,279255.271,324116.3564,324202.8659,245477.6839,262381.358,192329.7073,222231.6832,184335.377,163937.0295,214180.6405,127538.4712,112154.6729,158541.595,206143.8605,187791.5146,152296.5097,151159.4118,196774.056,154843.6338,181307.0136,196833.9878,198143.2976,186545.773,217002.571,205647.1753,216500.3495,190043.1518,147782.009,250430.7109,155550.8569,160383.6681,111273.8383,137814.4129,103682.7479,149227.9602,127516.3958,123018.3775,190434.7378,205172.1033,228807.6083,207554.3819,274854.8207,225099.2197,210021.73,260017.4718
PC 38:3; [M+H]+@7.32,254078.2622,78194.08067,181366.3788,156030.2267,259538.7368,164997.8035,142310.0397,277792.841,214898.0198,204209.8941,244660.8234,215913.6183,326919.0583,200755.7997,308331.2376,137828.2939,262925.8459,227019.6303,156001.7473,218179.6678,139416.2525,170336.8947,226938.7667,121318.0229,159754.5309,128084.0541,189941.3072,195133.8231,175195.4128,226537.9104,226185.816,273158.7537,106632.4692,158043.7913,137587.177,121619.7877,115433.1123,79830.13553,175358.6652,124944.165,149589.125,52941.15693,68977.86383,106713.4689,116562.2133,146349.0131,96321.00109,184577.4809,184203.9776,222348.0458,173957.9619,230460.6774,212670.6602,195344.6333,178917.8454
PC 38:4; [M+H]+@7.08,1124615.789,392492.1241,809331.2574,923588.1182,944715.131,890869.4936,833610.5361,1145280.786,1100939.161,1193566.049,1103067.348,1049523.494,1399833.914,974725.4858,1189557.985,749713.3523,1539422.948,1620113.039,827891.3429,1364961.971,739604.3367,1214086.322,1478145.039,965156.2622,985544.0607,714999.9602,1102182.627,1264331.169,1092205.613,1360033.683,1060315.132,1322157.137,853353.8414,1022372.442,1086142.345,744545.277,559675.7835,392980.4742,1012859.102,810314.1735,890556.1876,370123.7544,580789.3667,468041.2549,629118.6675,761959.8868,404205.2946,978062.192,1075156.073,1120707.6,1076898.596,1175420.005,1095081.642,1253866.811,1122872.171
PC 38:5; [M+H]+@5.84,24665.73236,16686.3278,N/A,3925.893914,18520.84374,6275.513084,N/A,27648.50759,21604.48173,48879.42425,48014.34156,N/A,40068.57542,15137.44151,16267.54654,10025.10245,N/A,N/A,1120.533728,6141.293309,2146.518201,2883.992129,4638.961613,2235.847012,N/A,4976.513734,N/A,7003.219726,8055.073307,30852.2986,2531.788549,2756.520922,N/A,4483.082496,8769.018055,15241.46322,22136.82402,5614.697403,N/A,11235.03965,28560.60062,14709.00888,5528.548843,5802.729226,3843.258405,5492.814571,2714.792823,2892.68151,12616.52508,N/A,2355.279003,N/A,N/A,N/A,9663.722149
PC 38:6; [M+H]+@6.28,2352696.083,1333432.818,1645111.508,1832262.715,2657277.561,1678949.048,2964725.81,2158973.433,2937827.938,2361311.408,3630753.015,2517121.565,4200039.157,2567678.644,2473670.716,1734584.865,3623952.625,3602796.134,2595220.806,3717935.534,1824265.8,4089570.792,2918752.36,2344744.484,3343334.195,1673636.107,2854384.642,3471639.631,4567120.15,3034594.909,4601070.955,3874552.813,2697792.121,2756444.977,2438805.247,2229365.549,1259712.283,1306482.261,2899459.714,1755874.981,2538594.273,1019304.454,1549120.827,1187512.185,1743313.826,1908568.339,944933.8978,2425940.319,2177232.995,2960948.205,2916846.449,3188390.208,3330895.159,3190018.469,3030423.636
PC 38:6; [M+Na]+@6.26,4891.712998,11663.1579,5194.01586,10432.78416,10515.89707,8754.414404,24272.2473,11358.60605,16283.17415,21840.44605,24027.04392,22058.27545,23094.85356,11994.10658,7362.093673,10274.57497,26334.62916,18077.08744,29991.37605,15643.27974,26487.91581,19714.7452,14513.77428,42368.32798,21903.92428,19099.69137,28955.1182,20281.20947,36078.62317,23344.75237,27954.99277,26583.25792,40887.9777,20518.68561,10990.48766,14983.86743,1433.726966,6436.24878,16885.2121,4443.177118,11853.16693,5663.250895,9638.521229,7212.787454,12925.56845,7400.474246,6996.091628,19518.3763,6848.643192,19609.29287,20811.23134,30020.51386,27708.57124,30517.92981,19249.70546
PC 38:7; [M+H]+@5.72,217794.9669,98009.54241,153319.0254,117234.2534,167992.7336,64283.93352,132836.4349,172453.0328,240456.3048,121858.678,391518.1229,212000.8377,331435.1206,218615.6607,233723.6304,73693.82644,341879.4164,244260.8096,91368.5747,351993.12,52627.06577,263318.3175,139454.9641,58823.1141,229437.2742,44548.40699,282254.5295,175244.9788,182229.0512,107687.6599,248805.1597,218975.1492,76714.27677,122761.0253,232886.2817,105950.9547,57191.18606,29338.69571,92835.1196,64657.28074,197105.6282,28909.1719,61911.71541,36463.96364,48299.62431,85458.95538,14816.64187,70377.12736,161891.5384,147809.7312,148858.4921,154679.0784,154337.1823,146836.5563,135771.403
PC 38:7; [M+Na]+@5.80,18485.77958,3363.385275,1647.35222,1245.788718,1531.000162,2107.971015,2865.141226,2203.08848,5354.795253,3788.264372,6975.495914,3355.148436,4371.754266,1300.823361,1088.273134,2282.000852,3299.161769,7132.234665,4844.591024,7820.159092,2975.687807,7454.391534,2218.535915,2052.091031,6174.897666,1246.23143,6135.773033,4882.299723,4184.749893,3051.984777,4880.217177,7017.933744,2821.938173,2409.343262,2885.000656,2042.852582,3833.289613,2393.143567,2787.02052,1466.357505,3614.184374,2205.872117,1936.716352,2539.989833,617.4770292,848.0825823,369.0315698,2435.416934,3475.147526,3118.883352,4683.035449,4066.202014,N/A,3805.89778,1402.441004
PC 38:8; [M+H]+@5.91,6284.982762,7168.997849,7030.583143,6938.180343,9471.701897,7485.402012,9439.848339,1537.74166,13032.04221,9727.414687,7474.106386,2171.573356,13349.64527,6303.937071,12167.53834,4202.718767,4772.319625,8688.529392,1859.724873,5232.700588,7023.124834,6694.164499,6093.398119,4010.165898,6533.161175,6894.44681,9920.847666,8352.752586,3011.169138,3245.484612,9502.227185,8783.637435,4643.599785,3397.630792,3286.408949,5945.467379,1865.408345,3272.528436,1460.391098,6041.261765,10027.85777,5537.891843,5866.04578,1425.320472,3874.812652,3163.798088,2706.030714,7335.4943,5414.944511,6486.868692,5298.982058,7424.863116,4455.846194,8660.62786,6913.548359
PC 39:1; [M+H]+@8.48,1624035.179,144102.7858,1368204.753,285614.4718,1519163.46,324059.281,221948.8665,1415723.346,963520.2502,429912.8862,1262590.895,1368784.92,1203137.178,1577112.828,1674768.814,268575.4867,1229778.169,1345067.058,207222.3823,1361875.846,182858.9189,157604.9891,253789.7664,183997.4302,357466.5616,173183.8156,256589.5649,206157.2823,304218.6808,1283373.766,396067.2278,331618.0727,318415.2704,1311262.2,301658.3814,306198.3402,198355.6285,153664.4555,328640.7134,183612.4478,218654.8983,154996.7462,236795.3474,128064.7337,221006.5363,144993.0523,121424.6882,324099.7052,254540.5512,375067.3829,362452.1959,386896.0151,406557.8518,417701.9467,384842.8618
PC 39:3; [M+H]+@7.67,37297.10015,13660.31733,31900.30579,15467.56965,32307.72305,38974.48501,20447.96694,41237.12887,27811.74475,23575.24863,47915.43235,44891.80568,61374.86636,37029.01524,43933.87836,37161.28764,43227.72071,33321.41161,18999.86755,14941.67855,18328.05899,24304.942,10900.44924,23015.08508,27374.78287,32757.36583,22908.12271,14031.05195,41815.0758,46657.5355,46048.32974,29913.87074,15783.89047,33408.67904,27440.93555,18207.25381,8380.906309,11611.29384,30421.60348,16871.22086,22743.13045,23672.34847,16741.20414,13850.87733,6418.493803,14296.865,13285.06848,18252.92128,18396.57167,33870.20437,38660.84321,34942.99233,12498.6979,8308.163534,34098.31627
PC 39:4; [M+H]+@7.37,11196.81453,16751.86827,8645.64505,8987.331651,10626.7971,11675.01667,7523.842643,23447.34197,15736.61773,16642.78269,12235.71308,8496.453577,17096.48742,15088.79222,6169.338789,8893.124345,13777.6782,16454.93741,18501.30863,30989.42947,8652.117685,11044.79477,11747.05563,13458.10397,32834.30283,4835.30165,9122.641167,20751.25964,15061.263,14170.74688,15587.50926,15438.37978,N/A,11301.46396,7157.578438,4409.059857,12407.61333,945.2206535,13132.50092,10041.13482,6385.745686,7820.453127,6912.957117,4777.628366,3558.798467,6109.857235,11466.61279,5181.61716,11404.54185,13586.76247,8894.105394,13979.6245,15765.89753,14789.46458,9470.835507
PC 39:5; [M+H]+@6.87,3474.061064,7596.650986,11509.50333,7266.259554,10599.83456,19568.40073,9438.80827,N/A,9728.172,15239.21162,7477.846813,8332.164438,8888.639935,N/A,5432.620201,N/A,4453.071087,N/A,N/A,6882.154819,2121.937269,20160.97131,7873.925915,3758.892499,N/A,5555.523877,N/A,12128.62899,9255.566576,12250.84776,9052.146971,11520.88791,8798.218463,13188.60268,10017.18355,4155.303615,7175.835948,1046.144438,7294.982605,N/A,10626.68646,5648.592175,11346.4926,5029.026152,802.567365,N/A,4035.08421,3344.341622,6081.344384,19843.99642,14544.88141,N/A,4677.901233,11501.9695,N/A
PC 39:6; [M+H]+@6.74,33736.70323,20186.76433,32623.33696,27521.45954,25812.30387,34207.98695,25285.17775,22302.9329,43227.81702,19093.09632,39041.04752,25210.7351,40593.04951,30120.81506,42436.30751,26696.5748,48035.29448,55858.57595,24600.60153,43983.55106,15897.7418,41083.78025,34780.48105,32914.00137,35872.7604,23610.03829,36710.06179,31791.51893,53141.42579,36537.70882,45957.51377,75136.38486,38378.21969,69192.31354,43855.99018,25267.82469,37693.75037,40712.57331,30500.85717,49780.58043,43606.74368,38703.63795,23591.74104,28417.43706,24741.24667,42395.47384,20505.93858,25074.34309,27028.17447,37313.04152,30539.16179,27862.58615,30144.43087,37256.85422,36519.2325
PC 39:7; [M+H]+@6.19,34623.67338,10086.32539,20642.22424,8236.021424,23462.45058,7393.647731,13501.11405,13998.84084,N/A,13701.17957,19656.77468,15020.40705,14452.86737,14134.54717,11834.30535,15756.8656,15685.31496,11751.30518,5205.777735,12207.08592,13525.82987,20732.923,15641.64428,3711.513212,13644.89358,13671.46545,13138.24151,13288.94838,29133.30481,13658.40244,15280.01438,18318.57365,9397.159496,15015.72546,14066.11382,13884.65853,11217.03939,8171.725362,14816.52225,6035.068186,15040.31369,4998.91453,8323.04024,5863.083512,11659.20133,18763.49876,8268.026887,5334.594383,19565.4291,28204.15789,21593.99704,12398.43551,11994.84933,16746.82675,23472.70824
PC 39:8; [M+H]+@6.17,53194.50065,18708.60086,60300.92145,47752.07197,56614.32104,38572.67789,18829.68585,50454.96635,38252.27612,52859.92922,51831.40489,52529.21427,46768.56326,40418.92993,50443.49049,42528.93122,54007.65941,37945.12671,17410.50246,39745.46838,32586.09443,18226.65801,32163.06719,19958.64782,29117.52885,17887.84838,38672.58587,34205.75539,23831.04923,46774.25193,50060.42299,44343.52524,26748.61876,53982.46607,33432.45095,30187.34895,24240.26502,15547.06399,26094.34749,20937.60752,29460.26924,16562.3537,20223.24685,9748.53402,21138.42804,18330.80793,22652.55488,29183.11363,50627.51609,55194.37779,49458.81145,42378.35623,33336.07246,26764.5978,39216.72852
PC 40:1; [M+H]+@5.38,5990.720864,1706.869735,5472.521905,1604.351299,1849.188553,894.2654633,1024.318364,N/A,5089.703458,N/A,3621.916163,10016.2874,2437.739338,16205.58584,2728.889468,N/A,939.4943409,2585.121197,N/A,6555.941813,N/A,11385.56865,7334.122569,N/A,1491.564519,837.4643598,N/A,1903.041541,1439.044983,1629.066546,2024.342686,1783.02185,4258.649152,3147.149767,1874.979907,N/A,5676.573403,3815.54657,1156.306367,619.4674135,3712.050526,5246.586166,2031.158148,622.0556687,4149.13286,2838.576316,N/A,5669.505595,574.242867,5280.297956,8420.552852,N/A,1970.089743,2204.520079,N/A
PC 40:1; [M+Na]+@8.89,198281.5994,157402.6019,166466.2441,177782.6003,190166.9568,196718.0979,197905.9545,168084.4877,178415.3967,213909.377,254777.7834,199574.14,188482.4006,168775.6029,164881.8136,167436.6887,131264.7457,226085.5869,216690.8673,192924.8815,167733.257,124716.8202,173215.7499,219726.2435,226389.0832,176946.191,153431.3326,149469.6426,230788.5397,194738.1995,169240.6382,143913.9659,197260.3476,219742.6011,192172.4549,229249.2929,123096.9611,142126.2024,204901.9609,201297.5345,153460.5003,92009.34422,156313.1879,89298.62122,154475.1147,111372.6361,73821.10274,196388.6453,169907.5756,238211.2577,223338.9767,225637.5037,264895.6469,246550.06,233956.3186
PC 40:10; [M+H]+@5.83,2233.125383,2710.356782,1831.004263,1905.50884,1866.179673,1976.211486,5603.819948,1929.348418,4234.746133,2435.986246,5554.94674,2789.236337,4067.091959,1339.346138,1019.014176,3216.470776,4289.519971,6676.328861,7902.4519,7431.15832,3266.009613,7244.598716,2361.78467,1404.850623,7758.397407,2804.125391,7028.830463,7467.005959,7395.850736,2243.943698,3178.627638,11879.73943,2921.53031,3732.057864,2440.083622,1823.777652,1073.14441,4458.045907,1869.64238,1654.789063,4169.985699,1831.715762,2544.758487,4191.460101,2164.402604,1821.694694,442.6955197,5381.119126,2168.170699,4178.035286,2706.347184,3828.214926,3843.825774,5252.764559,1803.820864
PC 40:2; [M+H]+@8.24,1923633.329,414756.1157,1235187.211,699583.5113,1735770.862,1190189.56,696967.5793,1547755.294,1523402.05,1302114.645,1736570.018,1737902.501,2398442.825,1569196.404,1651933.656,916640.9003,1106783.424,1031431.811,590354.0061,862513.7042,424936.5539,393304.4144,676431.6521,559104.7146,829839.9177,503179.9566,710691.1733,596508.7273,915428.6996,1136444.276,1213505.552,950701.5393,639238.2389,827109.3986,754454.1515,629126.5013,404856.8272,306539.4089,724836.3277,457649.1033,533403.107,318733.9919,462912.7627,256763.481,527162.7883,354351.3073,225447.5662,551632.2261,894953.7374,1104392.726,1025162.729,1131813.993,1141797.007,1119559.309,1090922.597
PC 40:3; [M+H]+@7.83,96359.22475,32898.71597,82855.13494,52272.54885,115737.8343,89303.11511,46615.23181,104135.1775,66806.68697,88146.1915,73093.06452,82502.47922,179435.6555,124698.5663,118853.1064,77704.20689,68037.402,65457.67574,56447.5469,56399.66642,23136.00202,39644.81121,50938.42352,45355.7007,73283.93234,46060.87768,60797.38024,56965.76063,54188.12979,63980.71546,83428.15414,85442.36515,28899.43515,27475.50341,40507.86153,25269.383,29642.55781,23606.86978,40537.96032,34961.24061,32771.04176,22515.36002,25330.00528,21386.59616,38116.27785,23568.96416,18662.05994,45152.00477,53762.92801,75903.00406,47484.85686,60494.62332,64549.93368,82704.14598,72168.66764
PC 40:4; [M+H]+@7.71,63346.30049,32887.21814,85336.8848,43618.74162,60180.61467,68703.18737,61536.65887,53095.7911,121506.4709,60984.88861,59356.70363,55463.45265,61398.61467,112039.2876,66215.75236,41668.17942,143430.8435,68971.5105,66095.07748,134662.0796,79773.92939,61996.89255,124557.1067,66180.46445,60965.81922,79959.49472,100889.5188,103580.5512,91955.97909,78518.10045,66838.38457,73370.27842,82626.92381,49657.45223,88076.38886,47550.08939,49635.59007,43358.74969,76188.75627,67969.66104,76312.96264,22436.66663,73540.16116,47721.1639,68295.82636,55759.23599,36934.40073,78043.13661,72119.36172,103571.3054,56923.38382,96306.8367,106504.1937,102068.5496,94995.04857
PC 40:5; [M+H]+@7.10,129337.973,37208.20577,106726.8471,128702.9231,123548.576,92512.65,82953.28463,126202.0149,138150.9362,118915.4481,149801.1729,132294.3082,158326.3192,130434.0397,143126.1558,65902.99386,179860.8628,136188.6708,99026.20434,142375.3047,80674.36156,144937.5627,94874.8429,90963.59586,100971.9757,67121.49552,124285.1458,223142.8041,103053.4725,95869.34524,137547.501,158416.9756,100670.3364,107824.2216,106136.067,84308.82562,56801.06212,44784.80885,96291.9884,60257.52338,148254.2593,36743.68756,72890.33835,56159.28125,63771.62148,82662.57743,41017.49333,90858.54061,105354.9683,114923.1292,117692.3394,117494.9904,132786.7293,110550.2205,111361.7934
PC 40:6; [M+H]+@6.93,205450.8757,133102.4298,198860.957,335469.6797,167208.5877,147914.4151,246670.6303,180457.9896,266674.646,198590.0047,247357.2902,166333.5389,198774.4474,194326.5021,191377.9502,207748.9725,291485.2202,353347.5836,299070.0098,291815.7304,198074.5465,302821.573,240873.3694,245898.462,246769.77,205352.6252,291135.6557,679626.0078,378927.7301,334349.5077,234429.5661,320987.9216,263506.5708,300682.917,311689.291,280893.7719,210188.4588,147773.4633,320156.9603,240987.7522,445514.2807,175444.2272,247218.7821,177576.6433,244183.2089,282396.1791,175949.5668,279185.1786,284991.0645,312889.344,245433.1203,318536.1393,228690.9069,311326.0339,310566.6708
PC 40:8; [M+H]+@5.96,171094.6295,74008.82856,95303.73018,173308.1311,155910.9252,85208.29277,174287.2644,189221.5104,171270.5571,123496.5639,268221.8657,132415.5375,300150.614,216283.1946,223356.7767,86227.4342,304425.5286,194303.8165,125769.2839,206596.3844,77512.72369,316360.2199,143594.3328,74007.87201,135553.7796,55046.43303,163832.1921,345749.3472,229792.242,189260.5657,393916.6099,369699.7076,96797.5455,108005.1782,124125.9849,61294.78437,78208.92852,33317.67818,125224.0303,77729.38172,285748.3076,26560.65882,49992.50045,44431.75247,68167.83013,115677.0873,39775.69297,94207.46981,152610.9029,147210.1869,175965.823,179583.8736,194574.1309,169316.6848,136851.0584
