"Class","Carbon","Double_bond","Adduct","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334"
"SM","43","1"," [M+Na]+@8.45",13439.3075427741,14953.6999839701,10617.2889325545,9430.7525966114,10114.6473977691,12185.5819323399,11286.2522497817,14421.4546845661,15576.6245390726,8806.42203184084,10828.7381983571,9807.58199609661,12371.1538903283,14781.3594675502,15763.3687217144,9503.48399080236,7921.04733750395,19282.3501521796,17289.7904010003,21359.6461597065,28220.663034298,17674.5104604884,23994.8989578161,17931.284221945,17931.284221945,8881.26991652829,15290.4228561396,26954.2584921167,11514.8733047935,5234.7527711077,16137.634013348,10617.2889325545,8651.41735427099,5256.26325178087,6018.64947411107,5078.54572133119,4071.23124662213,17289.7904010003,12185.5819323399,6415.46529542456,2711.87506641911,16398.9150415773,20110.2922438145,16638.9186889241,18520.3363245616,13439.3075427741,21955.3065881794,14421.4546845661
"SM","31","1"," [M]+@4.75",1784.75471519342,1032.09039381935,1744.8986397575,1099.35468823432,2121.38240169709,1409.42199173385,2121.38240169709,1356.2504283063,1578.23701615733,1214.09548181217,1376.14463056216,1202.8325934515,2038.85933672195,951.55816296729,1275.09920477369,528.195474843724,1489.26020830246,2238.01365217653,772.591738737534,1356.2504283063,2165.41334899486,1489.26020830246,1448.70921663382,1376.14463056216,544.221336627261,1275.09920477369,2723.50919798186,2819.37281518542,1640.88491618403,865.405251708266,1066.27728321814,1214.09548181217,951.55816296729,1066.27728321814,1066.27728321814,816.88161587436,680.550564802879,1181.43716573132,816.88161587436,756.675442748719,1008.0225270837,1593.08427456051,1897.22557948763,1578.23701615733,1489.26020830246,608.179116249848,698.43541324027,1181.43716573132
"SM","33","0"," [M]+@5.77",11883.0535993216,10042.6537131761,6944.29567652905,5553.65304921028,9807.58199609661,7830.0347096027,6376.40094562033,7099.42489676729,7347.37161177832,6827.72317715027,7181.06267139208,6415.46529542456,12617.9747302927,5553.65304921028,4566.45164615393,4387.32715422547,6112.19420364619,10713.8014338532,8881.26991652829,7446.47496056903,10234.0226500262,10114.6473977691,9503.48399080236,8352.8966901949,5677.53512080746,11389.5918535874,29098.7429507766,28820.2915305852,13013.8554366387,7347.37161177832,13439.3075427741,9315.48313178483,9315.48313178483,8590.10472840768,9116.96634196858,6271.41537921545,5499.30928878379,12185.5819323399,6568.74646067273,6481.37711101783,3548.58298124476,8461.29006782076,12185.5819323399,12185.5819323399,8806.42203184084,10042.6537131761,14421.4546845661,10114.6473977691
"SM","42","2"," [M]+@6.35",1295.87866096083,756.675442748719,1202.8325934515,792.668621563319,1967.98764251771,698.43541324027,899.044413759908,671.690912655492,1032.09039381935,568.856072751554,254.771202212389,1214.09548181217,982.897086953587,504.415032282568,652.014498258233,967.493285690812,1099.35468823432,1333.1413460065,926.677194824214,544.221336627261,468.636942619916,504.415032282568,772.591738737534,1275.09920477369,1683.81788655123,2274.48627613108,468.636942619916,348.253380980336,671.690912655492,772.591738737534,625.945831006615,982.897086953587,1099.35468823432,544.221336627261,568.856072751554,492.551333941507,1160.54267482823,440.860440874608,306.09485313677,492.551333941507,568.856072751554,1784.75471519342,816.88161587436,1470.78612428839,625.945831006615,178.754791908948,544.221336627261,411.857620228863
"SM","39","1"," [M+Na]+@7.51",7921.04733750395,9430.7525966114,7446.47496056903,8590.10472840768,9632.81766929046,7921.04733750395,3871.3772013047,8881.26991652829,7181.06267139208,4566.45164615393,5677.53512080746,6018.64947411107,6481.37711101783,4431.89536826276,4033.57837199241,3684.63961635496,4690.18976199036,8031.41988129279,5894.31053216795,6376.40094562033,8881.26991652829,8253.97862949947,7099.42489676729,5597.29459016579,7248.00547219934,17289.7904010003,6481.37711101783,11052.2513510666,12185.5819323399,21359.6461597065,9430.7525966114,9632.81766929046,9116.96634196858,9503.48399080236,7248.00547219934,9929.8943000495,9235.46056029495,4108.57150185707,4387.32715422547,9430.7525966114,4606.09519097871,14421.4546845661,11514.8733047935,9430.7525966114,6568.74646067273,9807.58199609661,10441.8264587194,6827.72317715027
"SM","32","2"," [M]+@4.53",2549.09651182585,2668.93604567935,2063.34429872961,1861.51048336748,2349.87217094041,1640.88491618403,2296.18709518999,1711.36237044589,2954.96209743807,2238.01365217653,1160.54267482823,1470.78612428839,1640.88491618403,982.897086953587,1593.08427456051,2238.01365217653,1470.78612428839,3825.95664015282,3582.78283814596,3461.41157137891,4658.99882366799,2668.93604567935,2412.99157743283,2549.09651182585,3381.53356686189,1310.71857019807,2216.95286968574,1181.43716573132,1841.90731019952,1333.1413460065,2549.09651182585,1861.51048336748,2082.10089015757,1422.03743606239,1356.2504283063,1376.14463056216,1202.8325934515,3073.38796754991,2933.8102000047,2165.41334899486,2549.09651182585,1897.22557948763,2914.5716884683,3204.28483972103,3488.07484525728,2631.50820672498,2631.50820672498,2526.69052478253
"SM","42","0"," [M+Na]+@7.85",2888.20130516259,2723.50919798186,2349.87217094041,2165.41334899486,2723.50919798186,2253.41289796525,2082.10089015757,1409.42199173385,1967.98764251771,3968.82427597725,3512.76359261794,2775.60599579203,3021.7095752333,2165.41334899486,2324.59129354116,3825.95664015282,1861.51048336748,2121.38240169709,3606.73631201073,2178.01478957907,3073.38796754991,2855.25124036555,2599.2538413481,2366.94818681383,3461.41157137891,3178.84755895613,5003.92710488384,3442.63663383301,3124.45974486288,1409.42199173385,3263.31706892546,2746.29622424888,2711.87506641911,2497.42925529389,3055.71176991106,3307.77124437562,2819.37281518542,2296.18709518999,2253.41289796525,730.332756594138,2668.93604567935,2463.72976106722,2497.42925529389,2933.8102000047,3124.45974486288,2668.93604567935,3021.7095752333,2296.18709518999
"SM","34","2"," [M+Na]+@5.29",2914.5716884683,4523.81938229584,3461.41157137891,4757.69518913288,9430.7525966114,3124.45974486288,2497.42925529389,3148.91292249763,6615.97621860381,2549.09651182585,1841.90731019952,3124.45974486288,2914.5716884683,3055.71176991106,2194.55021318974,1967.98764251771,3582.78283814596,4917.30150840707,3548.58298124476,6615.97621860381,4156.4876883499,2954.96209743807,3098.33124903292,4917.30150840707,4033.57837199241,7521.65635821746,5597.29459016579,4033.57837199241,8461.29006782076,7588.59786689119,2384.9094953177,3148.91292249763,4917.30150840707,3381.53356686189,2526.69052478253,5113.24138632024,2668.93604567935,2775.60599579203,2855.25124036555,4809.58357481659,3968.82427597725,4690.18976199036,2819.37281518542,4757.69518913288,5234.7527711077,5499.30928878379,4757.69518913288,3178.84755895613
"SM","44","2"," [M]+@8.21",5256.26325178087,7830.0347096027,7099.42489676729,4566.45164615393,8352.8966901949,6737.60235618507,4809.58357481659,7248.00547219934,4108.57150185707,5553.65304921028,6737.60235618507,5894.31053216795,10617.2889325545,5734.19565769063,6568.74646067273,8651.41735427099,8806.42203184084,7588.59786689119,9116.96634196858,7347.37161177832,18520.3363245616,8461.29006782076,10114.6473977691,9003.97914838529,8461.29006782076,11286.2522497817,12859.732335181,12617.9747302927,9929.8943000495,4156.4876883499,9235.46056029495,8651.41735427099,6944.29567652905,6481.37711101783,7347.37161177832,6112.19420364619,5894.31053216795,7347.37161177832,4809.58357481659,4523.81938229584,3512.76359261794,7717.57215669645,11286.2522497817,7446.47496056903,6986.65352454895,9315.48313178483,11286.2522497817,8590.10472840768
"SM","33","1"," [M+Na]+@5.51",2463.72976106722,4481.91145131831,2888.20130516259,2133.5277537567,3381.53356686189,3148.91292249763,1659.52222452611,1861.51048336748,2063.34429872961,1517.57027202074,2576.24005045038,1422.03743606239,2133.5277537567,1356.2504283063,926.677194824214,2133.5277537567,2063.34429872961,4266.05355737087,2888.20130516259,4757.69518913288,3791.74057775684,3512.76359261794,3234.7581157626,4363.53746106577,3933.98877819309,9929.8943000495,9807.58199609661,3204.28483972103,6481.37711101783,6944.29567652905,2933.8102000047,4431.89536826276,3825.95664015282,3512.76359261794,4071.23124662213,5256.26325178087,3548.58298124476,1992.79957348893,2723.50919798186,2599.2538413481,3148.91292249763,6568.74646067273,5234.7527711077,3825.95664015282,4606.09519097871,6944.29567652905,7830.0347096027,2933.8102000047
"SM","44","1"," [M]+@8.72",10940.7823372663,9116.96634196858,8031.41988129279,10940.7823372663,7099.42489676729,5734.19565769063,6944.29567652905,5113.24138632024,11746.80878921,6376.40094562033,8352.8966901949,4955.23892055682,10114.6473977691,11970.1854289872,6944.29567652905,3640.97872960073,4523.81938229584,14953.6999839701,15290.4228561396,8352.8966901949,15576.6245390726,16638.9186889241,10713.8014338532,6481.37711101783,8806.42203184084,9116.96634196858,14781.3594675502,22368.5936166911,8881.26991652829,3021.7095752333,19058.258001601,10940.7823372663,15763.3687217144,6271.41537921545,6376.40094562033,4757.69518913288,10441.8264587194,9116.96634196858,9929.8943000495,5894.31053216795,5256.26325178087,9929.8943000495,14781.3594675502,13933.4216065439,6018.64947411107,5003.92710488384,15576.6245390726,16398.9150415773
"SM","41","0"," [M+Na]+@8.18",7830.0347096027,6018.64947411107,9430.7525966114,7248.00547219934,10617.2889325545,8806.42203184084,9929.8943000495,6271.41537921545,9929.8943000495,5234.7527711077,6018.64947411107,5806.58241784265,9430.7525966114,6112.19420364619,8352.8966901949,11052.2513510666,8881.26991652829,9807.58199609661,10042.6537131761,8806.42203184084,12617.9747302927,9632.81766929046,10441.8264587194,9632.81766929046,8881.26991652829,9807.58199609661,13933.4216065439,7830.0347096027,9632.81766929046,9116.96634196858,8590.10472840768,9929.8943000495,6737.60235618507,7446.47496056903,7830.0347096027,7921.04733750395,7347.37161177832,10042.6537131761,8098.19161660726,6018.64947411107,4481.91145131831,9807.58199609661,9315.48313178483,10617.2889325545,8352.8966901949,8461.29006782076,10713.8014338532,5597.29459016579
"SM","34","1"," [M+Na]+@5.85",3640.97872960073,6827.72317715027,2599.2538413481,3640.97872960073,6112.19420364619,3340.27121100111,2238.01365217653,3073.38796754991,2855.25124036555,2274.48627613108,2888.20130516259,2668.93604567935,2888.20130516259,2016.78089022534,2349.87217094041,9430.7525966114,2888.20130516259,2888.20130516259,3263.31706892546,3178.84755895613,3488.07484525728,2819.37281518542,3414.40905155836,3340.27121100111,3825.95664015282,10114.6473977691,6415.46529542456,4156.4876883499,5351.22997895585,11970.1854289872,3488.07484525728,5234.7527711077,4315.69286789868,4809.58357481659,3234.7581157626,6568.74646067273,4481.91145131831,2016.78089022534,4690.18976199036,4606.09519097871,5169.20242420531,5078.54572133119,3871.3772013047,3684.63961635496,4033.57837199241,7588.59786689119,5597.29459016579,3414.40905155836
"SM","42","1"," [M+Na]+@7.86",7099.42489676729,2599.2538413481,6271.41537921545,4266.05355737087,6376.40094562033,2723.50919798186,2990.93669150468,2855.25124036555,5553.65304921028,4266.05355737087,3640.97872960073,2763.26955216501,2711.87506641911,3724.27361308008,3307.77124437562,7446.47496056903,3933.98877819309,5234.7527711077,134895.775914482,5003.92710488384,3098.33124903292,2016.78089022534,147512.648350628,142201.058983506,120923.941238811,6615.97621860381,8098.19161660726,2063.34429872961,4606.09519097871,2933.8102000047,2412.99157743283,2165.41334899486,3871.3772013047,3548.58298124476,3021.7095752333,3791.74057775684,60851.666002477,2133.5277537567,1535.07870355577,1181.43716573132,3461.41157137891,3204.28483972103,2549.09651182585,4851.37058862409,5169.20242420531,3021.7095752333,3488.07484525728,1744.8986397575
"SM","32","0"," [M]+@5.43",6986.65352454895,1763.29903418314,4033.57837199241,1659.52222452611,4014.82300635148,2746.29622424888,3414.40905155836,3124.45974486288,3488.07484525728,4955.23892055682,3442.63663383301,2711.87506641911,5256.26325178087,3234.7581157626,2549.09651182585,2576.24005045038,2599.2538413481,4315.69286789868,4481.91145131831,4851.37058862409,5113.24138632024,2792.16641440127,1683.81788655123,4014.82300635148,3724.27361308008,3933.98877819309,9430.7525966114,6827.72317715027,3825.95664015282,1967.98764251771,3825.95664015282,2576.24005045038,1861.51048336748,2463.72976106722,2631.50820672498,2444.07630078938,2651.01698708592,3684.63961635496,2324.59129354116,1333.1413460065,1202.8325934515,2497.42925529389,3512.76359261794,6271.41537921545,5450.01206490267,3178.84755895613,3340.27121100111,3055.71176991106
"SM","43","2"," [M+Na]+@7.95",3124.45974486288,2384.9094953177,2412.99157743283,1763.29903418314,3825.95664015282,2792.16641440127,1711.36237044589,1489.26020830246,2599.2538413481,2063.34429872961,1202.8325934515,1861.51048336748,2444.07630078938,1841.90731019952,2723.50919798186,4917.30150840707,2016.78089022534,2599.2538413481,3307.77124437562,4033.57837199241,4387.32715422547,2444.07630078938,2216.95286968574,3968.82427597725,3871.3772013047,2526.69052478253,2178.01478957907,2296.18709518999,2444.07630078938,3684.63961635496,1711.36237044589,1448.70921663382,1181.43716573132,1925.48406474703,1448.70921663382,2150.65085523474,2746.29622424888,816.88161587436,1422.03743606239,1967.98764251771,2133.5277537567,2888.20130516259,1422.03743606239,1925.48406474703,2497.42925529389,1333.1413460065,1214.09548181217,1578.23701615733
"SM","37","2"," [M]+@6.39",1008.0225270837,1275.09920477369,1593.08427456051,1275.09920477369,1558.90651857971,2599.2538413481,730.332756594138,1744.8986397575,1861.51048336748,926.677194824214,816.88161587436,1099.35468823432,967.493285690812,556.009742992647,1236.73503590444,568.856072751554,967.493285690812,680.550564802879,568.856072751554,1422.03743606239,1236.73503590444,1356.2504283063,1861.51048336748,816.88161587436,951.55816296729,4071.23124662213,1659.52222452611,1711.36237044589,2792.16641440127,3414.40905155836,1841.90731019952,1558.90651857971,2296.18709518999,1129.8513077015,951.55816296729,772.591738737534,967.493285690812,982.897086953587,1099.35468823432,1032.09039381935,1032.09039381935,1861.51048336748,652.014498258233,652.014498258233,1275.09920477369,1448.70921663382,2063.34429872961,1275.09920477369
"SM","30","1"," [M]+@4.36",899.044413759908,835.146637849803,652.014498258233,756.675442748719,556.009742992647,608.179116249848,680.550564802879,652.014498258233,792.668621563319,528.195474843724,680.550564802879,388.959228370039,772.591738737534,468.636942619916,528.195474843724,504.415032282568,608.179116249848,671.690912655492,556.009742992647,1129.8513077015,568.856072751554,698.43541324027,1310.71857019807,544.221336627261,899.044413759908,1099.35468823432,1489.26020830246,835.146637849803,1333.1413460065,504.415032282568,730.332756594138,388.959228370039,568.856072751554,388.959228370039,254.771202212389,568.856072751554,671.690912655492,568.856072751554,229.267379420074,348.253380980336,1236.73503590444,698.43541324027,1008.0225270837,865.405251708266,967.493285690812,865.405251708266,967.493285690812,625.945831006615
"SM","42","5"," [M]+@6.59",6018.64947411107,3757.47925791549,5169.20242420531,1409.42199173385,13439.3075427741,3234.7581157626,1333.1413460065,1659.52222452611,2746.29622424888,5677.53512080746,2651.01698708592,3148.91292249763,6271.41537921545,2038.85933672195,2253.41289796525,3148.91292249763,2216.95286968574,5078.54572133119,4809.58357481659,6944.29567652905,8352.8966901949,3791.74057775684,2296.18709518999,3307.77124437562,3414.40905155836,1897.22557948763,1214.09548181217,2150.65085523474,9003.97914838529,5597.29459016579,1784.75471519342,1356.2504283063,1517.57027202074,3307.77124437562,3871.3772013047,5351.22997895585,2165.41334899486,1066.27728321814,792.668621563319,1448.70921663382,1784.75471519342,5499.30928878379,3582.78283814596,6112.19420364619,4566.45164615393,2775.60599579203,2121.38240169709,2121.38240169709
"TG","52","5"," [M+NH4]+@10.02",3825174.81132648,3825174.81132648,3118936.40300598,3825174.81132648,3825174.81132648,3825174.81132648,3825174.81132648,3825174.81132648,3825174.81132648,3118936.40300598,3825174.81132648,3118936.40300598,3118936.40300598,3118936.40300598,3118936.40300598,3825174.81132648,3118936.40300598,3825174.81132648,7322307.06177037,3825174.81132648,3825174.81132648,3825174.81132648,3825174.81132648,2085781.36793071,3118936.40300598,3825174.81132648,3825174.81132648,1134041.26260503,3825174.81132648,7322307.06177037,3825174.81132648,3825174.81132648,3825174.81132648,3825174.81132648,3825174.81132648,3825174.81132648,3825174.81132648,3825174.81132648,3825174.81132648,3825174.81132648,3825174.81132648,3825174.81132648,3825174.81132648,3825174.81132648,1868490.06904269,3825174.81132648,3825174.81132648,3825174.81132648
"TG","52","1"," [M+NH4]+@10.78",2312439.64183552,2312439.64183552,1258989.27548095,1868490.06904269,2085781.36793071,1134041.26260503,1868490.06904269,1134041.26260503,1868490.06904269,1624404.53028459,1868490.06904269,1624404.53028459,1868490.06904269,1624404.53028459,1043151.80276023,2085781.36793071,1868490.06904269,2085781.36793071,2085781.36793071,3118936.40300598,2312439.64183552,2312439.64183552,1868490.06904269,3825174.81132648,7322307.06177037,3118936.40300598,3118936.40300598,2085781.36793071,2085781.36793071,3118936.40300598,2312439.64183552,1868490.06904269,3118936.40300598,2312439.64183552,2312439.64183552,2312439.64183552,3118936.40300598,2085781.36793071,3118936.40300598,3118936.40300598,3118936.40300598,3118936.40300598,2312439.64183552,2312439.64183552,3825174.81132648,2312439.64183552,3118936.40300598,2312439.64183552
"TG","56","10"," [M+NH4]+@9.68",37606.8448428336,130875.367426132,24440.1162705759,134895.775914482,37606.8448428336,23285.0086005339,33432.963019786,31780.529422496,24440.1162705759,46168.3328830869,120923.941238811,67001.4355209511,62976.8967742018,46168.3328830869,47939.3302360704,54129.4581072229,16398.9150415773,22806.8163709131,16137.634013348,27466.5295318216,19282.3501521796,434131.974478271,11633.1525248554,10828.7381983571,21359.6461597065,117680.956754378,97796.0749756159,15763.3687217144,122669.923299236,106785.324186153,147512.648350628,155894.155542305,333527.230997889,208716.393441901,177440.178067119,216947.980412317,461722.822044454,74711.6316580016,208716.393441901,65411.1871387707,552068.08035453,165485.017869633,208716.393441901,155894.155542305,14781.3594675502,65411.1871387707,100467.2537942,161088.750012994
"TG","52","7"," [M+NH4]+@9.64",149913.812541413,208716.393441901,122669.923299236,640563.219152152,155894.155542305,155894.155542305,192407.087625631,134895.775914482,172072.500201358,177440.178067119,396714.381841279,230578.728667732,161088.750012994,155894.155542305,177440.178067119,177440.178067119,120923.941238811,130875.367426132,192407.087625631,142201.058983506,122669.923299236,602758.534037015,65411.1871387707,59201.6588274221,79213.7221080975,781553.073521248,483227.516564253,62976.8967742018,288542.857786893,208716.393441901,483227.516564253,434131.974478271,1134041.26260503,572746.335508999,497287.806887986,602758.534037015,932760.278094542,216947.980412317,529715.359791516,165485.017869633,1134041.26260503,223228.131089919,230578.728667732,223228.131089919,97796.0749756159,88449.4122228755,127606.714026263,223228.131089919
"TG","56","5"," [M+NH4]+@10.50",529715.359791516,2085781.36793071,572746.335508999,572746.335508999,640563.219152152,529715.359791516,677637.045698538,677637.045698538,529715.359791516,602758.534037015,529715.359791516,677637.045698538,1043151.80276023,932760.278094542,640563.219152152,839560.346929273,640563.219152152,677637.045698538,177440.178067119,434131.974478271,461722.822044454,1624404.53028459,396714.381841279,238600.25151464,434131.974478271,1134041.26260503,1043151.80276023,552068.08035453,1868490.06904269,2085781.36793071,1258989.27548095,1624404.53028459,932760.278094542,1258989.27548095,1134041.26260503,1134041.26260503,839560.346929273,1624404.53028459,1258989.27548095,839560.346929273,839560.346929273,2085781.36793071,1868490.06904269,1868490.06904269,288542.857786893,2085781.36793071,2085781.36793071,1868490.06904269
"TG","50","0"," [M+NH4]+@10.79",208716.393441901,120923.941238811,152762.719740033,100467.2537942,216947.980412317,147512.648350628,161088.750012994,114985.666182594,230578.728667732,161088.750012994,100467.2537942,149913.812541413,155894.155542305,127606.714026263,152762.719740033,152762.719740033,216947.980412317,112487.691855353,172072.500201358,216947.980412317,208716.393441901,60851.666002477,192407.087625631,288542.857786893,238600.25151464,137574.586366284,172072.500201358,172072.500201358,165485.017869633,152762.719740033,117680.956754378,112487.691855353,114985.666182594,117680.956754378,120923.941238811,192407.087625631,147512.648350628,130875.367426132,104304.520528438,192407.087625631,106785.324186153,177440.178067119,88449.4122228755,172072.500201358,249489.198769068,223228.131089919,130875.367426132,106785.324186153
"TG","51","1"," [M+NH4]+@10.73",120923.941238811,122669.923299236,67001.4355209511,54129.4581072229,84833.5770545398,91776.7281086178,88449.4122228755,71392.0823432206,104304.520528438,147512.648350628,71392.0823432206,104304.520528438,120923.941238811,79213.7221080975,122669.923299236,106785.324186153,149913.812541413,134895.775914482,45075.3780566745,149913.812541413,177440.178067119,79213.7221080975,230578.728667732,230578.728667732,223228.131089919,104304.520528438,114985.666182594,117680.956754378,100467.2537942,127606.714026263,97796.0749756159,74711.6316580016,57656.0640663599,91776.7281086178,100467.2537942,71392.0823432206,35356.0511854785,112487.691855353,112487.691855353,134895.775914482,51163.9308922764,117680.956754378,120923.941238811,97796.0749756159,216947.980412317,120923.941238811,120923.941238811,84833.5770545398
"TG","58","6"," [M+NH4]+@10.59",74711.6316580016,396714.381841279,84833.5770545398,155894.155542305,91776.7281086178,65411.1871387707,120923.941238811,127606.714026263,69043.8616110691,79213.7221080975,79213.7221080975,97796.0749756159,122669.923299236,230578.728667732,137574.586366284,117680.956754378,112487.691855353,91776.7281086178,30343.1142901674,45075.3780566745,41464.3178917538,497287.806887986,38237.6486797862,29098.7429507766,38237.6486797862,142201.058983506,216947.980412317,122669.923299236,238600.25151464,333527.230997889,223228.131089919,230578.728667732,223228.131089919,238600.25151464,223228.131089919,208716.393441901,155894.155542305,261622.123674963,216947.980412317,230578.728667732,208716.393441901,497287.806887986,434131.974478271,483227.516564253,28820.2915305852,434131.974478271,288542.857786893,529715.359791516
"TG","60","13"," [M+NH4]+@9.72",8651.41735427099,49734.025777868,4481.91145131831,21955.3065881794,6986.65352454895,3512.76359261794,6112.19420364619,6112.19420364619,4917.30150840707,14421.4546845661,21955.3065881794,21359.6461597065,20917.2201021667,15763.3687217144,14136.5796460737,12617.9747302927,14136.5796460737,14781.3594675502,19282.3501521796,7521.65635821746,11286.2522497817,192407.087625631,6212.89145658457,4955.23892055682,11389.5918535874,15576.6245390726,11883.0535993216,2954.96209743807,31780.529422496,28820.2915305852,30343.1142901674,28820.2915305852,71392.0823432206,69043.8616110691,54129.4581072229,91776.7281086178,149913.812541413,23285.0086005339,47939.3302360704,17931.284221945,134895.775914482,71392.0823432206,73104.0557603158,73104.0557603158,7181.06267139208,29098.7429507766,46168.3328830869,60851.666002477
"TG","42","1"," [M+NH4]+@9.53",17674.5104604884,5169.20242420531,10441.8264587194,74711.6316580016,19565.0653679824,10940.7823372663,9235.46056029495,18166.6226030207,13439.3075427741,24440.1162705759,14953.6999839701,22806.8163709131,8098.19161660726,51163.9308922764,20489.9222612137,36018.5583491844,36018.5583491844,14136.5796460737,100467.2537942,40473.1871602372,26384.9106305458,8098.19161660726,35029.180799929,46168.3328830869,35356.0511854785,36018.5583491844,31044.5978948227,7181.06267139208,7181.06267139208,4917.30150840707,7347.37161177832,10234.0226500262,22368.5936166911,9632.81766929046,7181.06267139208,14136.5796460737,16137.634013348,4266.05355737087,13265.0160448372,20489.9222612137,10114.6473977691,3098.33124903292,3124.45974486288,3582.78283814596,62976.8967742018,2599.2538413481,3381.53356686189,11514.8733047935
"TG","44","2"," [M+NH4]+@9.55",55951.1004690342,38237.6486797862,45075.3780566745,434131.974478271,67001.4355209511,62976.8967742018,54129.4581072229,67001.4355209511,67001.4355209511,91776.7281086178,84833.5770545398,79213.7221080975,38237.6486797862,104304.520528438,117680.956754378,122669.923299236,127606.714026263,62976.8967742018,288542.857786893,122669.923299236,84833.5770545398,65411.1871387707,97796.0749756159,114985.666182594,127606.714026263,172072.500201358,192407.087625631,34344.8502303868,45075.3780566745,29098.7429507766,60851.666002477,84833.5770545398,216947.980412317,47939.3302360704,38237.6486797862,120923.941238811,142201.058983506,33432.963019786,69043.8616110691,69043.8616110691,67001.4355209511,25140.6987545294,30343.1142901674,30343.1142901674,122669.923299236,14421.4546845661,27466.5295318216,65411.1871387707
"TG","60","7"," [M+NH4]+@10.70",19565.0653679824,91776.7281086178,23285.0086005339,47939.3302360704,20917.2201021667,19058.258001601,36831.9509883591,38237.6486797862,20110.2922438145,26384.9106305458,23994.8989578161,36831.9509883591,41464.3178917538,74711.6316580016,41464.3178917538,31044.5978948227,28220.663034298,26384.9106305458,5677.53512080746,8098.19161660726,10617.2889325545,122669.923299236,12185.5819323399,8031.41988129279,16137.634013348,36831.9509883591,59201.6588274221,21359.6461597065,88449.4122228755,112487.691855353,62976.8967742018,60851.666002477,84833.5770545398,60851.666002477,65411.1871387707,59201.6588274221,42603.1113185256,104304.520528438,73104.0557603158,57656.0640663599,65411.1871387707,130875.367426132,84833.5770545398,122669.923299236,10940.7823372663,84833.5770545398,106785.324186153,147512.648350628
"TG","56","3"," [M+NH4]+@10.87",1134041.26260503,1134041.26260503,1624404.53028459,2312439.64183552,1868490.06904269,2085781.36793071,2085781.36793071,1043151.80276023,1624404.53028459,2312439.64183552,2312439.64183552,2312439.64183552,2085781.36793071,2085781.36793071,2085781.36793071,2312439.64183552,2085781.36793071,1258989.27548095,1134041.26260503,1258989.27548095,1134041.26260503,2085781.36793071,1134041.26260503,1043151.80276023,1258989.27548095,932760.278094542,617832.694707222,396714.381841279,1624404.53028459,1624404.53028459,1624404.53028459,932760.278094542,2312439.64183552,1868490.06904269,2085781.36793071,2085781.36793071,2312439.64183552,1868490.06904269,2085781.36793071,1134041.26260503,2085781.36793071,1868490.06904269,1043151.80276023,1624404.53028459,1043151.80276023,1868490.06904269,1624404.53028459,3118936.40300598
"TG","55","4"," [M+NH4]+@10.57",46168.3328830869,34344.8502303868,55951.1004690342,57656.0640663599,57656.0640663599,37606.8448428336,31780.529422496,31044.5978948227,38237.6486797862,13265.0160448372,17674.5104604884,27466.5295318216,32856.9614001071,31780.529422496,42603.1113185256,30343.1142901674,16638.9186889241,34344.8502303868,10114.6473977691,28220.663034298,34344.8502303868,45075.3780566745,16638.9186889241,23285.0086005339,22806.8163709131,55951.1004690342,67001.4355209511,31780.529422496,47939.3302360704,62976.8967742018,33432.963019786,31780.529422496,29098.7429507766,22806.8163709131,18520.3363245616,14781.3594675502,20489.9222612137,41464.3178917538,28820.2915305852,36831.9509883591,17674.5104604884,45075.3780566745,32856.9614001071,33432.963019786,17674.5104604884,40473.1871602372,47939.3302360704,34344.8502303868
