"Class","Carbon","Double_bond","Adduct","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334"
"DG","38","7"," [M+NH4]+@7.04",597.438130830255,729.589226984527,550.218683648402,400.502370768594,300.633994009659,241.935631038523,300.633994009659,300.633994009659,597.438130830255,664.964195031568,664.964195031568,893.925910740501,830.629705806644,729.589226984527,830.629705806644,1211.78807640315,1821.37709910414,1012.87486111436,946.715805137213,1588.42050605797,1588.42050605797,1644.53154884249,2781.24650031333,2156.37942301987,1821.37709910414,1541.08910829682,400.502370768594,3368.02432613006,781.688569825783,1366.40082076778,893.925910740501,550.218683648402,1870.09942804688,300.633994009659,1081.25945312114,1479.8791606692,550.218683648402,664.964195031568,1211.78807640315,467.979926103747,830.629705806644,467.979926103747,830.629705806644,2433.2690594929,946.715805137213,664.964195031568,1012.87486111436,1366.40082076778
"DG","32","0"," [M+NH4]+@7.99",13622.674386754,26249.1555971962,14543.3204732565,41438.2234282091,11901.90028519,31442.2488365665,48946.973562115,13622.674386754,17574.2614698076,30998.7906852614,21701.6136049083,17574.2614698076,14543.3204732565,19597.2107659782,13984.4095312442,37070.3832857624,11901.90028519,18524.6320329948,25827.3562636203,16278.4409881048,67729.5447507206,43848.29694985,37070.3832857624,27642.6323399554,37829.2298220984,60911.4337591323,33357.6917264466,35687.5315995651,42890.1167258328,29070.8716162906,22426.4691104843,21701.6136049083,57697.3600365239,33357.6917264466,35687.5315995651,34456.8532031332,30567.0658287001,37070.3832857624,39693.2158278092,47712.353079771,33855.2150065753,89738.1247179249,50349.9660036893,71534.9288025654,44618.4280694884,40723.3977358019,81449.0277045762,35687.5315995651
"DG","38","3"," [M+NH4]+@8.38",177378.456157861,62677.1321799159,171136.182335375,57697.3600365239,115070.968398203,100400.488359773,57697.3600365239,134306.796007648,190622.324347271,100400.488359773,127405.476958191,177378.456157861,165366.941305688,73860.6129032848,117866.977681102,93786.8802149398,150964.942365057,111807.146445088,115070.968398203,115070.968398203,48946.973562115,37829.2298220984,78694.4983954365,81449.0277045762,84641.5328138281,75897.8002485659,59352.6711444856,57697.3600365239,62677.1321799159,93786.8802149398,127405.476958191,111807.146445088,139440.374509839,89738.1247179249,96361.5720936196,104090.919482063,55093.0072476975,66207.6842627991,104090.919482063,93786.8802149398,57697.3600365239,43848.29694985,71534.9288025654,75897.8002485659,69576.7601220614,59352.6711444856,73860.6129032848,96361.5720936196
"DG","38","2"," [M+NH4]+@8.61",28612.7618329656,12953.4281950997,22917.9249741881,21701.6136049083,24808.7812819412,22048.5671389104,21130.2726736133,22917.9249741881,29551.3434109173,24364.8481559943,25188.667608948,22048.5671389104,29070.8716162906,15776.9599027708,20499.2304299225,29551.3434109173,17392.416406866,12191.6102211143,17574.2614698076,15976.4417074473,10401.9637199263,10165.6694286606,21701.6136049083,14779.9017017912,12424.5890532244,10584.6427257966,9899.93580826725,15283.1046805948,18524.6320329948,17160.2916295025,26756.59928707,18265.904885922,26249.1555971962,19877.2411279776,20499.2304299225,13764.0908345176,12765.0149216246,18761.9872683988,21701.6136049083,15283.1046805948,15283.1046805948,8628.29676237836,14779.9017017912,21130.2726736133,15027.1406563997,11400.689235685,25566.3418233348,23252.0507061844
"DG","40","6"," [M+NH4]+@8.07",9656.42026533208,7909.70070228872,7992.42248318314,10401.9637199263,7909.70070228872,11073.8302538504,10025.0998675436,9899.93580826725,20499.2304299225,11220.6903621017,8306.27288841959,12191.6102211143,16835.2401729163,6853.65228039922,6767.31128303579,11901.90028519,16541.6503930982,14273.0395612304,17160.2916295025,13622.674386754,9899.93580826725,9146.55825922703,18761.9872683988,12036.3041031809,13764.0908345176,9899.93580826725,9250.23511778647,14543.3204732565,11220.6903621017,12191.6102211143,17957.4078630268,11901.90028519,20812.672451651,17957.4078630268,13984.4095312442,18265.904885922,11400.689235685,15544.6092995382,19107.0742967328,15976.4417074473,13122.4901870354,9656.42026533208,15544.6092995382,15544.6092995382,17392.416406866,17160.2916295025,16835.2401729163,13122.4901870354
"DG","33","1"," [M+NH4]+@7.81",2607.30390174855,2726.15351762138,1211.78807640315,3465.96257684991,2227.83847466196,2007.00597325142,550.218683648402,1418.91822062694,3989.04839581373,3236.3323336149,3030.36700834498,2007.00597325142,2433.2690594929,2156.37942301987,2067.9050962259,3768.93424168295,1479.8791606692,3129.69971796825,1479.8791606692,1541.08910829682,1261.3328379457,3768.93424168295,1963.46854508245,1705.5254904802,1541.08910829682,1763.1416266143,1821.37709910414,3129.69971796825,1588.42050605797,1418.91822062694,1870.09942804688,2227.83847466196,1644.53154884249,3465.96257684991,4227.6771360103,1963.46854508245,1963.46854508245,2067.9050962259,4100.14813598772,1916.8297425348,3719.24556497706,5241.13631563334,2227.83847466196,4038.99551503691,1012.87486111436,2320.53770503878,5060.742726822,2726.15351762138
"DG","38","0"," [M+NH4]+@9.28",42890.1167258328,69576.7601220614,43848.29694985,89738.1247179249,40723.3977358019,89738.1247179249,108936.095583913,44618.4280694884,30567.0658287001,64255.024265003,42125.3483244454,36296.6832188317,32362.2856604165,43848.29694985,40723.3977358019,59352.6711444856,31845.302971997,47712.353079771,39693.2158278092,28171.2457107318,100400.488359773,66207.6842627991,55093.0072476975,29070.8716162906,100400.488359773,159510.921494059,78694.4983954365,81449.0277045762,89738.1247179249,47712.353079771,50349.9660036893,45700.5340760607,96361.5720936196,69576.7601220614,56627.3693233835,78694.4983954365,115070.968398203,111807.146445088,67729.5447507206,108936.095583913,69576.7601220614,227051.026011725,150964.942365057,184029.606908086,78694.4983954365,104090.919482063,190622.324347271,69576.7601220614
"DG","40","0"," [M+NH4]+@9.64",23252.0507061844,36296.6832188317,33357.6917264466,42890.1167258328,28171.2457107318,71534.9288025654,62677.1321799159,30567.0658287001,20266.5189456207,32759.5566592425,25566.3418233348,25566.3418233348,22426.4691104843,27642.6323399554,27140.0555033059,39141.4854023907,21429.9360520325,23633.1281659734,24364.8481559943,23633.1281659734,53213.455248384,42890.1167258328,30998.7906852614,17957.4078630268,60911.4337591323,96361.5720936196,50349.9660036893,42890.1167258328,59352.6711444856,30098.7967820094,34456.8532031332,28612.7618329656,53213.455248384,42890.1167258328,28612.7618329656,46717.1235449292,57697.3600365239,53213.455248384,42890.1167258328,73860.6129032848,36296.6832188317,127405.476958191,78694.4983954365,67729.5447507206,53213.455248384,51683.3040683137,75897.8002485659,40723.3977358019
"DG","38","6"," [M+NH4]+@7.49",7521.44196042592,6579.47330809975,7147.95040523972,8628.29676237836,7255.06986852259,9761.45001253696,5328.57750433796,10401.9637199263,15776.9599027708,7650.31919781937,8628.29676237836,9539.55120058464,12765.0149216246,7336.89093972719,12424.5890532244,9146.55825922703,13122.4901870354,11400.689235685,10708.3605223592,10584.6427257966,8414.57584326696,13764.0908345176,12424.5890532244,7909.70070228872,8153.90939767922,7147.95040523972,7255.06986852259,11901.90028519,10025.0998675436,9025.33851411094,9146.55825922703,13122.4901870354,13433.7483605795,10025.0998675436,10871.1086945871,9899.93580826725,7014.06656003568,5956.97028339901,15027.1406563997,10269.0035719441,12424.5890532244,7761.56073148846,9656.42026533208,14273.0395612304,11511.7284327243,8414.57584326696,8414.57584326696,9656.42026533208
"DG","39","4"," [M+NH4]+@8.40",2279.23532246581,2279.23532246581,2374.24151420868,2931.00125011162,2490.8093889003,3368.02432613006,893.925910740501,2557.86154264857,4934.03800334503,2279.23532246581,1644.53154884249,4227.6771360103,5060.742726822,2320.53770503878,3368.02432613006,1479.8791606692,3896.55084432167,2490.8093889003,3083.0621834923,2227.83847466196,1870.09942804688,1144.10739730656,1418.91822062694,2607.30390174855,2374.24151420868,2607.30390174855,1144.10739730656,729.589226984527,1763.1416266143,2490.8093889003,1541.08910829682,1763.1416266143,3989.04839581373,4484.22061029023,1870.09942804688,4484.22061029023,2227.83847466196,2007.00597325142,2824.90569365922,2279.23532246581,2117.41134444901,2557.86154264857,3030.36700834498,2067.9050962259,3129.69971796825,2726.15351762138,5470.57429724871,3030.36700834498
"DG","40","4"," [M+NH4]+@8.49",30998.7906852614,14543.3204732565,30567.0658287001,17574.2614698076,25566.3418233348,31845.302971997,20499.2304299225,28171.2457107318,62677.1321799159,31442.2488365665,31845.302971997,42890.1167258328,46717.1235449292,16541.6503930982,26249.1555971962,23252.0507061844,33357.6917264466,31845.302971997,42890.1167258328,32759.5566592425,19107.0742967328,12424.5890532244,22426.4691104843,37829.2298220984,31845.302971997,27642.6323399554,22917.9249741881,15976.4417074473,18265.904885922,31845.302971997,41438.2234282091,31845.302971997,56627.3693233835,35687.5315995651,31845.302971997,31845.302971997,14543.3204732565,23252.0507061844,31442.2488365665,27140.0555033059,20266.5189456207,18265.904885922,28612.7618329656,31442.2488365665,25827.3562636203,21130.2726736133,32362.2856604165,30998.7906852614
"DG","41","0"," [M+NH4]+@9.83",1588.42050605797,5804.77285342986,1261.3328379457,7909.70070228872,2279.23532246581,7014.06656003568,6214.74897190306,3083.0621834923,1012.87486111436,1870.09942804688,1870.09942804688,1211.78807640315,2490.8093889003,3368.02432613006,2490.8093889003,2117.41134444901,1081.25945312114,2433.2690594929,2490.8093889003,2433.2690594929,4749.89136860154,2675.37538399767,2975.33648175349,3187.40349825349,6214.74897190306,7909.70070228872,4749.89136860154,4934.03800334503,4749.89136860154,2931.00125011162,2557.86154264857,2320.53770503878,3817.60194751852,2067.9050962259,1588.42050605797,4749.89136860154,6767.31128303579,6692.01843259977,5060.742726822,5328.57750433796,3768.93424168295,10708.3605223592,8755.32397202284,5564.1832631553,3719.24556497706,5881.88540760956,6853.65228039922,2490.8093889003
"DG","37","0"," [M+NH4]+@9.14",2868.67679630882,9146.55825922703,5804.77285342986,10871.1086945871,4425.88407080927,9025.33851411094,13764.0908345176,2868.67679630882,4812.19203976419,3719.24556497706,3465.96257684991,2726.15351762138,1870.09942804688,3424.19677856288,2433.2690594929,7909.70070228872,2433.2690594929,3312.08530063188,5709.26815810453,2781.24650031333,13433.7483605795,5709.26815810453,4681.73387176678,6767.31128303579,11669.9680819941,17574.2614698076,8755.32397202284,12953.4281950997,9416.59510423303,4277.33128417099,5956.97028339901,3547.05630671208,11511.7284327243,7909.70070228872,5881.88540760956,12953.4281950997,12191.6102211143,15027.1406563997,8755.32397202284,9539.55120058464,7443.45383524768,31845.302971997,29070.8716162906,21701.6136049083,9146.55825922703,16541.6503930982,17392.416406866,8755.32397202284
"DG","30","1"," [M+NH4]+@6.96",1479.8791606692,7443.45383524768,400.502370768594,7521.44196042592,1366.40082076778,1763.1416266143,1916.8297425348,467.979926103747,2156.37942301987,3896.55084432167,2824.90569365922,1144.10739730656,781.688569825783,781.688569825783,550.218683648402,550.218683648402,2868.67679630882,3083.0621834923,2156.37942301987,2320.53770503878,1644.53154884249,2781.24650031333,1870.09942804688,1418.91822062694,2320.53770503878,3129.69971796825,4038.99551503691,7650.31919781937,1081.25945312114,1541.08910829682,241.935631038523,400.502370768594,4227.6771360103,3817.60194751852,11669.9680819941,4425.88407080927,781.688569825783,1418.91822062694,1821.37709910414,830.629705806644,6303.51102655984,4567.15900552582,3083.0621834923,8755.32397202284,1541.08910829682,1588.42050605797,1763.1416266143,2824.90569365922
"DG","42","3"," [M+NH4]+@9.10",2931.00125011162,4626.67166662418,4425.88407080927,4277.33128417099,3368.02432613006,4347.40300235404,4626.67166662418,5642.88961301532,4176.99837683462,2781.24650031333,4038.99551503691,4749.89136860154,2675.37538399767,3817.60194751852,4749.89136860154,3989.04839581373,2117.41134444901,1870.09942804688,4626.67166662418,4277.33128417099,3768.93424168295,4681.73387176678,7255.06986852259,3896.55084432167,4425.88407080927,4626.67166662418,4227.6771360103,3424.19677856288,6932.73372785614,5564.1832631553,5241.13631563334,4879.91050665871,3768.93424168295,2374.24151420868,4277.33128417099,3989.04839581373,2675.37538399767,4681.73387176678,6214.74897190306,4681.73387176678,2824.90569365922,2433.2690594929,3719.24556497706,4100.14813598772,3547.05630671208,4227.6771360103,3896.55084432167,6476.05039304402
"DG","44","2"," [M+NH4]+@9.72",5956.97028339901,3674.55999256227,10165.6694286606,3030.36700834498,5956.97028339901,9416.59510423303,3129.69971796825,7336.89093972719,7443.45383524768,3817.60194751852,4176.99837683462,5398.7852010843,8501.97187969049,3187.40349825349,4347.40300235404,3083.0621834923,7992.42248318314,5881.88540760956,5241.13631563334,5328.57750433796,2007.00597325142,1963.46854508245,2931.00125011162,6394.59740608442,3719.24556497706,4100.14813598772,4100.14813598772,3236.3323336149,3187.40349825349,4347.40300235404,4681.73387176678,3719.24556497706,7521.44196042592,3547.05630671208,3187.40349825349,2607.30390174855,2824.90569365922,3129.69971796825,3989.04839581373,3768.93424168295,2868.67679630882,2279.23532246581,4100.14813598772,2781.24650031333,4227.6771360103,1479.8791606692,2117.41134444901,3312.08530063188
"DG","42","4"," [M+NH4]+@8.87",3236.3323336149,1366.40082076778,4812.19203976419,4484.22061029023,5060.742726822,6031.35248547829,2374.24151420868,4227.6771360103,6767.31128303579,3129.69971796825,2490.8093889003,4626.67166662418,7147.95040523972,2726.15351762138,7443.45383524768,3030.36700834498,9761.45001253696,6476.05039304402,9539.55120058464,8306.27288841959,6932.73372785614,5170.13709765077,7336.89093972719,5642.88961301532,5564.1832631553,5241.13631563334,4934.03800334503,4425.88407080927,6692.01843259977,8153.90939767922,9539.55120058464,7992.42248318314,8414.57584326696,5564.1832631553,4176.99837683462,6579.47330809975,3817.60194751852,4934.03800334503,3674.55999256227,6129.8949135152,3896.55084432167,2675.37538399767,4038.99551503691,3236.3323336149,3187.40349825349,4347.40300235404,4425.88407080927,7255.06986852259
"DG","43","1"," [M+NH4]+@9.86",4749.89136860154,3611.62470660732,3817.60194751852,1144.10739730656,3083.0621834923,8628.29676237836,2975.33648175349,6303.51102655984,3768.93424168295,2868.67679630882,1916.8297425348,4176.99837683462,4100.14813598772,3989.04839581373,3547.05630671208,2675.37538399767,2726.15351762138,3611.62470660732,5804.77285342986,4681.73387176678,3312.08530063188,2156.37942301987,3030.36700834498,3989.04839581373,2931.00125011162,3465.96257684991,3129.69971796825,2320.53770503878,4347.40300235404,3674.55999256227,3083.0621834923,2975.33648175349,5398.7852010843,4227.6771360103,2279.23532246581,2320.53770503878,3674.55999256227,4749.89136860154,2607.30390174855,2675.37538399767,1916.8297425348,2007.00597325142,3368.02432613006,2156.37942301987,2320.53770503878,2490.8093889003,3236.3323336149,4176.99837683462
"DG","37","1"," [M+NH4]+@8.77",3187.40349825349,4038.99551503691,2067.9050962259,1479.8791606692,3236.3323336149,2557.86154264857,1870.09942804688,2067.9050962259,4626.67166662418,2007.00597325142,3424.19677856288,3989.04839581373,2320.53770503878,2117.41134444901,3424.19677856288,3674.55999256227,2607.30390174855,3236.3323336149,2726.15351762138,1763.1416266143,1144.10739730656,2433.2690594929,1588.42050605797,2227.83847466196,1418.91822062694,2824.90569365922,2007.00597325142,3083.0621834923,2320.53770503878,2607.30390174855,2490.8093889003,4626.67166662418,5328.57750433796,2227.83847466196,3236.3323336149,3129.69971796825,2156.37942301987,3187.40349825349,3236.3323336149,3547.05630671208,4626.67166662418,2868.67679630882,5328.57750433796,7650.31919781937,2675.37538399767,4749.89136860154,3719.24556497706,2557.86154264857
