Class	Carbon	Saturation	Adduct	RT	Class.1	CV	Ctrl_BKS_2202	Ctrl_BKS_2203	Ctrl_BKS_2206	Ctrl_BKS_2211	HF_BKS_2214	HF_BKS_2216	HF_BKS_2217	HF_BKS_2218	Ctrl_BKS_db._2225	Ctrl_BKS_db._2226	Ctrl_BKS_db._2227	Ctrl_BKS_db._2231	HF_BKS_db._2239	HF_BKS_db._2241	HF_BKS_db._2242	HF_BKS_db._2243	Ctrl_BL6_2249	Ctrl_BL6_2250	Ctrl_BL6_2251	Ctrl_BL6_2252	HF_BL6_2260	HF_BL6_2261	HF_BL6_2262	HF_BL6_2266	Ctrl_BL6_db._2273	Ctrl_BL6_db._2274	Ctrl_BL6_db._2275	Ctrl_BL6_db._2279	HF_BL6_db._2286	HF_BL6_db._2287	HF_BL6_db._2288	HF_BL6_db._2289	Ctrl_BTBR_2292	Ctrl_BTBR_2293	Ctrl_BTBR_2297	Ctrl_BTBR_2298	HF_BTBR_2306	HF_BTBR_2307	HF_BTBR_2308	HF_BTBR_2309	Ctrl_BTBR_ob._2316	Ctrl_BTBR_ob._2317	Ctrl_BTBR_ob._2318	Ctrl_BTBR_ob._2320	HF_BTBR_ob._2329	HF_BTBR_ob._2331	HF_BTBR_ob._2333	HF_BTBR_ob._2334
DG	41	0	 [M+NH4]+	9.83	DG	22.51142548	1653.849199	5094.988909	1373.613251	7813.504373	2133.381711	7076.341456	6105.663462	3130.667038	1056.295484	1872.004713	1779.687037	1155.776144	2554.402104	3284.483163	2406.789102	1894.252739	1105.126401	2574.884081	2305.655716	2305.655716	4866.332948	2305.655716	2905.640596	3101.702177	6327.856484	8295.391711	4745.754242	5094.988909	4912.784497	2851.466121	2660.892641	2489.813076	4430.950426	1966.184891	1580.165531	4866.332948	6790.29513	6390.312368	5487.494193	5289.839148	3534.633299	10086.74601	9054.47894	5339.378486	3434.39012	5826.482158	7001.843942	2331.339165
DG	44	2	 [M+NH4]+	9.72	DG	23.2612018	6159.263596	2995.122344	10172.95485	2802.844887	6033.81833	9793.243288	2741.017201	7530.809589	8121.861752	3586.931183	3987.494108	5593.616175	9439.727599	3165.953768	4393.66351	2829.150894	8627.711884	6390.312368	5147.345466	5429.255262	1918.399093	1750.977985	2829.150894	6629.200142	3846.535463	4321.217705	4021.329678	3194.73727	3353.687486	4129.979558	4955.023533	3586.931183	8442.776165	3722.805152	3284.483163	2905.640596	2574.884081	2601.313645	4161.917897	3722.805152	2631.220818	1850.700572	3954.001667	2406.789102	4129.979558	1171.80233	1673.904794	3259.440233
DG	42	4	 [M+NH4]+	8.87	DG	25.57681256	3130.667038	866.0005218	4798.527859	4358.848254	5147.345466	6159.263596	2081.005034	4602.288706	7604.121685	2905.640596	2601.313645	4565.825721	7813.504373	2460.117207	7283.003449	2720.283708	10257.04762	7076.341456	9986.22697	8442.776165	7200.131385	4798.527859	7076.341456	6033.81833	5781.651568	5536.597906	4996.445978	4480.896291	6697.629949	8627.711884	9986.22697	8442.776165	9607.234258	5651.645311	4866.332948	6790.29513	3846.535463	4641.788098	3766.694193	6327.856484	3722.805152	2191.858738	3917.335892	2931.575138	2995.122344	4281.418378	4321.217705	7667.372582
DG	42	0	 [M+NH4]+	9.99	DG	26.03809695	9681.99512	3378.153016	4955.023533	3023.544195	11622.4413	12656.18091	5536.597906	8709.591127	9533.543017	2851.466121	4602.288706	7076.341456	11966.49557	6932.82616	6860.866275	4245.932772	6033.81833	10086.74601	7948.616223	10341.29307	8295.391711	3560.774964	4129.979558	7746.09192	7746.09192	13943.38698	4955.023533	9146.108891	8358.676685	8807.138823	6443.041527	8512.210857	7667.372582	7283.003449	6033.81833	8358.676685	12176.94637	7813.504373	7813.504373	14558.08559	2574.884081	13174.93997	11622.4413	4281.418378	11622.4413	11966.49557	9607.234258	6744.227051
DG	44	6	 [M+Li]+	7.85	DG	27.15980799	9439.727599	8512.210857	4358.848254	7132.635791	6443.041527	7283.003449	8189.229007	7076.341456	4835.537305	6290.853212	6574.562853	5536.597906	9884.422386	7076.341456	6790.29513	6517.755259	3656.86449	7746.09192	13519.95059	7132.635791	7001.843942	8512.210857	6159.263596	9681.99512	8121.861752	13326.90369	6390.312368	3799.791315	8046.838572	8512.210857	10086.74601	2829.150894	9259.423345	8894.3843	6697.629949	7374.181445	8189.229007	16769.01906	9793.243288	6697.629949	4686.688052	6744.227051	7948.616223	7948.616223	6744.227051	11855.75068	10341.29307	10627.44419
DG	33	0	 [M+NH4]+	8.26	DG	27.80951499	2133.381711	4955.023533	1606.746885	6390.312368	2489.813076	4321.217705	8807.138823	2353.453936	2264.273456	5094.988909	4430.950426	3075.951129	3130.667038	2741.017201	1673.904794	5536.597906	2264.273456	4161.917897	3501.577631	2509.781795	10086.74601	5094.988909	5876.33717	3434.39012	6574.562853	13793.05002	3846.535463	5781.651568	5933.161129	5536.597906	4480.896291	3501.577631	11729.33191	5429.255262	4996.445978	8807.138823	4211.337463	4798.527859	7530.809589	4866.332948	4321.217705	6790.29513	13943.38698	14732.83801	7604.121685	4480.896291	15196.55845	8442.776165
DG	30	2	 [M+NH4]+	6.49	DG	27.94409565	1194.49044	1750.977985	1872.004713	5723.206757	1056.295484	842.310761	1056.295484	966.2630571	3501.577631	5536.597906	3378.153016	1218.783404	1673.904794	1218.783404	1527.841542	3684.065188	4393.66351	3987.494108	1850.700572	2237.996123	4129.979558	2154.216067	3353.687486	1354.862643	2777.236643	4281.418378	3046.664351	10341.29307	902.4052044	2574.884081	2081.005034	4430.950426	6574.562853	3023.544195	14413.00307	2965.684274	1354.862643	1277.923821	1986.190245	1277.923821	10696.32158	3101.702177	2660.892641	6629.200142	966.2630571	2694.215394	1940.413148	2694.215394
DG	39	2	 [M+NH4]+	9.34	DG	28.50696366	8358.676685	44979.14152	17862.50742	26458.05146	9146.108891	55730.22699	41906.14201	9146.108891	9439.727599	20275.01639	15922.77687	9146.108891	9337.008436	12915.88073	7604.121685	26961.89479	9681.99512	14204.14243	28541.66799	8807.138823	56645.59666	27467.08531	19718.04588	18414.14302	33114.19408	63518.89008	28239.96359	36062.8865	36595.13001	21908.4025	16466.50135	19718.04588	46543.75452	32089.70639	18600.08183	36925.99255	41386.58081	67436.52072	21730.22341	47128.76712	26185.41217	107976.7383	74998.71264	74998.71264	37667.00398	46543.75452	120405.1651	36595.13001
DG	39	0	 [M+NH4]+	9.52	DG	29.45255828	3434.39012	6932.82616	3560.774964	7530.809589	2509.781795	7813.504373	6159.263596	3101.702177	2081.005034	3231.818612	2489.813076	2489.813076	2965.684274	2056.907916	2995.122344	3534.633299	1627.852423	3560.774964	2851.466121	3434.39012	7283.003449	4955.023533	5386.137656	2176.953478	5094.988909	10696.32158	5983.919099	5933.161129	5983.919099	3284.483163	2284.431709	3046.664351	7076.341456	7746.09192	10824.47854	7200.131385	6697.629949	5536.597906	5536.597906	5536.597906	7200.131385	24942.44013	11115.01877	9337.008436	16769.01906	8512.210857	16602.55902	5826.482158
DG	37	4	 [M+NH4]+	7.89	DG	31.07321277	2660.892641	2694.215394	2601.313645	1836.511721	1918.399093	4835.537305	2489.813076	1326.532441	7001.843942	3889.433002	2176.953478	3130.667038	5386.137656	3231.818612	1918.399093	2529.955592	5289.839148	4245.932772	3130.667038	5593.616175	1653.849199	1627.852423	4430.950426	2965.684274	1233.028538	2176.953478	1836.511721	2660.892641	3461.308373	2460.117207	4996.445978	3378.153016	5429.255262	8295.391711	6790.29513	5487.494193	4955.023533	4686.688052	3284.483163	4565.825721	4522.233182	3259.440233	5933.161129	6390.312368	5826.482158	3461.308373	4522.233182	4430.950426
DG	35	2	 [M+NH4]+	7.88	DG	31.0790476	1354.862643	1836.511721	1704.06767	5429.255262	1218.783404	2460.117207	2383.173868	1966.184891	4686.688052	3194.73727	3766.694193	2133.381711	2331.339165	2802.844887	1009.656055	7746.09192	1966.184891	1527.841542	4321.217705	921.5462628	3987.494108	6105.663462	8189.229007	4245.932772	1416.281504	2829.150894	1130.584623	4522.233182	3987.494108	3889.433002	3046.664351	3328.644581	4996.445978	2777.236643	5933.161129	2720.283708	3766.694193	3534.633299	7374.181445	4835.537305	5723.206757	2460.117207	2264.273456	5194.374936	5339.378486	6860.866275	9054.47894	5289.839148
DG	37	2	 [M+NH4]+	8.38	DG	33.99190765	2460.117207	1850.700572	1836.511721	2237.996123	2331.339165	1653.849199	1373.613251	3023.544195	4211.337463	4480.896291	7132.635791	2631.220818	3586.931183	1606.746885	2694.215394	3766.694193	2931.575138	1218.783404	3461.308373	2191.858738	1373.613251	1233.028538	3328.644581	3461.308373	2109.421401	1509.169743	1256.068293	2631.220818	2305.655716	2694.215394	1704.06767	2851.466121	4092.482947	3534.633299	2741.017201	1326.532441	1750.977985	1894.252739	4522.233182	4393.66351	3231.818612	636.8546096	1218.783404	2509.781795	2353.453936	1233.028538	3461.308373	3328.644581
DG	33	2	 [M+NH4]+	7.35	DG	35.16467643	1130.584623	2720.283708	941.7722162	2081.005034	882.4186362	415.4318931	1437.682294	369.7743645	1894.252739	1606.746885	2037.409481	1256.068293	1277.923821	882.4186362	702.8576164	1850.700572	2509.781795	966.2630571	1130.584623	182.9634616	1547.623228	1326.532441	1218.783404	787.3384626	546.8052098	1416.281504	182.9634616	1547.623228	2489.813076	1966.184891	182.9634616	1986.190245	2574.884081	1918.399093	1326.532441	1416.281504	866.0005218	1606.746885	2660.892641	1918.399093	1918.399093	882.4186362	902.4052044	2802.844887	2554.402104	3684.065188	4161.917897	3130.667038
DG	34	4	 [M+NH4]+	6.84	DG	36.41347622	1078.864738	2872.255076	297.1848254	1479.481756	1326.532441	812.6641799	3194.73727	685.6612332	1277.923821	3130.667038	3023.544195	921.5462628	1300.967987	902.4052044	636.8546096	3954.001667	3684.065188	468.4455153	3075.951129	2264.273456	1354.862643	2432.310691	4480.896291	1606.746885	1779.687037	182.9634616	842.310761	3130.667038	1130.584623	1894.252739	1105.126401	2460.117207	2432.310691	1986.190245	3617.910855	1032.804249	1233.028538	3284.483163	2851.466121	1009.656055	2176.953478	1394.770282	2406.789102	6932.82616	1673.904794	1894.252739	702.8576164	1779.687037
DG	44	4	 [M+NH4]+	9.44	DG	48.09175254	4092.482947	1455.059452	2872.255076	2829.150894	4053.994812	3434.39012	1233.028538	2037.409481	4480.896291	486.462402	2660.892641	2529.955592	3194.73727	3987.494108	4129.979558	1627.852423	7132.635791	4798.527859	1627.852423	3023.544195	1894.252739	1354.862643	2931.575138	3846.535463	1171.80233	2406.789102	2037.409481	2133.381711	2383.173868	5386.137656	3194.73727	4602.288706	2829.150894	2176.953478	1627.852423	2851.466121	1580.165531	1373.613251	2720.283708	2554.402104	1606.746885	1750.977985	1455.059452	1580.165531	2741.017201	2554.402104	1547.623228	986.2232358
DG	30	0	 [M+NH4]+	7.46	DG	56.98559873	660.6016777	2554.402104	339.0038411	2353.453936	620.3235154	1730.820619	3407.877676	882.4186362	739.5076125	3560.774964	620.3235154	787.3384626	685.6612332	1056.295484	921.5462628	1810.048109	768.9411996	1354.862643	1009.656055	297.1848254	1256.068293	842.310761	866.0005218	1300.967987	1194.49044	3231.818612	1872.004713	1437.682294	986.2232358	439.345155	921.5462628	1105.126401	3023.544195	1779.687037	3987.494108	2353.453936	941.7722162	1416.281504	2109.421401	2720.283708	3284.483163	2905.640596	3023.544195	4021.329678	1850.700572	1580.165531	2012.546104	2284.431709
DG	32	4	 [M+NH4]+	6.21	DG	58.72199089	91.19475576	2133.381711	245.1736324	211.4682283	182.9634616	468.4455153	660.6016777	124.9332425	486.462402	546.8052098	182.9634616	211.4682283	160.7384096	486.462402	468.4455153	620.3235154	182.9634616	1171.80233	1256.068293	1437.682294	1850.700572	660.6016777	1194.49044	941.7722162	320.4901795	572.0414419	812.6641799	3075.951129	921.5462628	1437.682294	124.9332425	941.7722162	486.462402	1056.295484	1130.584623	685.6612332	986.2232358	739.5076125	572.0414419	211.4682283	902.4052044	966.2630571	517.2856136	1872.004713	1580.165531	439.345155	320.4901795	546.8052098
DG	40	8	 [M+NH4]+	7.19	DG	60.6520596	768.9411996	941.7722162	685.6612332	1056.295484	1277.923821	182.9634616	546.8052098	1547.623228	1437.682294	1056.295484	739.5076125	1416.281504	1627.852423	1032.804249	1373.613251	339.0038411	1479.481756	1673.904794	966.2630571	1779.687037	1810.048109	1194.49044	2284.431709	2995.122344	1872.004713	902.4052044	966.2630571	2217.249324	941.7722162	2237.996123	1479.481756	1810.048109	182.9634616	685.6612332	1547.623228	620.3235154	211.4682283	1394.770282	1300.967987	1233.028538	1056.295484	702.8576164	1130.584623	882.4186362	620.3235154	660.6016777	739.5076125	866.0005218
