Class	Carbon_Chain	Double_Bond	Adduct	RT	CV	Ctrl_BKS_2202	Ctrl_BKS_2203	Ctrl_BKS_2206	Ctrl_BKS_2211	HF_BKS_2214	HF_BKS_2216	HF_BKS_2217	HF_BKS_2218	Ctrl_BKS_db._2225	Ctrl_BKS_db._2226	Ctrl_BKS_db._2227	Ctrl_BKS_db._2231	HF_BKS_db._2239	HF_BKS_db._2241	HF_BKS_db._2242	HF_BKS_db._2243	Ctrl_BL6_2249	Ctrl_BL6_2250	Ctrl_BL6_2251	Ctrl_BL6_2252	HF_BL6_2260	HF_BL6_2261	HF_BL6_2262	HF_BL6_2266	Ctrl_BL6_db._2273	Ctrl_BL6_db._2274	Ctrl_BL6_db._2275	Ctrl_BL6_db._2279	HF_BL6_db._2286	HF_BL6_db._2287	HF_BL6_db._2288	HF_BL6_db._2289	Ctrl_BTBR_2292	Ctrl_BTBR_2293	Ctrl_BTBR_2297	Ctrl_BTBR_2298	HF_BTBR_2306	HF_BTBR_2307	HF_BTBR_2308	HF_BTBR_2309	Ctrl_BTBR_ob._2316	Ctrl_BTBR_ob._2317	Ctrl_BTBR_ob._2318	Ctrl_BTBR_ob._2320	HF_BTBR_ob._2329	HF_BTBR_ob._2331	HF_BTBR_ob._2333	HF_BTBR_ob._2334
PS	40	2	 [M-H]-	7.04	9.22	259379.1015	123217.4586	96931.11152	246511.1048	234446.4644	130486.8537	153016.1403	73654.46225	95485.93227	139936.1048	113487.5134	89276.36826	87865.21094	118527.0973	102574.4857	135904.3341	81928.33027	73654.46225	89276.36826	63734.64704	132939.2571	96931.11152	95485.93227	132939.2571	135904.3341	166941.1131	127894.6009	123217.4586	127894.6009	98813.23327	73654.46225	86522.12497	107544.809	162740.1653	156436.2386	125526.945	190292.9652	159521.6524	146458.7434	120776.2946	162740.1653	195695.6003	216201.8244	146458.7434	153016.1403	105581.2906	132939.2571	146458.7434
lysoPE	16	0	 [M-H]-	1.73	9.28	93246.11415	45703.49437	74897.30045	51744.76755	81197.12197	42389.84826	34868.88019	68237.60186	62239.19593	49543.08057	52917.41117	74897.30045	74897.30045	63251.252	73270.37003	40538.17571	68237.60186	61080.5871	45093.57603	68237.60186	29854.63031	38978.40919	38978.40919	65460.59059	37061.64455	32871.56418	43233.77598	43233.77598	44257.25187	55057.96983	52917.41117	55057.96983	43233.77598	62239.19593	51744.76755	52917.41117	38978.40919	38487.4435	52917.41117	43684.48164	46609.26087	33299.66793	39478.68574	34868.88019	43233.77598	34486.44887	30971.01992	47253.25167
PE	40	2	 [M-H]-	8.1	9.63	65460.59059	68237.60186	91635.1864	65460.59059	66626.60489	93246.11415	77176.67139	88440.59246	93246.11415	74897.30045	74038.55448	94865.32867	97755.68716	83785.0393	80034.70033	70766.09793	65460.59059	55057.96983	87289.82942	70766.09793	55057.96983	49543.08057	70766.09793	53529.73057	81197.12197	74038.55448	64218.04209	77176.67139	68237.60186	76051.81674	93246.11415	59405.41907	85754.42052	85754.42052	62239.19593	73270.37003	43684.48164	55057.96983	65460.59059	62239.19593	60222.51596	69214.02834	77176.67139	80034.70033	52917.41117	68237.60186	57853.41224	72026.48717
PC	40	4	 [M-Ac-H]-	7.57	9.74	10880.51387	10601.19124	7612.075068	16864.6402	13219.91149	15737.13955	21906.55731	11329.57332	12166.04674	6937.560361	14724.88256	10335.59671	8905.697784	12458.37423	12028.77964	15575.3038	13988.74107	14188.20233	16645.83232	13059.91829	19622.48433	24841.20023	26015.25492	21906.55731	15737.13955	17241.10537	20348.21806	18816.92964	27454.73673	14550.04839	12761.89812	17991.48416	11719.21406	9832.154051	9957.071163	10880.51387	17612.73214	18606.77078	16249.02382	15906.02723	14550.04839	16445.18308	17802.11287	18606.77078	17612.73214	15737.13955	15231.04503	15231.04503
PI	36	2	 [M-H]-	5.87	9.94	63251.252	49543.08057	30187.63244	61080.5871	64218.04209	49543.08057	44257.25187	30187.63244	29187.5893	35281.92007	34868.88019	23079.49762	25548.00069	45093.57603	41199.72879	54190.84016	26543.90368	26227.74215	32475.62351	26227.74215	47875.14756	31817.61754	29854.63031	63251.252	37499.1996	56398.89426	41763.24572	30654.64416	64218.04209	47875.14756	29578.30946	32108.5288	25237.85251	24730.10286	33299.66793	26543.90368	58633.9278	52917.41117	56398.89426	47253.25167	33698.88921	37962.37174	37499.1996	28445.85814	43684.48164	34082.40142	43684.48164	43684.48164
PI	37	4	 [M-H]-	5.59	10.09	12837.49076	14626.29202	5369.124661	17892.65563	14292.77451	8963.840462	10654.64029	6128.641088	5718.490174	15984.03725	12247.89438	5868.717403	5718.490174	11666.00003	8108.611653	19958.86136	5174.902787	10547.7422	12516.73734	10654.64029	34868.88019	17892.65563	11095.36142	18483.31402	23682.2763	31817.61754	17326.17679	11095.36142	25548.00069	23079.49762	11772.42809	6559.452757	16547.37591	14292.77451	22019.2577	20948.5407	35281.92007	36722.38174	27619.98167	27943.93445	21216.73523	48765.75132	36155.06256	33698.88921	22236.78714	30187.63244	44257.25187	23682.2763
PS	34	2	 [M-H]-	5.3	10.24	24056.3064	16342.99024	15984.03725	18294.47197	20948.5407	11973.36019	11542.13922	9768.397726	16984.99167	22562.85753	17326.17679	15159.27264	11095.36142	18730.22753	13737.25158	16744.28873	10802.26325	9895.910377	12400.01111	7844.593719	12974.55601	8307.783025	10018.23195	13737.25158	13294.54242	19746.18393	16984.99167	9498.854999	11542.13922	12686.30548	10802.26325	9189.694414	14473.80476	13145.28056	14823.47311	11257.98178	12686.30548	16984.99167	13893.85198	8497.22091	15828.01721	12837.49076	10396.32643	12686.30548	6813.508246	9392.301939	9650.397694	8847.555106
PC	38	4	 [M-Ac-H]-	7.01	10.43	80034.70033	99870.77939	63251.252	101952.9651	93246.11415	99870.77939	88440.59246	80034.70033	61080.5871	90112.14407	76051.81674	76051.81674	83785.0393	73270.37003	81197.12197	81197.12197	106441.6223	96106.53588	106441.6223	104720.9588	119586.3293	126585.2327	134108.776	129203.9691	94865.32867	129203.9691	96106.53588	137699.8923	131769.7383	112271.0412	96106.53588	108647.9956	65460.59059	99870.77939	101952.9651	91635.1864	97755.68716	110425.424	87289.82942	74897.30045	103196.0064	108647.9956	80034.70033	94865.32867	85754.42052	91635.1864	103196.0064	90112.14407
PI	34	2	 [M-H]-	5.23	10.5	45703.49437	28445.85814	19746.18393	34082.40142	50301.80924	23409.20767	23409.20767	19498.78473	18090.31269	27289.4918	21793.85691	18903.63174	26543.90368	35735.72723	27289.4918	29578.30946	20948.5407	20948.5407	24952.29761	19210.44861	27943.93445	19498.78473	21793.85691	38487.4435	25237.85251	26227.74215	23079.49762	15828.01721	28445.85814	31444.32881	19498.78473	16155.0574	17326.17679	21216.73523	29578.30946	20485.6101	39944.90819	33698.88921	37061.64455	23079.49762	20671.57952	21793.85691	26543.90368	16547.37591	20210.82603	22236.78714	20671.57952	22562.85753
PC	42	0	 [M-Ac-H]-	9.15	10.59	213043.7072	269827.2102	193314.5815	362930.2648	330687.3162	262780.6788	330687.3162	193314.5815	255977.5241	317345.8279	237615.0777	231277.8511	330687.3162	295198.1686	202237.4007	330687.3162	362930.2648	208064.0869	340419.6561	269827.2102	295198.1686	269827.2102	306650.4245	237615.0777	330687.3162	243562.944	317345.8279	286042.0742	286042.0742	330687.3162	198076.619	306650.4245	277180.9596	277180.9596	262780.6788	243562.944	202237.4007	193314.5815	219359.9415	269827.2102	187271.3489	249459.2657	249459.2657	224415.4907	249459.2657	224415.4907	158299.2645	262780.6788
PC	43	2	 [M-Ac-H]-	9.13	10.63	7568.939727	15504.34571	15646.26189	17513.89417	11973.36019	22562.85753	15159.27264	18090.31269	14083.63015	17892.65563	11257.98178	11973.36019	11772.42809	12837.49076	19746.18393	18483.31402	12837.49076	9498.854999	13737.25158	15828.01721	22562.85753	11772.42809	14823.47311	17892.65563	9392.301939	13294.54242	13294.54242	9392.301939	12400.01111	15302.81742	17513.89417	10654.64029	10802.26325	8847.555106	10133.56422	13145.28056	15646.26189	9392.301939	8307.783025	9392.301939	8402.085594	13294.54242	6629.88546	9392.301939	7844.593719	12247.89438	14292.77451	13893.85198
PA	43	6	 [M-H]-	6.44	11.36	677220.2516	462469.0345	219359.9415	462469.0345	462469.0345	349028.5987	557575.5473	169145.9357	399193.1837	330687.3162	428828.1276	286042.0742	187271.3489	428828.1276	330687.3162	428828.1276	306650.4245	384811.8202	249459.2657	428828.1276	330687.3162	598637.3348	237615.0777	792403.55	277180.9596	598637.3348	557575.5473	384811.8202	598637.3348	231277.8511	306650.4245	462469.0345	213043.7072	243562.944	362930.2648	262780.6788	999725.7204	598637.3348	557575.5473	428828.1276	557575.5473	462469.0345	557575.5473	462469.0345	598637.3348	462469.0345	598637.3348	462469.0345
plasmenyl-PE	36	0	 [M-H]-	7.38	11.38	129203.9691	249459.2657	183135.0713	330687.3162	224415.4907	255977.5241	399193.1837	198076.619	208064.0869	286042.0742	262780.6788	202237.4007	255977.5241	237615.0777	179418.1977	317345.8279	262780.6788	213043.7072	286042.0742	183135.0713	462469.0345	306650.4245	349028.5987	158299.2645	306650.4245	269827.2102	237615.0777	330687.3162	255977.5241	317345.8279	286042.0742	295198.1686	462469.0345	349028.5987	349028.5987	362930.2648	219359.9415	295198.1686	306650.4245	362930.2648	202237.4007	399193.1837	362930.2648	399193.1837	362930.2648	362930.2648	349028.5987	349028.5987
PA	36	2	 [M-H]-	5.84	11.44	32871.56418	55057.96983	30971.01992	29187.5893	20485.6101	36155.06256	37962.37174	35281.92007	29854.63031	45093.57603	30654.64416	29854.63031	13145.28056	15302.81742	21793.85691	20948.5407	18483.31402	25802.76769	14823.47311	16342.99024	10802.26325	37962.37174	31817.61754	8847.555106	18090.31269	15159.27264	21793.85691	46609.26087	14981.10005	17513.89417	17326.17679	24730.10286	22236.78714	44257.25187	34082.40142	29187.5893	17892.65563	23682.2763	37499.1996	46609.26087	20210.82603	10547.7422	26863.8002	13145.28056	24443.49166	39944.90819	14823.47311	26543.90368
PS	44	10	 [M-H]-	5.35	11.52	44257.25187	29578.30946	22562.85753	38487.4435	45093.57603	29187.5893	26863.8002	26227.74215	20671.57952	26543.90368	26543.90368	25802.76769	30654.64416	35281.92007	33698.88921	33698.88921	36722.38174	28445.85814	29578.30946	29187.5893	36155.06256	22019.2577	30187.63244	39478.68574	28747.8886	34868.88019	32108.5288	24730.10286	32475.62351	43233.77598	30187.63244	26863.8002	40538.17571	33698.88921	36722.38174	36155.06256	41199.72879	40538.17571	39944.90819	31444.32881	31444.32881	29854.63031	35735.72723	33299.66793	29187.5893	22562.85753	27619.98167	39944.90819
PI	40	6	 [M-H]-	5.81	11.93	26863.8002	23079.49762	8847.555106	23409.20767	24952.29761	14083.63015	13893.85198	9498.854999	16342.99024	12400.01111	16155.0574	14823.47311	8745.586177	17892.65563	15828.01721	20210.82603	16984.99167	16984.99167	15159.27264	18730.22753	25802.76769	23682.2763	20948.5407	43233.77598	24730.10286	29187.5893	16744.28873	14626.29202	37962.37174	27943.93445	15159.27264	14292.77451	17892.65563	23682.2763	25802.76769	21216.73523	53529.73057	41763.24572	32475.62351	25802.76769	24730.10286	20948.5407	37962.37174	17892.65563	19746.18393	21458.56925	23079.49762	21793.85691
plasmenyl-PE	38	0	 [M-H]-	8.78	12.12	23682.2763	18090.31269	37061.64455	28747.8886	24730.10286	24952.29761	24056.3064	36155.06256	27619.98167	29578.30946	24443.49166	26227.74215	39478.68574	24443.49166	32108.5288	18730.22753	39944.90819	20210.82603	28445.85814	27619.98167	29187.5893	14981.10005	24443.49166	14823.47311	26863.8002	19958.86136	15984.03725	25802.76769	20671.57952	29578.30946	34082.40142	17156.03394	38978.40919	34868.88019	32871.56418	37061.64455	21458.56925	20671.57952	28747.8886	28445.85814	20948.5407	26543.90368	32475.62351	27943.93445	29578.30946	22823.52205	31444.32881	26227.74215
PS	42	2	 [M-H]-	7.52	12.14	162740.1653	166941.1131	37730.78567	266303.9445	135904.3341	68725.8151	103958.4826	31630.97317	75474.5586	92440.65028	63734.64704	64839.31634	31630.97317	90873.66524	61659.89151	127894.6009	72648.4286	76614.24407	61659.89151	61659.89151	100911.8722	102574.4857	80615.91115	166941.1131	96931.11152	210553.897	176246.7266	96931.11152	102574.4857	71396.29255	49922.44491	76614.24407	89276.36826	89276.36826	143290.0426	89276.36826	234446.4644	216201.8244	139936.1048	162740.1653	143290.0426	205150.7438	156436.2386	181276.6345	176246.7266	135904.3341	146458.7434	127894.6009
PC	40	2	 [M-Ac-H]-	8.23	12.18	77176.67139	112271.0412	129203.9691	72026.48717	80034.70033	119586.3293	96106.53588	137699.8923	131769.7383	126585.2327	121966.2598	154573.2128	131769.7383	114703.9856	148509.7191	114703.9856	90112.14407	94865.32867	96106.53588	93246.11415	77176.67139	62239.19593	87289.82942	62239.19593	104720.9588	99870.77939	82659.53858	126585.2327	94865.32867	101952.9651	106441.6223	82659.53858	70766.09793	96106.53588	74038.55448	72026.48717	55057.96983	56398.89426	66626.60489	65460.59059	61080.5871	82659.53858	69214.02834	69214.02834	55057.96983	81197.12197	83785.0393	78597.97508
PC	28	0	 [M-Ac-H]-	5.5	12.19	10274.86699	9768.397726	14292.77451	8307.783025	12974.55601	8745.586177	16342.99024	14981.10005	10274.86699	20948.5407	9768.397726	8963.840462	14981.10005	11257.98178	10396.32643	10274.86699	9076.462095	9313.273614	9768.397726	14292.77451	7239.136214	9895.910377	7568.939727	9189.694414	6435.921628	8108.611653	11666.00003	13145.28056	11401.16486	8497.22091	8307.783025	7761.587864	10654.64029	5050.108395	5174.902787	3689.455446	3689.455446	4835.11236	7568.939727	7057.372112	3942.354015	7973.224024	6435.921628	7568.939727	10547.7422	3802.134039	4130.435823	3042.824566
PC	44	4	 [M-Ac-H]-	8.84	12.26	23079.49762	24056.3064	23682.2763	27289.4918	28445.85814	47253.25167	39478.68574	32871.56418	31444.32881	29854.63031	29187.5893	30971.01992	33698.88921	30971.01992	35281.92007	36155.06256	42389.84826	33698.88921	39478.68574	32871.56418	66626.60489	33698.88921	39478.68574	37962.37174	40538.17571	45093.57603	28445.85814	45703.49437	39478.68574	36155.06256	34868.88019	43233.77598	38487.4435	31817.61754	28445.85814	40538.17571	26227.74215	26543.90368	29187.5893	44257.25187	37962.37174	94865.32867	49543.08057	83785.0393	37499.1996	56398.89426	80034.70033	34868.88019
PC	37	0	 [M-Ac-H]-	8.37	12.43	17156.03394	38978.40919	21458.56925	62239.19593	20671.57952	50301.80924	87289.82942	17513.89417	37499.1996	38978.40919	27943.93445	22562.85753	26227.74215	30654.64416	26543.90368	61080.5871	29854.63031	25237.85251	26863.8002	28747.8886	108647.9956	65460.59059	65460.59059	37061.64455	43233.77598	78597.97508	52917.41117	76051.81674	56398.89426	35735.72723	24730.10286	39478.68574	56398.89426	41199.72879	45703.49437	41763.24572	69214.02834	62239.19593	58633.9278	61080.5871	51211.77435	103196.0064	106441.6223	129203.9691	69214.02834	99870.77939	121966.2598	70766.09793
PA	39	2	 [M-H]-	6.67	12.44	16547.37591	14473.80476	24056.3064	37962.37174	28747.8886	26227.74215	24730.10286	30654.64416	20210.82603	16342.99024	22019.2577	15984.03725	48765.75132	28747.8886	30187.63244	24952.29761	36155.06256	11095.36142	18730.22753	20671.57952	31817.61754	21793.85691	27289.4918	20485.6101	25548.00069	18090.31269	21216.73523	21216.73523	14292.77451	30971.01992	26863.8002	29578.30946	19210.44861	13569.49853	18090.31269	12686.30548	18090.31269	12400.01111	18483.31402	17326.17679	10133.56422	13737.25158	12516.73734	17711.57012	26863.8002	14083.63015	18903.63174	15828.01721
PC	40	6	 [M-Ac-H]-	6.93	12.61	27943.93445	25802.76769	18730.22753	35735.72723	21216.73523	18730.22753	26543.90368	15984.03725	25802.76769	22019.2577	32108.5288	21793.85691	21793.85691	23682.2763	22019.2577	28445.85814	32475.62351	33299.66793	38978.40919	25237.85251	28445.85814	44257.25187	29187.5893	42389.84826	30654.64416	31444.32881	37061.64455	60222.51596	37061.64455	33698.88921	33698.88921	33299.66793	25802.76769	30971.01992	31817.61754	26863.8002	36722.38174	33299.66793	29854.63031	23682.2763	38978.40919	37061.64455	35281.92007	32871.56418	34082.40142	35735.72723	27289.4918	29578.30946
lysoPE	18	2	 [M-H]-	1.43	12.74	22236.78714	15159.27264	29187.5893	15159.27264	34868.88019	12837.49076	12516.73734	34082.40142	19958.86136	14626.29202	17156.03394	19958.86136	34082.40142	29187.5893	38487.4435	20671.57952	20485.6101	15159.27264	17326.17679	18483.31402	12516.73734	13294.54242	16984.99167	26227.74215	10018.23195	7761.587864	10958.76449	11973.36019	15984.03725	25802.76769	21793.85691	24443.49166	5369.124661	9189.694414	9392.301939	6128.641088	5641.45275	9895.910377	11401.16486	10274.86699	7761.587864	6128.641088	5050.108395	7305.733186	13145.28056	10654.64029	13294.54242	11973.36019
plasmenyl-PE	32	0	 [M-H]-	7.21	12.8	11973.36019	13893.85198	15504.34571	21216.73523	8745.586177	20671.57952	11666.00003	10547.7422	15984.03725	14981.10005	15302.81742	9895.910377	14473.80476	16984.99167	13294.54242	18294.47197	19210.44861	8307.783025	9650.397694	11772.42809	18294.47197	12686.30548	16155.0574	11257.98178	15159.27264	10802.26325	14083.63015	22823.52205	9392.301939	11542.13922	11666.00003	12686.30548	12084.1991	6629.88546	13294.54242	9895.910377	16547.37591	8497.22091	9189.694414	17513.89417	10958.76449	10802.26325	10802.26325	16155.0574	11772.42809	11772.42809	10547.7422	12837.49076
PE	36	0	 [M-H]-	7.98	13.02	43233.77598	42389.84826	59405.41907	66626.60489	58633.9278	54190.84016	66626.60489	55057.96983	56398.89426	52917.41117	51744.76755	43684.48164	69214.02834	61080.5871	58633.9278	53529.73057	77176.67139	48765.75132	74897.30045	49543.08057	90112.14407	56398.89426	83785.0393	51211.77435	72026.48717	48765.75132	58633.9278	55057.96983	58633.9278	77176.67139	76051.81674	54190.84016	101952.9651	68237.60186	64218.04209	68237.60186	45703.49437	51211.77435	41199.72879	76051.81674	37061.64455	70766.09793	52917.41117	60222.51596	48765.75132	55057.96983	51211.77435	49543.08057
PC	41	2	 [M-Ac-H]-	8.56	13.52	21458.56925	29854.63031	47875.14756	25548.00069	33698.88921	43233.77598	45093.57603	37061.64455	48765.75132	36155.06256	41763.24572	24443.49166	45703.49437	32475.62351	32475.62351	52917.41117	24056.3064	37499.1996	33299.66793	30187.63244	31444.32881	20485.6101	26543.90368	24056.3064	35735.72723	24730.10286	32871.56418	24443.49166	41763.24572	40538.17571	43684.48164	36722.38174	28747.8886	22236.78714	18903.63174	19498.78473	26863.8002	34868.88019	22236.78714	24056.3064	22823.52205	24056.3064	24730.10286	34486.44887	26227.74215	31817.61754	21216.73523	26863.8002
PE	40	4	 [M-H]-	7.51	14.03	28747.8886	33299.66793	43684.48164	39478.68574	32871.56418	43684.48164	36722.38174	35735.72723	36155.06256	51744.76755	39944.90819	45703.49437	37061.64455	36722.38174	37061.64455	35735.72723	45093.57603	47875.14756	46609.26087	51211.77435	68237.60186	59405.41907	77176.67139	47875.14756	47875.14756	52917.41117	65460.59059	70766.09793	53529.73057	60222.51596	66626.60489	64218.04209	54190.84016	48765.75132	39944.90819	46609.26087	38487.4435	37962.37174	50301.80924	53529.73057	47253.25167	51744.76755	33698.88921	39944.90819	49543.08057	60222.51596	56398.89426	41763.24572
CL	72	4	 [M-2H](2-)	6.98	14.12	18483.31402	15984.03725	26227.74215	16342.99024	14626.29202	22823.52205	25802.76769	24952.29761	25548.00069	20485.6101	30187.63244	29578.30946	20671.57952	22019.2577	24952.29761	23682.2763	17156.03394	29578.30946	34868.88019	29854.63031	17892.65563	23409.20767	17513.89417	25548.00069	21793.85691	30971.01992	27289.4918	34486.44887	28747.8886	17711.57012	23409.20767	23682.2763	19958.86136	26227.74215	14626.29202	33299.66793	20485.6101	22823.52205	25548.00069	23409.20767	36155.06256	35735.72723	22823.52205	36155.06256	25548.00069	35281.92007	35281.92007	32871.56418
PE	44	4	 [M-H]-	8.67	14.15	10133.56422	9189.694414	17326.17679	12686.30548	12247.89438	14981.10005	13294.54242	12400.01111	9313.273614	16984.99167	16342.99024	16155.0574	12516.73734	12247.89438	10274.86699	10958.76449	18294.47197	21458.56925	25802.76769	14626.29202	13737.25158	20671.57952	16342.99024	19746.18393	18294.47197	14626.29202	15646.26189	17326.17679	14473.80476	19210.44861	21216.73523	26227.74215	30654.64416	16547.37591	13737.25158	23079.49762	12247.89438	17711.57012	18903.63174	16984.99167	8497.22091	10274.86699	15646.26189	10958.76449	24952.29761	14626.29202	11542.13922	15646.26189
PA	35	2	 [M-H]-	5.71	14.16	14083.63015	10958.76449	20210.82603	9076.462095	11401.16486	6559.452757	8307.783025	16744.28873	18903.63174	15159.27264	15159.27264	20210.82603	19210.44861	11772.42809	14981.10005	10547.7422	14981.10005	10958.76449	13893.85198	15646.26189	6435.921628	5793.204586	11257.98178	10958.76449	13737.25158	11542.13922	7413.586297	5942.908943	16744.28873	10958.76449	9189.694414	10547.7422	8497.22091	7413.586297	11257.98178	4288.523782	11257.98178	6813.508246	5369.124661	3259.793317	5718.490174	2766.383776	3642.198723	4970.385172	3689.455446	3746.444026	4388.910656	5942.908943
plasmenyl-PE	36	2	 [M-H]-	5.91	14.33	24730.10286	26227.74215	32871.56418	22236.78714	26863.8002	23682.2763	26227.74215	38978.40919	33299.66793	31444.32881	34082.40142	34082.40142	33299.66793	29578.30946	29187.5893	17711.57012	30187.63244	32871.56418	34082.40142	34486.44887	27289.4918	12974.55601	20671.57952	20671.57952	22236.78714	21793.85691	26227.74215	16155.0574	20210.82603	26863.8002	25802.76769	18903.63174	20210.82603	18483.31402	18730.22753	18730.22753	10396.32643	14292.77451	13737.25158	15302.81742	9313.273614	18730.22753	10274.86699	10547.7422	17326.17679	6559.452757	6629.88546	21458.56925
PC	34	0	 [M-Ac-H]-	6.76	14.34	124468.6574	202237.4007	160744.0402	306650.4245	183135.0713	183135.0713	198076.619	148509.7191	193314.5815	243562.944	179418.1977	164736.2904	202237.4007	193314.5815	160744.0402	183135.0713	249459.2657	142172.3174	208064.0869	134108.776	224415.4907	154573.2128	208064.0869	119586.3293	213043.7072	148509.7191	208064.0869	179418.1977	151459.0678	202237.4007	142172.3174	148509.7191	330687.3162	224415.4907	255977.5241	213043.7072	169145.9357	187271.3489	173075.2555	243562.944	151459.0678	231277.8511	231277.8511	193314.5815	219359.9415	198076.619	173075.2555	249459.2657
PC	31	0	 [M-Ac-H]-	6.59	14.64	16342.99024	20485.6101	25548.00069	22823.52205	15984.03725	31817.61754	42389.84826	24443.49166	22823.52205	25548.00069	18483.31402	25548.00069	23682.2763	23409.20767	18730.22753	29187.5893	23682.2763	22562.85753	25548.00069	24730.10286	69214.02834	39944.90819	37962.37174	27943.93445	31444.32881	36155.06256	29578.30946	37499.1996	22823.52205	27619.98167	25548.00069	29854.63031	39478.68574	32871.56418	28747.8886	37499.1996	25237.85251	29578.30946	21793.85691	35281.92007	25237.85251	47875.14756	38978.40919	49543.08057	38487.4435	41199.72879	36155.06256	35735.72723
CL	68	2	 [M-2H](2-)	7.68	15.05	11095.36142	13145.28056	9498.854999	9895.910377	6713.124498	6713.124498	17892.65563	9392.301939	8847.555106	9313.273614	8745.586177	8217.994238	6713.124498	5556.012123	16984.99167	9189.694414	7305.733186	8217.994238	9895.910377	8847.555106	18090.31269	14823.47311	18730.22753	7844.593719	11257.98178	23682.2763	6128.641088	16744.28873	10133.56422	9076.462095	7305.733186	8108.611653	15302.81742	11401.16486	11666.00003	12974.55601	10958.76449	14823.47311	12400.01111	12400.01111	12974.55601	26863.8002	15828.01721	29578.30946	12686.30548	16155.0574	16744.28873	10802.26325
PE	35	2	 [M-H]-	6.19	15.18	13219.91149	15737.13955	12400.01111	9313.273614	9392.301939	15159.27264	20084.84369	16547.37591	14473.80476	13815.55178	13569.49853	21082.63797	9392.301939	6972.24478	8847.555106	11401.16486	11257.98178	19354.61667	9392.301939	13569.49853	8497.22091	16445.18308	13737.25158	4656.583849	10274.86699	8553.938735	8497.22091	17991.48416	6366.870456	5112.771744	13893.85198	15984.03725	12837.49076	19622.48433	14383.28963	17612.73214	8553.938735	13432.02047	16645.83232	11401.16486	15403.58157	10396.32643	15070.18634	14473.80476	13815.55178	23244.35265	5868.717403	16445.18308
PE	35	0	 [M-H]-	7.19	15.53	4770.877257	6499.679702	7973.224024	4835.11236	5793.204586	3042.824566	7305.733186	4340.067022	6902.875941	5641.45275	7239.136214	6128.641088	9498.854999	5793.204586	7568.939727	9392.301939	10654.64029	6128.641088	8217.994238	3942.354015	8307.783025	3259.793317	6813.508246	5641.45275	5942.908943	8745.586177	5174.902787	5475.18425	6499.679702	5718.490174	4440.031475	5556.012123	7655.210408	12516.73734	6902.875941	6972.24478	4440.031475	6128.641088	7761.587864	6128.641088	6435.921628	6902.875941	7239.136214	6813.508246	7655.210408	3840.340407	8745.586177	9313.273614
PE	36	4	 [M-H]-	6.1	15.67	59813.96751	94055.72141	125526.945	76614.24407	116085.9254	195695.6003	171110.5956	221887.7161	123217.4586	103958.4826	135904.3341	123217.4586	216201.8244	171110.5956	221887.7161	227846.6709	92440.65028	118527.0973	103958.4826	111348.2326	127894.6009	221887.7161	149984.3935	103958.4826	100911.8722	58243.67002	90873.66524	105581.2906	146458.7434	195695.6003	266303.9445	205150.7438	130486.8537	102574.4857	68725.8151	109536.7098	86522.12497	86522.12497	130486.8537	185203.2101	89276.36826	75474.5586	73654.46225	100911.8722	113487.5134	125526.945	113487.5134	162740.1653
CL	78	12	 [M-2H](2-)	5.8	15.72	4906.243148	4053.532688	8217.994238	6128.641088	3746.444026	4591.177158	4509.037535	2642.741867	7305.733186	4053.532688	9313.273614	4970.385172	4388.910656	2552.893035	5112.771744	6128.641088	6499.679702	4591.177158	3221.85444	4509.037535	3259.793317	9498.854999	3134.97199	3894.910872	7973.224024	3587.544663	8847.555106	10958.76449	4288.523782	6020.579793	6366.870456	4970.385172	4509.037535	6713.124498	5369.124661	3180.425947	9189.694414	3942.354015	6189.917315	3642.198723	9189.694414	5942.908943	4340.067022	8745.586177	4177.829549	4388.910656	3942.354015	5475.18425
PE	34	0	 [M-H]-	6.5	16.24	31444.32881	32108.5288	52917.41117	57853.41224	43233.77598	34868.88019	38978.40919	38487.4435	34082.40142	45703.49437	34486.44887	33698.88921	49543.08057	37061.64455	32871.56418	33299.66793	59405.41907	25548.00069	55057.96983	36722.38174	52917.41117	32475.62351	48765.75132	26543.90368	41199.72879	29578.30946	45703.49437	32475.62351	36722.38174	47253.25167	37962.37174	39944.90819	74897.30045	63251.252	60222.51596	61080.5871	31444.32881	43684.48164	39478.68574	51744.76755	38487.4435	50301.80924	53529.73057	44257.25187	39478.68574	57853.41224	37499.1996	47875.14756
plasmenyl-PE	42	6	 [M-H]-	7.88	16.28	14292.77451	16547.37591	19498.78473	15828.01721	19210.44861	21458.56925	846.7189965	19958.86136	26863.8002	25237.85251	20671.57952	18483.31402	27943.93445	25548.00069	22236.78714	24730.10286	32871.56418	35281.92007	41199.72879	32475.62351	32108.5288	30971.01992	41763.24572	50301.80924	44257.25187	44257.25187	42389.84826	37061.64455	33299.66793	37499.1996	42389.84826	34868.88019	41199.72879	35735.72723	29187.5893	50301.80924	25548.00069	31444.32881	23409.20767	34486.44887	32108.5288	32475.62351	29578.30946	38978.40919	30971.01992	34868.88019	38487.4435	41199.72879
