Class	Carbon_Chain	Double_Bond	Adduct	RT	CV	Ctrl_BKS_2202	Ctrl_BKS_2203	Ctrl_BKS_2206	Ctrl_BKS_2211	HF_BKS_2214	HF_BKS_2216	HF_BKS_2217	HF_BKS_2218	Ctrl_BKS_db._2225	Ctrl_BKS_db._2226	Ctrl_BKS_db._2227	Ctrl_BKS_db._2231	HF_BKS_db._2239	HF_BKS_db._2241	HF_BKS_db._2242	HF_BKS_db._2243	Ctrl_BL6_2249	Ctrl_BL6_2250	Ctrl_BL6_2251	Ctrl_BL6_2252	HF_BL6_2260	HF_BL6_2261	HF_BL6_2262	HF_BL6_2266	Ctrl_BL6_db._2273	Ctrl_BL6_db._2274	Ctrl_BL6_db._2275	Ctrl_BL6_db._2279	HF_BL6_db._2286	HF_BL6_db._2287	HF_BL6_db._2288	HF_BL6_db._2289	Ctrl_BTBR_2292	Ctrl_BTBR_2293	Ctrl_BTBR_2297	Ctrl_BTBR_2298	HF_BTBR_2306	HF_BTBR_2307	HF_BTBR_2308	HF_BTBR_2309	Ctrl_BTBR_ob._2316	Ctrl_BTBR_ob._2317	Ctrl_BTBR_ob._2318	Ctrl_BTBR_ob._2320	HF_BTBR_ob._2329	HF_BTBR_ob._2331	HF_BTBR_ob._2333	HF_BTBR_ob._2334
PS	36	4	 [M-H]-	5.44	25.30985115	771.6698041	1709.726245	2594.564479	1612.459789	1869.159223	2308.870748	1528.246722	1528.246722	1112.605235	1402.212156	994.7251528	6438.311652	4098.627851	2669.984489	994.7251528	994.7251528	872.5539861	872.5539861	1402.212156	1204.566098	2040.725876	1612.459789	1402.212156	508.2101443	1318.901662	1318.901662	1961.546958	1204.566098	1204.566098	1112.605235	872.5539861	872.5539861	771.6698041	872.5539861	2040.725876	1528.246722	321.3848569	1709.726245	1798.101474	321.3848569	994.7251528	660.59491	1112.605235	1798.101474	2502.408702	872.5539861	1612.459789	321.3848569
PG	40	6	 [M-H]-	5.9	25.48339947	10799.50907	6925.183054	4416.094306	6438.311652	9143.624601	7361.52257	7907.055784	13164.51431	7284.649309	13397.64806	8546.652263	7109.191429	5468.678585	6283.677562	7643.747137	7718.022911	10315.73832	7907.055784	11178.68926	9143.624601	11635.38667	11287.81578	16584.58647	9466.940015	5468.678585	7547.911274	4790.861079	12281.26295	2594.564479	7361.52257	4790.861079	8003.751018	8949.167845	8851.796225	6066.814405	7907.055784	11402.24045	9143.624601	16011.11228	9246.632432	13589.32676	5046.353291	14395.79471	9356.884638	5536.57158	4416.094306	4987.425649	8645.201698
PA	36	4	 [M-H]-	6.18	25.9075911	19190.54105	17186.64427	10417.92803	10920.29018	16011.11228	15078.57384	8455.581121	11402.24045	18501.3278	18937.57755	14013.48143	11503.46367	10545.31346	13859.87196	12596.77551	9986.738961	19757.56908	15820.10437	19190.54105	29755.87153	16584.58647	20034.94554	17401.05611	20034.94554	24214.705	19484.46922	16773.08692	31799.10539	13026.22852	29755.87153	18501.3278	12024.09727	23924.28495	27715.83374	16011.11228	26360.88313	25951.28394	20714.5404	21366.63529	23159.77579	13730.9193	26360.88313	24214.705	25951.28394	14918.67307	18067.9094	27715.83374	19190.54105
PC	37	0	 [M-Ac-H]-	8.26	26.34660272	3959.374609	3111.569587	4867.280489	6925.183054	5252.923964	4724.576909	6283.677562	6213.553237	3050.957672	4987.425649	3820.681388	4485.016056	3610.242924	17186.64427	4485.016056	13288.47583	3820.681388	3751.763771	872.5539861	4161.742382	3959.374609	5763.853168	8455.581121	6358.933265	5121.013088	4924.961599	129736.4263	2502.408702	3887.383135	7643.747137	4098.627851	6438.311652	3272.637347	1869.159223	4790.861079	3670.896358	3610.242924	3887.383135	8455.581121	4790.861079	2502.408702	2968.137938	2810.839491	4987.425649	8645.201698	5536.57158	4358.274613	4599.237322
PC	41	4	 [M-Ac-H]-	8.18	26.81218895	6508.896099	5607.045563	1869.159223	7002.689432	7718.022911	5317.225338	4300.141829	6137.358633	6438.311652	7802.9428	7002.689432	5763.853168	3820.681388	5317.225338	4987.425649	7284.649309	3751.763771	3050.957672	2594.564479	5904.660592	7284.649309	6855.172776	7189.423314	3404.004171	3820.681388	4416.094306	2040.725876	6137.358633	3272.637347	4485.016056	3050.957672	2040.725876	6438.311652	5468.678585	4229.020773	8085.25307	5607.045563	5252.923964	5391.201967	5046.353291	4987.425649	3540.80682	5687.990307	9790.349785	7907.055784	1869.159223	872.5539861	4098.627851
PG	35	2	 [M-H]-	6.63	27.36735244	9356.884638	13026.22852	12742.94157	5391.201967	13164.51431	15627.52049	14556.88344	11287.81578	20327.14467	13288.47583	10799.50907	9246.632432	11287.81578	10200.2181	15248.15361	12281.26295	16194.62299	12170.68741	10417.92803	18247.44131	12885.31326	10920.29018	6438.311652	9143.624601	19757.56908	13397.64806	14556.88344	20714.5404	24214.705	16386.57573	13730.9193	10200.2181	16966.47591	17186.64427	17186.64427	11503.46367	12024.09727	9790.349785	16194.62299	9790.349785	13397.64806	19757.56908	17401.05611	16011.11228	10678.13175	18501.3278	13397.64806	18247.44131
CL	78	6	 [M-2H](2-)	5.71	27.83010316	21750.47093	10799.50907	8168.724542	12449.79421	10315.73832	8085.25307	11635.38667	13026.22852	10920.29018	11635.38667	10545.31346	13164.51431	14201.88184	10545.31346	11025.18956	7547.911274	12449.79421	10315.73832	14918.67307	9986.738961	16966.47591	11503.46367	29755.87153	12449.79421	8261.451098	12596.77551	4549.415695	16773.08692	17401.05611	8949.167845	6590.941923	14013.48143	5984.784631	7189.423314	1709.726245	12281.26295	7284.649309	6679.558576	7361.52257	9681.432867	6679.558576	6925.183054	9050.873847	10417.92803	15820.10437	2502.408702	8851.796225	10678.13175
PC	44	4	 [M-Ac-H]-	8.43	28.46177627	7454.880217	3959.374609	3610.242924	5687.990307	4358.274613	5181.987017	5181.987017	7907.055784	6679.558576	3670.896358	5984.784631	8851.796225	3050.957672	4485.016056	5252.923964	7907.055784	7361.52257	6066.814405	5468.678585	6855.172776	10200.2181	7547.911274	7643.747137	2743.344589	8168.724542	4659.238366	6358.933265	5046.353291	6925.183054	2743.344589	4229.020773	6137.358633	6283.677562	6590.941923	5763.853168	6679.558576	7547.911274	7361.52257	8168.724542	4549.415695	4485.016056	4724.576909	6925.183054	7189.423314	7361.52257	5687.990307	5046.353291	5181.987017
PE	33	2	 [M-H]-	6.07	28.59823878	6780.993869	3340.302365	8366.496514	4790.861079	5836.569767	4161.742382	6590.941923	8734.681569	6855.172776	3272.637347	6213.553237	8168.724542	3959.374609	4599.237322	6780.993869	5121.013088	4098.627851	6855.172776	4724.576909	6283.677562	2133.291963	4724.576909	2878.527703	3111.569587	5317.225338	7718.022911	5468.678585	1961.546958	3050.957672	3751.763771	9143.624601	4229.020773	3820.681388	2810.839491	5836.569767	2669.984489	5468.678585	2669.984489	3610.242924	5317.225338	6925.183054	4161.742382	2878.527703	1402.212156	4485.016056	2133.291963	7718.022911	2502.408702
lysoPE	20	2	 [M-H]-	2.04	28.70307014	10200.2181	7189.423314	4485.016056	3272.637347	4022.704967	5607.045563	7454.880217	3540.80682	3959.374609	1112.605235	6438.311652	3820.681388	7109.191429	6066.814405	8366.496514	2810.839491	6438.311652	3820.681388	4416.094306	3272.637347	2810.839491	8261.451098	5536.57158	4416.094306	2133.291963	3272.637347	2391.488578	3959.374609	10417.92803	6508.896099	7361.52257	4599.237322	6137.358633	9246.632432	7454.880217	5836.569767	7643.747137	6780.993869	6855.172776	2391.488578	4161.742382	5607.045563	7547.911274	7361.52257	3670.896358	10417.92803	8168.724542	9143.624601
CL	82	6	 [M-2H](2-)	6.6	29.85225895	53165.75427	51617.311	33638.17968	36241.9376	50722.2628	58048.37328	60634.15062	60634.15062	47662.42034	52328.77234	32967.89905	27715.83374	34796.6138	54883.45543	53165.75427	54095.23537	72107.91103	44143.85588	48509.98818	78173.57034	94540.13303	81214.54244	72107.91103	82828.79401	56058.815	35248.01076	42283.69278	57019.28813	68686.60327	63262.08124	59864.47171	100579.0198	90217.77615	75184.02256	68686.60327	86575.4731	81214.54244	59864.47171	86575.4731	92379.73069	92379.73069	82828.79401	54883.45543	78173.57034	54095.23537	59864.47171	40215.51767	82828.79401
CL	80	12	 [M-2H](2-)	7.21	30.1121535	8949.167845	7643.747137	2133.291963	4724.576909	4599.237322	7454.880217	10315.73832	7284.649309	5121.013088	2743.344589	5317.225338	2669.984489	5046.353291	8085.25307	8168.724542	10084.7794	3272.637347	5046.353291	3670.896358	7002.689432	9571.54774	6438.311652	4485.016056	8261.451098	7907.055784	6679.558576	6508.896099	6679.558576	6679.558576	7002.689432	6780.993869	7802.9428	6679.558576	9895.472313	4924.961599	4229.020773	2669.984489	6508.896099	7454.880217	8546.652263	9050.873847	6438.311652	3272.637347	7002.689432	5391.201967	5984.784631	5836.569767	7454.880217
PC	31	2	 [M-Ac-H]-	5.58	30.73564924	4358.274613	5536.57158	6679.558576	5763.853168	6925.183054	8851.796225	7718.022911	9895.472313	6283.677562	8085.25307	6855.172776	11287.81578	5763.853168	11402.24045	8085.25307	8003.751018	12170.68741	6137.358633	3610.242924	7802.9428	13026.22852	10545.31346	12170.68741	11503.46367	4416.094306	2810.839491	13730.9193	8645.201698	6358.933265	6213.553237	5763.853168	11178.68926	7189.423314	12742.94157	5121.013088	7802.9428	3670.896358	9466.940015	9571.54774	8455.581121	11178.68926	10799.50907	7802.9428	10545.31346	3610.242924	4867.280489	3751.763771	7643.747137
PC	39	4	 [M-Ac-H]-	7.11	31.28318233	36724.66763	36241.9376	32967.89905	48509.98818	24214.705	34261.59846	58809.84777	40215.51767	30296.39733	41602.14373	47662.42034	42763.40042	48509.98818	37226.26664	34796.6138	31259.28029	36241.9376	42283.69278	34261.59846	54883.45543	64291.4863	53165.75427	58809.84777	49280.41387	36724.66763	48509.98818	32334.84937	26360.88313	56058.815	66504.19901	42763.40042	56058.815	56058.815	44143.85588	41602.14373	53165.75427	58809.84777	56058.815	31799.10539	61526.44933	50722.2628	42283.69278	42763.40042	42283.69278	56058.815	49280.41387	58048.37328	33638.17968
PA	21	2	 [M-H]-	1.87	31.36319712	18937.57755	29755.87153	35775.94702	18247.44131	22134.47042	26785.40807	10417.92803	18702.55963	11887.79399	14918.67307	18702.55963	5836.569767	49280.41387	35248.01076	18937.57755	18937.57755	12281.26295	10084.7794	2669.984489	13288.47583	6508.896099	8949.167845	10799.50907	10799.50907	9466.940015	8003.751018	9790.349785	13589.32676	20034.94554	10799.50907	7802.9428	3610.242924	7547.911274	3272.637347	3540.80682	5468.678585	6066.814405	7284.649309	8645.201698	11503.46367	14556.88344	2594.564479	5121.013088	3820.681388	9681.432867	12170.68741	10799.50907	9681.432867
PA	37	4	 [M-H]-	6.21	31.37089851	3111.569587	4599.237322	1709.726245	5904.660592	872.5539861	5984.784631	3477.6142	5391.201967	3340.302365	6213.553237	6508.896099	3111.569587	7454.880217	4549.415695	3200.942951	4022.704967	4790.861079	4485.016056	7643.747137	5984.784631	4867.280489	4416.094306	1612.459789	3670.896358	2308.870748	3887.383135	6213.553237	6590.941923	6508.896099	5984.784631	2968.137938	4358.274613	6508.896099	7643.747137	2810.839491	6358.933265	5904.660592	9246.632432	5836.569767	6358.933265	4022.704967	4022.704967	3887.383135	4867.280489	3820.681388	5468.678585	5121.013088	8851.796225
PG	40	8	 [M-H]-	4.78	31.7634428	1402.212156	3477.6142	1961.546958	3887.383135	3404.004171	7907.055784	2594.564479	4724.576909	4599.237322	3404.004171	5121.013088	4987.425649	5317.225338	4724.576909	3610.242924	3050.957672	6925.183054	2810.839491	5904.660592	5836.569767	5252.923964	8851.796225	7547.911274	2040.725876	4549.415695	5317.225338	5181.987017	5984.784631	6213.553237	5317.225338	6508.896099	5536.57158	5763.853168	3340.302365	1798.101474	7454.880217	5984.784631	5763.853168	4599.237322	6855.172776	4098.627851	5984.784631	5984.784631	4599.237322	4599.237322	7547.911274	5536.57158	4659.238366
PC	30	2	 [M-Ac-H]-	4.89	31.97171216	994.7251528	321.3848569	660.59491	1869.159223	1798.101474	1709.726245	771.6698041	321.3848569	771.6698041	771.6698041	321.3848569	660.59491	321.3848569	1204.566098	1402.212156	2669.984489	321.3848569	1112.605235	771.6698041	1318.901662	321.3848569	660.59491	994.7251528	994.7251528	321.3848569	2133.291963	1709.726245	771.6698041	508.2101443	1528.246722	1318.901662	508.2101443	1402.212156	994.7251528	872.5539861	872.5539861	1204.566098	2040.725876	508.2101443	771.6698041	321.3848569	321.3848569	771.6698041	508.2101443	660.59491	1798.101474	660.59491	660.59491
PC	39	2	 [M-Ac-H]-	7.58	32.95948304	2594.564479	4229.020773	3050.957672	7907.055784	5391.201967	3610.242924	4098.627851	3404.004171	4161.742382	1798.101474	4098.627851	2391.488578	4300.141829	3111.569587	1528.246722	3477.6142	5468.678585	4161.742382	5181.987017	4416.094306	5468.678585	3050.957672	7718.022911	4229.020773	4790.861079	5391.201967	5536.57158	4022.704967	8455.581121	5468.678585	2810.839491	4987.425649	5046.353291	3404.004171	6925.183054	3540.80682	2594.564479	1961.546958	3111.569587	3959.374609	5181.987017	10417.92803	6137.358633	6679.558576	6925.183054	9356.884638	5984.784631	6438.311652
plasmenyl-PE	38	2	 [M-H]-	7.84	33.42849334	15627.52049	16966.47591	11402.24045	5317.225338	26785.40807	8168.724542	14395.79471	10920.29018	12596.77551	6283.677562	29755.87153	19757.56908	13859.87196	15078.57384	14556.88344	27239.10304	17401.05611	4549.415695	15248.15361	6590.941923	13397.64806	10417.92803	11503.46367	22447.91099	12449.79421	25072.32527	231341.561	11635.38667	14201.88184	23526.17736	20714.5404	54883.45543	18501.3278	23924.28495	22447.91099	16194.62299	15248.15361	10920.29018	14918.67307	9986.738961	26785.40807	11025.18956	8734.681569	23526.17736	21750.47093	19757.56908	20034.94554	10920.29018
PE	41	4	 [M-H]-	6.84	34.50210149	5468.678585	7718.022911	8949.167845	16584.58647	6066.814405	9466.940015	6137.358633	6438.311652	6925.183054	5687.990307	4724.576909	4022.704967	9790.349785	8734.681569	10417.92803	15078.57384	13026.22852	15627.52049	15078.57384	15820.10437	15459.18542	16194.62299	6855.172776	10678.13175	20327.14467	8261.451098	9681.432867	10084.7794	21750.47093	8085.25307	7718.022911	13288.47583	21045.67153	8085.25307	12596.77551	14395.79471	10417.92803	11178.68926	8546.652263	14201.88184	12281.26295	10200.2181	9143.624601	6780.993869	12742.94157	11887.79399	8734.681569	24214.705
PG	37	0	 [M-H]-	6.93	34.97498963	8366.496514	4724.576909	16584.58647	6358.933265	16194.62299	12449.79421	7002.689432	14556.88344	6590.941923	11287.81578	11025.18956	9143.624601	6855.172776	22447.91099	20714.5404	16386.57573	11402.24045	7718.022911	10799.50907	4790.861079	9050.873847	9986.738961	23924.28495	14013.48143	5687.990307	10678.13175	15820.10437	4924.961599	6137.358633	10200.2181	10315.73832	8085.25307	5391.201967	7802.9428	6438.311652	9571.54774	9571.54774	11025.18956	14395.79471	7454.880217	3887.383135	7002.689432	4022.704967	4098.627851	10315.73832	13397.64806	12596.77551	12024.09727
PC	42	4	 [M-Ac-H]-	7.9	35.0648682	11025.18956	10200.2181	8851.796225	16966.47591	7002.689432	9356.884638	7189.423314	8366.496514	17792.41107	12024.09727	17186.64427	13288.47583	14724.89567	7547.911274	10315.73832	8949.167845	10545.31346	12281.26295	9143.624601	14918.67307	14201.88184	9681.432867	21045.67153	7547.911274	9895.472313	9356.884638	13589.32676	10417.92803	14918.67307	9986.738961	11887.79399	13397.64806	11025.18956	11635.38667	9790.349785	11749.61957	10200.2181	7454.880217	11503.46367	8645.201698	12885.31326	9895.472313	12742.94157	7718.022911	18067.9094	17608.5517	13589.32676	6855.172776
PC	39	6	 [M-Ac-H]-	6.55	35.65256479	27715.83374	46229.57295	21366.63529	28218.77216	73737.41715	68686.60327	34796.6138	66504.19901	70896.25117	27239.10304	44143.85588	17401.05611	94540.13303	62362.18914	38950.18571	73737.41715	31259.28029	18702.55963	50722.2628	63262.08124	50722.2628	92379.73069	79918.06789	103236.3216	54095.23537	56058.815	43389.83524	56058.815	76532.17844	94540.13303	81214.54244	70896.25117	82828.79401	36241.9376	59864.47171	59864.47171	59864.47171	54095.23537	56058.815	60634.15062	94540.13303	37907.38456	34796.6138	31799.10539	61526.44933	57019.28813	90217.77615	73737.41715
PA	34	0	 [M-H]-	4.29	37.07543137	3477.6142	2502.408702	5468.678585	3477.6142	4924.961599	10084.7794	3200.942951	5046.353291	4790.861079	4790.861079	3050.957672	1961.546958	2040.725876	8366.496514	2594.564479	4485.016056	1961.546958	3887.383135	3340.302365	3959.374609	3050.957672	4987.425649	1869.159223	4300.141829	4300.141829	4485.016056	8455.581121	4416.094306	5904.660592	5763.853168	2878.527703	1798.101474	2878.527703	4790.861079	5607.045563	4867.280489	2743.344589	4022.704967	5181.987017	5984.784631	4300.141829	3820.681388	5536.57158	3111.569587	2878.527703	5763.853168	7907.055784	3540.80682
PC	38	0	 [M-Ac-H]-	7.58	38.25880629	8546.652263	10545.31346	13397.64806	9143.624601	24610.25289	24610.25289	16966.47591	10417.92803	16773.08692	16386.57573	10084.7794	9790.349785	15078.57384	29243.00786	19757.56908	23159.77579	15820.10437	11749.61957	15627.52049	14724.89567	17608.5517	18501.3278	14395.79471	12596.77551	11287.81578	14556.88344	1869.159223	14724.89567	12449.79421	13288.47583	13288.47583	8949.167845	20327.14467	16011.11228	14395.79471	12596.77551	13859.87196	16966.47591	15627.52049	14918.67307	16194.62299	16386.57573	14556.88344	9050.873847	15627.52049	27239.10304	11503.46367	14918.67307
PG	37	4	 [M-H]-	6.44	39.07346145	6438.311652	1961.546958	4987.425649	771.6698041	3111.569587	5687.990307	5904.660592	3887.383135	4022.704967	1709.726245	2206.036458	3610.242924	2502.408702	5536.57158	5836.569767	3200.942951	4022.704967	5181.987017	5536.57158	2878.527703	6438.311652	4659.238366	4724.576909	2502.408702	5904.660592	4358.274613	3820.681388	5763.853168	6283.677562	7454.880217	5181.987017	7718.022911	4790.861079	3751.763771	4987.425649	5181.987017	4790.861079	3670.896358	6283.677562	2669.984489	5763.853168	2133.291963	5181.987017	7547.911274	2308.870748	5391.201967	6925.183054	7284.649309
PA	39	2	 [M-H]-	6.08	41.54552949	5607.045563	9895.472313	4300.141829	8734.681569	6590.941923	6283.677562	6855.172776	4416.094306	872.5539861	660.59491	4358.274613	5121.013088	5984.784631	508.2101443	5984.784631	4924.961599	5904.660592	4867.280489	321.3848569	771.6698041	4098.627851	7189.423314	5121.013088	5252.923964	7718.022911	994.7251528	1204.566098	5121.013088	4300.141829	6283.677562	9356.884638	9050.873847	5536.57158	5252.923964	5904.660592	7718.022911	4924.961599	8168.724542	6780.993869	4724.576909	5607.045563	3340.302365	4358.274613	5984.784631	4867.280489	4485.016056	6855.172776	5046.353291
lysoPE	24	0	 [M-H]-	5.26	41.55247808	1528.246722	1528.246722	872.5539861	3200.942951	2669.984489	1528.246722	1402.212156	1612.459789	1204.566098	994.7251528	872.5539861	1798.101474	1204.566098	660.59491	321.3848569	1112.605235	1709.726245	508.2101443	1112.605235	660.59491	771.6698041	2040.725876	872.5539861	1204.566098	2594.564479	1402.212156	3540.80682	994.7251528	2810.839491	1798.101474	1798.101474	321.3848569	508.2101443	771.6698041	660.59491	1204.566098	994.7251528	2308.870748	1709.726245	1112.605235	2040.725876	994.7251528	1709.726245	660.59491	2810.839491	1402.212156	994.7251528	1402.212156
PG	32	0	 [M-H]-	5.87	42.14958186	14918.67307	12024.09727	9466.940015	34796.6138	27239.10304	9895.472313	8366.496514	23159.77579	23526.17736	6137.358633	11287.81578	39529.5429	20327.14467	11635.38667	13730.9193	9356.884638	4549.415695	18067.9094	4229.020773	4924.961599	22812.68529	19484.46922	22812.68529	13730.9193	6679.558576	3751.763771	7109.191429	23526.17736	28218.77216	21366.63529	5904.660592	23159.77579	14556.88344	26360.88313	7109.191429	22447.91099	34261.59846	18937.57755	23924.28495	25951.28394	35775.94702	6213.553237	6283.677562	22134.47042	3477.6142	22134.47042	25500.73895	20034.94554
PE	33	0	 [M-H]-	7.01	43.51039177	1709.726245	4022.704967	3404.004171	2878.527703	2968.137938	1798.101474	994.7251528	2391.488578	3200.942951	4022.704967	2502.408702	1612.459789	4161.742382	3477.6142	1961.546958	3111.569587	2968.137938	3404.004171	2133.291963	4867.280489	2968.137938	2308.870748	3887.383135	3959.374609	2743.344589	3820.681388	3751.763771	660.59491	3200.942951	2968.137938	994.7251528	1869.159223	3610.242924	4300.141829	3959.374609	2594.564479	2968.137938	4358.274613	1961.546958	2308.870748	2206.036458	8168.724542	4659.238366	2878.527703	4416.094306	7002.689432	3820.681388	4485.016056
PI	40	4	 [M-H]-	6.56	45.69647531	13859.87196	31799.10539	37907.38456	25951.28394	15078.57384	18937.57755	17186.64427	18501.3278	32967.89905	33638.17968	25951.28394	14395.79471	43389.83524	28218.77216	9050.873847	11635.38667	25500.73895	26360.88313	28771.74832	18067.9094	13589.32676	29243.00786	37907.38456	33638.17968	13730.9193	21366.63529	26360.88313	24610.25289	20327.14467	16966.47591	11025.18956	9986.738961	45578.92886	22134.47042	17792.41107	22134.47042	13288.47583	30801.65174	12742.94157	12024.09727	18067.9094	21045.67153	25951.28394	24610.25289	30801.65174	23924.28495	20327.14467	23924.28495
PS	40	8	 [M-H]-	5.03	46.31154532	660.59491	508.2101443	1528.246722	2594.564479	2308.870748	771.6698041	660.59491	2502.408702	508.2101443	1528.246722	3340.302365	12281.26295	4358.274613	1961.546958	508.2101443	321.3848569	1528.246722	771.6698041	1204.566098	321.3848569	508.2101443	1204.566098	1112.605235	321.3848569	2040.725876	1204.566098	2743.344589	872.5539861	1612.459789	660.59491	321.3848569	1112.605235	1318.901662	321.3848569	321.3848569	994.7251528	660.59491	1528.246722	994.7251528	872.5539861	1318.901662	771.6698041	660.59491	1612.459789	872.5539861	508.2101443	321.3848569	508.2101443
PS	34	0	 [M-H]-	12.85	46.97450663	3751.763771	2743.344589	10200.2181	5536.57158	9356.884638	6137.358633	2968.137938	1798.101474	1528.246722	5904.660592	2743.344589	2206.036458	7284.649309	12170.68741	6590.941923	4724.576909	8949.167845	5121.013088	3050.957672	3404.004171	3477.6142	3751.763771	2502.408702	3477.6142	3200.942951	1869.159223	4485.016056	2391.488578	2308.870748	2810.839491	4924.961599	771.6698041	4300.141829	3050.957672	3404.004171	2308.870748	1961.546958	3959.374609	1318.901662	2594.564479	3111.569587	2308.870748	1402.212156	3272.637347	2743.344589	6590.941923	4485.016056	2133.291963
PE	42	4	 [M-H]-	1.66	47.94129859	1318.901662	2391.488578	321.3848569	1961.546958	660.59491	321.3848569	872.5539861	1318.901662	2308.870748	1204.566098	660.59491	771.6698041	994.7251528	321.3848569	1318.901662	508.2101443	1204.566098	1204.566098	2206.036458	1402.212156	660.59491	321.3848569	1318.901662	1869.159223	1869.159223	508.2101443	1528.246722	1869.159223	660.59491	321.3848569	771.6698041	994.7251528	994.7251528	1204.566098	771.6698041	1709.726245	872.5539861	1204.566098	872.5539861	2206.036458	1402.212156	1869.159223	2669.984489	771.6698041	771.6698041	660.59491	1318.901662	1709.726245
PG	35	0	 [M-H]-	6.6	48.92044335	8003.751018	14201.88184	79918.06789	43389.83524	66504.19901	24214.705	25072.32527	62362.18914	24214.705	46229.57295	6066.814405	47662.42034	58048.37328	161339.4004	44834.81588	114416.0428	96584.48461	53165.75427	42283.69278	27715.83374	4724.576909	6679.558576	50722.2628	35248.01076	21366.63529	31799.10539	76532.17844	27239.10304	32334.84937	34261.59846	12885.31326	26360.88313	34796.6138	29243.00786	21366.63529	25500.73895	20034.94554	47662.42034	32967.89905	9050.873847	30801.65174	25072.32527	18702.55963	22447.91099	22812.68529	35775.94702	46229.57295	56058.815
PE	32	2	 [M-H]-	5.74	49.42980128	4485.016056	2206.036458	2391.488578	1528.246722	771.6698041	872.5539861	2308.870748	2594.564479	660.59491	1961.546958	2810.839491	3050.957672	872.5539861	771.6698041	1204.566098	771.6698041	994.7251528	1612.459789	3200.942951	1612.459789	872.5539861	1318.901662	1798.101474	1528.246722	994.7251528	4022.704967	4416.094306	1528.246722	872.5539861	994.7251528	1204.566098	2206.036458	2206.036458	2133.291963	2308.870748	2502.408702	771.6698041	660.59491	1112.605235	1709.726245	872.5539861	872.5539861	1318.901662	1318.901662	2391.488578	1204.566098	771.6698041	872.5539861
lysoPE	20	0	 [M-H]-	3.45	49.99087882	3670.896358	1798.101474	1612.459789	4924.961599	4659.238366	3540.80682	2810.839491	5468.678585	2743.344589	3540.80682	3111.569587	1402.212156	8645.201698	3820.681388	5607.045563	4300.141829	2810.839491	4987.425649	2743.344589	2669.984489	1961.546958	2502.408702	5687.990307	4790.861079	3340.302365	3610.242924	4358.274613	2669.984489	6855.172776	4416.094306	7109.191429	3340.302365	3477.6142	1402.212156	4161.742382	2133.291963	4659.238366	4161.742382	6679.558576	3751.763771	3200.942951	4659.238366	3540.80682	3050.957672	7002.689432	5252.923964	6508.896099	1612.459789
PE	35	0	 [M-H]-	7.56	50.23631911	3610.242924	6780.993869	3887.383135	5836.569767	6855.172776	13859.87196	4161.742382	3670.896358	7002.689432	5121.013088	6780.993869	4229.020773	9895.472313	11025.18956	9681.432867	9466.940015	6283.677562	9681.432867	3959.374609	5607.045563	5904.660592	4358.274613	10084.7794	3050.957672	4924.961599	4987.425649	8546.652263	3820.681388	7718.022911	10084.7794	6679.558576	4659.238366	8546.652263	2502.408702	6780.993869	4416.094306	8851.796225	5181.987017	4659.238366	6213.553237	5836.569767	8546.652263	4599.237322	5181.987017	5121.013088	5121.013088	4229.020773	6780.993869
PS	42	10	 [M-H]-	4.9	50.38042157	1204.566098	1318.901662	2308.870748	508.2101443	1528.246722	994.7251528	1961.546958	508.2101443	321.3848569	321.3848569	2040.725876	8085.25307	1528.246722	2502.408702	660.59491	660.59491	508.2101443	660.59491	1961.546958	994.7251528	1112.605235	771.6698041	321.3848569	1112.605235	771.6698041	321.3848569	508.2101443	321.3848569	1112.605235	771.6698041	1402.212156	660.59491	660.59491	508.2101443	508.2101443	771.6698041	1612.459789	321.3848569	771.6698041	508.2101443	771.6698041	508.2101443	1204.566098	321.3848569	321.3848569	771.6698041	1204.566098	1204.566098
PE	30	0	 [M-H]-	6.1	52.36208076	2133.291963	2308.870748	1798.101474	2133.291963	508.2101443	2594.564479	508.2101443	994.7251528	2502.408702	2040.725876	1402.212156	4659.238366	1318.901662	1798.101474	2308.870748	2308.870748	2040.725876	3340.302365	1612.459789	508.2101443	2502.408702	872.5539861	1204.566098	3610.242924	1528.246722	771.6698041	3340.302365	1402.212156	321.3848569	508.2101443	2391.488578	1204.566098	2040.725876	1798.101474	2133.291963	508.2101443	1709.726245	994.7251528	660.59491	660.59491	1612.459789	1961.546958	508.2101443	1709.726245	994.7251528	1709.726245	508.2101443	1318.901662
plasmenyl-PE	42	4	 [M-H]-	8.15	53.10146919	37226.26664	19757.56908	3540.80682	31799.10539	5607.045563	50062.54275	53165.75427	68686.60327	6358.933265	3111.569587	28771.74832	44834.81588	30296.39733	4161.742382	47662.42034	57019.28813	15248.15361	18501.3278	5391.201967	2968.137938	37226.26664	4161.742382	35248.01076	31259.28029	5763.853168	24214.705	32967.89905	30801.65174	37226.26664	37907.38456	17792.41107	48509.98818	41602.14373	32967.89905	4724.576909	49280.41387	70896.25117	69708.07873	70896.25117	78173.57034	46229.57295	36724.66763	51617.311	37907.38456	60634.15062	75184.02256	57019.28813	59864.47171
