"Lipid","Adduct","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334","QC","QC.1","QC.2","QC.3","QC.4","QC.5","QC.6","QC.7"
"lysoPE 20:1"," [M+H]+@2.66",8453.61662321429,8321.50644589286,5187.78708392857,10296.9797839286,9198.65279285714,5830.36731714286,6646.52262571429,10017.8381107143,9518.17948142857,7446.81342910714,8182.79665892857,6547.23283035714,3481.14064946429,7818.80072071429,8568.66695714286,5630.22297285714,5830.36731714286,13295.9136892857,7818.80072071429,8709.31950178571,6295.60251607143,7560.55331428571,11835.7087017857,11835.7087017857,4565.76887392857,3598.08826178571,4003.08042589286,2301.18930267857,7958.53787553571,5380.08657803571,3797.53521178571,5630.22297285714,4972.19124428571,5380.08657803571,4859.26014035714,6074.70763767857,7674.84652875,7019.53097964286,6173.28736053571,6894.08267107143,6413.77860446429,4440.50417821429,6894.08267107143,3176.56450892857,6646.52262571429,3797.53521178571,2853.8806975,7149.45778035714,9828.88380535714,5187.78708392857,7288.34971535714,6074.70763767857,10296.9797839286,5083.32325839286,10017.8381107143,9064.79783035714
"lysoPE 20:3"," [M+H]+@1.65",33163.5863571429,16562.38995,19250.3550410714,21115.1249267857,12252.0707714286,12820.3079732143,11515.6484035714,17905.7529821429,32263.4358392857,38222.1059642857,15000.8127196429,21658.0276339286,8062.34949107143,17905.7529821429,25515.7566642857,16305.6618767857,19915.4671964286,15660.504375,32697.9834678571,25187.8067964286,22098.1082571429,20184.7195535714,22996.4870714286,19250.3550410714,21115.1249267857,14251.4973392857,14251.4973392857,5932.3872675,6894.08267107143,16758.3396607143,9828.88380535714,17905.7529821429,17648.0953017857,32263.4358392857,28136.8426732143,15439.1810178571,12252.0707714286,17905.7529821429,15439.1810178571,17470.1654285714,14590.6986964286,24878.3242321429,22344.0875178571,20466.9086928571,20701.8814285714,25515.7566642857,24648.4148571429,17905.7529821429,16305.6618767857,26496.8920107143,27516.2858410714,21658.0276339286,31521.0185357143,18324.2519410714,20701.8814285714,22098.1082571429
"lysoPE 20:4"," [M+H]+@1.35",414307.393392857,435166.857857143,377003.085,518741.019642857,316463.574178571,281397.249821429,201258.031607143,306250.888214286,477320.170892857,571729.962142857,300330.617678571,443034.381428571,187151.798392857,233684.990357143,322976.941964286,372047.992285714,393477.473428571,428359.130321429,485844.163392857,466485.172642857,386893.902142857,342575.355107143,359016.831160714,372047.992285714,316463.574178571,443034.381428571,322976.941964286,208476.134642857,233684.990357143,263002.767857143,342575.355107143,238608.613928571,271658.989642857,386893.902142857,393477.473428571,365996.245535714,252427.242857143,169170.56625,276026.942321429,252427.242857143,386893.902142857,342575.355107143,353551.866446429,381549.305160714,329361.089857143,348602.556071429,365996.245535714,290126.623517857,401213.237982143,407758.431857143,365996.245535714,450520.603928571,421091.437803571,421091.437803571,407758.431857143,386893.902142857
"lysoPE 20:4"," [M+Na]+@1.41",14251.4973392857,17905.7529821429,7446.81342910714,9366.42718928572,12820.3079732143,8453.61662321429,8568.66695714286,8885.06739660714,10660.3970267857,13482.9624910714,8885.06739660714,13482.9624910714,7958.53787553571,12445.6085892857,17905.7529821429,7958.53787553571,11835.7087017857,12646.7265160714,17648.0953017857,12961.7473964286,10017.8381107143,6295.60251607143,10660.3970267857,10296.9797839286,12961.7473964286,14779.4399142857,4767.35150946429,5630.22297285714,2524.25251839286,8182.79665892857,8885.06739660714,6769.99999642857,8885.06739660714,9518.17948142857,8709.31950178571,10821.5161821429,11835.7087017857,3904.26020160714,12820.3079732143,5083.32325839286,8568.66695714286,13482.9624910714,16990.3754589286,11324.7492232143,10147.4543035714,8182.79665892857,19250.3550410714,10660.3970267857,13867.7270535714,11664.5865464286,13696.6282857143,10821.5161821429,15248.5211732143,12961.7473964286,6074.70763767857,10017.8381107143
"lysoPE 20:5"," [M+H]+@1.07",9064.79783035714,4767.35150946429,14429.5051482143,5707.80606535714,6547.23283035714,4440.50417821429,2409.38093892857,5630.22297285714,5932.3872675,8453.61662321429,6769.99999642857,9064.79783035714,2738.26377142857,5932.3872675,3176.56450892857,4972.19124428571,6769.99999642857,6894.08267107143,6646.52262571429,7019.53097964286,10480.6037157143,5187.78708392857,8885.06739660714,6173.28736053571,3598.08826178571,16990.3754589286,3062.60029232143,6547.23283035714,2623.71107660714,2409.38093892857,1583.11261982143,3904.26020160714,2738.26377142857,4003.08042589286,4565.76887392857,7818.80072071429,3797.53521178571,3698.57423714286,3286.37972392857,5707.80606535714,2524.25251839286,4233.94117535714,4129.22620732143,3367.97632982143,4129.22620732143,6413.77860446429,4003.08042589286,3286.37972392857,4677.01265857143,7446.81342910714,5932.3872675,4440.50417821429,4129.22620732143,4972.19124428571,3481.14064946429,3904.26020160714
"lysoPE 22:5"," [M+H]+@1.52",40740.1316785714,48140.8671607143,25885.5997321429,50560.2420107143,42270.1891785714,24648.4148571429,31521.0185357143,52560.8878035714,53084.9719464286,73265.899375,45353.4926071429,48620.6934642857,15439.1810178571,30024.804525,44400.4986964286,40158.8461785714,36743.522125,53084.9719464286,51078.9281285714,38739.4274821429,41788.9912446429,30828.0614821429,34815.1407125,28495.2293321429,49856.8851607143,34815.1407125,23786.4344803571,27852.3630714286,18146.6995535714,28136.8426732143,24648.4148571429,36345.0238035714,25515.7566642857,48620.6934642857,45353.4926071429,33163.5863571429,24338.8607678571,20184.7195535714,31812.2950125,40740.1316785714,42740.6879821429,34346.9940660714,23786.4344803571,33549.8261214286,29256.8306071429,35409.6194821429,39180.905925,30024.804525,29256.8306071429,39180.905925,32697.9834678571,40740.1316785714,46053.4322303571,39180.905925,38222.1059642857,37210.6875
"lysoPE 22:6"," [M+H]+@1.31",554847.643767857,626634.444821429,508610.486392857,816021.157142857,554847.643767857,459518.717321429,316463.574178571,435166.857857143,886650.390178571,1082003.45821429,527834.730946428,847475.440892857,300330.617678571,377003.085,311979.460892857,443034.381428571,496519.185875,527834.730946428,613608.007821429,554847.643767857,496519.185875,386893.902142857,377003.085,450520.603928571,518741.019642857,435166.857857143,372047.992285714,386893.902142857,311979.460892857,477320.170892857,527834.730946428,421091.437803571,359016.831160714,508610.486392857,508610.486392857,508610.486392857,353551.866446429,193773.984285714,393477.473428571,407758.431857143,508610.486392857,496519.185875,428359.130321429,459518.717321429,311979.460892857,527834.730946428,518741.019642857,348602.556071429,459518.717321429,496519.185875,485844.163392857,599307.431678572,540163.743267857,554847.643767857,540163.743267857,571729.962142857
"lysoPE 22:6"," [M+Na]+@1.34",12646.7265160714,13482.9624910714,15248.5211732143,20701.8814285714,14251.4973392857,14590.6986964286,10660.3970267857,8709.31950178571,19508.9562589286,25187.8067964286,10017.8381107143,15439.1810178571,6646.52262571429,12820.3079732143,7674.84652875,16562.38995,17470.1654285714,12820.3079732143,18849.0058946429,11515.6484035714,21115.1249267857,8568.66695714286,5932.3872675,7019.53097964286,21870.113375,11515.6484035714,6547.23283035714,13482.9624910714,8062.34949107143,17205.0590267857,16758.3396607143,10147.4543035714,13867.7270535714,14779.4399142857,12820.3079732143,21658.0276339286,8568.66695714286,8568.66695714286,12054.161475,10296.9797839286,13867.7270535714,11031.9292982143,10017.8381107143,14429.5051482143,9828.88380535714,18589.3386625,25515.7566642857,13295.9136892857,16562.38995,12252.0707714286,15248.5211732143,11835.7087017857,10480.6037157143,16062.4849892857,13482.9624910714,23233.7167285714
"MG 17:0"," [M+Li]+@3.21",34815.1407125,56548.0280714286,60928.3265178571,64172.3337857143,55107.5350232143,53084.9719464286,40158.8461785714,35812.2215678571,69235.555,76376.5748392857,53084.9719464286,64172.3337857143,61580.5224107143,54373.6077857143,104925.049285714,57274.9927142857,66790.6490892857,65810.4067678571,73265.899375,58039.6899285714,58590.797375,66790.6490892857,55809.6597678571,58039.6899285714,85871.8150892857,68428.0165178571,40740.1316785714,45353.4926071429,85871.8150892857,65810.4067678571,64910.1661964286,53603.7779642857,53084.9719464286,67625.6619821429,53603.7779642857,55107.5350232143,96672.7195,70122.0761785714,61580.5224107143,44872.1232142857,49173.166625,60032.3102321429,62397.9615714286,61580.5224107143,52560.8878035714,97910.0930892857,70122.0761785714,63343.01875,106251.872142857,95086.8434821429,103280.380357143,109734.807660714,103280.380357143,104925.049285714,100478.048964286,93520.8039821429
"MG 18:1"," [M+NH4]+@2.86",26837.4808035714,31521.0185357143,46570.3652142857,20466.9086928571,10660.3970267857,7019.53097964286,23535.6674,15248.5211732143,16562.38995,16758.3396607143,51078.9281285714,16758.3396607143,100478.048964286,26496.8920107143,12054.161475,27166.2703839286,15248.5211732143,19915.4671964286,20184.7195535714,20896.0796607143,23786.4344803571,26496.8920107143,20701.8814285714,20701.8814285714,11187.2991785714,20184.7195535714,22655.337375,6173.28736053571,11324.7492232143,13867.7270535714,7446.81342910714,12961.7473964286,9366.42718928572,13160.214875,12961.7473964286,11187.2991785714,7288.34971535714,7288.34971535714,29604.2187464286,12054.161475,10660.3970267857,15660.504375,11664.5865464286,12445.6085892857,13160.214875,15837.7024571429,14590.6986964286,10480.6037157143,12252.0707714286,17648.0953017857,16758.3396607143,23535.6674,19707.9837678571,15660.504375,19707.9837678571,17205.0590267857
"MG 18:2"," [M+Li]+@2.24",12445.6085892857,16062.4849892857,22655.337375,4677.01265857143,5830.36731714286,5083.32325839286,8709.31950178571,5380.08657803571,3698.57423714286,6894.08267107143,16562.38995,5380.08657803571,37210.6875,9518.17948142857,2111.11652232143,4859.26014035714,4972.19124428571,2853.8806975,6894.08267107143,3698.57423714286,2524.25251839286,4767.35150946429,2962.86339982143,2623.71107660714,6769.99999642857,16758.3396607143,19054.5808375,5707.80606535714,5276.15300892857,5830.36731714286,8182.79665892857,9828.88380535714,1801.38623892857,4677.01265857143,5932.3872675,4767.35150946429,6769.99999642857,6173.28736053571,20701.8814285714,4233.94117535714,4767.35150946429,4972.19124428571,6295.60251607143,5707.80606535714,6413.77860446429,9666.19391607143,12445.6085892857,5083.32325839286,8568.66695714286,6894.08267107143,7818.80072071429,6173.28736053571,6547.23283035714,5187.78708392857,6769.99999642857,6413.77860446429
"MG 18:2"," [M+NH4]+@2.24",44872.1232142857,57274.9927142857,106251.872142857,27516.2858410714,20466.9086928571,15439.1810178571,39180.905925,24648.4148571429,9666.19391607143,27852.3630714286,83724.0643392857,23233.7167285714,190104.917589286,39672.23125,18849.0058946429,26171.2539482143,14779.4399142857,19250.3550410714,20896.0796607143,16990.3754589286,17648.0953017857,18146.6995535714,15248.5211732143,10821.5161821429,30024.804525,49856.8851607143,73265.899375,16562.38995,17470.1654285714,23786.4344803571,22996.4870714286,24338.8607678571,15439.1810178571,30024.804525,19915.4671964286,15660.504375,20701.8814285714,24648.4148571429,84781.2899285714,17648.0953017857,23535.6674,30828.0614821429,33163.5863571429,29604.2187464286,30024.804525,28827.6476035714,39672.23125,17648.0953017857,23233.7167285714,20896.0796607143,24045.4217035714,35409.6194821429,22996.4870714286,27852.3630714286,24878.3242321429,27166.2703839286
"PA 34:0"," [M+Na]+@8.53",2738.26377142857,8453.61662321429,12445.6085892857,7818.80072071429,3598.08826178571,12252.0707714286,3904.26020160714,4565.76887392857,4767.35150946429,13867.7270535714,6894.08267107143,7958.53787553571,2409.38093892857,3797.53521178571,10147.4543035714,3797.53521178571,5707.80606535714,5707.80606535714,8568.66695714286,7446.81342910714,2200.30958714286,5707.80606535714,5707.80606535714,3176.56450892857,5630.22297285714,4440.50417821429,3904.26020160714,10480.6037157143,7446.81342910714,7560.55331428571,1009.10998678571,5276.15300892857,2623.71107660714,5932.3872675,3904.26020160714,9828.88380535714,4233.94117535714,5630.22297285714,7560.55331428571,5630.22297285714,11835.7087017857,4565.76887392857,3062.60029232143,2853.8806975,9518.17948142857,9198.65279285714,5187.78708392857,6769.99999642857,6413.77860446429,4677.01265857143,6646.52262571429,7818.80072071429,2200.30958714286,4859.26014035714,6894.08267107143,6646.52262571429
"PC 19:2"," [M+H]+@2.02",6769.99999642857,6769.99999642857,6413.77860446429,8453.61662321429,10147.4543035714,3286.37972392857,5083.32325839286,6413.77860446429,8182.79665892857,5707.80606535714,8321.50644589286,4129.22620732143,5510.25820196429,6646.52262571429,2962.86339982143,9064.79783035714,10296.9797839286,4440.50417821429,9666.19391607143,8182.79665892857,5932.3872675,10660.3970267857,13867.7270535714,14590.6986964286,3698.57423714286,6547.23283035714,6295.60251607143,6646.52262571429,6769.99999642857,4767.35150946429,9064.79783035714,7019.53097964286,8709.31950178571,13482.9624910714,8321.50644589286,8062.34949107143,10017.8381107143,8885.06739660714,2853.8806975,7446.81342910714,5187.78708392857,5510.25820196429,6769.99999642857,4972.19124428571,4767.35150946429,10480.6037157143,7818.80072071429,6074.70763767857,6646.52262571429,7288.34971535714,7019.53097964286,9064.79783035714,4972.19124428571,7288.34971535714,10480.6037157143,8453.61662321429
"PC 25:4"," [M+H]+@1.22",5932.3872675,8062.34949107143,5932.3872675,10480.6037157143,5187.78708392857,4859.26014035714,4677.01265857143,5707.80606535714,7019.53097964286,7674.84652875,10147.4543035714,3367.97632982143,7446.81342910714,4233.94117535714,8709.31950178571,13867.7270535714,8885.06739660714,9828.88380535714,10821.5161821429,15660.504375,10660.3970267857,18324.2519410714,5380.08657803571,18146.6995535714,7674.84652875,3904.26020160714,5830.36731714286,4565.76887392857,9666.19391607143,8453.61662321429,5276.15300892857,7288.34971535714,5830.36731714286,9666.19391607143,5276.15300892857,13482.9624910714,11324.7492232143,4859.26014035714,5707.80606535714,11835.7087017857,5830.36731714286,8885.06739660714,17648.0953017857,10296.9797839286,5630.22297285714,7446.81342910714,8453.61662321429,9366.42718928572,8321.50644589286,8453.61662321429,7560.55331428571,10147.4543035714,7674.84652875,8885.06739660714,3797.53521178571,5083.32325839286
"PC 30:0"," [M+H]+@5.89",180852.8255,184039.758214286,155129.416142857,201258.031607143,247227.189464286,171733.162857143,150075.023571429,212703.797678571,306250.888214286,243308.448035714,220961.976607143,243308.448035714,266987.788392857,208476.134642857,401213.237982143,276026.942321429,119141.037589286,136258.970214286,111261.935339286,150075.023571429,150075.023571429,151750.858928571,159336.401428571,148082.963214286,148082.963214286,169170.56625,190104.917589286,148082.963214286,79587.1851607143,139873.235125,136258.970214286,132752.419464286,150075.023571429,180852.8255,205717.823821429,187151.798392857,122175.508571429,125566.644553571,187151.798392857,190104.917589286,106251.872142857,79587.1851607143,114718.668821429,112896.958089286,112896.958089286,66790.6490892857,58590.797375,77587.5420535714,103280.380357143,114718.668821429,106251.872142857,112896.958089286,129249.328392857,134721.242857143,161801.384107143,130993.285892857
"PC 30:1"," [M+H]+@5.38",27166.2703839286,23233.7167285714,27516.2858410714,24338.8607678571,17905.7529821429,23535.6674,17648.0953017857,25515.7566642857,43924.0483357143,38739.4274821429,29604.2187464286,31521.0185357143,25885.5997321429,28495.2293321429,34815.1407125,31521.0185357143,15439.1810178571,18589.3386625,14429.5051482143,16758.3396607143,15837.7024571429,17470.1654285714,28495.2293321429,13482.9624910714,18589.3386625,18589.3386625,17648.0953017857,20701.8814285714,11835.7087017857,14429.5051482143,12054.161475,17205.0590267857,12445.6085892857,21658.0276339286,18324.2519410714,11835.7087017857,9828.88380535714,9666.19391607143,10147.4543035714,19054.5808375,5083.32325839286,6173.28736053571,7958.53787553571,5276.15300892857,4859.26014035714,6646.52262571429,4233.94117535714,4003.08042589286,11187.2991785714,13295.9136892857,14251.4973392857,11664.5865464286,13482.9624910714,14590.6986964286,12445.6085892857,13696.6282857143
"PC 31:0"," [M+H]+@4.95",2200.30958714286,1009.10998678571,2524.25251839286,2623.71107660714,1009.10998678571,1583.11261982143,3481.14064946429,1429.82686803571,1958.08991857143,656.942895535714,2738.26377142857,3797.53521178571,4440.50417821429,1801.38623892857,5187.78708392857,2524.25251839286,2623.71107660714,2409.38093892857,2524.25251839286,1208.25424607143,3176.56450892857,4565.76887392857,3481.14064946429,3797.53521178571,1208.25424607143,1208.25424607143,656.942895535714,2623.71107660714,1208.25424607143,1429.82686803571,2301.18930267857,2111.11652232143,1208.25424607143,2738.26377142857,2524.25251839286,1009.10998678571,3904.26020160714,3176.56450892857,1208.25424607143,3598.08826178571,2623.71107660714,1583.11261982143,1429.82686803571,1429.82686803571,656.942895535714,2301.18930267857,2301.18930267857,1429.82686803571,1208.25424607143,1009.10998678571,1009.10998678571,1583.11261982143,1009.10998678571,1009.10998678571,1583.11261982143,1208.25424607143
"PC 31:0"," [M+H]+@6.17",14590.6986964286,20896.0796607143,35812.2215678571,25187.8067964286,16305.6618767857,19054.5808375,26496.8920107143,21115.1249267857,28827.6476035714,19915.4671964286,19508.9562589286,32697.9834678571,30024.804525,24338.8607678571,65810.4067678571,30024.804525,23233.7167285714,15000.8127196429,17470.1654285714,21115.1249267857,20466.9086928571,27852.3630714286,12054.161475,23786.4344803571,18146.6995535714,39672.23125,15439.1810178571,17470.1654285714,18324.2519410714,22996.4870714286,20184.7195535714,23786.4344803571,13696.6282857143,16990.3754589286,11031.9292982143,15248.5211732143,22996.4870714286,16562.38995,15248.5211732143,18324.2519410714,16062.4849892857,12646.7265160714,24648.4148571429,12054.161475,7446.81342910714,16990.3754589286,15000.8127196429,20184.7195535714,18146.6995535714,15439.1810178571,18849.0058946429,19054.5808375,25515.7566642857,19707.9837678571,20466.9086928571,19915.4671964286
"PC 31:1"," [M+H]+@5.77",11835.7087017857,10480.6037157143,14251.4973392857,16758.3396607143,14025.1392089286,9198.65279285714,8182.79665892857,16062.4849892857,21658.0276339286,18324.2519410714,13696.6282857143,14025.1392089286,11835.7087017857,20184.7195535714,15660.504375,18146.6995535714,10147.4543035714,11324.7492232143,13160.214875,8453.61662321429,9666.19391607143,13160.214875,8709.31950178571,10017.8381107143,3176.56450892857,8321.50644589286,8453.61662321429,13696.6282857143,3176.56450892857,6894.08267107143,4003.08042589286,7560.55331428571,11324.7492232143,9366.42718928572,9518.17948142857,7019.53097964286,5932.3872675,9518.17948142857,6074.70763767857,5510.25820196429,5276.15300892857,2853.8806975,6413.77860446429,4767.35150946429,2409.38093892857,3367.97632982143,4677.01265857143,5380.08657803571,11515.6484035714,9518.17948142857,6074.70763767857,11324.7492232143,12252.0707714286,10821.5161821429,9366.42718928572,7149.45778035714
"PC 32:0"," [M+H]+@6.52",3646891.38928571,3404619.23928571,3147640.32142857,3404619.23928571,4720640.14285714,4262567.43214286,3981165.63392857,5107607.39642857,3646891.38928571,4262567.43214286,4262567.43214286,3981165.63392857,5549056.43392857,3981165.63392857,5107607.39642857,4262567.43214286,2707890.17321429,3981165.63392857,3147640.32142857,3147640.32142857,2707890.17321429,2524491.27857143,2524491.27857143,2707890.17321429,4262567.43214286,3404619.23928571,4262567.43214286,4262567.43214286,3147640.32142857,4262567.43214286,4262567.43214286,3981165.63392857,3981165.63392857,4262567.43214286,4262567.43214286,3981165.63392857,3147640.32142857,2917267.36071429,3981165.63392857,5549056.43392857,3646891.38928571,2707890.17321429,2917267.36071429,3646891.38928571,2707890.17321429,2377512.36607143,2917267.36071429,3404619.23928571,3646891.38928571,4262567.43214286,3646891.38928571,3646891.38928571,4262567.43214286,3646891.38928571,3646891.38928571,3646891.38928571
"PC 32:0"," [M+Na]+@6.57",39180.905925,51863.2385178571,82936.7736785714,59235.9577142857,62397.9615714286,92328.8735892857,57274.9927142857,53084.9719464286,63343.01875,72407.9940714286,47138.1425892857,61580.5224107143,60032.3102321429,62397.9615714286,122175.508571429,61580.5224107143,60032.3102321429,64910.1661964286,54373.6077857143,68428.0165178571,44400.4986964286,40740.1316785714,36345.0238035714,47138.1425892857,67625.6619821429,60928.3265178571,44400.4986964286,57274.9927142857,62397.9615714286,53603.7779642857,57274.9927142857,55809.6597678571,52560.8878035714,72407.9940714286,49856.8851607143,56548.0280714286,70122.0761785714,67625.6619821429,58590.797375,69235.555,58590.797375,53084.9719464286,58039.6899285714,63343.01875,41788.9912446429,64172.3337857143,68428.0165178571,47588.3137857143,39672.23125,40740.1316785714,48140.8671607143,61580.5224107143,45353.4926071429,60032.3102321429,61580.5224107143,63343.01875
"PC 32:1"," [M+H]+@6.00",2917267.36071429,3981165.63392857,4262567.43214286,3147640.32142857,3646891.38928571,5549056.43392857,3646891.38928571,4262567.43214286,4720640.14285714,3646891.38928571,2377512.36607143,2917267.36071429,3981165.63392857,5107607.39642857,5549056.43392857,5107607.39642857,2524491.27857143,2377512.36607143,2917267.36071429,2707890.17321429,2524491.27857143,3404619.23928571,2917267.36071429,3646891.38928571,1662327.25089286,1750917.09642857,2377512.36607143,1145645.24982143,1401515.98839286,1211694.65464286,1211694.65464286,1401515.98839286,1041433.58625,1662327.25089286,1334914.06285714,1334914.06285714,1479117.02589286,1587400.85357143,1211694.65464286,1479117.02589286,816021.157142857,886650.390178571,1041433.58625,886650.390178571,847475.440892857,816021.157142857,1082003.45821429,1401515.98839286,1927700.38107143,3147640.32142857,3147640.32142857,3404619.23928571,3147640.32142857,2377512.36607143,3147640.32142857,3147640.32142857
"PC 32:1"," [M+Na]+@6.05",23233.7167285714,42270.1891785714,83724.0643392857,84781.2899285714,48620.6934642857,69235.555,34815.1407125,47138.1425892857,35409.6194821429,39672.23125,15248.5211732143,30828.0614821429,48620.6934642857,52560.8878035714,205717.823821429,74354.0717321429,17905.7529821429,46053.4322303571,85871.8150892857,53603.7779642857,43924.0483357143,55809.6597678571,46053.4322303571,76376.5748392857,17205.0590267857,9828.88380535714,12961.7473964286,9666.19391607143,26496.8920107143,13696.6282857143,14590.6986964286,14590.6986964286,1958.08991857143,10480.6037157143,13696.6282857143,18589.3386625,34346.9940660714,28136.8426732143,37709.0024642857,35409.6194821429,28136.8426732143,7019.53097964286,24338.8607678571,7818.80072071429,13867.7270535714,16758.3396607143,34346.9940660714,8321.50644589286,21395.8974232143,16062.4849892857,18589.3386625,21870.113375,17905.7529821429,17470.1654285714,22344.0875178571,31145.2635178571
"PC 32:2"," [M+H]+@5.54",435166.857857143,443034.381428571,485844.163392857,571729.962142857,459518.717321429,435166.857857143,290126.623517857,554847.643767857,613608.007821429,626634.444821429,477320.170892857,386893.902142857,450520.603928571,583411.744732143,300330.617678571,508610.486392857,220961.976607143,243308.448035714,311979.460892857,295686.620535714,220961.976607143,290126.623517857,335816.517321429,238608.613928571,372047.992285714,217027.624642857,311979.460892857,285347.296428571,174443.509642857,230115.201964286,217027.624642857,243308.448035714,233684.990357143,311979.460892857,276026.942321429,226122.400535714,153655.769107143,226122.400535714,266987.788392857,271658.989642857,136258.970214286,174443.509642857,120778.945660714,119141.037589286,125566.644553571,107961.024285714,153655.769107143,141663.135,230115.201964286,230115.201964286,247227.189464286,238608.613928571,230115.201964286,230115.201964286,252427.242857143,238608.613928571
"PC 32:2"," [M+Na]+@5.59",30024.804525,36345.0238035714,38222.1059642857,33549.8261214286,32697.9834678571,35409.6194821429,29256.8306071429,32263.4358392857,45353.4926071429,40158.8461785714,33549.8261214286,31812.2950125,33549.8261214286,43924.0483357143,21395.8974232143,27852.3630714286,18324.2519410714,24338.8607678571,29604.2187464286,24338.8607678571,23233.7167285714,25515.7566642857,27166.2703839286,19915.4671964286,24338.8607678571,21395.8974232143,27166.2703839286,26837.4808035714,6646.52262571429,25885.5997321429,21395.8974232143,20701.8814285714,29256.8306071429,40158.8461785714,34815.1407125,22655.337375,19707.9837678571,16305.6618767857,29256.8306071429,26837.4808035714,20466.9086928571,19508.9562589286,13295.9136892857,15000.8127196429,11187.2991785714,13295.9136892857,17205.0590267857,18849.0058946429,26171.2539482143,22996.4870714286,19915.4671964286,21395.8974232143,18146.6995535714,28827.6476035714,29604.2187464286,20466.9086928571
"PC 33:0"," [M+H]+@6.76",36345.0238035714,44400.4986964286,45353.4926071429,56548.0280714286,66790.6490892857,55809.6597678571,44400.4986964286,64172.3337857143,48140.8671607143,58590.797375,58590.797375,74354.0717321429,68428.0165178571,69235.555,67625.6619821429,63343.01875,58590.797375,51078.9281285714,58590.797375,71418.1367142857,38222.1059642857,49173.166625,53084.9719464286,50560.2420107143,58590.797375,46570.3652142857,67625.6619821429,47588.3137857143,72407.9940714286,62397.9615714286,54373.6077857143,54373.6077857143,63343.01875,73265.899375,59235.9577142857,63343.01875,53603.7779642857,53084.9719464286,58039.6899285714,49856.8851607143,40740.1316785714,31521.0185357143,45353.4926071429,40158.8461785714,54373.6077857143,40740.1316785714,41788.9912446429,55809.6597678571,50560.2420107143,49856.8851607143,47588.3137857143,48620.6934642857,46570.3652142857,62397.9615714286,52560.8878035714,51863.2385178571
"PC 33:1"," [M+H]+@6.39",300330.617678571,348602.556071429,428359.130321429,450520.603928571,540163.743267857,428359.130321429,435166.857857143,428359.130321429,450520.603928571,466485.172642857,407758.431857143,421091.437803571,496519.185875,599307.431678572,466485.172642857,518741.019642857,359016.831160714,401213.237982143,372047.992285714,407758.431857143,414307.393392857,477320.170892857,450520.603928571,435166.857857143,401213.237982143,243308.448035714,329361.089857143,290126.623517857,208476.134642857,276026.942321429,311979.460892857,381549.305160714,295686.620535714,353551.866446429,316463.574178571,322976.941964286,290126.623517857,311979.460892857,359016.831160714,316463.574178571,220961.976607143,226122.400535714,220961.976607143,266987.788392857,220961.976607143,208476.134642857,201258.031607143,238608.613928571,335816.517321429,322976.941964286,316463.574178571,271658.989642857,316463.574178571,381549.305160714,348602.556071429,322976.941964286
"PC 33:2"," [M+H]+@5.87",306250.888214286,285347.296428571,414307.393392857,316463.574178571,443034.381428571,342575.355107143,335816.517321429,372047.992285714,365996.245535714,386893.902142857,306250.888214286,485844.163392857,421091.437803571,443034.381428571,316463.574178571,316463.574178571,217027.624642857,212703.797678571,233684.990357143,263002.767857143,243308.448035714,243308.448035714,290126.623517857,201258.031607143,459518.717321429,335816.517321429,583411.744732143,459518.717321429,348602.556071429,414307.393392857,443034.381428571,518741.019642857,381549.305160714,485844.163392857,381549.305160714,381549.305160714,401213.237982143,353551.866446429,626634.444821429,508610.486392857,322976.941964286,348602.556071429,335816.517321429,306250.888214286,377003.085,295686.620535714,353551.866446429,353551.866446429,285347.296428571,281397.249821429,290126.623517857,342575.355107143,290126.623517857,316463.574178571,295686.620535714,316463.574178571
