"Lipid","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243"
"CL 80_7",3096.79024909091,13137.3180181818,19124.6620818182,18321.7451418182,13294.8019472727,16951.9129636364,14196.5897563636,19515.7138218182
"CL 82_3",11031.1025527273,11031.1025527273,22107.0000290909,12973.3231490909,14505.2435490909,9030.9233,12550.6860290909,21222.3321545455
"CL 74_5",28230.9407581818,54069.1882545455,16075.2071472727,41604.3067218182,29648.2006909091,30383.8583236364,21222.3321545455,22483.9724181818
"CL 82_13",6187.34781454545,4649.80135272727,5464.92786727273,3971.26003454545,3407.08557454545,6032.07269090909,4392.16932,4525.01888181818
"CL 74_3",103306.836123636,161839.592363636,143053.768181818,161839.592363636,171690.330545455,230947.316363636,135309.276545455,193204.622363636
"CL 78_4",28914.4493818182,38284.3462290909,21710.9855054545,25230.9040363636,31069.8095018182,58705.5622836364,44049.3884363636,28230.9407581818
"CL 82_5",57269.966,46306.9676709091,50620.7787945455,48505.1502109091,51870.9948327273,54069.1882545455,52953.8051636364,54069.1882545455
"CL 76_5",5035.01111818182,6187.34781454545,7175.75632,4649.80135272727,9483.26308545455,5464.92786727273,9861.82264545455,9635.87552909091
"CL 78_9",24763.0487636364,24157.5386745455,29648.2006909091,28914.4493818182,24763.0487636364,28914.4493818182,15054.2613636364,32820.7562618182
"CL 76_9",17451.3799636364,34936.9045872727,15299.4310127273,26428.5938909091,22483.9724181818,23067.03016,46306.9676709091,22107.0000290909
"CL 70_1",17198.9299418182,28230.9407581818,26972.4622490909,29648.2006909091,26428.5938909091,36820.9433381818,34145.46782,33594.7409636364
"CL 76_12",6032.07269090909,7050.53700909091,7050.53700909091,8719.56898727273,10720.3181690909,6945.49301818182,5299.97780545454,12141.1197690909
"CL 78_3",5722.79815636364,10869.7143309091,9483.26308545455,7343.90158363636,12973.3231490909,11400.04014,9194.31428,7524.79366363636
"CL 76_3",8246.83139454545,8433.89924727273,6187.34781454545,11172.7140963636,11971.2433290909,17451.3799636364,9635.87552909091,8124.56497636364
"CL 82_15",50620.7787945455,60206.5804727273,60206.5804727273,31069.8095018182,46306.9676709091,41604.3067218182,17198.9299418182,42279.5091290909
"CL 70_5",31069.8095018182,50620.7787945455,31069.8095018182,22107.0000290909,39698.9073981818,52953.8051636364,36820.9433381818,23067.03016
"CL 80_3",3541.95224727273,4108.29118727273,4649.80135272727,7175.75632,11172.7140963636,12337.0812727273,12337.0812727273,9861.82264545455
"CL 78_1",23067.03016,16346.9313836364,12141.1197690909,15054.2613636364,19930.2881272727,19930.2881272727,28230.9407581818,19124.6620818182
"CL 80_9",36125.2823945455,30383.8583236364,48505.1502109091,50620.7787945455,40510.3651636364,46306.9676709091,18646.7552181818,37612.7856727273
"CL 80_11",22107.0000290909,20380.9066963636,18646.7552181818,35430.9966436364,12337.0812727273,17198.9299418182,13294.8019472727,15299.4310127273
"CL 84_13",5299.97780545454,6032.07269090909,7524.79366363636,15299.4310127273,13471.0048654545,11583.7590145455,7814.74647818182,10720.3181690909
"CL 78_6",12778.1161618182,10720.3181690909,14196.5897563636,9362.89576181818,7814.74647818182,12141.1197690909,5195.14189454546,15798.6474018182
"CL 80_12",3263.22954181818,5464.92786727273,3096.79024909091,6483.06386727273,7524.79366363636,6334.32405636364,7524.79366363636,6483.06386727273
"CL 76_11",8572.49414363636,12337.0812727273,13917.5382454545,19515.7138218182,13917.5382454545,10395.2237127273,11172.7140963636,11780.2501981818
"PA 36_2",49665.4884236364,45005.9789818182,45005.9789818182,44049.3884363636,71287.1442545454,75820.6981636364,62931.4059709091,67698.6020363636
"PA 34_2",26972.4622490909,26428.5938909091,19930.2881272727,38998.2246727273,28914.4493818182,31069.8095018182,39698.9073981818,34936.9045872727
"PA 34_1",32820.7562618182,19124.6620818182,28230.9407581818,16346.9313836364,35430.9966436364,34145.46782,30383.8583236364,36125.2823945455
"PA 36_3",18002.94658,23067.03016,22483.9724181818,33594.7409636364,33594.7409636364,45005.9789818182,34936.9045872727,49665.4884236364
"PA 28_4",90218.1907090909,73825.6349636364,73825.6349636364,93546.7015272727,73825.6349636364,93546.7015272727,64782.2040363636,103306.836123636
"PA 38_4",4392.16932,51870.9948327273,55718.0334690909,75820.6981636364,83656.0214545455,57269.966,48505.1502109091,75820.6981636364
"PA 38_6",21710.9855054545,18646.7552181818,25818.4647272727,28230.9407581818,34145.46782,22483.9724181818,9483.26308545455,20816.35512
"PA 36_4",19124.6620818182,15534.6538327273,18321.7451418182,27659.1303090909,23067.03016,19124.6620818182,18002.94658,29648.2006909091
"PA 38_2",6483.06386727273,5035.01111818182,5900.45238181818,9194.31428,9362.89576181818,6635.41363636364,24157.5386745455,10395.2237127273
"PG 36_0",202708.778909091,202708.778909091,250216.77756,284468.479454545,250216.77756,193204.622363636,131304.184345455,250216.77756
"PG 34_1",25230.9040363636,31069.8095018182,27659.1303090909,12141.1197690909,22107.0000290909,20380.9066963636,31069.8095018182,38998.2246727273
"PG 38_5",11780.2501981818,8124.56497636364,6032.07269090909,7665.97158181818,8719.56898727273,4649.80135272727,10560.1358418182,5464.92786727273
"PG 36_1",38284.3462290909,21222.3321545455,41604.3067218182,37612.7856727273,25818.4647272727,28230.9407581818,26428.5938909091,28914.4493818182
"PG 36_4",3694.46463090909,3971.26003454545,4252.61810181818,4915.07942909091,7175.75632,4392.16932,3971.26003454545,5195.14189454546
"PG 38_4",16346.9313836364,13471.0048654545,5722.79815636364,11031.1025527273,7050.53700909091,10560.1358418182,18321.7451418182,17198.9299418182
"PG 34_2",20816.35512,21710.9855054545,16346.9313836364,13694.5608363636,15798.6474018182,23574.2598345455,11031.1025527273,18321.7451418182
"PG 40_7",11172.7140963636,5195.14189454546,9362.89576181818,7814.74647818182,3694.46463090909,5598.11642545455,9362.89576181818,4915.07942909091
"PG 40_6",10560.1358418182,7994.68495818182,10560.1358418182,8433.89924727273,5722.79815636364,7343.90158363636,5598.11642545455,11583.7590145455
"PG 40_8",7050.53700909091,3263.22954181818,5299.97780545454,5464.92786727273,5035.01111818182,5035.01111818182,6187.34781454545,5900.45238181818
"PG 38_6",4649.80135272727,3096.79024909091,6334.32405636364,4771.65126545454,6334.32405636364,3541.95224727273,1927.47521272727,4649.80135272727
"PI 38_4",7383095.43636364,7383095.43636364,7383095.43636364,7383095.43636364,7383095.43636364,7383095.43636364,7383095.43636364,7383095.43636364
"PI 36_2",328565.308,411582.838727273,328565.308,473383.558363636,354420.446909091,440421.132867273,551858.800470909,411582.838727273
"PI 40_6",96517.6226181818,143053.768181818,111330.7374,143053.768181818,75820.6981636364,64782.2040363636,152256.390363636,73825.6349636364
"PI 36_4",185239.947636364,213830.862909091,171690.330545455,202708.778909091,114791.737963636,202708.778909091,411582.838727273,114791.737963636
"PI 36_3",67698.6020363636,83656.0214545455,61438.6468545455,62931.4059709091,48505.1502109091,61438.6468545455,96517.6226181818,46306.9676709091
"PI 38_3",1385375.18363636,1100042.73454545,1100042.73454545,1100042.73454545,722091.372203636,961347.904418182,1385375.18363636,1385375.18363636
"PI 34_1",21222.3321545455,25818.4647272727,24763.0487636364,24763.0487636364,17733.9000709091,32820.7562618182,86490.7925272727,24157.5386745455
"PS 36_4",1252.94826363636,917.153363636364,1608.61624,1252.94826363636,1252.94826363636,1252.94826363636,3096.79024909091,1608.61624
"PS 38_4",11971.2433290909,9861.82264545455,9861.82264545455,3694.46463090909,8246.83139454545,9635.87552909091,19930.2881272727,6187.34781454545
"PS 40_7",917.153363636364,2709.10326,917.153363636364,917.153363636364,917.153363636364,917.153363636364,917.153363636364,917.153363636364
