"Lipid","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289"
"TG 52_3",4749237.54018997,4554541.67677882,4554541.67677882,3459568.70113759,3459568.70113759,2113876.57185155,3459568.70113759,2113876.57185155
"TG 54_5",2113876.57185155,1234820.67653725,790483.825317275,2755533.31492809,3852004.52864112,3852004.52864112,3852004.52864112,3852004.52864112
"TG 50_0",108936.095583913,382729.005273053,382729.005273053,75897.8002485659,84641.5328138281,40723.3977358019,121471.51966599,100400.488359773
"TG 58_9",14779.9017017912,15776.9599027708,7014.06656003568,19877.2411279776,44618.4280694884,39141.4854023907,26249.1555971962,37829.2298220984
"TG 42_2",21701.6136049083,57697.3600365239,53213.455248384,71534.9288025654,15776.9599027708,34456.8532031332,14779.9017017912,29551.3434109173
"TG 58_2",16541.6503930982,16541.6503930982,25827.3562636203,37829.2298220984,51683.3040683137,81449.0277045762,35687.5315995651,39141.4854023907
"TG 56_9",15027.1406563997,29070.8716162906,7521.44196042592,46717.1235449292,26249.1555971962,39693.2158278092,33357.6917264466,55093.0072476975
"TG 62_3",1763.1416266143,1705.5254904802,781.688569825783,3187.40349825349,3547.05630671208,5881.88540760956,2726.15351762138,2675.37538399767
"TG 58_5",23252.0507061844,17160.2916295025,12191.6102211143,24364.8481559943,25188.667608948,21429.9360520325,21429.9360520325,18761.9872683988
"TG 52_4",47712.353079771,71534.9288025654,30098.7967820094,73860.6129032848,39693.2158278092,96361.5720936196,75897.8002485659,212232.660522217
"TG 44_1",7992.42248318314,18761.9872683988,17392.416406866,6394.59740608442,6129.8949135152,4227.6771360103,2227.83847466196,3674.55999256227
"TG 42_1",26249.1555971962,62677.1321799159,108936.095583913,66207.6842627991,13433.7483605795,30567.0658287001,13122.4901870354,29070.8716162906
"TG 60_2",5709.26815810453,5170.13709765077,11073.8302538504,8892.25825710858,10269.0035719441,12765.0149216246,8892.25825710858,10401.9637199263
"TG 58_7",29070.8716162906,20499.2304299225,9761.45001253696,22048.5671389104,16278.4409881048,9416.59510423303,20266.5189456207,13622.674386754
"TG 48_0",382729.005273053,643967.830815935,738451.164603208,165366.941305688,111807.146445088,46717.1235449292,78694.4983954365,75897.8002485659
"TG 48_1",21429.9360520325,27140.0555033059,36296.6832188317,11073.8302538504,5642.88961301532,5470.57429724871,3611.62470660732,6394.59740608442
"TG 58_6",15776.9599027708,15027.1406563997,10165.6694286606,20499.2304299225,23633.1281659734,15027.1406563997,10871.1086945871,11073.8302538504
"TG 52_1",32362.2856604165,40723.3977358019,56627.3693233835,26756.59928707,28171.2457107318,20266.5189456207,22917.9249741881,19318.2717729633
"TG 54_1",227051.026011725,184029.606908086,281192.863652447,460567.265636538,738451.164603208,882924.435937889,460567.265636538,643967.830815935
"TG 58_8",51683.3040683137,29551.3434109173,9146.55825922703,40723.3977358019,45700.5340760607,27642.6323399554,19318.2717729633,30567.0658287001
"TG 46_0",89738.1247179249,165366.941305688,317548.760513688,64255.024265003,21701.6136049083,16278.4409881048,29070.8716162906,22426.4691104843
"TG 62_4",1081.25945312114,1081.25945312114,1081.25945312114,2067.9050962259,3896.55084432167,4567.15900552582,2868.67679630882,4347.40300235404
"TG 46_1",13622.674386754,15976.4417074473,20812.672451651,6476.05039304402,2490.8093889003,2726.15351762138,2975.33648175349,1821.37709910414
"TG 40_0",5642.88961301532,8892.25825710858,28612.7618329656,11400.689235685,5060.742726822,2868.67679630882,1644.53154884249,3236.3323336149
"TG 58_1",3424.19677856288,3187.40349825349,5470.57429724871,9250.23511778647,8755.32397202284,7650.31919781937,6692.01843259977,6932.73372785614
"TG 60_0",550.218683648402,830.629705806644,893.925910740501,664.964195031568,664.964195031568,122.617631415061,1144.10739730656,781.688569825783
"CL 78_9",215478.758671877,179588.806763646,196405.97373739,236462.798086906,171723.685831767,145016.709992722,236462.798086906,236462.798086906
"CL 78_3",35667.5435096764,35088.6516005608,41416.8562476669,36354.9159964298,31966.9144735463,27529.3850202183,46023.4676001149,35667.5435096764
"CL 74_5",130880.863713196,110471.618496811,119770.52509178,137437.325029733,162570.298686561,152676.412220418,145016.709992722,145016.709992722
"CL 72_4",23373.314098716,32541.3497288567,28482.514167071,37628.3782584958,29964.1546712459,19549.0215960337,25502.8161411351,26664.9913337597
"CL 68_2",11979.0763139976,25502.8161411351,7195.93766480019,17942.6912581263,11171.9478555076,10241.2889150012,7927.96935576138,9220.82713010208
"CL 68_1",10853.1213565757,9754.61316183831,7058.13048967822,9563.77982648063,6939.99498851855,7927.96935576138,5687.96720897325,3818.10381542193
"CL 74_9",27529.3850202183,22158.3532952268,23373.314098716,29964.1546712459,17302.2458155468,16515.3439193926,24616.4322783122,25062.284156691
"CL 68_3",3266.55563709806,2965.18177246721,5928.85669735992,6939.99498851855,3637.67333924293,4383.59365387204,5292.76506939898,9395.66994899383
"CL 78_4",20746.6150297789,19030.0475696646,24139.7853219615,20746.6150297789,19030.0475696646,20514.1237999657,22384.0875118869,24139.7853219615
"CL 78_0",3732.48207701898,6815.41497814529,5051.1792247438,4508.39218302632,8625.25146929395,3563.60496531518,5051.1792247438,5194.87737512212
"CL 66_3",5051.1792247438,3059.62383423222,3161.69174191271,5292.76506939898,3563.60496531518,1713.03307509823,4700.81622837753,2555.66042200797
"CL 70_5",29964.1546712459,30879.424633017,37031.6151083174,31966.9144735463,27122.9843369021,33659.0022725129,49426.6205339038,42950.0723808611
"CL 78_12",8310.42259335373,4264.78974533633,10075.4593686747,13363.4445679901,4700.81622837753,6486.19124158297,6939.99498851855,5803.66164343117
"CL 80_1",56431.8450899166,137437.325029733,53149.726979024,75321.2745069666,81036.791517283,44959.177637981,68608.4430136956,50346.7914513033
"CL 80_9",6648.90620544533,7639.07739673514,2313.84172956998,11755.0603845064,7639.07739673514,5194.87737512212,6486.19124158297,8110.13279501548
"CL 74_7",82608.8010967724,47956.0388727718,75321.2745069666,85954.383529263,124855.216015847,137437.325029733,179588.806763646,124855.216015847
"CL 82_11",39108.3406714006,30453.768698317,54873.3666745243,56431.8450899166,53149.726979024,40439.0956549891,61872.0374209438,51571.0048469774
"CL 76_2",2098.03097835884,3458.07748400679,1373.23925325051,2965.18177246721,2773.91224205307,549.57330418908,1045.87865918198,549.57330418908
"CL 82_9",5687.96720897325,11381.1307880834,14251.0994921284,11171.9478555076,9220.82713010208,12751.153725333,19030.0475696646,14071.8007986438
