"Lipid","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309"
"CL 66_2",3361.27529169851,4073.49907820477,3563.60496531518,4613.18521493084,13876.793595145,4700.81622837753,2668.09332669709,3161.69174191271
"CL 78_2",1890.33504103927,1568.52055271757,1713.03307509823,2098.03097835884,3161.69174191271,1206.65163036771,1713.03307509823,2182.94380393466
"CL 70_4",1045.87865918198,1045.87865918198,1373.23925325051,3458.07748400679,1568.52055271757,549.57330418908,1890.33504103927,1045.87865918198
"PA 36_1",130880.863713196,215478.758671877,215478.758671877,171723.685831767,103388.286888888,145016.709992722,179588.806763646,236462.798086906
"PA 40_5",19862.4935558531,44959.177637981,40439.0956549891,37031.6151083174,26664.9913337597,37031.6151083174,29964.1546712459,34322.6206274081
"PA 36_2",24139.7853219615,49426.6205339038,38292.5297965228,30879.424633017,19549.0215960337,26313.9159310132,42088.4290996434,53149.726979024
"PA 20_2",11171.9478555076,3818.10381542193,3956.27180614966,6372.29735398687,5803.66164343117,5928.85669735992,4073.49907820477,7499.1073540432
"PA 42_7",8310.42259335373,15931.8586400006,15129.4839237294,11381.1307880834,8441.74201884678,7340.04752523535,11979.0763139976,14793.2707969094
"PA 42_4",19549.0215960337,16208.6130793991,16515.3439193926,18213.9992264873,11028.6904885808,17045.5239896322,15601.5695296592,18807.806355581
"PA 44_1",4700.81622837753,11755.0603845064,6486.19124158297,11171.9478555076,6372.29735398687,5803.66164343117,10673.8243261561,9395.66994899383
"PA 38_4",21811.9030810522,68608.4430136956,44959.177637981,39108.3406714006,31473.6033999022,36354.9159964298,40439.0956549891,46023.4676001149
"PA 40_6",10853.1213565757,24616.4322783122,19549.0215960337,16751.1926686631,14071.8007986438,13180.3502068322,17699.2993023895,17302.2458155468
"PA 38_3",13363.4445679901,41416.8562476669,36354.9159964298,25502.8161411351,26313.9159310132,22158.3532952268,39108.3406714006,54873.3666745243
"PA 34_2",1206.65163036771,3161.69174191271,3361.27529169851,1713.03307509823,1810.10979448577,1810.10979448577,2098.03097835884,845.850645225801
"PA 34_0",549.57330418908,1810.10979448577,1206.65163036771,845.850645225801,2773.91224205307,3956.27180614966,2773.91224205307,2555.66042200797
"PG 36_1",68608.4430136956,43835.9015892823,35088.6516005608,47956.0388727718,54873.3666745243,41416.8562476669,43835.9015892823,49426.6205339038
"PG 36_4",1810.10979448577,4264.78974533633,6648.90620544533,2862.23759150775,7639.07739673514,4884.69233519555,6486.19124158297,2862.23759150775
"PG 34_1",26664.9913337597,26313.9159310132,49426.6205339038,35667.5435096764,23373.314098716,26664.9913337597,35667.5435096764,28482.514167071
"PG 38_6",6372.29735398687,15601.5695296592,8441.74201884678,14251.0994921284,8814.47368964092,9220.82713010208,12969.1129568108,6372.29735398687
"PG 32_0",6486.19124158297,7058.13048967822,4073.49907820477,5687.96720897325,6242.55160387247,8949.7948344467,9220.82713010208,10241.2889150012
"PG 40_7",5051.1792247438,3563.60496531518,4184.69175041108,3266.55563709806,4508.39218302632,3059.62383423222,4508.39218302632,4264.78974533633
"PG 40_8",2668.09332669709,2182.94380393466,1890.33504103927,2773.91224205307,3818.10381542193,4073.49907820477,2965.18177246721,5687.96720897325
"PG 36_3",6939.99498851855,4884.69233519555,3818.10381542193,5928.85669735992,7818.54857559949,2773.91224205307,12751.153725333,6648.90620544533
"PG 38_3",1713.03307509823,2098.03097835884,4884.69233519555,2965.18177246721,5412.02058138438,4184.69175041108,3637.67333924293,4700.81622837753
"PG 36_2",12751.153725333,21811.9030810522,25502.8161411351,12969.1129568108,25062.284156691,21086.8526912281,29420.0550852026,15345.8988513416
"PI 38_3",85954.383529263,106651.16926057,196405.97373739,124855.216015847,327808.334469712,275364.201280237,236462.798086906,275364.201280237
"PI 34_2",17942.6912581263,22384.0875118869,32541.3497288567,21811.9030810522,43835.9015892823,38292.5297965228,41416.8562476669,25502.8161411351
"PI 40_6",18807.806355581,25062.284156691,27529.3850202183,22384.0875118869,57594.0541633889,47956.0388727718,35088.6516005608,28813.3682882116
"PI 38_5",31966.9144735463,40439.0956549891,53149.726979024,42088.4290996434,49426.6205339038,43835.9015892823,51571.0048469774,39108.3406714006
"PI 36_1",22384.0875118869,17507.9758197095,57594.0541633889,29420.0550852026,96225.2597382464,65687.9465094181,58992.9160693775,35088.6516005608
"PI 32_1",9220.82713010208,10853.1213565757,14793.2707969094,8949.7948344467,11979.0763139976,11755.0603845064,12358.2645876077,11561.5719533692
"PI 36_3",12177.1928472267,16515.3439193926,25062.284156691,19030.0475696646,33089.2200165463,28482.514167071,28482.514167071,23789.3965571145
"PI 40_4",15345.8988513416,16751.1926686631,27122.9843369021,16515.3439193926,36354.9159964298,25925.7423747668,25925.7423747668,20223.4292349347
"PI 40_5",11381.1307880834,4508.39218302632,17699.2993023895,9220.82713010208,20514.1237999657,18547.9058154345,10853.1213565757,15129.4839237294
"PI 40_7",2421.56955059548,3266.55563709806,3059.62383423222,3956.27180614966,3458.07748400679,2313.84172956998,4613.18521493084,4508.39218302632
"PS 36_3",25925.7423747668,24139.7853219615,28482.514167071,22158.3532952268,44959.177637981,40439.0956549891,37031.6151083174,44959.177637981
"PS 38_3",60432.4767451606,64671.8126144188,84281.5923130177,67148.1947615569,134159.094371464,105019.728074729,94483.0120144441,87533.427873443
"PS 40_5",64671.8126144188,55652.6058822205,90926.6182541324,50958.8981491404,81822.7963070277,79750.5076498312,62763.8580701816,62763.8580701816
"PS 34_2",14251.0994921284,14793.2707969094,16208.6130793991,12358.2645876077,14251.0994921284,18213.9992264873,15129.4839237294,9220.82713010208
"PS 42_2",101576.582626584,90926.6182541324,157623.35545349,97995.0690512632,225970.778379391,187997.390250518,141227.017511228,157623.35545349
"PS 44_3",11867.068349252,11276.5393217955,10763.4728413659,11658.3161689378,19166.0794080745,20042.9613953939,18078.3452423068,17820.9952802579
"PS 42_8",34322.6206274081,25502.8161411351,47956.0388727718,33659.0022725129,47956.0388727718,47003.7793471147,39753.2669034259,36354.9159964298
"PS 40_4",48691.3297033378,30666.596665667,50958.8981491404,60432.4767451606,46513.6234736148,45491.3226190479,37960.4540275093,40096.1812792075
"PS 44_2",9479.72488773723,9862.33220943195,8719.86257946743,9479.72488773723,10158.374141838,12078.1345806121,7728.81298616731,12860.1333410719
"PS 38_6",5292.76506939898,6071.79522141724,7639.07739673514,4184.69175041108,3732.48207701898,4781.57060390132,5561.4229882619,7058.13048967822
"PS 44_12",9093.87970856546,12592.5251171284,14071.8007986438,8625.25146929395,7340.04752523535,9970.05125702558,12177.1928472267,8310.42259335373
"PS 42_4",71847.2357963691,58293.4851163832,60432.4767451606,57012.9496266528,22271.2204035569,22859.6191894775,54011.5468267742,33374.1111445296
"PS 38_2",45491.3226190479,46513.6234736148,46513.6234736148,46513.6234736148,40927.975951328,32254.1321012015,49886.7059926036,41752.6426736551
"PS 40_7",15931.8586400006,21446.4485969016,23035.2848964181,26664.9913337597,20223.4292349347,19302.1112464844,17507.9758197095,20746.6150297789
"PS 36_4",5803.66164343117,5292.76506939898,6815.41497814529,549.57330418908,8110.13279501548,7058.13048967822,11028.6904885808,3563.60496531518
"PS 38_5",16751.1926686631,19862.4935558531,12177.1928472267,11979.0763139976,11171.9478555076,20746.6150297789,7499.1073540432,12177.1928472267
"PS 42_1",4383.59365387204,8310.42259335373,13569.784100171,3161.69174191271,24616.4322783122,17507.9758197095,9563.77982648063,13363.4445679901
"PS 44_11",6815.41497814529,8110.13279501548,7499.1073540432,7499.1073540432,6648.90620544533,6939.99498851855,10448.3722544323,10075.4593686747
"PS 34_1",54873.3666745243,31966.9144735463,65687.9465094181,28813.3682882116,124855.216015847,53149.726979024,36354.9159964298,57594.0541633889
"PS 36_1",17302.2458155468,22683.9534825369,22158.3532952268,17045.5239896322,23789.3965571145,29964.1546712459,75321.2745069666,11979.0763139976
