Lipid	Adduct	RT	Class	CV	Ctrl_BKS_2202	Ctrl_BKS_2203	Ctrl_BKS_2206	Ctrl_BKS_2211	HF_BKS_2214	HF_BKS_2216	HF_BKS_2217	HF_BKS_2218	Ctrl_BKS_db._2225	Ctrl_BKS_db._2226	Ctrl_BKS_db._2227	Ctrl_BKS_db._2231	HF_BKS_db._2239	HF_BKS_db._2241	HF_BKS_db._2242	HF_BKS_db._2243	Ctrl_BL6_2249	Ctrl_BL6_2250	Ctrl_BL6_2251	Ctrl_BL6_2252	HF_BL6_2260	HF_BL6_2261	HF_BL6_2262	HF_BL6_2266	Ctrl_BL6_db._2273	Ctrl_BL6_db._2274	Ctrl_BL6_db._2275	Ctrl_BL6_db._2279	HF_BL6_db._2286	HF_BL6_db._2287	HF_BL6_db._2288	HF_BL6_db._2289	Ctrl_BTBR_2292	Ctrl_BTBR_2293	Ctrl_BTBR_2297	Ctrl_BTBR_2298	HF_BTBR_2306	HF_BTBR_2307	HF_BTBR_2308	HF_BTBR_2309	Ctrl_BTBR_ob._2316	Ctrl_BTBR_ob._2317	Ctrl_BTBR_ob._2318	Ctrl_BTBR_ob._2320	HF_BTBR_ob._2329	HF_BTBR_ob._2331	HF_BTBR_ob._2333	HF_BTBR_ob._2334
plasmenyl-PE 38:3	 [M+H]+	7.43	plasmenyl-PE	3.09	527166.6705	397669.1571	697361.7313	285110.477	907651.5181	763885.3128	862272.4441	649572.1486	691767.4486	372784.2348	776500.7589	757039.7388	258285.9034	711118.2834	500418.7452	781178.6305	373718.8705	713889.8226	585382.1364	806673.1531	315682.2702	793066.9389	727028.8813	443357.1534	520399.6745	371197.5385	357653.7055	363176.5154	670277.3227	473642.6939	294983.8777	519687.9346	853461.0532	367951.2157	654339.0049	201567.3694	708316.6582	836607.3937	832927.4035	333091.8772	388624.6203	395497.3824	262009.3162	204596.6805	582107.2948	801973.301	820475.9161	555161.0457
PC 36:1	 [M+H]+	7.25	PC	3.11	35860154.55	38748070.03	30797401.03	27960838.15	32049892.12	31250330.09	18053852.51	31862729.94	31011493.59	42345869	30245623.44	31937823.95	10402171.14	22304355.55	22902621.4	36977663.38	41097393.34	43572114.11	42095783.57	31770742.84	27776284.01	32305752	36806861.73	46822902.65	35896809.64	49044504.89	43289365.01	55812901.22	30460311.85	30672890.33	23057547.35	34726951.12	42062792.44	71394519.98	47290942.84	40534363.92	42039774.81	31782856.1	28641370.53	57718962.48	34751892.51	61544765.49	41536573.06	45301258.74	24458179.52	29079308.47	27634889.51	28085043.85
PC 36:5	 [M+Na]+	5.47	PC	3.16	439612.6865	512777.7904	502362.3161	235622.6926	288142.5451	342734.4648	703388.404	453087.8512	382214.7495	555244.9506	396959.9312	474298.1592	46273.9123	570798.8227	367130.0072	331999.8612	695077.0957	620174.0269	627199.6872	744739.9331	347864.5752	410746.6392	252288.1149	345345.6392	509360.9779	689266.3547	60893.50183	278928.7066	712267.0759	420986.3029	593583.333	226704.7913	361537.05	317552.5123	262111.5572	420872.9239	209072.2058	514098.6064	455111.5267	312240.7345	369808.251	294004.1235	208720.0252	313412.4476	140065.2984	246413.4679	124881.2173	195939.5442
PE 38:5	 [M+H]+	6.51	PE	3.16	16646636.88	20975659.48	12312796.61	16231693.22	12779390.86	12293554.05	7437171.116	18761333.55	15789158.84	18001274.46	12508722.37	12269540.18	10983880.74	10026944.37	12569701.39	19010315.22	15289396.66	16934875.85	15019453.84	12617337.15	16185919.19	15080537.86	17849298.57	23636141.63	11405585.38	16879278.45	19423944.97	12839000.04	12596860.14	13870769.43	14193156.3	21103937.78	20353699.28	23665383.01	21674512.41	18682682.6	30416008.5	19772233.79	18328536.24	19675549.44	19512754.3	19839433.77	13542660.65	15292175.87	13167833.67	14691611.81	14811756.87	15305677.97
lysoPC 18:2	 [M+H]+	1.28	lysoPC	3.19	6135379.076	7293332.766	6119156.635	2746050.455	3634231.055	6769803.612	9255364.472	5221601.261	4833039.149	11179760.42	5703949.386	4727717.404	981130.9269	5098167.616	5922314.832	5182694.498	7483001.99	6646222.764	7332731.144	5381576.292	3815851.948	6767905.873	3411489.636	8070152.2	9196401.891	8577295.213	3073958.73	6376125.085	6294919.771	6492785.13	7720262.991	3908161.705	4833877.2	5873228.499	5217899.426	4552342.437	4117076.476	3913069.654	4890734.731	6913803.207	3505579.116	6662822.696	4100352.134	4604128.502	4014250.483	3763759.797	8489198.423	5181546.149
PE 39:4	 [M+H]+	7.22	PE	3.2	821315.9042	1085711.159	1301268.363	735432.3488	1060219.852	600587.1424	1096036.494	902260.3548	1220976.412	1362368.181	1429355.011	1280361.864	666997.5359	937250.8938	867956.3441	1260670.701	667873.099	819641.8705	783884.0401	1187437.181	677682.2386	472006.7375	396896.8277	803412.3835	746101.1094	1319874.985	370571.2046	427543.1394	1236847.605	1127122.897	1192446.014	807930.2767	865096.8239	500784.0504	622588.6316	735538.3771	1276462.327	1400716.776	718844.3719	449630.6644	1119168.344	506752.8236	406827.5684	419635.5813	591787.8343	972239.3654	956005.5225	595658.0831
MG 16:0	 [M+NH4]+	2.78	MG	3.22	40990.85152	41369.93869	19156.74014	14783.26689	13523.64811	41553.66116	71395.25787	28313.80495	26947.23285	43199.28846	25941.54001	24818.24229	8972.586194	35058.67016	35942.37929	29248.68048	40510.46931	45321.78924	43130.54406	44929.25929	41728.41303	77823.75043	34343.87295	54645.8471	37856.77155	39378.04357	26864.08783	51777.04046	29498.79427	39877.15671	43928.39319	27655.66037	40906.43339	33793.69713	32094.74791	29061.87097	57210.59021	24627.85451	24818.64976	39680.7852	53142.04557	36945.29795	25751.85319	26608.96845	27999.4407	45259.95544	77730.5806	34340.06851
SM 32:1	 [M]+	5.12	SM	3.23	467199.2	389237.6156	232525.8837	196785.5067	246440.6317	517787.1443	439651.2168	453719.0773	221279.3919	328077.3271	207540.4866	223706.0535	49607.40406	339154.1761	198842.28	248381.435	573969.8682	490399.5905	345291.0453	419699.0638	235743.8413	283682.6909	260019.2324	319972.632	300353.8962	352344.2825	197510.0716	260174.2804	300186.7015	198216.5541	145704.2886	145236.9334	525939.2043	601529.6295	361594.1317	399404.1447	287355.4611	380105.2796	386686.1357	406415.0133	417743.362	415288.6139	204588.7709	249741.1621	142281.1114	269596.9489	288346.1021	261338.0856
PC 38:7	 [M+H]+	5.58	PC	3.24	25950872.71	32534848.35	20767805.63	18775749.75	9571646.138	7878600.607	10246445.13	19806715.98	21983498.13	30295100.55	16811939.35	23963206.07	3992425.224	14815055.98	11740108.09	18024842.41	33214888	33225330.55	32813839.93	24896832.86	17838826.74	18697289.29	19925430.46	21745580.26	20132456.28	36454407.29	6149081.877	28112847.34	16982854.03	7272835.859	10272030.34	13354167.94	27782334.88	37754199.04	25125829.45	26264520.71	11835792.33	11904401.7	11918386	25959387.53	15247129.91	27952911.44	17169026.22	23508519.93	6307499.317	8666982.991	8017072.488	9190233.841
PE 34:3	 [M+Na]+	5.62	PE	3.25	446476.899	371973.5475	346943.7492	289523.7671	106034.8187	271041.2869	396916.2156	275759.612	356689.5926	336556.9202	377810.2381	356610.4038	42074.23262	264498.6487	182630.3752	199207.7671	268011.5757	381524.2464	270029.4862	334834.9119	105344.4672	150237.3044	142775.7232	116723.5393	210771.1233	350867.8664	143363.3785	154383.0655	212602.6956	176915.3386	140093.723	88034.33873	175763.7986	149171.4324	253656.7665	177956.3975	50757.10607	99114.8683	106381.9763	187531.314	103826.7413	111519.4294	120095.6635	113908.0222	36561.23925	76063.08174	73558.33366	84932.89649
DG 38:4	 [M+NH4]+	7.79	DG	3.28	1910164.391	2687537.07	2589346.463	1654410.363	3413145.246	4861345.822	3680765.589	2758496.032	2194927.531	3055637.549	2494803.813	1672273.051	1496979.353	3910168.919	3950306.092	4404796.322	5433319.835	4257584.44	3634343.412	3615765.981	6138132.314	6217844.246	4920331.347	9822995.183	3843258.905	3027925.507	2389652.474	4807768.797	4715436.868	3814050.11	3782002.023	5569726.777	2763543.117	3637411.937	2499390.232	2163021.147	4491732.921	4873256.792	5453809.547	2621513.801	6289410.54	3288537.908	1840021.686	2574341.088	3576536.714	5505523.547	7098111.491	3574409.365
PE 34:1	 [M+H]+	6.83	PE	3.28	548887.8581	990640.7458	471356.4542	529967.8605	383703.3043	392910.3295	656621.2006	418477.164	634444.553	582764.997	784733.0399	514915.4857	106526.3134	362703.772	367545.9373	350715.2369	507170.6626	565862.5365	532604.0247	434695.8749	223298.5987	254003.7646	243633.7784	230803.9232	442268.071	722955.3798	987232.8997	284759.264	417743.0613	357181.6818	337324.4364	122750.3566	419769.4948	534565.1326	433467.72	293256.8598	385158.8464	389787.7367	263462.4053	469173.374	363082.0648	411267.0267	341961.4287	245649.3107	112487.0526	277803.9755	329480.1531	213969.2955
SM 43:1	 [M]+	8.46	SM	3.28	546742.3304	486585.0569	454484.8797	284333.3822	340658.3665	906820.9491	1231605.197	708854.8553	369570.3435	524328.7867	638232.7272	521091.2603	107619.2337	997810.8203	709395.3756	641527.4121	425981.1631	616219.6331	466424.8361	635681.4995	408742.6107	510366.5728	330581.5807	501520.5698	577835.006	775854.2654	332029.041	378286.9021	879987.6088	565531.1738	363578.6155	215835.3099	881546.4274	911454.7279	734583.2157	982396.1735	756919.1466	1340161.115	818078.3228	591114.8774	1603841.894	769087.0495	616841.8729	624550.9417	415582.4016	1232851.5	1377260.774	631044.792
lysoPE 22:6	 [M+H]+	1.32	lysoPE	3.29	1074289.453	1177427.559	815436.5132	458339.807	769826.2503	637993.544	1419489.51	847835.7992	904954.682	1332299.172	852311.3314	427724.5811	130582.8093	849810.7573	965233.9681	694141.4496	1895476.716	1240273.841	948852.3526	861730.5725	810474.5921	1187790.502	585047.4221	1096018.589	894824.4794	684802.8502	886121.6049	499777.9091	469801.8327	548065.0733	605500.7997	405185.7032	746963.9812	752652.9861	744621.5821	706778.9964	864566.2257	753014.0212	786082.7662	1147868.717	657545.3866	647514.5859	527837.4171	443311.5596	555125.7221	648600.925	1161672.932	735705.0014
plasmenyl-PC 18:0	 [M+Na]+	1.81	plasmenyl-PC	3.29	1063541.284	1027033.439	846984.3716	446166.723	299735.8229	770127.7496	1674149.231	508523.241	698285.451	992903.9963	832327.9861	488295.5921	70362.21484	770390.6284	891772.9806	361810.13	1849404.196	1322604.113	1395802.124	1155426.994	652099.8795	1245951.931	323253.4894	691508.1407	1167776.323	611550.804	579190.3455	906746.2143	532865.4769	445126.7857	456486.9717	227324.0183	503302.6385	420390.3276	479226.2525	594270.4835	298317.8915	233958.6647	387383.831	853367.2766	262744.5956	538908.0692	627013.1021	496665.9163	532434.2013	372451.1081	869305.5513	699071.2087
PE 40:4	 [M+H]+	7.51	PE	3.33	2454285.964	2962890.839	3418063.712	1302997.764	2223464.277	2466342.418	3649266.292	2556457.061	2327313.483	2861125.948	3157928.688	3149087.209	888218.6017	2969671.034	2782381.04	2638183.849	2292687.765	2529573.306	2162169.532	2382842.103	1886794.605	2279860.836	1885345.355	2136538.927	2251760.125	2724345.714	931403.3316	1539761.526	4068880.414	3762456.14	3105052.212	2227139.883	1965762.048	1320856.946	1775380.731	1141402.142	2205160.569	4272486.255	2686014.74	1374701.262	2847902.576	1259348.411	773920.0902	912291.699	1615536.189	2947537.967	3827202.956	1786326.308
plasmenyl-PE 40:4	 [M+H]+	7.72	plasmenyl-PE	3.35	677264.9903	922642.6884	510274.7364	574346.6669	937373.5395	1038190.447	707065.4211	1005343.694	541942.7223	700172.5027	488587.1065	626377.1453	300823.7903	633257.3783	643617.2706	1013263.123	767301.8884	645357.3895	645080.0053	542172.7235	948621.2186	807683.9103	997611.7093	1423046.479	678459.934	750207.5531	522856.4608	935480.3494	799102.3334	762343.4395	718989.8413	1103678.351	722533.8385	1174211.74	685602.3071	535811.6845	1077994.149	675785.8639	751153.5792	707006.0108	1108503.365	861264.975	532284.699	769223.033	634855.7891	953133.3931	915627.6372	829142.6227
PC 39:4	 [M+H]+	7.07	PC	3.38	1413049.648	1850998.997	1133164.527	990706.1653	1175736.632	1078892.336	1208599.085	1524822.172	1795153.617	2446625.501	1449305.799	1462503.929	948632.1907	1163042.966	1253450.641	2423445.118	1342273.464	1662402.088	1455741.7	1700314.31	1911963.299	1693151.956	1412531.496	2604262.303	1116055.869	2018528.17	1306216.544	928047.0817	2601482.499	2314760.991	1741456.922	2695911.423	2443021.854	2423981.483	1759004.421	1897931.356	3690821.481	2266233.327	1628070.532	1671959.946	3289703.598	1975602.468	1182559.769	1506068.161	1724176.625	2563138.66	1988550.58	1730724.728
SM 42:2	 [M]+	7.69	SM	3.38	25809098.9	28891274.88	16425672.27	19542191.62	20708747.68	25699231.3	10755557.91	22381087.63	19580036.45	20365683.47	17502337.85	15946635.08	4426416.592	12063350.04	10959937.27	17206494.6	22442032.95	22090812.47	19811719.6	19377954.52	16710359.2	18370010.68	20656392.99	20006578.33	20201817.91	24599465.29	32376018.23	20470196.03	12751581.3	9460693.395	8978379.774	14528982.12	24731965.37	36446109.6	22660663.25	23084201.78	19751117.44	9209827.694	14309580.28	26316615.51	19433767.37	25725116.64	18125585.11	22228235.45	12101219.55	15960909.78	9323910.787	14640574.37
PS 36:4	 [M+H]+	5.33	PS	3.41	1019714.056	1144329.545	547128.281	319822.1028	609028.8569	564043.5836	887934.3793	358740.9706	1115408.358	1032759.424	862154.3171	804881.6789	204924.3384	1382737.648	664939.1525	337587.896	857561.204	919395.5486	808556.1523	1110431.981	498137.9175	745711.9534	280582.348	642307.3021	789568.4449	1227529.734	378494.8163	508026.6095	870413.7855	521691.0537	627386.3218	264074.9119	757971.1542	813776.353	534865.4865	726882.7116	588434.6502	1277283.45	761712.7282	593311.8016	646870.4898	639160.5334	499187.8299	383617.3136	320994.4643	560804.9044	689392.3415	459587.7881
PC 39:6	 [M+H]+	6.43	PC	3.42	438077.2421	571680.0465	599337.5084	454079.5323	1898665.022	980570.2256	983499.7125	1437691.727	660695.7715	731034.7001	599209.0643	447238.803	1074621.812	915431.7136	1150124.951	2084405.644	508098.1068	622246.3607	689836.344	844322.8411	1278487.097	1023793.429	837503.0658	1901318.132	575835.4319	557892.7075	309933.9359	522529.8954	958061.468	1076822.795	1169644.298	1363385.017	858795.9441	1017831.807	620058.9827	752678.4453	2801483.84	1577068.703	1173090.502	647187.2504	1925710.816	863786.746	648278.278	871436.5006	1103445.724	1579849.014	1078245.944	1093122.119
SM 36:2	 [M]+	5.99	SM	3.43	196140.6966	193951.3262	199551.1127	166148.3854	645939.3011	1334324.606	663912.5296	823517.303	142217.6446	120122.8536	173468.4304	188293.552	139244.267	493964.0777	346054.2143	397618.3446	227648.3861	138252.9391	155531.0674	266131.6514	266777.5845	363367.4736	380460.7619	325975.0359	126173.5656	116932.518	284106.893	113061.5813	294029.9741	235445.1451	206849.9425	188343.8155	239683.5419	302463.5347	190584.3679	245149.1404	428870.184	631312.7152	519450.0546	200412.2116	557396.9423	191816.4441	119796.5696	126370.4096	186213.9915	371887.1606	438535.1658	290918.923
SM 43:2	 [M]+	7.96	SM	3.5	298060.6397	264251.1831	304628.6007	259068.1192	367996.0013	677820.8107	474405.6981	520561.0773	197265.8197	164115.9748	336273.8304	251897.3728	216823.0958	366600.1787	271359.1354	232723.0597	165018.0885	200447.4946	192857.4473	365458.2195	144557.6062	161304.3778	113380.5557	121610.975	245125.2696	272129.347	342297.7338	130245.8988	241494.6904	163924.8485	188789.7611	92030.60288	255479.8994	200057.0454	287826.138	354584.7212	282970.9034	461431.9579	350586.3133	176760.0399	410595.8673	198721.8204	184651.3957	201756.0949	171592.8978	319206.7241	245506.1784	197352.707
DG 35:3	 [M+NH4]+	7.41	DG	3.61	394058.5771	371896.6765	332806.7585	251532.4238	174460.4142	221800.3529	213590.1164	260482.7535	463086.649	573352.1125	356941.3973	212048.8059	125395.6933	557509.148	644214.1825	461845.9749	538781.651	555816.1551	451298.3644	502905.7918	524642.1038	629673.1567	420484.3424	865614.1386	351359.7841	309040.1407	198733.5422	305852.0808	184998.7002	292208.0255	363272.6917	531110.7324	300445.4278	275684.3578	297650.6873	286695.6076	226289.0376	175600.8429	140592.154	275324.3399	290916.9437	233410.5687	251512.6608	371872.8105	306403.0485	262956.0459	308928.0487	377007.8974
PC 36:6	 [M+H]+	5.28	PC	3.62	4208766.316	4952256.188	2348653.236	2033273.849	1199745.03	1320152.584	1590486.845	2126691.699	3187099.495	4822907.7	2280527.551	3383270.73	280569.6352	2005617.264	1324552.706	1428381.531	4884674.635	4668786.352	4650636.717	3666717.717	2074462.439	2025401.358	1790576.012	2897589.367	3709065.949	6386483.895	928820.8013	3952895.418	2410228.421	1929976.164	1288366.989	1738725.685	3515835.964	5296880.42	3060365.324	3449026.948	1203653.787	1441514.03	1535670.733	3507802.319	1270049.988	3501976.911	2408240.103	2935490.074	552051.7552	736961.7455	830687.781	902420.6075
PC 35:1	 [M+H]+	7.04	PC	3.65	905355.4073	837184.2001	1068977.835	869192.8584	921060.3244	1164110.733	1374036.895	879862.8432	1261255.06	1159448.566	1223467.789	1111018.382	486071.3794	1245790.951	1014954.505	1217420.317	846700.0746	1023632.11	1136340.161	1137603.607	861473.815	928515.8317	774171.1624	716215.9224	1278740.016	1528149.463	950182.2433	1045164.844	998059.6886	822074.3747	965431.478	590987.3307	1035981.946	1171552.787	984295.7867	1077322.047	816374.0796	1023611.656	609830.9737	880523.4434	985347.7849	1207718.451	1353143.874	1056022.655	713212.3787	985590.5105	962459.9335	763397.2035
PC 32:2	 [M+H]+	5.52	PC	3.66	10028338.71	11258906.87	9095845.023	4948825.058	3900143.52	6818223.487	4684447.141	5372598.197	8537664.105	10790734.95	6909598.711	7954974.299	851646.5039	4131491.906	3671306.025	5340220.155	6458436.138	7684390.06	7018451.166	5082608.85	2586548.491	3007408.118	2750908.327	4628125.303	6041725.479	16473828.89	2795895.61	6403512.564	4692390.166	3757092.687	4566134.452	2907735.838	5094208.587	6651830.962	6937185.336	5137443.798	2440427.602	2761629.141	2992816.762	4679680.444	2821431.345	6247923.254	3676234.699	3526517.2	1281990.159	2255204.61	3184253.165	2170902.927
plasmenyl-PE 36:4	 [M+H]+	6.66	plasmenyl-PE	3.7	673513.1138	940486.965	471766.7779	562849.0071	915556.999	863654.0084	426916.5841	668026.872	649018.7331	729546.9954	562891.6653	653193.9626	505510.9944	461375.6667	436575.3624	698261.6106	633510.576	619360.0323	555928.4791	622210.149	689054.367	783381.9388	815813.5655	855038.7954	520673.0944	634813.6425	643304.2293	558733.973	615937.4665	609257.8607	575624.5293	954553.0992	650283.7559	933888.7817	646364.347	606323.9133	884734.293	618774.961	750307.5372	604822.9409	733972.9871	596921.8815	476137.38	501500.8173	527607.7213	576844.5047	519231.3234	629187.6887
lysoPC 20:3	 [M+H]+	1.49	lysoPC	3.75	696199.7026	659664.4773	286682.8074	258380.1079	179946.7324	332019.1102	598544.8444	569112.5139	531104.9388	1236866.822	557270.0871	425786.3693	22869.40195	273549.0049	381573.7748	211831.8361	2208858.871	1219344.734	1555861.533	685673.3343	718417.7108	1112592.922	599200.3946	1502279.582	1552112.819	1286215.59	538050.3423	1764943.982	565018.5919	641523.5832	824818.7012	539508.0888	819089.7722	1250728.28	851354.7847	879657.2882	590897.4863	324321.2441	417177.2494	2219277.535	352294.2319	1687352.992	1119875.2	990168.6431	469316.3884	303669.6123	637477.3343	588786.8129
PC 39:5	 [M+H]+	7.63	PC	3.82	241849.4511	276884.4946	190409.8892	122503.0002	97854.13796	217671.627	231480.9108	194588.5515	183881.7123	389694.0818	231890.9821	251613.4808	24663.16754	185126.7014	145225.0937	212616.3857	300867.2869	213013.8312	189889.8775	246299.204	190062.4736	232346.0149	172269.0151	322276.6297	210594.9061	313424.1972	136803.4462	256132.4788	324394.9528	213402.6896	161688.144	162324.3594	290185.336	292149.025	203705.7037	150542.2078	292728.2416	247084.0656	310496.0206	267474.5449	244359.9857	262536.3015	141158.4956	156952.4492	174062.5844	384244.7152	379964.1941	188825.1866
PC 42:8	 [M+H]+	6.39	PC	3.87	121332.7064	147935.7167	40033.32722	92773.46385	78950.00927	108604.3925	121514.5595	121539.2756	79703.19444	100470.2182	90478.74956	74893.93789	56453.17575	70862.70135	81151.43851	68353.27557	148012.7718	115392.6194	165318.488	124244.4427	120401.9756	141427.1316	101580.3485	125197.3115	106262.8233	140479.8767	54841.32196	108059.6653	211967.1701	149641.2571	84496.37803	79638.91553	228117.5544	231293.8875	118915.08	177781.282	199292.1706	165697.3863	204097.9323	207660.2787	153227.7011	165725.9627	159323.9135	131026.8047	115716.5123	169617.5031	142678.7608	131712.6246
PC 38:1	 [M+H]+	7.85	PC	3.88	783668.4709	1002985.188	769694.4469	413315.0307	398044.0146	979131.8837	1078383.217	734746.5911	935289.6023	2072626.833	1426487.477	1202879.1	158859.018	704317.7338	551490.2253	936540.6099	2562922.903	1912768.886	1842533.765	1094283.664	739592.7893	953974.9383	720266.9612	1374646.681	2080461.749	2448480.561	469997.787	3297284.685	2367294.243	1466394.004	941872.1682	1002791.496	1766816.473	2722743.988	960737.2284	892724.0587	889469.9201	889113.6105	806685.5302	2476034.299	959515.5376	3085174.037	1072813.157	1424927.451	802744.1145	1187221.317	1683652.118	868995.2747
