Lipid	Adduct	RT	Class	CV	Ctrl_BKS_2202	Ctrl_BKS_2203	Ctrl_BKS_2206	Ctrl_BKS_2211	HF_BKS_2214	HF_BKS_2216	HF_BKS_2217	HF_BKS_2218	Ctrl_BKS_db._2225	Ctrl_BKS_db._2226	Ctrl_BKS_db._2227	Ctrl_BKS_db._2231	HF_BKS_db._2239	HF_BKS_db._2241	HF_BKS_db._2242	HF_BKS_db._2243	Ctrl_BL6_2249	Ctrl_BL6_2250	Ctrl_BL6_2251	Ctrl_BL6_2252	HF_BL6_2260	HF_BL6_2261	HF_BL6_2262	HF_BL6_2266	Ctrl_BL6_db._2273	Ctrl_BL6_db._2274	Ctrl_BL6_db._2275	Ctrl_BL6_db._2279	HF_BL6_db._2286	HF_BL6_db._2287	HF_BL6_db._2288	HF_BL6_db._2289	Ctrl_BTBR_2292	Ctrl_BTBR_2293	Ctrl_BTBR_2297	Ctrl_BTBR_2298	HF_BTBR_2306	HF_BTBR_2307	HF_BTBR_2308	HF_BTBR_2309	Ctrl_BTBR_ob._2316	Ctrl_BTBR_ob._2317	Ctrl_BTBR_ob._2318	Ctrl_BTBR_ob._2320	HF_BTBR_ob._2329	HF_BTBR_ob._2331	HF_BTBR_ob._2333	HF_BTBR_ob._2334
DG 40:7	 [M+NH4]+	7.47	DG	4.86	2685749.606	3710082.785	4519015.834	1829626.81	2662932.796	3494637.417	2553651.315	4934926.633	2125344.839	4213406.617	3141857.529	1201574.412	1082774.069	4591016.257	8510149.769	7538386.637	11103952.06	8741872.272	7523132.531	8315917.242	14760344.28	13247993.94	11592434.47	28147539.13	6855871.797	4290937.228	3266355.611	9732247.08	3743270.907	4121472.033	5546169.467	14489746.15	4078770.956	6119230.746	1995305.336	2289071.819	8377870.831	4432702.602	3682616.884	3531975.691	11475194.16	4168535.867	2175640.237	3851447.788	4417505.038	5787513.343	11359535.37	5955103.817
SM 33:1	 [M]+	5.45	SM	4.86	1536096.053	1507652.29	773335.9238	677658.5152	1723598.637	3177506.755	1966039.023	2183271.734	947048.0491	1193379.158	944535.3581	955044.2762	355130.1633	2092239.972	1437428.158	1777087.092	1385145.483	1372874.006	1079547.21	1579605.643	1329836.68	1642229.433	1277956.065	2066470.759	828633.0431	1086844.875	536836.2953	887049.08	1637012.27	1107611.047	745828.354	670157.0609	1622994.361	2024205.042	1177895.109	1421861.024	1871536.372	2214127.783	1688863.431	1299660.329	2364313.519	1405361.074	779293.7626	944944.6618	927435.7735	1922802.752	1563945.662	1309585.931
PC 42:11	 [M+H]+	5.3	PC	4.89	155607.1731	198007.4787	71218.8595	48268.16041	39145.08659	94362.72762	202301.862	84173.17064	142906.6232	385303.9473	110048.4631	157720.5558	14866.14004	106585.5278	71171.22122	58533.19669	208076.8019	178649.7322	237843.6285	247361.2883	74083.25998	97653.14077	48725.17802	135073.7294	256107.7177	392394.8175	41549.64028	255407.546	268945.5058	142538.72	95928.59773	50979.10415	370192.7723	490555.7706	159410.6981	239473.8139	99907.21531	141524.1948	158045.3305	582654.9029	135386.1307	667765.3939	284395.0496	432669.2871	78768.00785	111567.752	140846.5526	84936.30042
SM 34:0	 [M]+	6.09	SM	4.92	515981.8978	572317.1999	549906.9713	479617.9793	981745.3277	1651532	650337.7689	643308.6992	494400.3515	436948.397	556756.7484	409384.773	366021.6916	588493.5193	555331.9015	621824.2962	563847.915	503488.5132	513745.7853	655307.9205	642154.688	668979.2286	733466.8338	963441.6343	323397.4113	605284.7277	857664.0393	497046.2803	449069.6598	583902.7537	508892.1865	473342.4197	738589.8425	672840.228	570155.8583	523919.6361	775550.4988	969673.3865	1241385.832	780973.8544	643197.6432	750910.4416	607587.0399	514206.1354	614771.5903	932457.0202	688193.062	565865.6248
TG 46:2	 [M+NH4]+	9.83	TG	4.92	1564367.629	1049819.292	4307309.388	1550093.291	1516225.521	2652277.314	501316.9802	631253.514	1546373.838	1658028.637	1190864.789	1726317.971	257205.8035	707206.1026	734132.013	1243138.716	3484555.866	2208656.739	2391191.853	982269.8348	803130.8876	808781.7606	1510994.147	1160809.64	1416444.505	2890717.92	3344773.226	3883790.387	474659.6358	688862.0707	623824.561	699053.0759	2109802.596	9819830.245	6125049.135	3650788.264	333236.7602	434441.9806	340921.5545	6221404.114	604330.0597	4798484.64	5895771.738	5646561.152	196735.1214	351600.5412	644773.6365	523102.649
PE 38:1	 [M+H]+	7.9	PE	4.94	162575.2848	182068.4518	214072.6895	84912.95445	110482.3743	122989.0379	126983.358	174315.3029	154953.6623	262929.4335	227114.631	148481.7533	49140.59313	285884.9669	295460.3894	387864.3675	391671.3025	416621.1047	373767.4806	221537.8028	345762.6643	403881.9037	409911.3647	650781.5205	263532.9182	320962.759	221949.7679	382653.4381	357561.8968	489756.1022	285016.0834	625889.7098	334516.8398	808287.0429	354201.753	247170.7866	456080.6003	462419.5405	306795.5942	400843.1033	747428.4087	478012.6108	256934.6095	288460.7101	298114.4884	506029.7678	727819.5653	434208.5928
PC 42:3	 [M+H]+	8.1	PC	4.95	85370.22621	88702.08581	82606.04479	55694.95313	43080.20733	50998.15894	75542.18911	44652.40891	97899.94915	138300.505	122361.1029	111028.9678	24165.38651	75938.73034	62867.89099	77315.51581	135588.8224	127063.8073	101775.3785	102551.2337	88061.41112	133442.4106	82602.40362	69526.44353	115496.2929	133385.8049	100944.8166	128220.2399	161321.6683	125405.2661	118652.1352	101523.5288	76380.22507	127992.0395	60348.47869	65902.50954	39940.32052	55084.55322	54766.99274	62379.25545	54473.57029	119351.2987	74309.85942	71782.71277	68791.15728	60506.52538	103968.7037	59550.51448
TG 62:12	 [M+NH4]+	10.1	TG	4.96	45962.78922	47966.9318	100893.8055	41700.95421	66371.7351	107778.3617	58963.93832	249822.8778	22270.4879	67042.19545	61893.41412	25396.20715	128368.8959	184023.1828	198931.5826	307176.993	70049.50627	111521.5012	98242.64554	121734.7999	232745.9592	278706.6045	248845.623	162300.3643	136532.4936	79142.07445	88052.68527	77631.00535	179425.39	184792.4849	115240.0747	248246.0755	74711.61572	68237.21837	34596.0251	39731.04013	506799.2358	368001.6944	379539.2668	36542.88334	697215.3443	26660.84715	27332.27632	49078.46718	278017.6115	350951.6344	559579.41	406778.6046
PE 40:8	 [M+H]+	5.98	PE	4.97	1229258.069	1409656.923	1575846.071	1344469.677	1107761.348	1206234.259	1383934.425	1771995.879	1043228.168	1078671.305	1119129.189	1105807.961	997750.5195	1280752.176	1529275.46	1655488.386	1007626.971	1003552.892	1039392.645	1259036.282	1088491.68	1358915.657	1486624.787	1351628.553	905363.9508	819489.6422	863086.2926	827511.7316	1093365.28	1050072.783	1024264.304	1163958.547	1330603.608	1275935.676	1234093.652	1230598.274	1520238.975	1411339.362	1597554.257	1240600.902	1817008.69	1041695.058	931263.498	1020955.075	1328218.092	1548040.122	1552791.673	1251271.622
SM 38:0	 [M]+	7.39	SM	4.97	441233.0542	447698.7955	545462.055	216267.5039	472161.4795	1993327.323	704687.9595	676754.1978	267902.4207	460434.6771	301151.7221	326762.9154	124363.7141	648471.7404	655022.5076	882122.2569	414485.3015	391805.4957	325410.5142	524272.0018	442470.0608	540317.4088	454260.9531	661489.5325	258323.12	284448.8145	112345.5616	219793.9608	450533.7001	395797.7571	358244.3986	242632.7486	406097.6249	418544.3355	276665.6839	248191.2233	604652.2278	616714.3855	1534900.615	319269.519	569289.0856	348681.0482	183655.9147	209749.8549	292269.1491	752803.2613	697843.4098	369050.6759
DG 40:8	 [M+NH4]+	7.12	DG	4.98	847042.6265	1133432.297	1224497.269	501663.7371	1188734.431	1840907.716	1243581.473	1984257.79	545587.9317	1340504.275	872208.3626	288175.8878	315271.1285	1564684.013	2174527.368	2366001.837	1596318.908	1858050.665	1406096.661	1902172.933	2276433.444	3431633.336	1203967.524	10582148.78	1438710.583	797901.0412	393201.7559	924530.2888	1019093.003	955968.2811	2049593.788	2811558.843	580340.428	660309.8894	208914.5248	249333.1491	2698775.928	1138046.179	1550719.289	389186.3051	1801614.529	379861.5805	160900.1983	352077.1251	1404645.476	1922087.695	3266832.121	1342905.451
lysoPC 16:0	 [M+H]+	1.59	lysoPC	5.04	28900978.61	39392011.96	28581597.25	16265937.78	15942293.54	26599459.97	24901562.34	27454473.92	23060123.71	31794937.93	25329267.75	21801798.06	3967197.977	19625424.94	24386782.81	29852229.43	33957888.96	31637178.3	31749646.51	24928891.75	22642325.14	28347859.64	22641943.88	24888433.04	26489931.76	29786177.71	18155041.17	28642914.98	24793998.78	26668093.01	22069334.72	17602936.26	29025230.94	30888250.45	22666727.94	22385520.96	21826316.7	20999500.09	27160607.89	24086002.24	25016500.19	30569428.75	15701443.26	18775022.86	13902286.57	19364756.13	28980102.59	17018469.51
DG 32:2	 [M+NH4]+	7.02	DG	5.05	668837.6032	851968.9483	629412.1486	529094.5224	446307.1358	314740.0117	155436.7765	298000.688	709567.3127	841713.7376	418522.601	341194.399	152999.0923	232781.1632	322476.0215	438343.9565	1208790.763	901230.3241	671549.6448	448263.6491	459391.4654	508805.042	512130.4533	1159250.951	444455.5014	905039.7849	619358.0551	980370.2481	130249.3673	188328.8879	295178.7373	766697.4505	503306.8218	1030498.41	816822.7542	631384.4964	236640.9516	134891.2386	142118.3142	1086176.634	232929.0495	783017.8607	798328.6987	931696.9948	146940.7777	138720.9948	202015.1375	282003.0134
PE 36:4	 [M+H]+	6.28	PE	5.05	10115738.71	11475431.93	10308513.42	10152616.85	10137676.98	11090756.22	11308794.37	10181439.89	9580051.855	9605116.696	11870991.2	10986619.13	7228193.789	9402419.805	8104587.716	7374745.841	8278392.97	7788854.335	7653760.576	9238171.977	7115327.527	6930058.999	6343005.941	7975420.055	7771904.134	11652940.94	8731007.042	7499681.556	9677994.231	9140681.127	8868546.257	5444926.872	9723628.729	6394809.673	8971926.793	8359184.632	12249627.75	14500908	11517841.72	8527475.862	10290419.55	7018193.258	7308871.42	6622328.887	5655045.607	10227524.31	8282040.983	6354057.64
DG 40:5	 [M+NH4]+	8.01	DG	5.14	438128.9918	601713.8196	373465.7227	438304.3507	258093.9134	474061.667	752244.1199	789387.4566	440348.7121	560070.0605	744085.1176	316664.8797	274006.5684	748771.1781	965969.0246	710300.2946	727235.8871	773819.6765	768552.8349	883439.9828	1613891.556	1788449.175	1422925.949	1954500.724	899113.562	374620.7636	336355.6017	604552.8908	815844.1261	695463.7051	712599.3214	1012851.917	431447.6151	345244.2912	248134.4685	221278.7618	789321.6349	574598.8191	653342.7577	272121.3566	1095203.874	220796.3078	202867.3572	282538.8592	1064233.193	961735.9497	1917598.949	1232500.314
SM 37:1	 [M]+	6.83	SM	5.15	45656.20948	60392.50936	54834.81881	42785.87072	56521.64031	50685.78825	105130.266	89544.06669	80936.2116	44411.33239	31180.96562	54838.93199	73195.2792	131357.7932	112353.5955	101750.3748	29902.54582	34287.96304	41897.67883	61420.82675	43309.30007	38916.28312	64234.33167	52538.29356	35702.83784	44654.93627	25040.08905	25866.67481	34519.40011	38484.66916	63685.99559	30322.92541	49084.07547	34061.64611	37475.06283	33792.05208	88287.98652	69767.85726	39825.58668	18584.04616	73212.29813	36072.1544	29214.34267	31283.12093	37372.07692	62483.27307	59856.03503	46578.02417
TG 54:7	 [M+NH4]+	9.94	TG	5.15	4891957.191	4110481.683	16611079.04	5197672.795	14158529.96	13514606.48	2267806.337	13215378.85	4870993.504	7141171.792	5486298.373	4935856.028	7482816.901	22255727.99	18397906.77	31104051.51	6146094.101	12235906.37	8232265.678	7565117.066	14819877.03	16525782.84	19796071.69	21648110.68	7880477.991	7733403.071	7227568.228	5281991.12	11784815.8	21480009.13	9687373.428	25007541.26	5506228.032	5581406.057	4658299.676	4033817.017	12215731.01	15112456.72	12008317.41	2337011.206	20725732.78	2601675.901	1829305.015	3382428.729	7281974.186	9986898.938	15916312.76	11263366.4
PE 38:4	 [M+Na]+	8.71	PE	5.25	13605.50348	31499.85344	12337.73941	3650.508368	18740.97999	25875.39998	33818.28123	20256.5839	25438.22728	24470.51237	17370.33997	13446.96376	2840.051974	18169.7838	13589.2984	17642.74153	14241.0483	23214.6338	11736.27905	45288.02949	6339.510068	13295.55118	14017.37933	12920.47729	16315.95363	8181.039471	5897.548708	13676.23026	38792.24679	34475.83777	7924.164084	11232.10033	6698.011339	13990.1231	11409.80143	12467.92664	24046.51825	26658.6795	19869.34913	11415.05043	23813.7267	32534.50672	11747.85887	7940.030122	6848.773382	27977.02077	28577.43489	13511.59871
PC 33:5	 [M+H]+	5.64	PC	5.26	3339862.689	4238962.267	1963861.675	2487251.584	800571.9039	226651.0891	241964.2113	1327308.294	2828618.783	3274141.717	1901500.307	2740199.759	494146.6385	827318.1211	819874.1477	1391162.18	2706357.924	2568890.028	2140591.407	1822046.601	1062424.664	921066.7739	1357410.252	1968723.396	1594181.022	3862966.901	3246418.699	2338951.169	659861.6673	882986.0751	711723.2426	1501053.899	3122397.28	4176336.376	4340089.206	2740929.427	1208263.746	991306.3246	1243007.494	3567183.158	1377162.216	3030671.197	1913664.073	2413848.348	696655.015	1115421.74	843091.7444	986041.755
PE 36:5	 [M+H]+	5.8	PE	5.26	3339862.689	4238962.267	1963861.675	2487251.584	800571.9039	1089397.673	644830.0694	1327308.294	2828618.783	3274141.717	1901500.307	2740199.759	494146.6385	827318.1211	819874.1477	1391162.18	2706357.924	2568890.028	2140591.407	1822046.601	1062424.664	921066.7739	1357410.252	1968723.396	1594181.022	3862966.901	3246418.699	2338951.169	659861.6673	882986.0751	711723.2426	1501053.899	3122397.28	4176336.376	4340089.206	2740929.427	1208263.746	991306.3246	1243007.494	3567183.158	1377162.216	3030671.197	1913664.073	2413848.348	696655.015	1115421.74	843091.7444	986041.755
TG 54:3	 [M+NH4]+	10.69	TG	5.27	23692056.01	22190882.3	36562126.69	28563306.33	60289001.06	47953612.6	19105471.43	48859849	19523742.53	17675664.37	22325973.24	24497654.41	48946555.56	28750133.42	22333842.35	24941732.25	21219778.66	18107773.11	23711827.14	27517030.7	14151181.08	17473216.79	12597498.84	12235411.75	20690085.58	28907759.83	24662961.19	16212744.96	32242691.89	21097849.08	28250591.46	12706392.93	16795444.98	13653862.23	23044552.84	24746841.5	38931460.48	47202913.8	39286628.83	15447535.12	31643033.43	14961855.75	14140794.05	17408850.5	20119349.67	29105963.98	27222399.5	19817638.16
MG 17:0	 [M+Li]+	3.23	MG	5.28	60233.46718	68644.66798	55564.38423	50495.49652	75690.12936	70330.63587	65799.70658	65007.78162	52006.79796	68093.72423	58010.47908	51819.11393	43768.83883	64259.34918	67350.09564	72093.17858	70237.38097	65562.91261	77520.9886	69105.7252	73909.69196	87203.33284	70397.54837	71392.06047	72421.84176	61547.55675	72551.92167	75288.86021	61635.20021	68196.07908	51135.66851	68280.43614	70532.69155	84448.74769	71760.6854	57725.33165	73059.16369	63251.64147	66263.94239	70053.45096	67158.41344	76356.92709	67733.39937	78653.78011	67089.73564	64529.12041	65021.83396	68662.97971
TG 55:5	 [M+NH4]+	10.41	TG	5.3	81181.74869	86990.97786	149216.5792	89833.71522	265170.8141	294525.3702	96667.5919	239028.0581	81728.72612	90297.00739	116440.7495	98846.46288	138337.3719	175355.6934	155137.142	191363.0761	78906.54624	95076.6241	74940.82891	121394.0181	117320.903	140203.5048	108512.8538	106485.3679	92360.17914	122985.7121	83783.70435	54596.36625	223996.1625	170703.1822	182740.0199	111050.8586	101659.9275	60773.30647	87603.19171	73543.58842	347747.4998	371222.4362	262435.8236	42536.04573	260888.4028	97276.27155	39696.49314	65832.83508	153915.404	276108.3764	218875.1338	191245.2828
SM 40:0	 [M]+	7.93	SM	5.36	1489666.603	1541992.269	2296661.644	1046361.331	2171317.78	2649167.133	2504629.485	2469805.755	1410439.077	1762038.197	1720139.362	1822473.492	1122975.134	3080010.603	3072433.075	2991014.635	1528015.402	1856707.994	1898607.402	2100820.05	1908103.585	1989249.249	1812475.101	2162453.447	1284090.232	1425173.4	509107.463	1132313.235	2417664.594	2440126.52	2368640.584	1348582.939	1600237.384	1459043.578	1492638.052	1332438.097	2992774.419	3450277.082	3125293.715	1225739.53	2892729.808	1516174.693	986012.6183	939323.8067	1618862.317	2826039.287	3401492.516	1619748.09
TG 64:16	 [M+NH4]+	9.77	TG	5.38	4147.14755	4732.723155	14188.19117	3797.760781	5804.37966	12765.97655	5530.176068	28661.68792	168.3408292	4091.223841	2709.264188	2013.322607	4904.138679	14841.96643	21292.31297	90728.08982	8741.118124	9702.533786	9713.336841	7987.782919	35719.29849	27338.98788	32841.62577	105831.2587	10340.16612	2123.73286	2439.336381	4522.514053	20074.95542	28723.24916	4614.495121	52656.51568	6080.796356	14771.89516	2366.61658	3282.359238	63651.85316	50116.41849	56901.70266	2695.579581	192370.0791	2897.07551	1086.866819	3425.54788	12646.56023	33560.50828	79300.5028	26225.84245
TG 57:9	 [M+NH4]+	10.03	TG	5.39	18919.59667	22008.69281	28493.84702	46807.77213	66197.61588	29536.16173	11030.37391	139068.6609	21056.06132	36885.09644	14277.05933	15772.0305	39896.72262	81757.82268	64152.45532	156301.825	31896.81123	90973.11283	42928.13712	55412.77641	78674.14931	106861.4194	120884.431	190743.3949	35103.22709	45174.74103	35667.45915	16922.79691	67815.2322	86326.57159	53832.6526	150529.6624	45049.9397	42890.39629	26372.80156	19438.67105	301022.3818	119519.979	75649.97752	18456.08287	187502.4234	22244.76884	10779.70261	24290.66898	109324.4091	81454.67293	167492.3203	168948.1216
DG 38:7	 [M+NH4]+	6.96	DG	5.41	112560.2992	140989.3802	323336.5438	151923.1321	104835.0021	110599.7609	68469.69998	137936.5094	96902.74248	136354.8487	118255.1566	54854.95398	82055.86499	138098.6783	210148.8603	196914.5833	432652.0635	373639.5083	350249.8262	264850.7508	397634.9807	364334.9435	460927.0866	739433.7975	294920.5741	252875.2934	198239.7857	606895.4231	100806.5043	143124.3399	128390.7635	434652.1441	151081.8587	434137.52	123295.8661	198013.2741	117478.1668	83762.64692	78358.20677	148759.8873	189253.9701	259442.0289	163520.9223	302312.9185	83933.98897	73745.2411	158237.9737	134120.4744
DG 32:0	 [M+NH4]+	7.88	DG	5.43	261685.3414	279710.1104	258610.4441	314857.2915	399317.6326	293185.2505	714243.6955	561550.141	305952.7515	369294.7025	360349.5079	269351.9683	416919.2981	532469.1319	530133.2465	374646.2696	634029.3245	445006.7461	431039.3525	380712.9171	969078.3217	704068.3007	942322.0968	921618.1566	397147.5275	335076.7084	661746.9317	1074635.753	370235.8908	486487.3753	458984.0239	710988.2229	355923.63	844557.115	341033.5115	575313.2489	427341.7692	439523.3645	421024.7078	481303.6543	665788.1865	980355.6749	451062.3017	714576.6531	307588.7707	345258.7881	562922.3506	517139.0676
DG 42:7	 [M+NH4]+	8	DG	5.44	96034.68328	160720.8298	130897.3096	82180.45912	80104.23723	101755.4081	192959.6297	176614.5724	98176.49207	284773.9201	219018.2827	60659.61571	74114.0546	208524.954	335923.6316	239961.9823	642635.241	320811.5833	299474.858	353337.1851	535595.6425	618566.2135	450494.8983	964372.5999	404996.476	245574.2328	127950.0829	518606.5531	246335.1833	186582.9096	257768.6288	374637.4208	127410.8437	151740.0077	54446.74832	54452.22051	291124.6332	201713.0922	160439.0891	107086.8882	503542.1214	156797.6112	87718.32413	141387.8992	266966.2192	301286.0134	766472.7102	411641.1654
TG 52:4	 [M+NH4]+	10.24	TG	5.45	32385511.52	30143416.53	39603723.27	31750827.06	36024596.73	32119707.73	19844662.44	29671406.82	36348381.64	35184354.28	30341642.89	36704878.67	26088765.27	38854277.97	37588040.84	47458141.13	32772420.97	37380013.34	35047722.1	32106472.37	36529214.96	37863603.35	38555287.55	44385960.62	28263618.3	31826832.98	33017787.88	28469820.55	32721070.89	34216559.19	35181233.53	42278267.59	31320350.93	45453730.82	35813555.65	33521783.81	32307975.22	34088121.85	33923845.48	31858838.68	32859854.81	30883504.81	34194409.13	34916738.43	30035292.57	29953080.3	31043624.96	30531309.98
TG 56:8	 [M+NH4]+	10.06	TG	5.48	4414661.689	3563064.066	11795873.26	4228988.653	11083856.28	13775892.65	4040584.245	18055062.86	3227330.5	5685686.39	5870239.76	3320754.991	13438829.78	19203407.84	22113959.45	27393384.8	6526222.072	11101740.11	9612267.5	11991468.39	19839541.51	21007574.82	19234752.03	28475764.81	10848996.15	7128278.211	5852509.051	5454465.615	17622070.75	23221493.8	15887969.99	27353301.48	5873787.477	4429582.937	3195463.438	3118201.132	24905787.98	22197183.39	23601573.72	1924354.341	33264812.85	2237284.46	1454070.565	2844958.622	16238240.12	24938471.5	26292951.96	19860530.59
PC 36:0	 [M+H]+	7.76	PC	5.49	229468.2431	244053.1347	174989.828	249091.3825	337929.0313	620098.4279	365105.8761	529344.5052	198441.8949	234672.2055	309612.7462	355463.654	408307.2176	185397.942	194299.4851	146133.8989	222133.786	225763.4926	312432.3996	305061.0911	128241.9865	157846.3091	116043.7259	143676.426	363709.9923	175032.4741	69536.04481	192602.2541	462676.4832	287323.1398	186985.3844	154711.4806	212125.6526	183058.6006	244773.8191	295745.6098	419887.73	375536.8675	491386.1239	179504.3361	378666.4996	177725.9808	162071.6832	204399.9069	258160.7319	358945.3838	239889.4244	353030.246
lysoPC 20:1	 [M+Na]+	2.57	lysoPC	5.5	163072.3011	208040.6608	161138.0707	75907.78886	56159.78392	90564.11995	116131.1719	57070.04283	142602.8995	139196.6358	146529.2649	99251.48468	10365.16203	78224.87702	86032.09883	28854.18881	300687.268	231380.8256	271092.2114	158551.2876	64403.52469	96653.53946	30951.80058	60773.15194	215306.7842	132427.7536	43727.3338	109664.1797	82292.38308	43563.83045	73479.76128	21752.13183	93934.50883	56261.8641	86648.77984	123136.2729	34424.97749	51693.13694	45905.92514	179543.8855	22339.40998	83990.5639	101443.5679	86342.72071	43254.15209	49355.92785	81452.65267	71088.69146
plasmenyl-PC 20:0	 [M+Na]+	2.56	plasmenyl-PC	5.5	163072.3011	208040.6608	161138.0707	75907.78886	56159.78392	90564.11995	116131.1719	57070.04283	142602.8995	139196.6358	146529.2649	99251.48468	10365.16203	78224.87702	86032.09883	28854.18881	300687.268	231380.8256	271092.2114	158551.2876	64403.52469	96653.53946	30951.80058	60773.15194	215306.7842	132427.7536	43727.3338	109664.1797	82292.38308	43563.83045	73479.76128	21752.13183	93934.50883	56261.8641	86648.77984	123136.2729	34424.97749	51693.13694	45905.92514	179543.8855	22339.40998	83990.5639	101443.5679	86342.72071	43254.15209	49355.92785	81452.65267	71088.69146
TG 51:2	 [M+NH4]+	10.5	TG	5.5	1727844.196	1218475.781	1190730.257	1345816.794	1241920.812	1125636.385	682808.5937	985195.8531	2220696.424	1819688.389	1150653.833	1747760.613	1000205.78	1403947.098	1393430.285	800084.3829	2579138.876	1702514.212	2311313.77	2123144.746	1375441.505	1261043.472	1378861.006	911952.7683	1263183.781	2196447.205	1662904.467	2583066.752	1417624.197	1536032.929	1752773.726	976339.6859	2681231.476	2115117.475	3018326.567	3826869.434	1157054.333	1217208.115	1030620.735	6136962.198	1049612.678	5203106.41	5098742.038	3911370.815	1181764.19	1301266.716	1282752.59	1314821.19
PC 38:9	 [M+H]+	5.4	PC	5.56	45014.55385	68938.49085	80401.80589	70356.16707	53884.58566	30223.01597	43565.76894	40159.37059	43843.52289	52215.31281	47065.0115	57124.11953	24794.92346	30236.87278	28644.56418	45056.74357	102739.6615	69453.98754	64305.88697	59222.53332	44660.71302	41262.61761	55591.67884	67183.44227	36635.39014	79493.53523	21338.75916	87368.64613	34194.29181	32205.76731	43614.59847	39391.66683	69340.87538	79384.14052	78000.65108	45722.65053	30015.58999	52591.65502	38620.83827	92751.51518	35808.05034	75995.02134	69544.07649	73419.76653	18725.15774	29163.33641	37405.49059	20992.91719
lysoPC 18:0	 [M+H]+	2.36	lysoPC	5.61	27727593.39	28912663.02	18732106.71	10509638.04	16778091.45	36072647.68	26000339.39	29157123.62	16978588.8	34548471.82	21536958.87	21064517.62	4639997.57	21625941.38	24375502.68	24320291.55	35874570.81	28149877.46	33700888.74	21636667.56	26325509.62	33262315.41	26793098.65	36935416.28	24981708.19	21495633.26	18843539.34	32374183.75	29692088.64	38152405.79	22109631.27	21880986.94	37020689.62	45885956.04	29510190.67	28100736.17	32535360.96	33759568.11	33070302.5	36559134.53	29915778.44	42656207.77	20947773.56	27432881.31	22845535.13	31168642.25	36156776.24	26613440.32
DG 38:2	 [M+NH4]+	8.48	DG	5.63	1310181.574	1763243.245	946047.2565	721435.0817	356373.4401	476565.914	1060826.273	733833.1615	1047709.654	2339713.785	1308178.287	760596.7047	364387.0566	1167583.705	1299296.457	1104280.507	4600019.103	2594152.995	2998603.438	2157524.949	1539020.201	1862447.465	1630244.033	3062386.943	1489834.496	1693872.961	634640.0082	4055056.426	958915.0685	870269.2965	1173769.296	1262477.056	1996483.713	2079755.675	1426972.156	1349482.151	954867.6123	917544.5923	584064.2239	2111345.877	1272768.608	2361352.424	1649759.459	1753511.556	874838.8852	967282.2119	2283700.888	942741.0172
DG 34:4	 [M+NH4]+	6.83	DG	5.69	110951.324	189001.8583	280118.8319	102877.5082	189845.9232	120557.0106	110226.7192	86735.60517	174924.3788	194380.1045	119175.0787	87379.71622	64166.02087	123962.6855	147415.8628	149372.0341	238607.8094	240444.0726	124817.416	142503.6047	129268.5197	139681.8406	144355.6873	326102.3635	102143.7662	169758.9953	75808.246	102253.9408	41376.14411	80933.41739	145506.1897	195026.403	50680.82138	54902.41459	65243.61373	52469.01298	65497.88158	28334.84973	40665.9552	136108.8427	81080.42453	64926.89034	68876.20935	85467.43776	43978.81534	43216.21628	102198.6865	62011.36176
PC 41:6	 [M+H]+	6.95	PC	5.71	223632.2723	274665.9451	308576.6665	160877.7329	430427.6293	322545.6513	643888.1774	368968.061	330915.6843	434441.6267	331903.4293	246584.0807	186174.0141	337844.4982	396429.0089	446246.3112	260597.291	302382.2	321933.2458	358983.7116	236787.3518	281960.03	128642.7434	276013.1009	187080.3906	336085.2173	118051.6105	135451.7057	602750.3939	400337.9292	318222.8725	189706.3027	367826.8336	320067.798	220253.2238	289446.0858	652072.9977	548138.3194	316844.5775	271881.5235	497125.1092	302819.8389	226116.8275	192339.2403	253293.0479	635501.6004	482386.7338	255313.7336
SM 34:1	 [M]+	5.78	SM	5.71	17441968.09	17068536.45	11404178.6	10520964.58	25608270.42	23278773.01	11995424.25	23061531.74	12877895.26	12626089.78	13546729.37	10524883.59	6748739.108	16046933.83	16843951.86	19185190.36	16168901.89	17266261.54	12763515.71	14640438.65	20970963.72	22654706.95	25104490.8	28911709.51	11480293.97	12990591.6	27403089.6	13986084.21	10834824.8	17271428.09	13578467.22	21059110.85	16290665.86	22265917.7	16310894.78	16423241.28	25285768.28	21088981.99	19524346.97	16521608	23477725.48	16676568.99	10254642.56	12499793.42	13499673.1	19181342.83	17608883.15	17010603.93
TG 62:8	 [M+NH4]+	10.74	TG	5.74	27991.61899	33743.74246	83087.61956	31177.36448	32179.10178	61837.64704	25362.46989	101589.4406	31113.8851	76950.60356	68513.19422	28689.06704	53441.50537	92469.03955	75483.90401	221067.5915	36549.47953	55282.43771	60854.04307	75662.35669	83589.60449	104769.2035	81689.90892	90209.4764	135532.9769	83003.517	37044.69101	41630.74394	141929.11	101005.235	88620.20487	83890.01102	38491.92054	13452.66289	18311.11638	8212.67386	124675.1042	96152.90651	111623.3941	10347.18957	168354.3838	12866.49771	7111.51165	9972.501142	77862.22743	108810.5075	207313.5538	89018.70319
