Class	Carbon	Saturation	Adduct	RT	Class.1	CV	Ctrl_BKS_2202	Ctrl_BKS_2203	Ctrl_BKS_2206	Ctrl_BKS_2211	HF_BKS_2214	HF_BKS_2216	HF_BKS_2217	HF_BKS_2218	Ctrl_BKS_db._2225	Ctrl_BKS_db._2226	Ctrl_BKS_db._2227	Ctrl_BKS_db._2231	HF_BKS_db._2239	HF_BKS_db._2241	HF_BKS_db._2242	HF_BKS_db._2243	Ctrl_BL6_2249	Ctrl_BL6_2250	Ctrl_BL6_2251	Ctrl_BL6_2252	HF_BL6_2260	HF_BL6_2261	HF_BL6_2262	HF_BL6_2266	Ctrl_BL6_db._2273	Ctrl_BL6_db._2274	Ctrl_BL6_db._2275	Ctrl_BL6_db._2279	HF_BL6_db._2286	HF_BL6_db._2287	HF_BL6_db._2288	HF_BL6_db._2289	Ctrl_BTBR_2292	Ctrl_BTBR_2293	Ctrl_BTBR_2297	Ctrl_BTBR_2298	HF_BTBR_2306	HF_BTBR_2307	HF_BTBR_2308	HF_BTBR_2309	Ctrl_BTBR_ob._2316	Ctrl_BTBR_ob._2317	Ctrl_BTBR_ob._2318	Ctrl_BTBR_ob._2320	HF_BTBR_ob._2329	HF_BTBR_ob._2331	HF_BTBR_ob._2333	HF_BTBR_ob._2334
PG	42	6	 [M-H]-	5.9	PG	42.9162418	22625.59085	31780.94865	15714.52128	10605.81356	25660.13193	26529.23691	23235.41828	14205.49928	48784.46911	29336.78409	21053.40521	24508.28208	35554.12197	27995.03146	16516.21109	17270.67492	35701.59991	34273.86493	42613.99891	35708.04056	23268.62789	46657.69201	28050.67333	12735.59642	50979.49699	45990.73768	49955.72205	32265.65964	48784.42028	44100.13334	28730.16395	23206.88281	32688.03154	18607.7869	34587.24557	45129.79029	17210.5935	19972.16721	49951.49729	16077.66856	53602.52904	28843.61134	42647.67999	19308.00184	22679.84402	18982.06346	25019.0269	18246.11522
PE	39	0	 [M-H]-	8.49	PE	43.86515805	1138.661925	2935.193671	2762.719284	6974.036081	3333.502055	5543.983363	2356.331082	14989.20033	2740.632725	677.9559344	10995.13556	2781.33475	1473.164721	13446.43891	4419.562732	4479.090033	3831.798333	7568.413875	11980.27408	7428.01317	8761.947869	4659.323711	3176.699699	7618.854895	4544.171408	3453.821841	3957.362998	3847.208748	24380.77253	19162.23992	6092.403579	3039.833723	4327.719582	4039.928907	4641.385409	5968.174117	2493.522547	18898.98369	5501.361057	263.5228435	19568.56313	1839.42899	3222.27821	3552.5894	2865.220668	12236.10235	20773.40505	2829.648379
PC	40	4	 [M-Ac-H]-	7.4	PC	44.76474344	74831.82182	166284.5702	289514.6933	182539.1689	159148.9708	163874.3136	573661.096	194114.5598	158801.3851	225412.1733	371561.2217	323789.314	157715.2399	302705.171	290503.7879	267615.5952	217867.372	426102.0272	373643.4867	345577.2787	341828.5753	408361.1755	294735.9533	475652.3592	128918.7596	116542.759	68441.58248	215399.8707	625933.1811	543232.2824	394707.4834	420294.4621	395424.6515	40648.35227	298907.796	116460.8486	249499.7265	331776.9032	363308.5834	118976.8082	424646.1549	213478.155	101279.5844	134873.8835	280644.7947	455264.9003	573943.5416	227515.5603
PA	44	12	 [M-H]-	6.92	PA	44.8675654	2253.007349	7536.724025	11935.96996	9662.830873	2128.65503	10522.14045	9366.831056	8646.67775	3555.251089	6484.392596	9729.289956	4922.934366	4363.011791	6898.600481	7271.871868	9805.933445	13737.40762	3663.371732	7883.886542	4711.027425	8361.633105	3155.762153	8406.639288	4042.644715	9719.911323	4213.55874	8148.578762	6457.946794	7123.840356	6187.247879	9398.711938	6674.949179	3487.130621	5822.971183	8890.238901	6193.680922	8102.044014	10073.77964	4238.038104	2925.905717	4570.54786	4761.638944	7976.913731	6244.046015	8922.54694	8074.402757	8185.378807	7814.070763
CL	76	10	 [M-2H](2-)	5.59	CL	44.88994197	92302.8842	169586.423	155575.1292	3943.027483	187786.2703	3639.412225	361261.2552	908.8260259	193983.5589	132167.2283	285194.1383	7103.010989	92900.28322	229559.3438	86303.42025	4371.093963	269866.8636	188510.5255	175285.3491	222949.8896	222816.6887	234920.845	119234.0224	163402.2188	81724.25271	135296.8609	5052.670199	6958.94166	190653.6498	115564.0349	172586.1662	232196.351	136442.4554	1805.068817	116930.8767	70461.29499	126344.4454	157620.9624	215687.8229	7151.336573	140575.2025	97551.35105	173543.2316	121123.6335	187544.0668	253283.6077	129269.2158	100778.3865
PC	43	4	 [M-Ac-H]-	8.2	PC	46.09796627	5595.821726	9980.763764	10865.38734	6103.192942	5763.656904	4269.40002	6088.382621	6510.164953	7534.21257	7288.191356	11455.6491	12539.73251	4655.056831	3859.429212	5389.715356	3105.356469	6858.031851	5620.862081	7761.126798	6987.238715	12067.18333	4798.563336	6080.950184	6641.799907	8195.177168	7198.70024	6459.222248	4244.590564	6203.734945	7505.909668	10802.2821	10293.08412	12938.92766	6063.042217	9069.634767	9240.386377	9422.748793	2615.786762	5911.863146	10729.57536	14441.23855	7894.346146	4559.622585	5833.829127	3526.462419	12301.81149	4177.366654	4504.87786
PC	20	2	 [M-Ac-H]-	1.47	PC	46.63220676	687.3144118	4301.991788	894.1912182	2267.639854	5105.800968	1344.38978	4734.669929	3534.98273	2824.804011	5872.182577	2124.627634	4854.102304	2795.181296	4966.819537	1960.433077	700.7559317	1656.856285	5319.463804	2589.276475	2058.209461	3069.869304	3969.020779	1751.186751	1364.615396	2385.907225	5272.119664	927.2905166	9145.837859	5061.993305	2515.574787	3716.912845	3157.950191	1991.237991	1563.002433	3380.695458	5314.726063	2183.731811	2095.523128	6336.335618	4786.11474	2811.251872	4522.380935	5247.379867	2992.510186	855.5697923	2346.790347	6537.364219	2823.162601
CL	74	4	 [M-2H](2-)	5.78	CL	47.62481568	57085.82895	113138.7206	124526.3765	70878.91787	83439.24144	30692.93472	68699.61493	51874.39826	88176.94909	79359.93189	43099.80866	65093.6286	52218.77658	36603.81867	33974.35284	90201.42919	109971.0748	51389.0933	55426.85125	56963.36071	33388.14565	95411.81189	165854.8897	46066.46	49897.28941	88176.59198	29456.92247	39784.58387	40376.25691	45299.42325	144719.8334	57459.68575	77546.18209	82076.77096	80715.99066	55011.04714	39969.85027	33521.23052	33844.1375	51929.54993	34636.14405	109715.6239	43497.37809	40304.92107	39531.1841	39448.00249	34102.70889	30205.19717
PC	38	8	 [M-Ac-H]-	5.14	PC	48.25908817	544951.4823	742826.6888	182627.0608	105042.327	396335.9574	482383.9696	788974.7083	219964.6637	376315.7824	638313.5111	421344.5377	498166.0468	45024.9029	346432.3538	90583.11052	182131.2499	255353.176	320003.3657	257031.1623	270096.7221	160512.4804	143845.161	19510.54716	60919.62321	382226.1747	476643.4997	174248.9667	3224.539274	560194.1563	3640.456261	262313.9906	127108.1205	8677.0364	187337.791	177907.4686	276099.5893	456394.0765	1516.218505	6391.936517	3611.08998	170510.4163	5622.503835	5018.263138	52737.91153	176599.018	7903.963002	18686.27445	172043.246
PC	36	4	 [M-Ac-H]-	4.87	PC	49.04054759	2604.329446	2787.934286	3553.154062	5431.319084	1362.428425	7662.027891	4806.540324	7051.410993	1624.988931	2351.209143	3215.221157	1094.183912	8946.551342	3091.357448	4396.315892	1297.672382	3907.471852	1536.121214	3918.794789	6292.13892	2428.362118	5955.190066	2095.168758	6881.030517	5224.310774	9178.515173	3710.663307	4227.213732	5195.078995	5514.315321	5892.697166	5519.853685	5534.993101	2428.877873	2074.163367	6242.831522	5094.450771	4950.304764	2425.19538	5511.182953	2343.675368	1992.294442	2124.147478	4153.637353	6029.823944	2747.366382	5072.859145	6088.330908
CL	78	12	 [M-2H](2-)	9.13	CL	50.18565391	8338.973487	7452.545487	5857.756186	4859.015991	8725.775284	6638.520206	16810.38895	7846.268496	6334.691261	8691.48839	4811.271877	4818.57552	2665.226178	14971.86053	11445.03358	9373.091175	14348.77062	7568.978053	7541.69248	9141.352535	8483.254649	9050.900189	8239.264671	11828.16718	7111.201101	8609.754423	3770.746054	11224.36793	12335.83215	8725.894738	13659.58372	6088.004592	17353.24049	4871.186697	4732.383963	10490.6922	12423.29846	10953.31244	14959.15712	6851.510855	7912.809299	13324.31817	13368.82662	10555.75143	6514.721578	13310.98763	14374.73963	10259.70245
PE	40	0	 [M-H]-	8.75	PE	52.98456134	3159.749248	2416.85431	4332.45311	1145.645262	537.8942833	1654.121095	4326.310764	3827.034582	3086.965305	2747.485784	4223.438344	2701.516731	2372.56844	5458.544693	6739.704751	1572.05156	4711.442446	4725.901201	4550.587108	5550.190324	1208.464979	4365.739519	19809.47502	6633.655232	4969.182468	2562.580178	2435.925122	1916.2994	14700.68574	19129.29095	3594.442346	5072.980076	1924.105664	558.5287836	1596.801575	3580.588845	1081.298383	7436.140924	2529.105774	2009.776364	7689.937976	3273.547717	2430.52544	2387.176135	2518.618857	9932.693887	12417.64561	4943.579351
PA	33	0	 [M-H]-	6.59	PA	58.80453216	1259.814808	1729.769774	2374.10062	904.5968394	925.026787	5075.77134	531.5831168	1603.431105	3479.735884	1059.793352	2187.453823	2168.01253	492.3325371	903.1400582	3497.925849	1618.541937	1889.111531	2314.063939	3489.888301	158.3946184	779.4050154	1115.531619	11410.22536	13675.43968	2883.451605	1620.148595	1034.67259	443.6408545	1749.388667	2243.704666	2307.488624	1059.713513	1182.45122	1782.081686	2486.363064	2175.190992	116.2304008	1845.474549	1173.299435	84.38557339	1441.678158	1454.944646	1453.502423	285.8849574	1096.093028	659.5597742	2454.145771	1226.907236
CL	84	16	 [M-2H](2-)	5.83	CL	59.78321035	3289.863011	3382.325385	6106.291084	3715.120678	6501.851298	5756.590253	5642.817568	6655.378511	4780.137792	4589.154627	3737.72182	4821.835445	9191.522366	9481.933607	1582.5989	2748.77031	6976.176195	6792.204273	7263.285595	7207.545152	9535.262409	2535.737999	6046.03697	4449.159644	7533.524544	4679.105504	8458.321135	6937.78903	6851.118366	1268.803168	4543.910664	5908.674301	2943.450026	1493.996205	3542.36917	3372.484324	4906.575	10503.86009	12312.6816	4244.156571	2243.842993	7529.765657	4946.96268	6940.976211	6751.878122	4262.340743	6322.511254	3535.262036
PS	39	4	 [M-H]-	6.39	PS	64.89283036	287231.7041	427819.3618	335940.2101	2687.337272	232556.1837	299689.6464	158366.4952	207922.477	7873.008265	440555.9018	245740.766	304082.6329	27892.86331	284339.687	229087.6005	164931.4244	436315.2721	363951.3112	248430.8824	368412.6805	2833.115877	197658.8955	6027.661435	289362.0766	261424.8031	345319.7017	4291.172649	14026.67676	416463.2928	358833.9175	265606.8083	3561.037746	482254.6225	491002.0785	352186.2651	307769.1973	334885.083	115765.0116	292124.4221	10756.5216	549652.7811	383071.7755	4746.990039	2620.852732	1538.553611	345223.0618	108144.1526	265211.8044
PG	28	2	 [M-H]-	0.87	PG	72.76970133	449.2196635	1042.95622	196.9037908	406.6720678	502.7643485	453.4910815	1120.268782	748.5832307	934.8603394	186.0558252	660.2189283	239.5013619	1218.903142	2076.267132	593.7255186	333.7954074	640.0781402	672.3797754	529.8770574	1300.923265	527.8665137	2093.631032	1021.616129	366.8590177	566.153778	382.3219776	527.7878164	743.0900566	1179.438152	522.6648856	1009.5126	1377.99003	994.6416363	351.4564237	404.9217854	551.2573922	488.4482877	1050.300103	559.8813033	527.8653776	1948.973009	2128.764273	1160.099692	525.3723831	49.0850866	826.0410865	1047.499553	763.0925965
