Class	Carbon	Saturation	Adduct	RT	Class.1	CV	Ctrl_BKS_2202	Ctrl_BKS_2203	Ctrl_BKS_2206	Ctrl_BKS_2211	HF_BKS_2214	HF_BKS_2216	HF_BKS_2217	HF_BKS_2218	Ctrl_BKS_db._2225	Ctrl_BKS_db._2226	Ctrl_BKS_db._2227	Ctrl_BKS_db._2231	HF_BKS_db._2239	HF_BKS_db._2241	HF_BKS_db._2242	HF_BKS_db._2243	Ctrl_BL6_2249	Ctrl_BL6_2250	Ctrl_BL6_2251	Ctrl_BL6_2252	HF_BL6_2260	HF_BL6_2261	HF_BL6_2262	HF_BL6_2266	Ctrl_BL6_db._2273	Ctrl_BL6_db._2274	Ctrl_BL6_db._2275	Ctrl_BL6_db._2279	HF_BL6_db._2286	HF_BL6_db._2287	HF_BL6_db._2288	HF_BL6_db._2289	Ctrl_BTBR_2292	Ctrl_BTBR_2293	Ctrl_BTBR_2297	Ctrl_BTBR_2298	HF_BTBR_2306	HF_BTBR_2307	HF_BTBR_2308	HF_BTBR_2309	Ctrl_BTBR_ob._2316	Ctrl_BTBR_ob._2317	Ctrl_BTBR_ob._2318	Ctrl_BTBR_ob._2320	HF_BTBR_ob._2329	HF_BTBR_ob._2331	HF_BTBR_ob._2333	HF_BTBR_ob._2334
PC	42	4	 [M-Ac-H]-	7.86	PC	18.25470763	22070.61543	18520.48252	19825.72121	27534.75683	12820.79362	13267.04371	37555.02043	16280.79176	31639.79172	38095.20817	26252.36126	39191.18859	24044.3321	18635.20171	13279.93801	20919.37302	38968.03679	32496.59169	36392.64497	34921.17866	36444.24529	24500.59608	22847.00671	30716.22358	30245.87833	17465.1006	20603.37819	45799.02091	42050.05979	36690.64677	27381.728	37877.81096	25862.50134	14119.11069	23325.08462	23613.99308	42017.55412	24127.73043	20649.89223	24735.67116	20440.30987	35525.69789	39864.57044	19070.81674	18994.35756	17797.27838	33109.19166	19730.29426
PA	38	2	 [M-H]-	6.51	PA	18.29068638	97933.85167	163021.02	151533.106	58554.06184	296046.8869	279080.2136	336770.2895	49948.49158	325331.6817	169566.2019	255657.1656	80356.31276	174980.6545	256377.5615	83544.31586	91532.88046	181451.1465	164369.4185	190229.8837	148735.7009	165395.9857	202210.3061	73293.24536	163176.5681	85108.38679	132187.921	82310.36401	108882.567	328894.1501	154280.731	228041.7032	272479.5707	118537.006	42289.60126	106567.9039	82811.10824	96249.74596	183143.5676	162239.3485	145093.6813	107530.1084	161322.2425	238158.9813	94117.76644	279163.0787	321981.2011	132252.2974	208204.0082
PE	44	4	 [M-H]-	8.55	PE	18.35191875	40769.90671	35384.50306	45414.81393	12349.79141	25951.83961	53717.75971	74821.85417	11430.5553	35892.3283	43862.79209	67971.36485	68684.0005	6245.668756	35088.44825	26694.59637	28252.43326	39698.34267	43305.05334	34888.87844	45310.5925	33423.52433	51635.28038	38188.24685	26064.16709	37269.61136	50284.31578	97007.06763	38212.68195	84675.52884	64145.47556	30438.06735	26949.29802	46984.43239	12946.35188	52238.95793	32352.94836	28102.40349	41874.70784	27381.93998	28772.40591	38428.77543	60775.33813	31826.08004	29981.963	26579.19509	43731.6179	64209.5125	21918.08578
PE	39	6	 [M-H]-	6.56	PE	18.38237021	619538.6708	692128.6285	1092755.253	679138.1101	1857272.588	1230769.408	2134424.585	1708561.895	773171.0102	933847.9011	973219.3543	709558.8403	938536.049	1505074.524	1151298.526	2507442.756	730626.0825	727103.8409	513875.5302	1237649.232	1618243.039	1462981.923	2315732.914	1602822.707	593936.4465	778774.4279	647322.6119	627793.0383	1204941.35	1061950.925	1395806.717	1136593.949	1114822.264	1118227.828	747783.4427	764948.6729	2075745.768	1646592.047	1629866.102	796336.1917	2084358.44	967885.6256	693486.1908	883422.3086	1661283.843	1890267.616	1646097.332	903041.8235
CL	82	4	 [M-2H](2-)	6.87	CL	18.49788241	57960.94098	46493.20331	47129.03001	22266.71131	25344.32551	18705.69928	13871.95354	68335.50878	57240.49714	52084.64009	62101.99826	60313.44684	38735.25508	46367.18671	15662.9417	28828.3833	65874.72389	33796.77494	88542.52387	36340.97294	45758.36417	57370.08105	36329.43115	77988.76917	49459.84921	88444.73832	58274.80704	63290.81591	51258.16201	21469.18502	63073.66532	56361.9125	71298.16301	24582.42557	124703.456	48142.27633	56244.63202	36830.29339	37086.70008	114387.3329	40461.61741	76490.47759	91931.04174	82606.82006	98348.56652	50225.80562	22673.73923	49107.96794
PC	31	2	 [M-Ac-H]-	5.64	PC	18.49943125	293737.2962	366508.9925	609152.9749	136875.5798	592416.1343	601183.5124	419990.6085	242736.9438	530527.1497	520791.4129	748371.2997	526996.2546	142767.011	625303.2114	253916.6529	367399.6918	1077380.53	674871	717674.471	470652.9888	562939.8482	601934.5665	160167.1708	306043.0579	566382.9739	667961.1345	772975.2331	589519.6315	482326.4729	264729.5031	379430.5118	296335.0602	555532.6736	130051.3388	452725.2102	468725.6096	258729.7504	290696.7946	464947.3133	567657.1234	240719.4473	762304.1123	531556.2281	339827.6249	253923.7914	324292.5805	352744.8675	208072.8115
PC	44	12	 [M-Ac-H]-	5.61	PC	18.53233784	5151.193219	10429.38715	5603.096497	5910.860708	3741.380555	5443.179061	9624.185121	6033.915894	15279.34245	16348.09122	12746.89441	17183.46373	8899.587076	10004.5218	8177.065753	7664.449015	19020.86501	12793.60852	20155.1484	16911.30329	10210.29586	12983.82682	4978.248428	7730.125203	16047.7344	14554.49572	5486.818203	12515.64854	13658.28228	11968.83102	13547.17629	9580.440629	20172.14197	4397.55602	12274.95226	17458.53801	14260.84491	10600.4485	15180.67414	25087.43544	11200.05502	28024.69482	24544.68467	32535.14736	19515.29249	15798.02257	9994.042592	6203.748098
PE	42	4	 [M-H]-	7.96	PE	18.54235136	362752.1599	495521.9373	711733.0354	228202.9245	174888.8413	147473.2516	627999.0497	147356.0394	455711.0127	793552.8671	748934.5589	562341.6541	54338.09076	367480.4154	188889.1364	528105.5947	747761.336	611776.5082	348093.3393	332706.6741	359299.4373	713623.5188	521226.488	648867.1455	258193.9961	416499.0291	490079.8467	303521.94	616426.8549	667985.3366	463671.0511	321746.1113	540753.4208	140318.7486	408880.4167	230546.0184	502885.166	370009.7237	538099.4262	284128.3522	630039.8333	362328.4569	183130.9741	223672.9023	316039.7626	753823.4497	980668.9673	353193.2572
PG	36	6	 [M-H]-	4.18	PG	18.71991392	1646.613082	1326.622342	1895.798355	885.990519	7043.586793	12542.54821	1959.875007	1394.711728	3181.836979	4691.730488	3353.417746	2051.569791	2324.92646	9861.667945	1201.80337	1943.538431	13835.7588	6455.979865	4962.35076	2222.846785	2028.440306	3231.112698	1434.825956	4810.634998	4452.668135	5444.764093	7296.465821	5012.716328	4469.326211	2497.295101	2455.532696	3854.354089	4324.775736	659.1823695	4146.192887	2757.062548	667.9544339	3016.568283	877.4417992	2940.088648	2613.318901	5654.640019	2034.131342	3054.191022	1551.180341	2747.241145	3086.399655	1400.281616
PE	40	2	 [M-H]-	8	PE	18.74855537	398755.9267	429146.3169	566007.7638	160338.6394	113051.0196	283100.7788	689119.5038	247426.1401	368902.534	668182.0702	810863.5315	508301.156	88595.91924	789770.7299	580344.8972	416359.3879	653700.4388	665342.4068	726646.2885	564322.6942	467618.8082	559789.8632	264812.6491	462685.5582	628104.2545	556119.9735	473327.3182	519517.8749	1354163.016	1481656.03	758602.904	777556.3443	520258.4785	75529.78465	486539.6494	424950.2837	434593.0003	929998.585	502978.2751	358603.1472	676170.1865	582491.7806	396788.8775	283573.861	532309.2188	932725.3122	1682498.489	669463.6041
CL	80	10	 [M-2H](2-)	6.07	CL	19.02794739	30613.06287	16860.03679	50106.34722	16438.54606	9892.166159	33174.18546	49186.32922	43919.10086	8347.888643	35797.48511	14116.44677	39082.69729	12895.08739	28954.53411	20499.16174	43834.34759	17647.17721	21395.79579	17668.36942	16190.23077	12055.87198	11334.7563	30628.87813	16821.51963	13924.64454	34273.75998	21173.55673	35385.50525	16361.81321	26006.05025	13611.71389	21852.03964	35556.92389	27171.04321	44960.8985	28893.50707	8109.667312	36274.91947	25022.73256	18897.81955	15003.85955	9923.295803	9203.048774	42371.89376	8930.717244	16745.34784	18735.89671	6918.965062
PC	33	0	 [M-Ac-H]-	6.82	PC	19.12936091	33792.18081	41903.2831	29441.06077	34764.57584	40009.79517	32489.93811	38267.32809	27047.93913	48639.49625	40099.42462	40274.36271	45279.7396	28679.62328	33702.47187	22554.17743	52875.39404	32879.42458	33004.50647	34525.72186	56462.4858	26900.26462	32724.69746	44591.93889	35673.14436	32152.70889	44940.32301	27565.68836	32337.27428	31091.59098	34324.53114	39374.194	28886.03177	44228.10402	78213.7281	26341.32493	36637.61259	35244.22166	36506.91366	32560.64228	33265.53564	32226.80961	40686.87964	30423.99555	40161.3131	29940.73602	35349.50935	28778.84481	24232.81817
plasmenyl-PE	40	6	 [M-H]-	7.17	plasmenyl-PE	19.18069179	1649745.875	1853473.937	2443365.197	1338275.041	2721078.73	4507365.028	5139400.838	2791760.401	1611287.964	2216001.809	2776547.947	2032136.865	1176894.703	3909751.391	2956690.191	2666874.617	2047868.119	2138291.632	2416189.133	2458162.21	2606342.962	2654446.756	2642865.983	3305972.766	2837840.256	1726614.898	1031264.839	1626403.037	3381168.333	2278602.222	2296826.882	2097539.398	1445809.373	433182.845	1177324.986	1351533.398	1860087.061	2504848.46	2617542.051	1269648.288	2151156.903	1537015.537	1383498.779	1417320.147	1772791.93	2643557.658	3058648.216	2276966.307
PA	42	8	 [M-H]-	5.46	PA	19.3916502	67679.30449	183807.8957	182152.6624	62408.70443	155622.5625	162259.436	167446.2825	101565.3901	317419.1979	166907.038	199585.672	137620.9425	56895.83841	202931.2621	86754.59956	121136.9915	351514.3227	233891.5261	172247.9396	195665.1662	152386.4992	231639.0916	39762.23063	111945.0602	111726.8097	217897.2861	112085.0387	78787.87387	208771.7302	85925.55443	184728.7316	183320.2823	215707.1109	14084.0805	104523.1029	79266.76009	77412.88638	114225.6649	153498.2195	114565.6507	91650.63824	135822.3347	154743.8076	73312.30859	144392.7797	169470.5362	98139.87857	103996.6082
PI	38	4	 [M-H]-	5.86	PI	19.59227766	31938697.55	35151920.63	43662081.97	23192438.68	44726306.64	45940325.58	40607186.97	38747091.19	40120404.62	45737279.67	53562729.59	47875406.19	10839884.63	59630160.19	44698714.24	43273964.56	50236712.84	43357316.23	50692839.64	50188010.9	51193050.33	50292404.07	35763441.15	43283745.43	44471848.89	35770603.55	51867055.57	26123975.85	49965654.78	55875573.05	50121517.79	40296138.77	43125775.22	7987064.403	35085683.2	46574445.57	49456113.31	42486615.4	51957426.59	29462011.71	57746112.32	38893099.6	36939014.4	27957391.13	41714300.07	48143915.52	55096946.33	36445996.42
CL	78	0	 [M-2H](2-)	10.21	CL	19.87645781	6972.670506	4743.098425	8047.936659	3588.775491	8880.216304	5628.253139	3082.015892	9565.637491	6253.84803	10202.79512	6149.828048	6748.383375	8279.949183	14509.79453	12948.50176	22098.81051	9226.218144	10629.80567	7506.450086	7191.644393	13904.22435	11072.68021	5328.255061	5917.620733	7451.379395	5313.395032	11718.32455	2415.833619	15718.57002	19302.46197	17588.36984	19879.13235	12544.90749	6396.612953	17027.18017	10686.55926	13217.47891	14949.41717	18802.41328	12974.9386	9550.202666	11179.78279	7971.564411	8506.615786	9467.388223	15572.75599	18166.94607	9229.222504
PA	39	6	 [M-H]-	5.99	PA	19.90735598	6028.867174	7092.043769	5599.723765	10669.82698	5736.906345	8405.330457	3630.351867	14583.25527	13902.98016	7922.058022	11392.18296	10114.68598	9381.23026	5848.208432	2240.70096	15105.64737	14342.36843	5062.289351	5998.749947	10215.00417	14202.13464	9424.801252	10015.6486	7518.630604	5800.218366	5749.168719	7817.744348	7585.162317	6274.064617	7810.601514	3931.924052	13342.5763	9180.690386	15678.24264	7581.283341	3455.152285	18174.19382	2400.213671	12770.14431	8125.796738	10901.44402	9784.409234	8126.366704	17394.86498	9568.566151	6148.561223	6817.748377	5134.15946
PC	41	6	 [M-Ac-H]-	7.03	PC	19.92929385	12698.00554	15840.35498	26964.30206	14965.50601	16291.11692	12409.8684	36412.63597	17231.96884	15452.43929	24919.41039	20396.0216	20967.83525	18289.38025	18508.67167	21431.62796	27641.86253	17464.66158	17375.60827	21469.87217	24679.55999	20355.93223	15874.44149	9790.566801	19166.56895	23598.87711	22676.83765	12235.45119	12952.95272	32100.6293	24167.70005	25227.19217	14233.01147	23483.9842	7248.075967	16898.17933	21525.38207	21873.23047	25156.149	27200.81557	24317.63571	29622.40377	25481.68892	24560.92443	15008.09617	23252.8168	34939.66423	31548.03134	16108.08907
PA	28	4	 [M-H]-	1.83	PA	20.10734903	26608.83066	42662.77715	28494.3998	28607.60343	21151.10086	21396.12512	18021.0566	18928.79245	22996.00416	29640.8451	24774.96281	23536.73842	7536.373689	15190.50216	17229.58907	23997.51259	38358.92765	34436.91396	49955.86683	29854.53932	14923.62545	26873.41871	5850.543388	15571.43091	50810.6179	47441.87554	28382.10086	50766.89932	32521.13002	32803.88606	26910.30788	14089.94906	36771.60183	9472.204268	33476.70668	40472.57848	15352.65464	8748.324494	18719.24043	45641.01651	16782.02742	51411.85845	48028.74121	47817.41301	14642.66301	15441.12025	16123.05226	23154.92373
PC	42	6	 [M-Ac-H]-	7.34	PC	20.18035231	28756.76091	34735.96427	66862.89918	21286.76316	30387.87602	17592.72461	93783.84801	25476.92083	29107.98069	66405.47394	64648.48566	49650.9493	22225.54196	71072.80823	82808.83463	54579.82517	60565.19597	69379.42383	66826.05611	66977.32691	41725.85153	58700.17197	27155.47178	65871.14958	51490.89861	43848.4859	7630.764933	35718.75155	125396.3337	105570.9927	79466.81692	67196.45624	49087.16198	10955.44767	32679.34381	19312.82602	45290.95968	79176.3689	51703.81769	42958.05018	54793.49362	63807.312	24502.23719	28194.7947	45505.90251	73614.70746	117100.3828	37992.11805
lysoPE	20	2	 [M-H]-	2.04	lysoPE	20.21350887	39756.75102	29553.97847	18308.22049	15168.04034	10832.16815	25801.14506	89299.84925	16335.7327	12544.26148	9486.645204	33997.08977	7217.014348	3373.435993	17013.63624	17383.3766	15725.81356	34162.87465	17236.67173	21259.46212	18400.15797	21375.62022	24149.57372	4997.034229	8768.402406	17783.61217	16260.41858	13588.45416	10752.17186	25786.96354	31681.53086	28770.10082	6693.747798	12404.7035	2577.954924	20829.57076	19591.14009	10703.28217	25035.27539	19755.63897	12157.41687	11814.81644	14469.26223	13556.87265	6957.022054	27273.32028	21370.84794	47720.35994	41328.50551
CL	68	0	 [M-2H](2-)	7.6	CL	20.28628438	20357.65654	20899.15663	22046.57785	16411.29166	15151.0805	15396.28881	16998.68335	27878.58379	13050.43411	19297.38527	18960.49007	6702.324913	10763.85223	22742.16456	27450.20011	22535.69475	33603.12058	31027.43599	36119.77854	32371.04482	33945.4001	64721.27379	218826.7932	57195.50851	41414.63251	16130.2806	54051.11821	33204.39982	12073.60688	21708.02218	16711.04744	31125.95646	11991.88631	13494.74794	17278.02116	23075.22707	29329.33687	18512.18274	20452.98639	35789.23185	38264.38951	18192.53197	17667.33709	31976.67946	36122.62214	24572.97407	28756.23714	34599.60266
CL	74	2	 [M-2H](2-)	5.85	CL	21.33057767	10704.46575	27964.56648	8439.504733	7832.027679	7708.454417	7272.253572	23572.31695	9573.981887	13690.84742	19234.95991	15715.60549	19214.53718	7210.126023	10697.84613	11920.7455	5574.162568	8791.059738	5703.976783	6144.953404	8904.326848	7634.246651	8157.619206	186420.5378	210246.453	15271.40399	28918.09778	11996.05299	17157.9886	10015.27288	11099.2055	10400.54827	8118.132795	13043.62979	10318.60446	11663.18165	9454.223568	8851.622253	9259.90762	3497.297665	19064.42115	7993.394365	18639.38942	12759.01166	13405.69597	7783.43979	15931.82389	11499.92808	7032.948181
PC	42	8	 [M-Ac-H]-	6.37	PC	21.38149479	20445.68772	19049.69595	14756.81207	16891.87803	6849.330975	8663.288531	7328.434747	11334.17621	7478.819487	15474.14712	9172.577232	12351.58192	11377.54332	12471.62263	9467.335187	7923.153372	24057.61833	22064.45567	23202.44733	16911.16833	16917.39299	23078.92778	11776.53291	13366.62749	12231.82597	14518.02184	15651.41427	14451.95496	20482.80594	20088.9287	11320.4366	20170.90842	26062.26512	13230.03401	16159.77774	16269.32547	12243.96383	18449.34854	14138.01931	25068.34838	10417.55953	24281.81732	25611.04995	23436.19928	15101.97612	12651.52813	7981.265278	25483.04947
CL	76	12	 [M-2H](2-)	8.91	CL	21.64827946	50352.84471	62311.49263	28321.51773	26616.65805	58535.93223	14961.83192	62244.30349	31639.45263	31986.82476	32040.60197	34565.3014	25679.51928	23007.26673	39122.53695	21961.40999	35217.50507	32880.73521	36365.31821	25337.16642	40357.34442	39571.31017	40440.13668	47077.08353	61630.36912	17049.65714	35488.85512	22311.94699	24910.65692	25099.59573	20661.88511	26941.29356	37525.99447	64371.95114	69747.36958	27690.28506	47101.21282	57244.96132	40855.26488	49730.66929	36770.22313	63452.73121	51369.27095	41348.45568	17936.05862	34004.12552	41605.10831	27458.79032	29149.11592
PS	34	2	 [M-H]-	5.42	PS	21.84107476	45113.52039	60254.60264	16811.44735	34397.2463	24217.39802	30872.88492	67865.63128	21413.52221	23029.05807	58136.50121	51904.32081	67574.68124	7730.584784	24302.96497	7435.132709	25560.68565	18064.48118	21129.55924	15861.38774	20050.5422	12867.81001	19065.48383	5037.242462	6076.798305	23439.95565	30329.43153	88298.75099	12571.00556	28543.19332	16668.59815	18965.57608	7486.767549	31058.23446	36627.59953	11736.46534	12189.3546	50300.83232	25228.93668	20576.1708	22346.34606	24970.13649	21721.27073	9805.671206	8515.112262	11207.63362	18042.53676	21530.77071	13777.17962
PC	33	2	 [M-Ac-H]-	5.94	PC	21.89883283	73826.55982	97007.21834	150460.7298	60710.66989	78863.79283	130472.7281	307552.5339	101386.9331	82480.04153	92139.86936	123703.0318	105294.1952	68847.02812	160084.0533	106680.788	154514.3433	75943.90723	79815.86087	60981.05321	111748.3318	70670.70846	88824.82993	41110.19654	61538.00948	84892.55724	102512.9948	43636.82621	82682.619	170404.598	99938.25315	123802.653	67103.1168	74007.93451	37044.19934	73414.80327	52260.94996	69421.31599	104394.7267	100172.6614	68860.13199	91337.33428	53200.72571	54066.91546	61334.29793	72041.33341	142818.9869	165411.8035	71386.92322
CL	80	12	 [M-2H](2-)	5.9	CL	21.9014068	265089.9564	322793.1022	299539.066	413063.1537	223775.2284	147930.3131	223149.0413	389897.1986	324453.9272	318458.8126	349311.3457	286535.0438	222208.9077	250361.907	297177.7582	459513.4897	407166.2591	287275.2771	326073.5675	386259.8865	336604.3198	363739.2591	739204.9535	337868.8883	252310.475	283587.3641	190084.9054	272764.0238	215356.3463	183590.4983	218394.2997	296605.4648	435118.588	261081.4105	392351.4094	313272.5112	262560.5759	234253.1949	266857.1494	396428.58	288200.858	356070.2299	336009.9705	489667.0632	283476.0705	278074.3449	226190.1474	236658.765
PG	44	2	 [M-H]-	9.69	PG	21.96827076	1793.138095	3206.09926	11873.14328	1405.894665	9343.983151	1916.144866	2419.31877	3960.106978	843.4068477	2443.671288	1789.384728	1648.746807	1788.822347	3961.178376	19751.14694	7067.825913	4903.916659	2793.395645	4206.413858	2603.209333	13948.06992	50207.25456	182902.2774	112350.1473	963.6112325	5942.391076	7271.860321	3676.006325	3701.763416	5325.548556	5801.861046	10018.10154	2257.96707	9481.125891	4619.069839	1748.699752	5625.554951	3665.75276	5725.350697	3757.368841	59672.86565	2196.298242	3268.669851	6712.237875	2240.09469	2309.813906	2989.583732	2964.867146
CerP	34	2	 [M-H]-	5.34	CerP	22.25197502	6628.371408	3268.915235	2155.681031	5039.257568	6769.534706	5187.520831	2237.285284	12630.22778	3174.792019	2447.46935	5825.059101	4157.772574	1030.959176	1338.918022	408.2973519	3831.20964	2110.201783	1016.318008	880.4441822	1241.992872	3016.398033	1148.416409	2142.541285	531.0682154	1316.573808	3429.965926	2602.725802	3068.0145	2948.019737	1998.664737	1826.106986	3476.860895	4578.816678	8071.902119	2629.010962	2126.552247	5654.480552	2341.785842	2518.285328	2792.183091	1461.691299	2434.066533	2400.988379	1667.629028	2117.720508	1879.01695	2043.615851	4688.48236
PC	32	4	 [M-Ac-H]-	4.89	PC	22.69054387	6410.576661	18785.65059	9384.860123	12006.17768	12188.60048	7862.603559	8054.07249	6443.978664	9552.361398	8709.435864	14429.4352	8648.433116	1347.810893	4622.380306	1540.285057	4561.287023	14818.26064	9605.48504	6290.530727	10189.25282	6270.707933	6538.452004	1547.383894	2787.358961	6237.024593	8381.849337	2850.56651	3207.035321	11929.21813	8444.312233	8408.096138	2732.549057	5362.53774	1384.566552	2636.375688	3467.189116	2112.74782	1545.155354	9259.161357	1914.542034	2924.145947	1322.485807	898.0600106	2566.016629	2325.210728	3475.062701	2158.387973	1849.131226
CL	78	2	 [M-2H](2-)	6.97	CL	23.16393168	163816.0451	135593.2452	245036.6806	136017.3363	239910.0032	248623.5039	225445.7641	166423.7125	145115.1699	214177.2234	216259.1682	231063.7464	173318.0016	246049.6947	182850.3411	240282.1922	156846.2759	208852.3436	215034.4585	166072.7854	164061.0556	172306.5944	90414.39694	181968.2836	240543.8892	224058.65	198246.7464	243229.2074	275965.4226	240836.3153	248561.3154	184694.1689	161678.1483	114336.026	215621.8521	183510.7929	157529.9635	177992.7863	196274.8915	190948.6503	150895.3676	276126.3958	276207.9527	180335.2879	203131.9099	214924.7086	235057.7639	169780.3677
PA	36	4	 [M-H]-	5.25	PA	23.17817551	9166.90281	43169.45218	14700.10091	12702.87356	13648.7307	17326.34148	13201.71122	2369.561786	53907.49464	19071.42871	33178.91054	9116.59857	2848.350416	11339.94371	2869.305837	9102.830334	34188.35147	26001.48128	9921.505118	22624.02431	12954.00071	5119.23414	2297.396647	7991.670464	6448.715741	26638.97493	2155.210213	7520.559494	21295.22441	6664.688702	11302.80058	15184.87274	15792.58277	3458.589021	10033.06362	7228.738737	12742.23393	7187.048502	1845.226914	13123.99567	2024.165845	10714.31124	8052.916882	7241.593537	3906.592607	7826.971816	2145.09617	2615.814825
PE	33	2	 [M-H]-	6.12	PE	23.65092301	160985.5612	289630.5296	279977.857	162528.0786	260477.0897	215268.3205	425183.3278	154971.2664	323068.7551	179703.1296	395466.2535	152139.4925	135229.2365	339744.0747	175352.927	269276.7862	215736.3954	177726.3047	162882.3614	245821.6772	180434.5288	201525.5375	128770.818	155169.514	97271.29113	165257.7252	106353.0876	94417.63954	195590.6899	128293.9967	338216.3615	268394.3001	131738.5209	48287.76432	136202.3832	55089.30831	122725.1331	131692.4465	183006.7981	123765.8378	158908.8237	94092.38187	139036.4798	115589.739	246463.3081	335709.8435	173765.2198	147159.2083
PC	35	0	 [M-Ac-H]-	7.34	PC	23.94926358	32528.99838	23569.13108	20117.36449	17249.20497	27545.49272	20570.16142	36360.94293	28061.65786	26981.93232	20234.89428	24401.1396	24180.23312	26300.97882	31150.49409	23009.23854	27539.39414	25677.35262	25386.81615	19013.42672	32173.64182	20224.04124	29641.92213	27545.49319	30222.29528	20517.07837	30755.1368	11579.01612	37471.28998	24815.57261	18707.2861	25054.137	32553.90158	31147.03881	67015.53193	35258.31276	30567.93288	47925.34971	23424.18874	24651.10474	32201.12377	38783.6859	21877.9448	35587.37468	33527.69587	37263.37061	40173.59723	22451.41248	20271.28022
PE	34	0	 [M-H]-	6.59	PE	23.95991405	520470.0625	617920.5209	316816.5666	423156.3941	433305.7189	344098.6651	487503.7864	621927.37	346898.2583	314471.612	842166.9054	895786.4041	193800.178	475646.5932	174279.3783	279894.8904	305867.787	636063.6781	232433.9075	619010.5744	366265.6105	366787.1397	276456.8073	267444.283	394307.2975	428553.407	423913.1817	278499.4553	338435.3373	286891.3999	316837.5271	349193.6749	438094.205	485765.9106	287540.9721	403266.1461	305527.0372	348595.5264	482216.9723	364032.5122	308199.6975	508454.756	207791.7204	230921.4339	264586.3226	271802.9112	259399.0527	407876.5194
PE	40	8	 [M-H]-	5.93	PE	24.18649323	1204403.746	1659254.255	2324199.991	2905202.891	1141406.444	1209048.493	2314613.737	2831378.341	995639.2419	1358331.13	1384291.925	1533960.542	1154791.605	1411837.257	1581687.578	2954960.72	2248131.991	1389259.689	1378292.595	1987807.864	1814784.935	2050471.78	5313383.296	2347393.906	1252423.409	1395334.59	1153682.656	1943404.842	1582876.436	978354.32	1353334.734	1594645.215	1857880.227	1189137.942	1987168.273	1453495.821	1266104.614	1163933.401	1597243.91	2555123.314	1845725.175	1716280.813	1522478.198	2955741.707	1491628.879	1571805.647	1305026.63	1095026.168
PS	40	8	 [M-H]-	4.99	PS	24.19459026	8973.257963	9275.480317	18808.24096	2812.067402	8810.349463	4091.53365	15677.38074	8048.930724	11946.74065	15241.27926	10356.45804	11548.88358	5664.284567	17520.10424	7822.373703	7210.84747	14110.92717	8228.611554	10852.59002	11403.33273	4586.793839	5636.663253	1156.6616	4535.909225	9488.456546	11414.83236	7740.335959	7318.539526	4742.46012	6556.424056	4275.65617	3542.262424	4547.539368	661.0251259	2486.552714	5713.813857	3404.458252	9833.063403	4331.04992	3163.996433	5481.928006	4383.33525	6390.636062	6531.626474	9998.993142	3804.242817	6192.082979	5023.056404
CL	76	8	 [M-2H](2-)	9.22	CL	24.2521127	11667.82536	36231.56883	6937.241221	656.477448	43189.82678	55677.14638	66979.68793	21323.30979	13245.63959	18379.794	27753.84662	13721.5869	3981.315152	34818.3161	7135.495654	13656.01545	11802.90618	14425.31767	11907.4143	14870.66297	36818.74067	20639.6265	7705.423276	26932.59138	11442.39601	9431.175316	8302.771565	24977.38285	86492.65221	11334.36794	30755.29365	7923.516647	20215.79881	76176.41419	10495.71952	18115.07981	48839.65482	42637.13343	42696.12803	14234.64529	29636.48467	24431.86683	2548.995165	15382.36014	17679.56342	49014.23009	23133.03345	20707.54485
PA	38	6	 [M-H]-	6.07	PA	24.29130125	7117.628131	6851.602235	13933.67844	14012.24277	13469.15814	11893.26582	17078.08413	18599.10777	15398.60238	13426.59554	7470.920224	13131.50894	20592.26709	6124.067342	5709.342094	21599.87309	13391.31066	3849.667017	12176.71088	10139.66987	18897.96077	15314.48174	60754.12114	29008.27442	11198.46154	9560.328327	11962.45672	18814.07973	18919.43133	14766.38651	10869.1539	27474.99938	12990.89154	14803.19893	12569.5862	6725.179018	11721.02374	8068.202884	17756.49268	12178.13892	15801.15867	12396.86175	14152.38582	22666.34592	13318.50442	12502.75334	9180.879829	17590.63793
PA	37	2	 [M-H]-	6.89	PA	24.38112834	3123.071055	4711.203027	3792.262544	3582.336539	2278.427417	8164.552854	1394.912366	2750.081162	2288.794474	3612.156574	6239.595892	6453.203049	3192.713673	3185.758016	2646.768378	5336.551286	1766.63491	6237.680711	6554.327711	4279.373587	2517.984037	3643.213181	1355.207469	4737.494576	5883.879768	3738.355105	5103.569043	2526.480572	1586.643947	5569.650916	2662.443407	3007.699096	6339.287974	5106.199105	2058.526511	2110.208031	4397.489591	10256.35364	4563.216415	3683.994262	1467.199204	7491.1509	4977.31279	2789.942874	3414.288025	3112.109613	4383.206169	3450.725165
PC	30	2	 [M-Ac-H]-	4.91	PC	24.62402478	14644.73187	25852.26675	33814.48888	17947.7986	16278.69599	24805.64485	26101.64693	21645.99134	22944.76378	14900.87067	28553.94635	13420.29786	1476.774024	7986.421887	4932.074692	9214.760875	11034.3781	15019.94098	14729.70546	11238.95757	5963.772594	9196.831519	3755.649139	8562.344917	19466.24236	10030.35478	6122.879713	4914.400224	15619.83049	10839.21642	34640.15111	7823.877206	11424.91994	855.6946229	4581.566745	4659.361595	3671.492483	4285.879044	15529.53596	7259.782883	5875.907188	2656.536428	4004.847973	1115.119611	4369.76448	4659.07152	9082.189629	4852.182326
