"Lipid","Adduct","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334","QC","QC.1","QC.2","QC.3","QC.4","QC.5","QC.6","CV"
"PC 36:0"," [M-Ac-H]-@6.94",63557.6638947225,51161.5749350982,33257.2218777345,33625.6170813812,40586.2240315824,27669.7269174155,41534.4123553582,34698.5125620942,45803.6944741775,43390.0427690779,40586.2240315824,42441.8011357103,32844.5995602581,65788.2052304147,53465.167923091,40240.0754398973,78695.0530453306,40586.2240315824,84215.5429344367,41534.4123553582,42441.8011357103,40240.0754398973,59201.1508533141,56149.8936557904,59201.1508533141,33257.2218777345,73034.8931539208,43390.0427690779,41534.4123553582,3263.15925648494,33625.6170813812,43390.0427690779,40586.2240315824,31203.8141300625,34698.5125620942,43390.0427690779,38502.0070433393,42441.8011357103,48182.0717913388,27669.7269174155,29062.2865632281,33257.2218777345,54967.5570809419,28371.0524068473,62248.297380789,31819.8040048479,40240.0754398973,57019.204561377,44468.7218741318,33625.6170813812,49000.8732518591,61406.0632477407,40586.2240315824,37106.7110444833,38502.0070433393,21.4626356317724
"PE 44:5"," [M-H]-@8.09",24960.0432707651,14183.4344751869,17300.6359888415,21167.2774205338,15507.0561482008,15280.4978501527,24545.7280568123,33257.2218777345,27136.7913086955,20808.5828793092,17300.6359888415,14389.3093218788,21167.2774205338,18783.3928815169,20808.5828793092,44468.7218741318,22814.0313936417,14589.2596391774,8635.27005289917,10364.5405776268,11196.8370100297,10765.8334507984,10205.7135939156,11302.8023337359,12641.3271214671,9041.14410954384,13879.4296212777,19230.4242177783,8562.32096238921,4161.95974347231,17654.6588222659,14790.6659292596,13879.4296212777,16328.4466952437,19230.4242177783,17654.6588222659,13218.8810080463,19230.4242177783,19502.167767695,13497.6290669996,13497.6290669996,7767.3764624444,14183.4344751869,11046.1880011681,12050.9503239596,11958.7041055247,13497.6290669996,23154.368444744,21167.2774205338,23668.8150888774,15280.4978501527,14389.3093218788,15777.2991699635,15280.4978501527,14589.2596391774,21.4960908192804
"CL 70:3"," [M-2H](2-)@5.58",4448.94180379132,1622.89172218463,4916.9181733002,10063.9615314615,8062.32121991041,5433.85536434509,5270.84165134611,6118.74510740346,7374.27961812012,3240.5573576736,4976.25404355669,4916.9181733002,5599.89253538876,4677.10353948002,25252.9578295235,3369.77809653163,4161.95974347231,3656.26201152571,3462.72427772801,18422.6022447198,9280.91190583454,2129.86921921666,8223.51871446462,4276.62936680334,3462.72427772801,3656.26201152571,6666.52714092414,9280.91190583454,6504.40842638318,3609.4778074159,4208.25870172074,5125.137447116,11046.1880011681,2042.02564079167,3002.81227623157,2834.66115594521,3462.72427772801,5054.99837381301,3263.15925648494,4740.23170646276,4448.94180379132,2584.60353712309,2379.44107396467,4561.13176880706,13016.721382706,2808.93798323823,5512.95920683964,3941.53391928407,4677.10353948002,5270.84165134611,3369.77809653163,3296.56507804701,5599.89253538876,5125.137447116,3714.95902455441,21.6592616307575
"CL 78:0"," [M-2H](2-)@10.21",1181.70108937913,1977.98365687146,854.763253912523,1337.69350262176,1034.34162550108,1060.61081012866,1622.89172218463,978.506715485391,1255.11015952996,1034.34162550108,1771.31452978073,1181.70108937913,1117.91162164385,1060.61081012866,854.763253912523,2350.0971246596,517.770076650001,2090.49990243022,3189.89019742479,3189.89019742479,1977.98365687146,1930.20778119725,2090.49990243022,1568.71163037696,2042.02564079167,1930.20778119725,978.506715485391,517.770076650001,1874.82771055837,2834.66115594521,1930.20778119725,2350.0971246596,3880.87459357936,2488.41517143889,1568.71163037696,2042.02564079167,1462.72153683665,2379.44107396467,3074.37226074816,3074.37226074816,3880.87459357936,3263.15925648494,3189.89019742479,3189.89019742479,2488.41517143889,2260.07784213417,2584.60353712309,2834.66115594521,2042.02564079167,1117.91162164385,1930.20778119725,1568.71163037696,1874.82771055837,1707.10077887073,2379.44107396467,22.0031826485512
"PC 37:6"," [M-Ac-H]-@5.80",13879.4296212777,17300.6359888415,14389.3093218788,13497.6290669996,43390.0427690779,20553.0435169247,12242.0741170232,13218.8810080463,12763.0232448943,18052.1514022068,13497.6290669996,14790.6659292596,16041.5719612405,15280.4978501527,8405.98152389093,21876.9953979148,37106.7110444833,16328.4466952437,77051.3061921559,15507.0561482008,18992.0606850502,22432.4909232519,18052.1514022068,21167.2774205338,46377.5448066994,27669.7269174155,10205.7135939156,22145.5932237834,25252.9578295235,54967.5570809419,13497.6290669996,18052.1514022068,22432.4909232519,31819.8040048479,20553.0435169247,82187.1006181964,29062.2865632281,14389.3093218788,15507.0561482008,18783.3928815169,33257.2218777345,27669.7269174155,15507.0561482008,17300.6359888415,20808.5828793092,31203.8141300625,19230.4242177783,13218.8810080463,11046.1880011681,13693.1479985585,12532.7743970171,11046.1880011681,16328.4466952437,16328.4466952437,19502.167767695,22.0192707303971
"PI 38:5"," [M-H]-@5.93",2260.07784213417,6018.70163542494,2488.41517143889,3369.77809653163,2531.50572594519,1568.71163037696,2379.44107396467,3002.81227623157,2808.93798323823,3002.81227623157,3548.59810168421,4073.42720535686,4916.9181733002,2744.60096328939,3240.5573576736,4916.9181733002,2919.73357774234,5054.99837381301,3548.59810168421,3941.53391928407,3074.37226074816,3941.53391928407,3714.95902455441,2379.44107396467,2531.50572594519,9457.7148263678,4335.75747725508,4494.95613703607,5379.04113284946,1977.98365687146,11601.4033339031,3609.4778074159,4161.95974347231,4208.25870172074,2235.3316546621,4916.9181733002,3714.95902455441,4073.42720535686,4561.13176880706,5270.84165134611,6926.3661512357,4827.65613461151,6926.3661512357,4335.75747725508,4335.75747725508,5599.89253538876,2808.93798323823,4335.75747725508,3609.4778074159,4073.42720535686,3002.81227623157,3462.72427772801,2621.93490193058,2460.34163717296,4494.95613703607,22.0312071172126
"PA 39:6"," [M-H]-@5.99",1060.61081012866,1219.9970072539,898.373961904056,854.763253912523,2406.32562007228,2260.07784213417,1117.91162164385,1255.11015952996,1389.40003787783,1502.00847772804,1060.61081012866,1255.11015952996,1255.11015952996,1117.91162164385,1181.70108937913,1874.82771055837,1622.89172218463,1034.34162550108,3985.36479097031,1462.72153683665,940.714895212363,1874.82771055837,1568.71163037696,1930.20778119725,3656.26201152571,1034.34162550108,1255.11015952996,640.166057874239,2042.02564079167,3985.36479097031,978.506715485391,898.373961904056,2406.32562007228,1930.20778119725,1462.72153683665,3714.95902455441,1813.2023707082,940.714895212363,1536.49406574088,640.166057874239,2350.0971246596,2621.93490193058,517.770076650001,1568.71163037696,1622.89172218463,2042.02564079167,1034.34162550108,1502.00847772804,1707.10077887073,1255.11015952996,1181.70108937913,1502.00847772804,1117.91162164385,1060.61081012866,898.373961904056,22.0744229417178
"PC 32:3"," [M-Ac-H]-@5.18",8223.51871446462,2350.0971246596,7158.34006985689,13693.1479985585,5863.54157902534,7374.27961812012,6591.45938638766,6774.47535677665,5166.54078645223,3511.31416415035,6018.70163542494,5664.71865704873,5125.137447116,7241.97550704791,6774.47535677665,1219.9970072539,3002.81227623157,3189.89019742479,1707.10077887073,2808.93798323823,3880.87459357936,2350.0971246596,1707.10077887073,2350.0971246596,1462.72153683665,7434.25355009642,7434.25355009642,5664.71865704873,4448.94180379132,3941.53391928407,4335.75747725508,3656.26201152571,4125.84916612601,3189.89019742479,2584.60353712309,2531.50572594519,2406.32562007228,4208.25870172074,3880.87459357936,7158.34006985689,2488.41517143889,1622.89172218463,2129.86921921666,2966.5388879537,2808.93798323823,2460.34163717296,2042.02564079167,3369.77809653163,6118.74510740346,5599.89253538876,4161.95974347231,5125.137447116,3817.98226544077,3240.5573576736,5512.95920683964,22.1875856971929
"PA 30:1"," [M-H]-@5.00",707.656784504482,517.770076650001,978.506715485391,319.671396577873,578.026420843903,424.015971290906,743.886215430844,319.671396577873,707.656784504482,473.400163132699,424.015971290906,424.015971290906,978.506715485391,815.487459188174,319.671396577873,473.400163132699,782.708589076385,578.026420843903,1337.69350262176,640.166057874239,424.015971290906,517.770076650001,578.026420843903,319.671396577873,424.015971290906,473.400163132699,424.015971290906,1034.34162550108,578.026420843903,1771.31452978073,1462.72153683665,782.708589076385,424.015971290906,707.656784504482,854.763253912523,1219.9970072539,1117.91162164385,578.026420843903,640.166057874239,782.708589076385,517.770076650001,707.656784504482,815.487459188174,1707.10077887073,743.886215430844,1060.61081012866,1060.61081012866,517.770076650001,640.166057874239,640.166057874239,743.886215430844,640.166057874239,319.671396577873,578.026420843903,578.026420843903,22.3221567333548
"PG 39:7"," [M-H]-@4.88",1622.89172218463,1255.11015952996,2460.34163717296,1707.10077887073,940.714895212363,1977.98365687146,3369.77809653163,2744.60096328939,2406.32562007228,8405.98152389093,3714.95902455441,6504.40842638318,3462.72427772801,7767.3764624444,7892.45584426399,3656.26201152571,6666.52714092414,7013.81093793881,1930.20778119725,4335.75747725508,7374.27961812012,2235.3316546621,8006.1700733225,4448.94180379132,3189.89019742479,2189.86444712293,1874.82771055837,1117.91162164385,1389.40003787783,898.373961904056,1977.98365687146,1255.11015952996,1813.2023707082,4335.75747725508,2744.60096328939,2460.34163717296,2260.07784213417,3369.77809653163,1977.98365687146,1874.82771055837,1707.10077887073,1536.49406574088,2919.73357774234,2189.86444712293,5599.89253538876,1771.31452978073,1977.98365687146,2531.50572594519,3074.37226074816,3656.26201152571,2584.60353712309,2966.5388879537,2834.66115594521,4740.23170646276,2966.5388879537,22.3701482506097
"PI 40:5"," [M-H]-@6.14",93175.0716022023,85545.30156897,78695.0530453306,62248.297380789,84215.5429344367,136837.712454063,136837.712454063,74699.5418802271,87172.2008562676,65788.2052304147,94919.325883354,141715.927686262,46377.5448066994,70587.169716134,59201.1508533141,234571.82726034,51161.5749350982,69281.4798380118,169476.688360362,73034.8931539208,208788.147287482,87172.2008562676,94919.325883354,126846.615144539,87172.2008562676,153361.534593716,49000.8732518591,31203.8141300625,43903.6272116872,62248.297380789,69281.4798380118,76000.9210241204,48182.0717913388,93175.0716022023,89531.9676732323,97178.5672047222,124149.506933343,35473.9336373973,97178.5672047222,78695.0530453306,84215.5429344367,128561.508408334,59201.1508533141,56149.8936557904,81010.799828919,78695.0530453306,39121.7235390526,67653.4106439194,81010.799828919,89531.9676732323,74699.5418802271,65788.2052304147,63557.6638947225,44468.7218741318,56149.8936557904,22.4727407765755
"CL 72:4"," [M-2H](2-)@9.69",4976.25404355669,4827.65613461151,4677.10353948002,3263.15925648494,898.373961904056,2189.86444712293,3002.81227623157,2042.02564079167,3002.81227623157,4740.23170646276,6926.3661512357,5125.137447116,6774.47535677665,6774.47535677665,4677.10353948002,7013.81093793881,5433.85536434509,4677.10353948002,5599.89253538876,2966.5388879537,6351.62320475601,7013.81093793881,3548.59810168421,3817.98226544077,4827.65613461151,5325.16677285265,6419.39100182543,5166.54078645223,2379.44107396467,1502.00847772804,6419.39100182543,9815.49086811924,2531.50572594519,2919.73357774234,4161.95974347231,2584.60353712309,8562.32096238921,7434.25355009642,8562.32096238921,2260.07784213417,3985.36479097031,3880.87459357936,7374.27961812012,6201.19672700279,3462.72427772801,1977.98365687146,4613.46187163852,6419.39100182543,5125.137447116,4561.13176880706,4335.75747725508,4677.10353948002,3189.89019742479,3369.77809653163,2621.93490193058,23.1531179931311
"PE 38:8"," [M-H]-@5.20",8345.6837321175,4677.10353948002,9280.91190583454,19502.167767695,21876.9953979148,10364.5405776268,12641.3271214671,9280.91190583454,15507.0561482008,11601.4033339031,7013.81093793881,10567.9691574085,7562.29051639789,10364.5405776268,10765.8334507984,3817.98226544077,6419.39100182543,13497.6290669996,4335.75747725508,15777.2991699635,6860.64490177395,4677.10353948002,6591.45938638766,6118.74510740346,8345.6837321175,6666.52714092414,6118.74510740346,3656.26201152571,27136.7913086955,9164.11248687634,10205.7135939156,7158.34006985689,9642.88937351681,5964.28525727507,9041.14410954384,3369.77809653163,4208.25870172074,898.373961904056,7374.27961812012,16041.5719612405,5379.04113284946,3462.72427772801,3240.5573576736,5379.04113284946,5166.54078645223,3002.81227623157,3240.5573576736,2919.73357774234,5325.16677285265,10063.9615314615,8405.98152389093,6419.39100182543,6666.52714092414,10063.9615314615,8006.1700733225,23.2333932203157
"PA 28:4"," [M-H]-@1.83",3880.87459357936,4976.25404355669,6419.39100182543,4448.94180379132,7241.97550704791,3817.98226544077,3985.36479097031,3369.77809653163,3817.98226544077,5166.54078645223,4827.65613461151,6666.52714092414,4073.42720535686,7629.5286172313,6351.62320475601,5433.85536434509,8062.32121991041,5756.81119569631,4613.46187163852,5664.71865704873,6201.19672700279,3189.89019742479,7562.29051639789,7629.5286172313,8562.32096238921,4740.23170646276,3714.95902455441,2531.50572594519,3609.4778074159,2531.50572594519,2189.86444712293,3122.92622899011,4335.75747725508,2808.93798323823,4335.75747725508,2260.07784213417,2744.60096328939,4561.13176880706,5863.54157902534,4494.95613703607,2744.60096328939,4073.42720535686,1771.31452978073,3122.92622899011,6926.3661512357,3263.15925648494,2531.50572594519,2621.93490193058,3880.87459357936,3369.77809653163,3462.72427772801,5270.84165134611,5433.85536434509,5054.99837381301,6201.19672700279,23.4814748690549
"CL 76:12"," [M-2H](2-)@8.91",9164.11248687634,7013.81093793881,8062.32121991041,4677.10353948002,4916.9181733002,4161.95974347231,3548.59810168421,5125.137447116,4208.25870172074,4561.13176880706,6419.39100182543,5512.95920683964,5964.28525727507,3817.98226544077,4125.84916612601,3548.59810168421,4561.13176880706,8062.32121991041,9642.88937351681,5125.137447116,7434.25355009642,13497.6290669996,6351.62320475601,6926.3661512357,3074.37226074816,10364.5405776268,4276.62936680334,11958.7041055247,6774.47535677665,6666.52714092414,9457.7148263678,6926.3661512357,5433.85536434509,6860.64490177395,6419.39100182543,7767.3764624444,10567.9691574085,5433.85536434509,5664.71865704873,3817.98226544077,6118.74510740346,9041.14410954384,9280.91190583454,9041.14410954384,4613.46187163852,5325.16677285265,7241.97550704791,6591.45938638766,6774.47535677665,5664.71865704873,5512.95920683964,4448.94180379132,4916.9181733002,5379.04113284946,2919.73357774234,23.5039155638947
"CL 72:6"," [M-2H](2-)@9.32",91053.2857908905,74699.5418802271,82187.1006181964,56149.8936557904,51161.5749350982,69281.4798380118,70587.169716134,65788.2052304147,69281.4798380118,63557.6638947225,89531.9676732323,78695.0530453306,69281.4798380118,91053.2857908905,63557.6638947225,76000.9210241204,59201.1508533141,80150.8172048298,88212.5794587881,69281.4798380118,89531.9676732323,93175.0716022023,76000.9210241204,69281.4798380118,51161.5749350982,65125.2257666522,65788.2052304147,78695.0530453306,61406.0632477407,42441.8011357103,77051.3061921559,87172.2008562676,43390.0427690779,45803.6944741775,73034.8931539208,85545.30156897,113119.08871725,65788.2052304147,73034.8931539208,46377.5448066994,45803.6944741775,73034.8931539208,91053.2857908905,60549.0879490913,61406.0632477407,45803.6944741775,65788.2052304147,72134.4767047597,87172.2008562676,73034.8931539208,67653.4106439194,63557.6638947225,45803.6944741775,50222.2123266577,51161.5749350982,23.5395949677637
"CerP 34:1"," [M-H]-@5.85",1337.69350262176,3002.81227623157,1389.40003787783,898.373961904056,2090.49990243022,1181.70108937913,1034.34162550108,2129.86921921666,898.373961904056,1117.91162164385,1536.49406574088,1462.72153683665,1389.40003787783,1622.89172218463,782.708589076385,2189.86444712293,2460.34163717296,1117.91162164385,3714.95902455441,1771.31452978073,2090.49990243022,3511.31416415035,1977.98365687146,2260.07784213417,1813.2023707082,3511.31416415035,5379.04113284946,3002.81227623157,2966.5388879537,4208.25870172074,2379.44107396467,2379.44107396467,3817.98226544077,3817.98226544077,2834.66115594521,4448.94180379132,2621.93490193058,2744.60096328939,3941.53391928407,2460.34163717296,2531.50572594519,3240.5573576736,2834.66115594521,2531.50572594519,1707.10077887073,3941.53391928407,2379.44107396467,5379.04113284946,2406.32562007228,1622.89172218463,1536.49406574088,1771.31452978073,1930.20778119725,1117.91162164385,1502.00847772804,23.648640092635
"PE 38:1"," [M-H]-@7.29",56149.8936557904,89531.9676732323,34698.5125620942,88212.5794587881,73034.8931539208,32844.5995602581,45803.6944741775,38502.0070433393,26691.0866922063,84215.5429344367,57966.4207157565,126846.615144539,31203.8141300625,57966.4207157565,65788.2052304147,45803.6944741775,65788.2052304147,97178.5672047222,136837.712454063,46377.5448066994,102262.39039454,73034.8931539208,189294.061798486,136837.712454063,65125.2257666522,54967.5570809419,53465.167923091,77051.3061921559,39121.7235390526,27136.7913086955,61406.0632477407,80150.8172048298,60549.0879490913,44468.7218741318,51161.5749350982,126846.615144539,63557.6638947225,81010.799828919,91053.2857908905,63557.6638947225,76000.9210241204,53465.167923091,98902.095819984,73034.8931539208,189294.061798486,64184.943535615,77051.3061921559,128561.508408334,63557.6638947225,52357.5794593338,65125.2257666522,88212.5794587881,52357.5794593338,72134.4767047597,94919.325883354,23.7170965372344
"CL 82:8"," [M-2H](2-)@6.38",9280.91190583454,17858.1983327838,20113.1906722862,18992.0606850502,32844.5995602581,15507.0561482008,16041.5719612405,18992.0606850502,21167.2774205338,21167.2774205338,16567.069256039,21587.8162404977,21587.8162404977,20808.5828793092,11046.1880011681,31819.8040048479,26691.0866922063,22814.0313936417,28371.0524068473,28371.0524068473,27136.7913086955,24019.5110456632,32844.5995602581,34698.5125620942,41534.4123553582,21876.9953979148,13016.721382706,12532.7743970171,21167.2774205338,22145.5932237834,13693.1479985585,12763.0232448943,18422.6022447198,29905.1422589492,25770.5874241869,20113.1906722862,28371.0524068473,23154.368444744,14183.4344751869,20553.0435169247,24545.7280568123,24960.0432707651,16859.0080277138,33625.6170813812,14790.6659292596,20113.1906722862,19766.0902323077,14942.0395560165,17654.6588222659,21167.2774205338,21876.9953979148,13016.721382706,18422.6022447198,27669.7269174155,16859.0080277138,23.725894601348
"CL 76:11"," [M-2H](2-)@5.58",23154.368444744,28371.0524068473,40240.0754398973,37776.8697048003,1337.69350262176,43903.6272116872,21587.8162404977,57966.4207157565,24960.0432707651,40586.2240315824,31819.8040048479,28371.0524068473,42441.8011357103,17030.8772552388,17858.1983327838,20113.1906722862,20553.0435169247,27669.7269174155,9280.91190583454,31203.8141300625,15777.2991699635,39121.7235390526,24019.5110456632,29905.1422589492,33625.6170813812,56149.8936557904,37776.8697048003,69281.4798380118,1707.10077887073,45803.6944741775,51161.5749350982,31203.8141300625,44468.7218741318,54967.5570809419,45803.6944741775,6504.40842638318,43903.6272116872,34698.5125620942,29905.1422589492,56149.8936557904,61406.0632477407,44468.7218741318,31203.8141300625,57019.204561377,27136.7913086955,52357.5794593338,61406.0632477407,28371.0524068473,26330.049249067,31819.8040048479,33257.2218777345,24019.5110456632,33257.2218777345,48182.0717913388,39121.7235390526,23.9478124459171
"CL 78:2"," [M-2H](2-)@6.97",31203.8141300625,33257.2218777345,19766.0902323077,38502.0070433393,35928.7366975244,24019.5110456632,32844.5995602581,28371.0524068473,39121.7235390526,18992.0606850502,26691.0866922063,33625.6170813812,22432.4909232519,39121.7235390526,34698.5125620942,40586.2240315824,43903.6272116872,25252.9578295235,73034.8931539208,38502.0070433393,33625.6170813812,27136.7913086955,47123.1700389236,51161.5749350982,43390.0427690779,57019.204561377,40586.2240315824,26691.0866922063,33625.6170813812,64184.943535615,34698.5125620942,33625.6170813812,45803.6944741775,26691.0866922063,27669.7269174155,22432.4909232519,37106.7110444833,32844.5995602581,40240.0754398973,45803.6944741775,40240.0754398973,37776.8697048003,33625.6170813812,37106.7110444833,34698.5125620942,43903.6272116872,32844.5995602581,38502.0070433393,28371.0524068473,37106.7110444833,27669.7269174155,24960.0432707651,41534.4123553582,47123.1700389236,41534.4123553582,23.9692912143998
"CL 78:1"," [M-2H](2-)@7.08",21587.8162404977,19230.4242177783,10063.9615314615,16859.0080277138,14589.2596391774,14589.2596391774,19230.4242177783,14790.6659292596,15777.2991699635,12532.7743970171,17030.8772552388,18052.1514022068,15777.2991699635,24545.7280568123,13497.6290669996,24545.7280568123,33625.6170813812,11858.5752938058,105787.310973488,22432.4909232519,16041.5719612405,13218.8810080463,27669.7269174155,12532.7743970171,24960.0432707651,18992.0606850502,32844.5995602581,14790.6659292596,17654.6588222659,17654.6588222659,14389.3093218788,23668.8150888774,25770.5874241869,12242.0741170232,13218.8810080463,74699.5418802271,11302.8023337359,24545.7280568123,21587.8162404977,11046.1880011681,12641.3271214671,13879.4296212777,18052.1514022068,17858.1983327838,28371.0524068473,13218.8810080463,14589.2596391774,26330.049249067,18992.0606850502,22145.5932237834,19766.0902323077,14790.6659292596,25252.9578295235,14589.2596391774,13016.721382706,24.324234838782
"PA 37:2"," [M-H]-@6.89",743.886215430844,743.886215430844,815.487459188174,640.166057874239,978.506715485391,640.166057874239,707.656784504482,1034.34162550108,1117.91162164385,424.015971290906,1117.91162164385,978.506715485391,782.708589076385,854.763253912523,578.026420843903,815.487459188174,640.166057874239,1060.61081012866,2808.93798323823,517.770076650001,578.026420843903,473.400163132699,1462.72153683665,1034.34162550108,640.166057874239,640.166057874239,1337.69350262176,319.671396577873,707.656784504482,1034.34162550108,473.400163132699,517.770076650001,978.506715485391,743.886215430844,815.487459188174,743.886215430844,1219.9970072539,424.015971290906,898.373961904056,517.770076650001,898.373961904056,1389.40003787783,2260.07784213417,854.763253912523,898.373961904056,940.714895212363,782.708589076385,707.656784504482,578.026420843903,517.770076650001,707.656784504482,473.400163132699,743.886215430844,815.487459188174,424.015971290906,24.4127929075038
"CL 82:13"," [M-2H](2-)@11.74",854.763253912523,1117.91162164385,743.886215430844,782.708589076385,1255.11015952996,815.487459188174,473.400163132699,743.886215430844,517.770076650001,517.770076650001,1181.70108937913,640.166057874239,640.166057874239,517.770076650001,473.400163132699,2042.02564079167,1060.61081012866,815.487459188174,1389.40003787783,707.656784504482,854.763253912523,1707.10077887073,782.708589076385,743.886215430844,898.373961904056,424.015971290906,782.708589076385,1219.9970072539,640.166057874239,782.708589076385,782.708589076385,1462.72153683665,743.886215430844,1181.70108937913,1117.91162164385,2379.44107396467,854.763253912523,517.770076650001,1034.34162550108,707.656784504482,854.763253912523,1181.70108937913,2488.41517143889,1462.72153683665,1117.91162164385,1219.9970072539,1219.9970072539,1337.69350262176,940.714895212363,1219.9970072539,978.506715485391,743.886215430844,578.026420843903,782.708589076385,743.886215430844,24.4505406313444
"CL 80:17"," [M-2H](2-)@4.84",319.671396577873,473.400163132699,517.770076650001,1255.11015952996,319.671396577873,517.770076650001,940.714895212363,815.487459188174,1568.71163037696,1462.72153683665,517.770076650001,898.373961904056,578.026420843903,1034.34162550108,1337.69350262176,707.656784504482,424.015971290906,517.770076650001,815.487459188174,473.400163132699,319.671396577873,815.487459188174,707.656784504482,473.400163132699,517.770076650001,2808.93798323823,1462.72153683665,743.886215430844,1060.61081012866,854.763253912523,1181.70108937913,978.506715485391,1181.70108937913,898.373961904056,940.714895212363,578.026420843903,517.770076650001,1117.91162164385,1255.11015952996,1707.10077887073,978.506715485391,815.487459188174,424.015971290906,707.656784504482,517.770076650001,1536.49406574088,1389.40003787783,898.373961904056,815.487459188174,743.886215430844,782.708589076385,1117.91162164385,1034.34162550108,1255.11015952996,640.166057874239,24.6300648944665
"PA 38:3"," [M-H]-@6.02",41534.4123553582,62248.297380789,110320.801448749,60549.0879490913,87172.2008562676,113119.08871725,39121.7235390526,57019.204561377,33625.6170813812,105787.310973488,72134.4767047597,62248.297380789,73034.8931539208,31203.8141300625,78695.0530453306,60549.0879490913,81010.799828919,62248.297380789,118096.963319881,78695.0530453306,38502.0070433393,37106.7110444833,80150.8172048298,161160.804157178,113119.08871725,97178.5672047222,59201.1508533141,37106.7110444833,29062.2865632281,110320.801448749,42441.8011357103,27136.7913086955,53465.167923091,82187.1006181964,65125.2257666522,93175.0716022023,76000.9210241204,47123.1700389236,28371.0524068473,47123.1700389236,124149.506933343,37106.7110444833,41534.4123553582,24960.0432707651,139661.698759454,105787.310973488,59201.1508533141,19766.0902323077,42441.8011357103,57966.4207157565,59201.1508533141,77051.3061921559,82187.1006181964,76000.9210241204,93175.0716022023,24.7861586637082
"PG 33:1"," [M-H]-@5.65",3941.53391928407,2129.86921921666,4125.84916612601,2488.41517143889,2042.02564079167,1502.00847772804,3296.56507804701,2690.43796502872,3656.26201152571,1813.2023707082,2584.60353712309,1977.98365687146,2690.43796502872,3296.56507804701,3609.4778074159,2919.73357774234,1462.72153683665,2621.93490193058,2834.66115594521,1874.82771055837,2406.32562007228,1813.2023707082,2744.60096328939,1771.31452978073,1707.10077887073,3189.89019742479,2350.0971246596,3263.15925648494,2350.0971246596,3296.56507804701,3189.89019742479,2129.86921921666,2379.44107396467,1813.2023707082,1771.31452978073,2129.86921921666,2090.49990243022,2584.60353712309,2621.93490193058,2690.43796502872,1536.49406574088,2260.07784213417,2808.93798323823,2808.93798323823,1462.72153683665,2235.3316546621,1117.91162164385,2235.3316546621,3122.92622899011,2129.86921921666,2090.49990243022,2260.07784213417,1462.72153683665,1874.82771055837,1771.31452978073,24.8586415546762
"PG 34:4"," [M-H]-@4.25",640.166057874239,1502.00847772804,578.026420843903,1813.2023707082,854.763253912523,898.373961904056,1060.61081012866,854.763253912523,1813.2023707082,1536.49406574088,940.714895212363,1060.61081012866,854.763253912523,1219.9970072539,978.506715485391,1502.00847772804,815.487459188174,640.166057874239,782.708589076385,743.886215430844,707.656784504482,707.656784504482,473.400163132699,517.770076650001,578.026420843903,2379.44107396467,1622.89172218463,940.714895212363,743.886215430844,743.886215430844,1622.89172218463,743.886215430844,854.763253912523,1502.00847772804,1034.34162550108,1622.89172218463,1337.69350262176,854.763253912523,782.708589076385,1034.34162550108,1389.40003787783,578.026420843903,319.671396577873,782.708589076385,1255.11015952996,782.708589076385,319.671396577873,782.708589076385,854.763253912523,1502.00847772804,1462.72153683665,940.714895212363,815.487459188174,1034.34162550108,1219.9970072539,25.1785960480916
"PG 32:2"," [M-H]-@4.85",1117.91162164385,578.026420843903,1060.61081012866,978.506715485391,1060.61081012866,473.400163132699,1771.31452978073,1219.9970072539,1771.31452978073,1930.20778119725,640.166057874239,1813.2023707082,1536.49406574088,2488.41517143889,1568.71163037696,743.886215430844,1337.69350262176,1977.98365687146,473.400163132699,1255.11015952996,2350.0971246596,940.714895212363,1622.89172218463,1117.91162164385,707.656784504482,743.886215430844,473.400163132699,1771.31452978073,517.770076650001,517.770076650001,517.770076650001,424.015971290906,578.026420843903,815.487459188174,424.015971290906,707.656784504482,707.656784504482,2460.34163717296,978.506715485391,854.763253912523,319.671396577873,854.763253912523,707.656784504482,978.506715485391,1219.9970072539,743.886215430844,640.166057874239,854.763253912523,978.506715485391,940.714895212363,1060.61081012866,1622.89172218463,1060.61081012866,743.886215430844,1060.61081012866,25.3062177486281
